step,time,drone_0_phase,drone_0_is_firing,drone_0_coupling,drone_0_pos_x,drone_0_pos_y,drone_1_phase,drone_1_is_firing,drone_1_coupling,drone_1_pos_x,drone_1_pos_y,drone_2_phase,drone_2_is_firing,drone_2_coupling,drone_2_pos_x,drone_2_pos_y
374,3.74,2.241839,0,0.013828,4.3888,8.586,2.207628,0,0.017803,0.9418,9.7562,2.540461,0,-0.031631,7.8606,1.2811
375,3.75,2.251979,0,0.013949,4.3888,8.586,2.218305,0,0.017717,0.9418,9.7562,2.551144,0,-0.031666,7.8606,1.2811
376,3.76,2.262119,0,0.01407,4.3888,8.586,2.228981,0,0.01763,0.9418,9.7562,2.561827,0,-0.0317,7.8606,1.2811
377,3.77,2.272261,0,0.01419,4.3888,8.586,2.239657,0,0.017544,0.9418,9.7562,2.57251,0,-0.031735,7.8606,1.2811
378,3.78,2.282404,0,0.01431,4.3888,8.586,2.250331,0,0.017459,0.9418,9.7562,2.583192,0,-0.031769,7.8606,1.2811
379,3.79,2.292549,0,0.01443,4.3888,8.586,2.261005,0,0.017374,0.9418,9.7562,2.593874,0,-0.031804,7.8606,1.2811
380,3.8,2.302694,0,0.014549,4.3888,8.586,2.271678,0,0.017289,0.9418,9.7562,2.604556,0,-0.031838,7.8606,1.2811
381,3.81,2.312841,0,0.014668,4.3888,8.586,2.28235,0,0.017204,0.9418,9.7562,2.615237,0,-0.031872,7.8606,1.2811
382,3.82,2.322989,0,0.014786,4.3888,8.586,2.293021,0,0.01712,0.9418,9.7562,2.625918,0,-0.031906,7.8606,1.2811
383,3.83,2.333138,0,0.014904,4.3888,8.586,2.303692,0,0.017036,0.9418,9.7562,2.636599,0,-0.03194,7.8606,1.2811
384,3.84,2.343288,0,0.015021,4.3888,8.586,2.314361,0,0.016953,0.9418,9.7562,2.647279,0,-0.031974,7.8606,1.2811
385,3.85,2.353439,0,0.015138,4.3888,8.586,2.32503,0,0.016869,0.9418,9.7562,2.657959,0,-0.032008,7.8606,1.2811
386,3.86,2.363592,0,0.015255,4.3888,8.586,2.335698,0,0.016787,0.9418,9.7562,2.668638,0,-0.032042,7.8606,1.2811
387,3.87,2.373745,0,0.015371,4.3888,8.586,2.346365,0,0.016704,0.9418,9.7562,2.679318,0,-0.032075,7.8606,1.2811
388,3.88,2.3839,0,0.015487,4.3888,8.586,2.357031,0,0.016622,0.9418,9.7562,2.689996,0,-0.032109,7.8606,1.2811
389,3.89,2.394056,0,0.015602,4.3888,8.586,2.367696,0,0.01654,0.9418,9.7562,2.700675,0,-0.032142,7.8606,1.2811
390,3.9,2.404214,0,0.015717,4.3888,8.586,2.378361,0,0.016459,0.9418,9.7562,2.711353,0,-0.032176,7.8606,1.2811
391,3.91,2.414372,0,0.015831,4.3888,8.586,2.389025,0,0.016378,0.9418,9.7562,2.722031,0,-0.032209,7.8606,1.2811
392,3.92,2.424531,0,0.015946,4.3888,8.586,2.399688,0,0.016297,0.9418,9.7562,2.732709,0,-0.032242,7.8606,1.2811
393,3.93,2.434692,0,0.016059,4.3888,8.586,2.41035,0,0.016216,0.9418,9.7562,2.743386,0,-0.032275,7.8606,1.2811
394,3.94,2.444854,0,0.016172,4.3888,8.586,2.421011,0,0.016136,0.9418,9.7562,2.754063,0,-0.032309,7.8606,1.2811
395,3.95,2.455016,0,0.016285,4.3888,8.586,2.431672,0,0.016056,0.9418,9.7562,2.76474,0,-0.032342,7.8606,1.2811
396,3.96,2.46518,0,0.016398,4.3888,8.586,2.442331,0,0.015977,0.9418,9.7562,2.775416,0,-0.032374,7.8606,1.2811
397,3.97,2.475346,0,0.01651,4.3888,8.586,2.45299,0,0.015897,0.9418,9.7562,2.786092,0,-0.032407,7.8606,1.2811
398,3.98,2.485512,0,0.016621,4.3888,8.586,2.463649,0,0.015819,0.9418,9.7562,2.796767,0,-0.03244,7.8606,1.2811
399,3.99,2.495679,0,0.016733,4.3888,8.586,2.474306,0,0.01574,0.9418,9.7562,2.807443,0,-0.032473,7.8606,1.2811
400,4.0,2.505848,0,0.016844,4.3888,8.586,2.484963,0,0.015662,0.9418,9.7562,2.818118,0,-0.032505,7.8606,1.2811
401,4.01,2.516017,0,0.016954,4.3888,8.586,2.495618,0,0.015584,0.9418,9.7562,2.828792,0,-0.032538,7.8606,1.2811
402,4.02,2.526188,0,0.017064,4.3888,8.586,2.506274,0,0.015506,0.9418,9.7562,2.839466,0,-0.03257,7.8606,1.2811
403,4.03,2.536359,0,0.017174,4.3888,8.586,2.516928,0,0.015429,0.9418,9.7562,2.85014,0,-0.032603,7.8606,1.2811
404,4.04,2.546532,0,0.017283,4.3888,8.586,2.527581,0,0.015352,0.9418,9.7562,2.860814,0,-0.032635,7.8606,1.2811
405,4.05,2.556706,0,0.017392,4.3888,8.586,2.538234,0,0.015275,0.9418,9.7562,2.871487,0,-0.032667,7.8606,1.2811
406,4.06,2.566881,0,0.0175,4.3888,8.586,2.548886,0,0.015199,0.9418,9.7562,2.88216,0,-0.032699,7.8606,1.2811
407,4.07,2.577057,0,0.017608,4.3888,8.586,2.559537,0,0.015123,0.9418,9.7562,2.892833,0,-0.032731,7.8606,1.2811
408,4.08,2.587234,0,0.017716,4.3888,8.586,2.570188,0,0.015047,0.9418,9.7562,2.903505,0,-0.032763,7.8606,1.2811
409,4.09,2.597413,0,0.017823,4.3888,8.586,2.580838,0,0.014972,0.9418,9.7562,2.914178,0,-0.032795,7.8606,1.2811
410,4.1,2.607592,0,0.01793,4.3888,8.586,2.591486,0,0.014897,0.9418,9.7562,2.924849,0,-0.032827,7.8606,1.2811
411,4.11,2.617772,0,0.018037,4.3888,8.586,2.602135,0,0.014822,0.9418,9.7562,2.935521,0,-0.032859,7.8606,1.2811
412,4.12,2.627954,0,0.018143,4.3888,8.586,2.612782,0,0.014748,0.9418,9.7562,2.946192,0,-0.03289,7.8606,1.2811
413,4.13,2.638136,0,0.018249,4.3888,8.586,2.623429,0,0.014674,0.9418,9.7562,2.956863,0,-0.032922,7.8606,1.2811
414,4.14,2.64832,0,0.018354,4.3888,8.586,2.634075,0,0.0146,0.9418,9.7562,2.967533,0,-0.032954,7.8606,1.2811
415,4.15,2.658504,0,0.018459,4.3888,8.586,2.64472,0,0.014526,0.9418,9.7562,2.978203,0,-0.032985,7.8606,1.2811
416,4.16,2.66869,0,0.018564,4.3888,8.586,2.655365,0,0.014453,0.9418,9.7562,2.988873,0,-0.033016,7.8606,1.2811
417,4.17,2.678877,0,0.018668,4.3888,8.586,2.666008,0,0.01438,0.9418,9.7562,2.999543,0,-0.033048,7.8606,1.2811
418,4.18,2.689064,0,0.018772,4.3888,8.586,2.676652,0,0.014307,0.9418,9.7562,3.010212,0,-0.033079,7.8606,1.2811
419,4.19,2.699253,0,0.018875,4.3888,8.586,2.687294,0,0.014235,0.9418,9.7562,3.020881,0,-0.03311,7.8606,1.2811
420,4.2,2.709443,0,0.018978,4.3888,8.586,2.697936,0,0.014163,0.9418,9.7562,3.031549,0,-0.033141,7.8606,1.2811
421,4.21,2.719634,0,0.019081,4.3888,8.586,2.708576,0,0.014091,0.9418,9.7562,3.042217,0,-0.033172,7.8606,1.2811
422,4.22,2.729826,0,0.019183,4.3888,8.586,2.719217,0,0.01402,0.9418,9.7562,3.052885,0,-0.033203,7.8606,1.2811
423,4.23,2.740018,0,0.019285,4.3888,8.586,2.729856,0,0.013948,0.9418,9.7562,3.063553,0,-0.033234,7.8606,1.2811
424,4.24,2.750212,0,0.019387,4.3888,8.586,2.740495,0,0.013877,0.9418,9.7562,3.07422,0,-0.033265,7.8606,1.2811
425,4.25,2.760407,0,0.019488,4.3888,8.586,2.751133,0,0.013807,0.9418,9.7562,3.084888,0,-0.033295,7.8606,1.2811
426,4.26,2.770603,0,0.019589,4.3888,8.586,2.76177,0,0.013737,0.9418,9.7562,3.095554,0,-0.033326,7.8606,1.2811
427,4.27,2.7808,0,0.01969,4.3888,8.586,2.772407,0,0.013667,0.9418,9.7562,3.106221,0,-0.033356,7.8606,1.2811
428,4.28,2.790998,0,0.01979,4.3888,8.586,2.783043,0,0.013597,0.9418,9.7562,3.116887,0,-0.033387,7.8606,1.2811
429,4.29,2.801197,0,0.01989,4.3888,8.586,2.793678,0,0.013527,0.9418,9.7562,3.127553,0,-0.033417,7.8606,1.2811
430,4.3,2.811397,0,0.019989,4.3888,8.586,2.804313,0,0.013458,0.9418,9.7562,3.138218,0,-0.033448,7.8606,1.2811
431,4.31,2.821598,0,0.020088,4.3888,8.586,2.814947,0,0.013389,0.9418,9.7562,3.148883,0,-0.033478,7.8606,1.2811
432,4.32,2.831799,0,0.020187,4.3888,8.586,2.82558,0,0.013321,0.9418,9.7562,3.159548,0,-0.033508,7.8606,1.2811
433,4.33,2.842002,0,0.020286,4.3888,8.586,2.836212,0,0.013252,0.9418,9.7562,3.170213,0,-0.033538,7.8606,1.2811
434,4.34,2.852206,0,0.020384,4.3888,8.586,2.846844,0,0.013184,0.9418,9.7562,3.180877,0,-0.033568,7.8606,1.2811
435,4.35,2.862411,0,0.020481,4.3888,8.586,2.857475,0,0.013117,0.9418,9.7562,3.191541,0,-0.033598,7.8606,1.2811
436,4.36,2.872617,0,0.020579,4.3888,8.586,2.868106,0,0.013049,0.9418,9.7562,3.202205,0,-0.033628,7.8606,1.2811
437,4.37,2.882823,0,0.020676,4.3888,8.586,2.878736,0,0.012982,0.9418,9.7562,3.212868,0,-0.033658,7.8606,1.2811
438,4.38,2.893031,0,0.020772,4.3888,8.586,2.889365,0,0.012915,0.9418,9.7562,3.223532,0,-0.033688,7.8606,1.2811
439,4.39,2.90324,0,0.020869,4.3888,8.586,2.899993,0,0.012849,0.9418,9.7562,3.234194,0,-0.033717,7.8606,1.2811
440,4.4,2.91345,0,0.020965,4.3888,8.586,2.910621,0,0.012782,0.9418,9.7562,3.244857,0,-0.033747,7.8606,1.2811
441,4.41,2.92366,0,0.02106,4.3888,8.586,2.921248,0,0.012716,0.9418,9.7562,3.255519,0,-0.033776,7.8606,1.2811
442,4.42,2.933872,0,0.021156,4.3888,8.586,2.931875,0,0.01265,0.9418,9.7562,3.266181,0,-0.033806,7.8606,1.2811
443,4.43,2.944084,0,0.021251,4.3888,8.586,2.942501,0,0.012585,0.9418,9.7562,3.276843,0,-0.033835,7.8606,1.2811
444,4.44,2.954298,0,0.021345,4.3888,8.586,2.953126,0,0.01252,0.9418,9.7562,3.287504,0,-0.033865,7.8606,1.2811
445,4.45,2.964512,0,0.021439,4.3888,8.586,2.96375,0,0.012455,0.9418,9.7562,3.298165,0,-0.033894,7.8606,1.2811
446,4.46,2.974727,0,0.021533,4.3888,8.586,2.974374,0,0.01239,0.9418,9.7562,3.308826,0,-0.033923,7.8606,1.2811
447,4.47,2.984944,0,0.021627,4.3888,8.586,2.984998,0,0.012325,0.9418,9.7562,3.319486,0,-0.033952,7.8606,1.2811
448,4.48,2.995161,0,0.02172,4.3888,8.586,2.99562,0,0.012261,0.9418,9.7562,3.330147,0,-0.033981,7.8606,1.2811
449,4.49,3.005379,0,0.021813,4.3888,8.586,3.006242,0,0.012197,0.9418,9.7562,3.340806,0,-0.03401,7.8606,1.2811
450,4.5,3.015598,0,0.021906,4.3888,8.586,3.016864,0,0.012134,0.9418,9.7562,3.351466,0,-0.034039,7.8606,1.2811
451,4.51,3.025818,0,0.021998,4.3888,8.586,3.027484,0,0.01207,0.9418,9.7562,3.362125,0,-0.034068,7.8606,1.2811
452,4.52,3.036039,0,0.02209,4.3888,8.586,3.038104,0,0.012007,0.9418,9.7562,3.372784,0,-0.034097,7.8606,1.2811
453,4.53,3.046261,0,0.022182,4.3888,8.586,3.048724,0,0.011944,0.9418,9.7562,3.383443,0,-0.034126,7.8606,1.2811
454,4.54,3.056483,0,0.022273,4.3888,8.586,3.059343,0,0.011882,0.9418,9.7562,3.394102,0,-0.034154,7.8606,1.2811
455,4.55,3.066707,0,0.022364,4.3888,8.586,3.069961,0,0.011819,0.9418,9.7562,3.40476,0,-0.034183,7.8606,1.2811
456,4.56,3.076932,0,0.022454,4.3888,8.586,3.080578,0,0.011757,0.9418,9.7562,3.415418,0,-0.034211,7.8606,1.2811
457,4.57,3.087157,0,0.022545,4.3888,8.586,3.091195,0,0.011695,0.9418,9.7562,3.426075,0,-0.03424,7.8606,1.2811
458,4.58,3.097383,0,0.022635,4.3888,8.586,3.101812,0,0.011634,0.9418,9.7562,3.436733,0,-0.034268,7.8606,1.2811
459,4.59,3.107611,0,0.022724,4.3888,8.586,3.112427,0,0.011572,0.9418,9.7562,3.44739,0,-0.034297,7.8606,1.2811
460,4.6,3.117839,0,0.022814,4.3888,8.586,3.123042,0,0.011511,0.9418,9.7562,3.458046,0,-0.034325,7.8606,1.2811
461,4.61,3.128068,0,0.022903,4.3888,8.586,3.133657,0,0.01145,0.9418,9.7562,3.468703,0,-0.034353,7.8606,1.2811
462,4.62,3.138298,0,0.022991,4.3888,8.586,3.144271,0,0.01139,0.9418,9.7562,3.479359,0,-0.034381,7.8606,1.2811
463,4.63,3.148529,0,0.02308,4.3888,8.586,3.154884,0,0.01133,0.9418,9.7562,3.490015,0,-0.034409,7.8606,1.2811
464,4.64,3.15876,0,0.023168,4.3888,8.586,3.165497,0,0.01127,0.9418,9.7562,3.500671,0,-0.034437,7.8606,1.2811
465,4.65,3.168993,0,0.023255,4.3888,8.586,3.176109,0,0.01121,0.9418,9.7562,3.511326,0,-0.034465,7.8606,1.2811
466,4.66,3.179226,0,0.023343,4.3888,8.586,3.18672,0,0.01115,0.9418,9.7562,3.521981,0,-0.034493,7.8606,1.2811
467,4.67,3.189461,0,0.02343,4.3888,8.586,3.197331,0,0.011091,0.9418,9.7562,3.532636,0,-0.034521,7.8606,1.2811
468,4.68,3.199696,0,0.023517,4.3888,8.586,3.207942,0,0.011032,0.9418,9.7562,3.54329,0,-0.034549,7.8606,1.2811
469,4.69,3.209932,0,0.023603,4.3888,8.586,3.218551,0,0.010973,0.9418,9.7562,3.553945,0,-0.034576,7.8606,1.2811
470,4.7,3.220169,0,0.023689,4.3888,8.586,3.229161,0,0.010914,0.9418,9.7562,3.564599,0,-0.034604,7.8606,1.2811
471,4.71,3.230406,0,0.023775,4.3888,8.586,3.239769,0,0.010856,0.9418,9.7562,3.575252,0,-0.034631,7.8606,1.2811
472,4.72,3.240645,0,0.023861,4.3888,8.586,3.250377,0,0.010798,0.9418,9.7562,3.585906,0,-0.034659,7.8606,1.2811
473,4.73,3.250884,0,0.023946,4.3888,8.586,3.260985,0,0.01074,0.9418,9.7562,3.596559,0,-0.034686,7.8606,1.2811
474,4.74,3.261125,0,0.024031,4.3888,8.586,3.271591,0,0.010683,0.9418,9.7562,3.607212,0,-0.034714,7.8606,1.2811
475,4.75,3.271366,0,0.024116,4.3888,8.586,3.282198,0,0.010625,0.9418,9.7562,3.617864,0,-0.034741,7.8606,1.2811
476,4.76,3.281608,0,0.0242,4.3888,8.586,3.292803,0,0.010568,0.9418,9.7562,3.628517,0,-0.034768,7.8606,1.2811
477,4.77,3.291851,0,0.024284,4.3888,8.586,3.303408,0,0.010511,0.9418,9.7562,3.639169,0,-0.034795,7.8606,1.2811
478,4.78,3.302094,0,0.024368,4.3888,8.586,3.314013,0,0.010455,0.9418,9.7562,3.64982,0,-0.034822,7.8606,1.2811
479,4.79,3.312339,0,0.024451,4.3888,8.586,3.324617,0,0.010398,0.9418,9.7562,3.660472,0,-0.034849,7.8606,1.2811
480,4.8,3.322584,0,0.024534,4.3888,8.586,3.33522,0,0.010342,0.9418,9.7562,3.671123,0,-0.034876,7.8606,1.2811
481,4.81,3.33283,0,0.024617,4.3888,8.586,3.345823,0,0.010286,0.9418,9.7562,3.681774,0,-0.034903,7.8606,1.2811
482,4.82,3.343077,0,0.0247,4.3888,8.586,3.356426,0,0.01023,0.9418,9.7562,3.692425,0,-0.03493,7.8606,1.2811
483,4.83,3.353325,0,0.024782,4.3888,8.586,3.367027,0,0.010175,0.9418,9.7562,3.703075,0,-0.034957,7.8606,1.2811
484,4.84,3.363574,0,0.024864,4.3888,8.586,3.377628,0,0.01012,0.9418,9.7562,3.713725,0,-0.034984,7.8606,1.2811
485,4.85,3.373823,0,0.024946,4.3888,8.586,3.388229,0,0.010065,0.9418,9.7562,3.724375,0,-0.03501,7.8606,1.2811
486,4.86,3.384074,0,0.025027,4.3888,8.586,3.398829,0,0.01001,0.9418,9.7562,3.735025,0,-0.035037,7.8606,1.2811
487,4.87,3.394325,0,0.025108,4.3888,8.586,3.409429,0,0.009955,0.9418,9.7562,3.745674,0,-0.035064,7.8606,1.2811
488,4.88,3.404577,0,0.025189,4.3888,8.586,3.420028,0,0.009901,0.9418,9.7562,3.756323,0,-0.03509,7.8606,1.2811
489,4.89,3.414829,0,0.02527,4.3888,8.586,3.430626,0,0.009847,0.9418,9.7562,3.766972,0,-0.035116,7.8606,1.2811
490,4.9,3.425083,0,0.02535,4.3888,8.586,3.441224,0,0.009793,0.9418,9.7562,3.777621,0,-0.035143,7.8606,1.2811
491,4.91,3.435337,0,0.02543,4.3888,8.586,3.451822,0,0.009739,0.9418,9.7562,3.788269,0,-0.035169,7.8606,1.2811
492,4.92,3.445592,0,0.025509,4.3888,8.586,3.462418,0,0.009686,0.9418,9.7562,3.798917,0,-0.035195,7.8606,1.2811
493,4.93,3.455848,0,0.025589,4.3888,8.586,3.473015,0,0.009633,0.9418,9.7562,3.809565,0,-0.035222,7.8606,1.2811
494,4.94,3.466105,0,0.025668,4.3888,8.586,3.483611,0,0.00958,0.9418,9.7562,3.820212,0,-0.035248,7.8606,1.2811
495,4.95,3.476362,0,0.025747,4.3888,8.586,3.494206,0,0.009527,0.9418,9.7562,3.83086,0,-0.035274,7.8606,1.2811
496,4.96,3.48662,0,0.025825,4.3888,8.586,3.504801,0,0.009474,0.9418,9.7562,3.841507,0,-0.0353,7.8606,1.2811
497,4.97,3.49688,0,0.025904,4.3888,8.586,3.515395,0,0.009422,0.9418,9.7562,3.852153,0,-0.035326,7.8606,1.2811
498,4.98,3.507139,0,0.025982,4.3888,8.586,3.525988,0,0.00937,0.9418,9.7562,3.8628,0,-0.035352,7.8606,1.2811
499,4.99,3.5174,0,0.026059,4.3888,8.586,3.536582,0,0.009318,0.9418,9.7562,3.873446,0,-0.035377,7.8606,1.2811
