step,time,drone_0_phase,drone_0_is_firing,drone_0_coupling,drone_0_pos_x,drone_0_pos_y,drone_1_phase,drone_1_is_firing,drone_1_coupling,drone_1_pos_x,drone_1_pos_y,drone_2_phase,drone_2_is_firing,drone_2_coupling,drone_2_pos_x,drone_2_pos_y
183,1.83,0.333526,0,-0.019548,4.3888,8.586,0.147494,0,0.042589,0.9418,9.7562,0.492408,0,-0.023042,7.8606,1.2811
184,1.84,0.343333,0,-0.019307,4.3888,8.586,0.158418,0,0.042407,0.9418,9.7562,0.503177,0,-0.023099,7.8606,1.2811
185,1.85,0.353142,0,-0.019068,4.3888,8.586,0.169341,0,0.042224,0.9418,9.7562,0.513945,0,-0.023157,7.8606,1.2811
186,1.86,0.362954,0,-0.018829,4.3888,8.586,0.180261,0,0.042043,0.9418,9.7562,0.524713,0,-0.023214,7.8606,1.2811
187,1.87,0.372768,0,-0.018591,4.3888,8.586,0.19118,0,0.041862,0.9418,9.7562,0.53548,0,-0.023271,7.8606,1.2811
188,1.88,0.382584,0,-0.018354,4.3888,8.586,0.202096,0,0.041682,0.9418,9.7562,0.546247,0,-0.023328,7.8606,1.2811
189,1.89,0.392403,0,-0.018118,4.3888,8.586,0.213012,0,0.041502,0.9418,9.7562,0.557013,0,-0.023384,7.8606,1.2811
190,1.9,0.402224,0,-0.017883,4.3888,8.586,0.223925,0,0.041324,0.9418,9.7562,0.567779,0,-0.023441,7.8606,1.2811
191,1.91,0.412048,0,-0.017648,4.3888,8.586,0.234836,0,0.041145,0.9418,9.7562,0.578544,0,-0.023497,7.8606,1.2811
192,1.92,0.421874,0,-0.017414,4.3888,8.586,0.245746,0,0.040968,0.9418,9.7562,0.589308,0,-0.023554,7.8606,1.2811
193,1.93,0.431702,0,-0.017181,4.3888,8.586,0.256654,0,0.040791,0.9418,9.7562,0.600072,0,-0.02361,7.8606,1.2811
194,1.94,0.441532,0,-0.016949,4.3888,8.586,0.26756,0,0.040615,0.9418,9.7562,0.610835,0,-0.023666,7.8606,1.2811
195,1.95,0.451365,0,-0.016718,4.3888,8.586,0.278464,0,0.040439,0.9418,9.7562,0.621598,0,-0.023721,7.8606,1.2811
196,1.96,0.4612,0,-0.016487,4.3888,8.586,0.289367,0,0.040265,0.9418,9.7562,0.63236,0,-0.023777,7.8606,1.2811
197,1.97,0.471038,0,-0.016258,4.3888,8.586,0.300268,0,0.04009,0.9418,9.7562,0.643122,0,-0.023833,7.8606,1.2811
198,1.98,0.480877,0,-0.016029,4.3888,8.586,0.311167,0,0.039917,0.9418,9.7562,0.653883,0,-0.023888,7.8606,1.2811
199,1.99,0.490719,0,-0.015801,4.3888,8.586,0.322065,0,0.039744,0.9418,9.7562,0.664644,0,-0.023943,7.8606,1.2811
200,2.0,0.500564,0,-0.015574,4.3888,8.586,0.33296,0,0.039572,0.9418,9.7562,0.675404,0,-0.023998,7.8606,1.2811
201,2.01,0.51041,0,-0.015347,4.3888,8.586,0.343854,0,0.0394,0.9418,9.7562,0.686163,0,-0.024053,7.8606,1.2811
202,2.02,0.520259,0,-0.015121,4.3888,8.586,0.354747,0,0.039229,0.9418,9.7562,0.696922,0,-0.024108,7.8606,1.2811
203,2.03,0.53011,0,-0.014897,4.3888,8.586,0.365637,0,0.039059,0.9418,9.7562,0.707681,0,-0.024162,7.8606,1.2811
204,2.04,0.539963,0,-0.014672,4.3888,8.586,0.376526,0,0.038889,0.9418,9.7562,0.718438,0,-0.024217,7.8606,1.2811
205,2.05,0.549819,0,-0.014449,4.3888,8.586,0.387413,0,0.03872,0.9418,9.7562,0.729196,0,-0.024271,7.8606,1.2811
206,2.06,0.559677,0,-0.014227,4.3888,8.586,0.398299,0,0.038551,0.9418,9.7562,0.739952,0,-0.024325,7.8606,1.2811
207,2.07,0.569537,0,-0.014005,4.3888,8.586,0.409183,0,0.038384,0.9418,9.7562,0.750709,0,-0.024379,7.8606,1.2811
208,2.08,0.579399,0,-0.013784,4.3888,8.586,0.420065,0,0.038217,0.9418,9.7562,0.761464,0,-0.024433,7.8606,1.2811
209,2.09,0.589263,0,-0.013564,4.3888,8.586,0.430945,0,0.03805,0.9418,9.7562,0.772219,0,-0.024486,7.8606,1.2811
210,2.1,0.59913,0,-0.013344,4.3888,8.586,0.441824,0,0.037884,0.9418,9.7562,0.782974,0,-0.02454,7.8606,1.2811
211,2.11,0.608998,0,-0.013126,4.3888,8.586,0.452701,0,0.037719,0.9418,9.7562,0.793728,0,-0.024593,7.8606,1.2811
212,2.12,0.618869,0,-0.012908,4.3888,8.586,0.463577,0,0.037554,0.9418,9.7562,0.804482,0,-0.024646,7.8606,1.2811
213,2.13,0.628742,0,-0.012691,4.3888,8.586,0.474451,0,0.03739,0.9418,9.7562,0.815235,0,-0.024699,7.8606,1.2811
214,2.14,0.638618,0,-0.012474,4.3888,8.586,0.485323,0,0.037227,0.9418,9.7562,0.825987,0,-0.024752,7.8606,1.2811
215,2.15,0.648495,0,-0.012259,4.3888,8.586,0.496194,0,0.037064,0.9418,9.7562,0.836739,0,-0.024805,7.8606,1.2811
216,2.16,0.658375,0,-0.012044,4.3888,8.586,0.507063,0,0.036902,0.9418,9.7562,0.84749,0,-0.024858,7.8606,1.2811
217,2.17,0.668256,0,-0.01183,4.3888,8.586,0.51793,0,0.03674,0.9418,9.7562,0.858241,0,-0.02491,7.8606,1.2811
218,2.18,0.67814,0,-0.011617,4.3888,8.586,0.528796,0,0.036579,0.9418,9.7562,0.868992,0,-0.024963,7.8606,1.2811
219,2.19,0.688026,0,-0.011404,4.3888,8.586,0.53966,0,0.036419,0.9418,9.7562,0.879742,0,-0.025015,7.8606,1.2811
220,2.2,0.697914,0,-0.011192,4.3888,8.586,0.550523,0,0.036259,0.9418,9.7562,0.890491,0,-0.025067,7.8606,1.2811
221,2.21,0.707804,0,-0.010981,4.3888,8.586,0.561384,0,0.0361,0.9418,9.7562,0.90124,0,-0.025119,7.8606,1.2811
222,2.22,0.717697,0,-0.010771,4.3888,8.586,0.572243,0,0.035941,0.9418,9.7562,0.911988,0,-0.025171,7.8606,1.2811
223,2.23,0.727591,0,-0.010561,4.3888,8.586,0.583101,0,0.035784,0.9418,9.7562,0.922736,0,-0.025222,7.8606,1.2811
224,2.24,0.737488,0,-0.010353,4.3888,8.586,0.593957,0,0.035626,0.9418,9.7562,0.933483,0,-0.025274,7.8606,1.2811
225,2.25,0.747386,0,-0.010144,4.3888,8.586,0.604812,0,0.03547,0.9418,9.7562,0.94423,0,-0.025325,7.8606,1.2811
226,2.26,0.757287,0,-0.009937,4.3888,8.586,0.615665,0,0.035313,0.9418,9.7562,0.954976,0,-0.025376,7.8606,1.2811
227,2.27,0.767189,0,-0.009731,4.3888,8.586,0.626516,0,0.035158,0.9418,9.7562,0.965722,0,-0.025427,7.8606,1.2811
228,2.28,0.777094,0,-0.009525,4.3888,8.586,0.637367,0,0.035003,0.9418,9.7562,0.976467,0,-0.025478,7.8606,1.2811
229,2.29,0.787001,0,-0.00932,4.3888,8.586,0.648215,0,0.034849,0.9418,9.7562,0.987212,0,-0.025529,7.8606,1.2811
230,2.3,0.79691,0,-0.009115,4.3888,8.586,0.659062,0,0.034695,0.9418,9.7562,0.997956,0,-0.02558,7.8606,1.2811
231,2.31,0.806821,0,-0.008911,4.3888,8.586,0.669907,0,0.034542,0.9418,9.7562,1.0087,0,-0.02563,7.8606,1.2811
232,2.32,0.816734,0,-0.008709,4.3888,8.586,0.680751,0,0.034389,0.9418,9.7562,1.019443,0,-0.025681,7.8606,1.2811
233,2.33,0.826649,0,-0.008506,4.3888,8.586,0.691594,0,0.034237,0.9418,9.7562,1.030185,0,-0.025731,7.8606,1.2811
234,2.34,0.836566,0,-0.008305,4.3888,8.586,0.702434,0,0.034086,0.9418,9.7562,1.040928,0,-0.025781,7.8606,1.2811
235,2.35,0.846484,0,-0.008104,4.3888,8.586,0.713274,0,0.033935,0.9418,9.7562,1.051669,0,-0.025831,7.8606,1.2811
236,2.36,0.856405,0,-0.007904,4.3888,8.586,0.724112,0,0.033785,0.9418,9.7562,1.062411,0,-0.025881,7.8606,1.2811
237,2.37,0.866328,0,-0.007705,4.3888,8.586,0.734948,0,0.033635,0.9418,9.7562,1.073151,0,-0.02593,7.8606,1.2811
238,2.38,0.876253,0,-0.007506,4.3888,8.586,0.745783,0,0.033486,0.9418,9.7562,1.083891,0,-0.02598,7.8606,1.2811
239,2.39,0.88618,0,-0.007308,4.3888,8.586,0.756616,0,0.033337,0.9418,9.7562,1.094631,0,-0.026029,7.8606,1.2811
240,2.4,0.896109,0,-0.007111,4.3888,8.586,0.767448,0,0.033189,0.9418,9.7562,1.10537,0,-0.026079,7.8606,1.2811
241,2.41,0.90604,0,-0.006914,4.3888,8.586,0.778279,0,0.033042,0.9418,9.7562,1.116109,0,-0.026128,7.8606,1.2811
242,2.42,0.915973,0,-0.006718,4.3888,8.586,0.789108,0,0.032895,0.9418,9.7562,1.126847,0,-0.026177,7.8606,1.2811
243,2.43,0.925908,0,-0.006523,4.3888,8.586,0.799935,0,0.032749,0.9418,9.7562,1.137585,0,-0.026226,7.8606,1.2811
244,2.44,0.935844,0,-0.006329,4.3888,8.586,0.810761,0,0.032603,0.9418,9.7562,1.148322,0,-0.026274,7.8606,1.2811
245,2.45,0.945783,0,-0.006135,4.3888,8.586,0.821586,0,0.032458,0.9418,9.7562,1.159059,0,-0.026323,7.8606,1.2811
246,2.46,0.955724,0,-0.005942,4.3888,8.586,0.832409,0,0.032313,0.9418,9.7562,1.169795,0,-0.026372,7.8606,1.2811
247,2.47,0.965666,0,-0.005749,4.3888,8.586,0.84323,0,0.032169,0.9418,9.7562,1.180531,0,-0.02642,7.8606,1.2811
248,2.48,0.97561,0,-0.005558,4.3888,8.586,0.854051,0,0.032026,0.9418,9.7562,1.191267,0,-0.026468,7.8606,1.2811
249,2.49,0.985557,0,-0.005367,4.3888,8.586,0.86487,0,0.031883,0.9418,9.7562,1.202001,0,-0.026516,7.8606,1.2811
250,2.5,0.995505,0,-0.005176,4.3888,8.586,0.875687,0,0.031741,0.9418,9.7562,1.212736,0,-0.026564,7.8606,1.2811
251,2.51,1.005455,0,-0.004987,4.3888,8.586,0.886503,0,0.031599,0.9418,9.7562,1.22347,0,-0.026612,7.8606,1.2811
252,2.52,1.015407,0,-0.004798,4.3888,8.586,0.897318,0,0.031458,0.9418,9.7562,1.234203,0,-0.02666,7.8606,1.2811
253,2.53,1.025361,0,-0.00461,4.3888,8.586,0.908131,0,0.031317,0.9418,9.7562,1.244936,0,-0.026707,7.8606,1.2811
254,2.54,1.035317,0,-0.004422,4.3888,8.586,0.918942,0,0.031177,0.9418,9.7562,1.255668,0,-0.026755,7.8606,1.2811
255,2.55,1.045275,0,-0.004235,4.3888,8.586,0.929753,0,0.031037,0.9418,9.7562,1.2664,0,-0.026802,7.8606,1.2811
256,2.56,1.055234,0,-0.004049,4.3888,8.586,0.940562,0,0.030898,0.9418,9.7562,1.277132,0,-0.026849,7.8606,1.2811
257,2.57,1.065195,0,-0.003863,4.3888,8.586,0.951369,0,0.030759,0.9418,9.7562,1.287863,0,-0.026896,7.8606,1.2811
258,2.58,1.075159,0,-0.003678,4.3888,8.586,0.962176,0,0.030621,0.9418,9.7562,1.298593,0,-0.026943,7.8606,1.2811
259,2.59,1.085124,0,-0.003494,4.3888,8.586,0.97298,0,0.030484,0.9418,9.7562,1.309324,0,-0.02699,7.8606,1.2811
260,2.6,1.095091,0,-0.00331,4.3888,8.586,0.983784,0,0.030347,0.9418,9.7562,1.320053,0,-0.027037,7.8606,1.2811
261,2.61,1.105059,0,-0.003127,4.3888,8.586,0.994586,0,0.030211,0.9418,9.7562,1.330782,0,-0.027083,7.8606,1.2811
262,2.62,1.11503,0,-0.002945,4.3888,8.586,1.005387,0,0.030075,0.9418,9.7562,1.341511,0,-0.02713,7.8606,1.2811
263,2.63,1.125002,0,-0.002763,4.3888,8.586,1.016186,0,0.029939,0.9418,9.7562,1.352239,0,-0.027176,7.8606,1.2811
264,2.64,1.134976,0,-0.002582,4.3888,8.586,1.026984,0,0.029804,0.9418,9.7562,1.362967,0,-0.027222,7.8606,1.2811
265,2.65,1.144952,0,-0.002402,4.3888,8.586,1.037781,0,0.02967,0.9418,9.7562,1.373694,0,-0.027268,7.8606,1.2811
266,2.66,1.15493,0,-0.002222,4.3888,8.586,1.048576,0,0.029536,0.9418,9.7562,1.384421,0,-0.027314,7.8606,1.2811
267,2.67,1.16491,0,-0.002043,4.3888,8.586,1.05937,0,0.029403,0.9418,9.7562,1.395148,0,-0.02736,7.8606,1.2811
268,2.68,1.174891,0,-0.001865,4.3888,8.586,1.070163,0,0.02927,0.9418,9.7562,1.405874,0,-0.027406,7.8606,1.2811
269,2.69,1.184874,0,-0.001687,4.3888,8.586,1.080954,0,0.029138,0.9418,9.7562,1.416599,0,-0.027451,7.8606,1.2811
270,2.7,1.194859,0,-0.00151,4.3888,8.586,1.091744,0,0.029006,0.9418,9.7562,1.427324,0,-0.027497,7.8606,1.2811
271,2.71,1.204846,0,-0.001333,4.3888,8.586,1.102533,0,0.028875,0.9418,9.7562,1.438049,0,-0.027542,7.8606,1.2811
272,2.72,1.214834,0,-0.001157,4.3888,8.586,1.113321,0,0.028745,0.9418,9.7562,1.448773,0,-0.027587,7.8606,1.2811
273,2.73,1.224824,0,-0.000982,4.3888,8.586,1.124107,0,0.028614,0.9418,9.7562,1.459496,0,-0.027632,7.8606,1.2811
274,2.74,1.234816,0,-0.000807,4.3888,8.586,1.134892,0,0.028485,0.9418,9.7562,1.47022,0,-0.027677,7.8606,1.2811
275,2.75,1.24481,0,-0.000633,4.3888,8.586,1.145675,0,0.028356,0.9418,9.7562,1.480942,0,-0.027722,7.8606,1.2811
276,2.76,1.254805,0,-0.00046,4.3888,8.586,1.156457,0,0.028227,0.9418,9.7562,1.491665,0,-0.027767,7.8606,1.2811
277,2.77,1.264803,0,-0.000287,4.3888,8.586,1.167238,0,0.028099,0.9418,9.7562,1.502387,0,-0.027812,7.8606,1.2811
278,2.78,1.274801,0,-0.000115,4.3888,8.586,1.178018,0,0.027971,0.9418,9.7562,1.513108,0,-0.027856,7.8606,1.2811
279,2.79,1.284802,0,5.7e-05,4.3888,8.586,1.188797,0,0.027844,0.9418,9.7562,1.523829,0,-0.027901,7.8606,1.2811
280,2.8,1.294804,0,0.000227,4.3888,8.586,1.199574,0,0.027717,0.9418,9.7562,1.53455,0,-0.027945,7.8606,1.2811
281,2.81,1.304808,0,0.000398,4.3888,8.586,1.21035,0,0.027591,0.9418,9.7562,1.54527,0,-0.027989,7.8606,1.2811
282,2.82,1.314814,0,0.000567,4.3888,8.586,1.221124,0,0.027466,0.9418,9.7562,1.555989,0,-0.028033,7.8606,1.2811
283,2.83,1.324821,0,0.000736,4.3888,8.586,1.231898,0,0.02734,0.9418,9.7562,1.566709,0,-0.028077,7.8606,1.2811
284,2.84,1.33483,0,0.000905,4.3888,8.586,1.24267,0,0.027216,0.9418,9.7562,1.577427,0,-0.028121,7.8606,1.2811
285,2.85,1.344841,0,0.001073,4.3888,8.586,1.253441,0,0.027092,0.9418,9.7562,1.588146,0,-0.028164,7.8606,1.2811
286,2.86,1.354853,0,0.00124,4.3888,8.586,1.26421,0,0.026968,0.9418,9.7562,1.598864,0,-0.028208,7.8606,1.2811
287,2.87,1.364867,0,0.001407,4.3888,8.586,1.274979,0,0.026845,0.9418,9.7562,1.609581,0,-0.028251,7.8606,1.2811
288,2.88,1.374883,0,0.001573,4.3888,8.586,1.285746,0,0.026722,0.9418,9.7562,1.620298,0,-0.028295,7.8606,1.2811
289,2.89,1.384901,0,0.001738,4.3888,8.586,1.296512,0,0.0266,0.9418,9.7562,1.631015,0,-0.028338,7.8606,1.2811
290,2.9,1.39492,0,0.001903,4.3888,8.586,1.307277,0,0.026478,0.9418,9.7562,1.641731,0,-0.028381,7.8606,1.2811
291,2.91,1.40494,0,0.002067,4.3888,8.586,1.318041,0,0.026357,0.9418,9.7562,1.652447,0,-0.028424,7.8606,1.2811
292,2.92,1.414963,0,0.002231,4.3888,8.586,1.328803,0,0.026236,0.9418,9.7562,1.663162,0,-0.028467,7.8606,1.2811
293,2.93,1.424987,0,0.002394,4.3888,8.586,1.339564,0,0.026116,0.9418,9.7562,1.673877,0,-0.02851,7.8606,1.2811
294,2.94,1.435012,0,0.002557,4.3888,8.586,1.350324,0,0.025996,0.9418,9.7562,1.684592,0,-0.028552,7.8606,1.2811
295,2.95,1.445039,0,0.002719,4.3888,8.586,1.361083,0,0.025876,0.9418,9.7562,1.695306,0,-0.028595,7.8606,1.2811
296,2.96,1.455068,0,0.00288,4.3888,8.586,1.37184,0,0.025757,0.9418,9.7562,1.706019,0,-0.028637,7.8606,1.2811
297,2.97,1.465099,0,0.003041,4.3888,8.586,1.382597,0,0.025639,0.9418,9.7562,1.716732,0,-0.02868,7.8606,1.2811
298,2.98,1.475131,0,0.003201,4.3888,8.586,1.393352,0,0.025521,0.9418,9.7562,1.727445,0,-0.028722,7.8606,1.2811
299,2.99,1.485164,0,0.00336,4.3888,8.586,1.404106,0,0.025403,0.9418,9.7562,1.738158,0,-0.028764,7.8606,1.2811
300,3.0,1.495199,0,0.003519,4.3888,8.586,1.414859,0,0.025286,0.9418,9.7562,1.74887,0,-0.028806,7.8606,1.2811
301,3.01,1.505236,0,0.003678,4.3888,8.586,1.425611,0,0.02517,0.9418,9.7562,1.759581,0,-0.028848,7.8606,1.2811
302,3.02,1.515274,0,0.003836,4.3888,8.586,1.436361,0,0.025054,0.9418,9.7562,1.770292,0,-0.02889,7.8606,1.2811
303,3.03,1.525314,0,0.003993,4.3888,8.586,1.44711,0,0.024938,0.9418,9.7562,1.781003,0,-0.028931,7.8606,1.2811
304,3.04,1.535356,0,0.00415,4.3888,8.586,1.457859,0,0.024823,0.9418,9.7562,1.791713,0,-0.028973,7.8606,1.2811
305,3.05,1.545399,0,0.004306,4.3888,8.586,1.468606,0,0.024708,0.9418,9.7562,1.802423,0,-0.029014,7.8606,1.2811
306,3.06,1.555444,0,0.004462,4.3888,8.586,1.479352,0,0.024594,0.9418,9.7562,1.813132,0,-0.029056,7.8606,1.2811
307,3.07,1.56549,0,0.004617,4.3888,8.586,1.490096,0,0.02448,0.9418,9.7562,1.823841,0,-0.029097,7.8606,1.2811
308,3.08,1.575537,0,0.004771,4.3888,8.586,1.50084,0,0.024367,0.9418,9.7562,1.83455,0,-0.029138,7.8606,1.2811
309,3.09,1.585587,0,0.004925,4.3888,8.586,1.511583,0,0.024254,0.9418,9.7562,1.845258,0,-0.029179,7.8606,1.2811
310,3.1,1.595637,0,0.005079,4.3888,8.586,1.522324,0,0.024141,0.9418,9.7562,1.855966,0,-0.02922,7.8606,1.2811
311,3.11,1.60569,0,0.005231,4.3888,8.586,1.533064,0,0.024029,0.9418,9.7562,1.866674,0,-0.029261,7.8606,1.2811
312,3.12,1.615744,0,0.005384,4.3888,8.586,1.543804,0,0.023918,0.9418,9.7562,1.877381,0,-0.029301,7.8606,1.2811
313,3.13,1.625799,0,0.005535,4.3888,8.586,1.554542,0,0.023806,0.9418,9.7562,1.888087,0,-0.029342,7.8606,1.2811
314,3.14,1.635856,0,0.005687,4.3888,8.586,1.565279,0,0.023696,0.9418,9.7562,1.898793,0,-0.029382,7.8606,1.2811
315,3.15,1.645914,0,0.005837,4.3888,8.586,1.576014,0,0.023585,0.9418,9.7562,1.909499,0,-0.029423,7.8606,1.2811
316,3.16,1.655974,0,0.005987,4.3888,8.586,1.586749,0,0.023476,0.9418,9.7562,1.920204,0,-0.029463,7.8606,1.2811
317,3.17,1.666035,0,0.006137,4.3888,8.586,1.597483,0,0.023366,0.9418,9.7562,1.930909,0,-0.029503,7.8606,1.2811
318,3.18,1.676098,0,0.006286,4.3888,8.586,1.608215,0,0.023257,0.9418,9.7562,1.941614,0,-0.029543,7.8606,1.2811
319,3.19,1.686163,0,0.006434,4.3888,8.586,1.618947,0,0.023149,0.9418,9.7562,1.952318,0,-0.029583,7.8606,1.2811
320,3.2,1.696228,0,0.006582,4.3888,8.586,1.629677,0,0.023041,0.9418,9.7562,1.963022,0,-0.029623,7.8606,1.2811
321,3.21,1.706296,0,0.00673,4.3888,8.586,1.640407,0,0.022933,0.9418,9.7562,1.973725,0,-0.029663,7.8606,1.2811
322,3.22,1.716365,0,0.006877,4.3888,8.586,1.651135,0,0.022826,0.9418,9.7562,1.984428,0,-0.029702,7.8606,1.2811
323,3.23,1.726435,0,0.007023,4.3888,8.586,1.661862,0,0.022719,0.9418,9.7562,1.995131,0,-0.029742,7.8606,1.2811
324,3.24,1.736506,0,0.007169,4.3888,8.586,1.672588,0,0.022613,0.9418,9.7562,2.005833,0,-0.029781,7.8606,1.2811
325,3.25,1.74658,0,0.007314,4.3888,8.586,1.683313,0,0.022507,0.9418,9.7562,2.016535,0,-0.029821,7.8606,1.2811
326,3.26,1.756654,0,0.007459,4.3888,8.586,1.694037,0,0.022401,0.9418,9.7562,2.027236,0,-0.02986,7.8606,1.2811
327,3.27,1.76673,0,0.007603,4.3888,8.586,1.70476,0,0.022296,0.9418,9.7562,2.037937,0,-0.029899,7.8606,1.2811
328,3.28,1.776808,0,0.007747,4.3888,8.586,1.715482,0,0.022191,0.9418,9.7562,2.048638,0,-0.029938,7.8606,1.2811
329,3.29,1.786887,0,0.00789,4.3888,8.586,1.726203,0,0.022087,0.9418,9.7562,2.059338,0,-0.029977,7.8606,1.2811
330,3.3,1.796967,0,0.008033,4.3888,8.586,1.736923,0,0.021983,0.9418,9.7562,2.070038,0,-0.030016,7.8606,1.2811
331,3.31,1.807049,0,0.008175,4.3888,8.586,1.747642,0,0.02188,0.9418,9.7562,2.080737,0,-0.030055,7.8606,1.2811
332,3.32,1.817132,0,0.008317,4.3888,8.586,1.758359,0,0.021777,0.9418,9.7562,2.091436,0,-0.030093,7.8606,1.2811
333,3.33,1.827216,0,0.008458,4.3888,8.586,1.769076,0,0.021674,0.9418,9.7562,2.102135,0,-0.030132,7.8606,1.2811
334,3.34,1.837302,0,0.008599,4.3888,8.586,1.779792,0,0.021572,0.9418,9.7562,2.112833,0,-0.03017,7.8606,1.2811
335,3.35,1.84739,0,0.008739,4.3888,8.586,1.790507,0,0.02147,0.9418,9.7562,2.123531,0,-0.030209,7.8606,1.2811
336,3.36,1.857479,0,0.008878,4.3888,8.586,1.80122,0,0.021369,0.9418,9.7562,2.134229,0,-0.030247,7.8606,1.2811
337,3.37,1.867569,0,0.009018,4.3888,8.586,1.811933,0,0.021268,0.9418,9.7562,2.144926,0,-0.030285,7.8606,1.2811
338,3.38,1.87766,0,0.009156,4.3888,8.586,1.822645,0,0.021167,0.9418,9.7562,2.155623,0,-0.030323,7.8606,1.2811
339,3.39,1.887753,0,0.009294,4.3888,8.586,1.833355,0,0.021067,0.9418,9.7562,2.166319,0,-0.030361,7.8606,1.2811
340,3.4,1.897848,0,0.009432,4.3888,8.586,1.844065,0,0.020967,0.9418,9.7562,2.177015,0,-0.030399,7.8606,1.2811
341,3.41,1.907943,0,0.009569,4.3888,8.586,1.854774,0,0.020868,0.9418,9.7562,2.187711,0,-0.030437,7.8606,1.2811
342,3.42,1.91804,0,0.009706,4.3888,8.586,1.865481,0,0.020769,0.9418,9.7562,2.198406,0,-0.030474,7.8606,1.2811
343,3.43,1.928139,0,0.009842,4.3888,8.586,1.876188,0,0.02067,0.9418,9.7562,2.209101,0,-0.030512,7.8606,1.2811
344,3.44,1.938239,0,0.009978,4.3888,8.586,1.886894,0,0.020572,0.9418,9.7562,2.219795,0,-0.03055,7.8606,1.2811
345,3.45,1.94834,0,0.010113,4.3888,8.586,1.897598,0,0.020474,0.9418,9.7562,2.23049,0,-0.030587,7.8606,1.2811
346,3.46,1.958442,0,0.010248,4.3888,8.586,1.908302,0,0.020377,0.9418,9.7562,2.241183,0,-0.030624,7.8606,1.2811
347,3.47,1.968546,0,0.010382,4.3888,8.586,1.919005,0,0.02028,0.9418,9.7562,2.251877,0,-0.030661,7.8606,1.2811
348,3.48,1.978651,0,0.010515,4.3888,8.586,1.929707,0,0.020183,0.9418,9.7562,2.26257,0,-0.030699,7.8606,1.2811
349,3.49,1.988758,0,0.010649,4.3888,8.586,1.940408,0,0.020087,0.9418,9.7562,2.273262,0,-0.030736,7.8606,1.2811
350,3.5,1.998865,0,0.010781,4.3888,8.586,1.951108,0,0.019991,0.9418,9.7562,2.283955,0,-0.030772,7.8606,1.2811
351,3.51,2.008975,0,0.010914,4.3888,8.586,1.961807,0,0.019896,0.9418,9.7562,2.294647,0,-0.030809,7.8606,1.2811
352,3.52,2.019085,0,0.011046,4.3888,8.586,1.972505,0,0.0198,0.9418,9.7562,2.305338,0,-0.030846,7.8606,1.2811
353,3.53,2.029197,0,0.011177,4.3888,8.586,1.983202,0,0.019706,0.9418,9.7562,2.316029,0,-0.030883,7.8606,1.2811
354,3.54,2.03931,0,0.011308,4.3888,8.586,1.993898,0,0.019611,0.9418,9.7562,2.32672,0,-0.030919,7.8606,1.2811
355,3.55,2.049424,0,0.011438,4.3888,8.586,2.004593,0,0.019518,0.9418,9.7562,2.33741,0,-0.030956,7.8606,1.2811
356,3.56,2.05954,0,0.011568,4.3888,8.586,2.015287,0,0.019424,0.9418,9.7562,2.348101,0,-0.030992,7.8606,1.2811
357,3.57,2.069657,0,0.011697,4.3888,8.586,2.025981,0,0.019331,0.9418,9.7562,2.35879,0,-0.031028,7.8606,1.2811
358,3.58,2.079775,0,0.011826,4.3888,8.586,2.036673,0,0.019238,0.9418,9.7562,2.36948,0,-0.031064,7.8606,1.2811
359,3.59,2.089895,0,0.011955,4.3888,8.586,2.047364,0,0.019146,0.9418,9.7562,2.380169,0,-0.031101,7.8606,1.2811
360,3.6,2.100016,0,0.012083,4.3888,8.586,2.058055,0,0.019054,0.9418,9.7562,2.390857,0,-0.031137,7.8606,1.2811
361,3.61,2.110138,0,0.012211,4.3888,8.586,2.068745,0,0.018962,0.9418,9.7562,2.401546,0,-0.031172,7.8606,1.2811
362,3.62,2.120261,0,0.012338,4.3888,8.586,2.079433,0,0.018871,0.9418,9.7562,2.412233,0,-0.031208,7.8606,1.2811
363,3.63,2.130386,0,0.012464,4.3888,8.586,2.090121,0,0.01878,0.9418,9.7562,2.422921,0,-0.031244,7.8606,1.2811
364,3.64,2.140512,0,0.012591,4.3888,8.586,2.100808,0,0.018689,0.9418,9.7562,2.433608,0,-0.03128,7.8606,1.2811
365,3.65,2.150639,0,0.012716,4.3888,8.586,2.111494,0,0.018599,0.9418,9.7562,2.444295,0,-0.031315,7.8606,1.2811
366,3.66,2.160767,0,0.012842,4.3888,8.586,2.122179,0,0.018509,0.9418,9.7562,2.454982,0,-0.031351,7.8606,1.2811
367,3.67,2.170897,0,0.012966,4.3888,8.586,2.132863,0,0.01842,0.9418,9.7562,2.465668,0,-0.031386,7.8606,1.2811
368,3.68,2.181028,0,0.013091,4.3888,8.586,2.143546,0,0.01833,0.9418,9.7562,2.476353,0,-0.031421,7.8606,1.2811
369,3.69,2.19116,0,0.013215,4.3888,8.586,2.154229,0,0.018242,0.9418,9.7562,2.487039,0,-0.031456,7.8606,1.2811
370,3.7,2.201293,0,0.013338,4.3888,8.586,2.16491,0,0.018153,0.9418,9.7562,2.497724,0,-0.031492,7.8606,1.2811
371,3.71,2.211428,0,0.013461,4.3888,8.586,2.175591,0,0.018065,0.9418,9.7562,2.508409,0,-0.031527,7.8606,1.2811
372,3.72,2.221564,0,0.013584,4.3888,8.586,2.186271,0,0.017978,0.9418,9.7562,2.519093,0,-0.031561,7.8606,1.2811
373,3.73,2.231701,0,0.013706,4.3888,8.586,2.19695,0,0.01789,0.9418,9.7562,2.529777,0,-0.031596,7.8606,1.2811
