coupling_term,follower_flash_event,freq_error_hz,frequency_error_hz,frequency_hz,loop_dt_ms,model,phase_error_rad,phase_rad,t_s,virtual_frequency_hz
-0.939112,0,0.0,0.5764587444360991,0.752678,0.001,kuramoto,-1.921555,1.921561,0.103018,1.329136744436099
-0.93911,0,0.0,0.5764567444360991,0.75268,341.473,kuramoto,-1.921561,2.394484,0.444491,1.329136744436099
-0.67952,0,0.0,0.3698817444360991,0.959255,40.862,kuramoto,-2.394484,2.640766,0.485353,1.329136744436099
-0.480151,0,0.0,0.21122874443609918,1.117908,55.465,kuramoto,-2.640766,3.03035,0.540817,1.329136744436099
-0.111014,0,0.0,0.082521255563901,1.411658,49.425,kuramoto,-3.03035,3.468736,0.590243,1.329136744436099
0.32134,0,0.0,0.4265772555639009,1.755714,50.709,kuramoto,2.814449,4.028133,0.640952,1.329136744436099
0.774889,0,0.0,0.7875002555639008,2.116637,59.769,kuramoto,2.255052,4.823014,0.700721,1.329136744436099
0.993887,0,0.0,0.9617732555639007,2.29091,50.34,kuramoto,1.460172,5.547617,0.75106,1.329136744436099
0.671009,0,0.0,0.7048352555639008,2.033972,49.945,kuramoto,0.735569,6.18591,0.801006,1.329136744436099
0.097122,1,0.0,0.24815025556390102,1.577287,50.759,kuramoto,0.097275,0.405762,0.851765,1.329136744436099
-0.394719,0,0.0,0.14324474443609914,1.185892,127.487,kuramoto,-0.405762,1.150881,0.979251,1.329136744436099
-0.913123,0,0.0,0.555776744436099,0.77336,24.626,kuramoto,-1.150881,1.27054,1.003877,1.329136744436099
-0.955261,0,0.0,0.589308744436099,0.739828,23.438,kuramoto,-1.27054,1.379492,1.027315,1.329136744436099
-0.981757,0,0.0,0.6103937444360991,0.718743,22.719,kuramoto,-1.379492,1.48209,1.050034,1.329136744436099
-0.836276,0,0.0,0.49462374443609913,0.834513,39.123,kuramoto,-0.990455,1.687228,1.089157,1.329136744436099
-0.636077,0,0.0,0.2166845744339928,0.993826,40.281,kuramoto,-0.689403,1.938761,1.129439,1.2105105744339928
-0.202895,0,0.0,0.1280304255660072,1.338541,58.618,kuramoto,-0.204314,2.43176,1.188057,1.2105105744339928
-0.327075,0,0.0,0.0292114255660072,1.239722,28.975,kuramoto,-0.333207,2.657455,1.217032,1.2105105744339928
0.01486,0,0.0,0.3013154255660071,1.511826,45.659,kuramoto,0.014861,3.09117,1.26269,1.2105105744339928
0.183565,0,0.0,0.4355664255660072,1.646077,48.022,kuramoto,0.184612,3.587846,1.310713,1.2105105744339928
0.313357,0,0.0,0.5388504255660072,1.749361,50.197,kuramoto,0.318726,4.139585,1.360909,1.2105105744339928
0.37959,0,0.0,0.5915574255660072,1.802068,49.526,kuramoto,0.389353,4.700358,1.410436,1.2105105744339928
0.449846,0,0.0,0.6474654255660073,1.857976,50.772,kuramoto,0.466593,5.293065,1.461207,1.2105105744339928
0.491136,0,0.0,0.6803234255660071,1.890834,50.89,kuramoto,0.513394,5.897667,1.512097,1.2105105744339928
0.511863,1,0.0,0.6968174255660071,1.907328,50.019,kuramoto,0.537352,0.213916,1.562117,1.2105105744339928
0.984254,0,0.0,1.0727344255660072,2.283245,115.8,kuramoto,1.393105,1.648521,1.677917,1.2105105744339928
0.359143,0,0.0,0.5752864255660073,1.785797,32.535,kuramoto,0.367349,2.013582,1.710452,1.2105105744339928
0.478944,0,0.0,0.6706204255660073,1.881131,39.563,kuramoto,0.499451,2.481196,1.750015,1.2105105744339928
0.496488,0,0.0,0.6845814255660072,1.895092,38.811,kuramoto,0.519548,2.943324,1.788826,1.2105105744339928
-0.196972,0,0.0,0.1327444255660073,1.343255,29.07,kuramoto,-2.943324,3.188675,1.817896,1.2105105744339928
-0.106899,0,0.0,0.2044214255660073,1.414932,18.843,kuramoto,-3.034489,3.356194,1.836739,1.2105105744339928
-0.366074,0,0.0,0.0018235744339927251,1.208687,53.186,kuramoto,-2.766806,3.760107,1.889924,1.2105105744339928
-0.26331,0,0.0,0.07995342556600726,1.290464,36.122,kuramoto,-2.875141,4.052995,1.926047,1.2105105744339928
-0.303818,0,0.0,0.04771942556600717,1.25823,40.956,kuramoto,-2.832895,4.376782,1.967003,1.2105105744339928
-0.328441,0,0.0,0.02812442556600714,1.238635,42.742,kuramoto,-2.80694,4.709423,2.009745,1.2105105744339928
-0.37019,0,0.0,0.005098574433992864,1.205412,46.097,kuramoto,-2.762379,5.058556,2.055842,1.2105105744339928
-0.418504,0,0.0,0.04354557443399276,1.166965,49.094,kuramoto,-2.709795,5.418523,2.104936,1.2105105744339928
-0.470746,0,0.0,1.6283514795207787,1.125393,51.121,kuramoto,-2.651457,5.779999,2.156056,2.753744479520779
-0.598194,0,0.0,1.7297724795207787,1.023972,62.643,kuramoto,-2.500347,6.18303,2.218699,2.753744479520779
-0.515887,1,0.0,1.664274479520779,1.08947,37.131,kuramoto,-2.59955,0.154016,2.25583,2.753744479520779
-0.153408,0,0.0,1.3758224795207787,1.377922,100.979,kuramoto,-0.154016,1.01979,2.356808,2.753744479520779
-0.633902,0,0.0,1.7581874795207788,0.995557,34.65,kuramoto,-0.686588,1.236532,2.391458,2.753744479520779
-0.498819,0,0.0,1.650692479520779,1.103052,39.63,kuramoto,-0.522236,1.511195,2.431088,2.753744479520779
-0.383944,0,0.0,1.5592774795207789,1.194467,41.891,kuramoto,-0.394064,1.825586,2.472978,2.753744479520779
-0.281834,0,0.0,1.4780204795207788,1.275724,43.962,kuramoto,-0.285705,2.177967,2.51694,2.753744479520779
-0.192793,0,0.0,1.4071644795207787,1.34658,46.179,kuramoto,-0.194008,2.568682,2.563119,2.753744479520779
-0.163342,0,0.0,1.3837274795207788,1.370017,43.743,kuramoto,-0.164077,2.945225,2.606862,2.753744479520779
-0.32783,0,0.0,1.514623479520779,1.239121,21.486,kuramoto,-0.334006,3.112505,2.628348,2.753744479520779
-0.297569,0,0.0,1.490542479520779,1.263202,20.709,kuramoto,-0.302146,3.276867,2.649057,2.753744479520779
-0.277505,0,0.0,1.4745754795207788,1.279169,19.271,kuramoto,-0.281196,3.431749,2.668327,2.753744479520779
-0.252168,0,0.0,1.4544134795207788,1.299331,18.839,kuramoto,-0.25492,3.585546,2.687166,2.753744479520779
-0.085332,0,0.0,1.321649479520779,1.432095,33.618,kuramoto,-0.085436,3.888043,2.720784,2.753744479520779
-0.066868,0,0.0,1.3069564795207789,1.446788,33.382,kuramoto,-0.066917,4.191504,2.754166,2.753744479520779
0.867379,0,0.0,0.5635054795207788,2.190239,32.221,kuramoto,2.091681,4.634921,2.786387,2.753744479520779
0.905519,0,0.0,0.5331554795207789,2.220589,30.94,kuramoto,2.00899,5.066603,2.817327,2.753744479520779
0.937833,0,0.0,0.507440479520779,2.246304,29.844,kuramoto,1.925259,5.487817,2.847171,2.753744479520779
0.9584,0,0.0,0.49107347952077873,2.262671,30.552,kuramoto,1.86025,5.922167,2.877723,2.753744479520779
0.963389,1,0.0,0.4871034795207789,2.266641,35.708,kuramoto,1.842224,0.14753,2.913431,2.753744479520779
0.333194,0,0.0,0.9885964795207789,1.765148,125.931,kuramoto,2.801903,1.256605,3.039362,2.753744479520779
0.748065,0,0.0,0.6584524795207787,2.095292,51.773,kuramoto,2.296451,1.938202,3.091135,2.753744479520779
0.806617,0,0.0,0.6118584795207789,2.141886,50.462,kuramoto,2.203186,2.617306,3.141596,2.753744479520779
0.857931,0,0.0,0.6177470444171689,2.18272,50.286,kuramoto,2.110363,3.306947,3.191882,1.5649729555828313
0.835805,0,0.0,0.6001390444171688,2.165112,62.722,kuramoto,2.151996,4.160201,3.254604,1.5649729555828313
0.985961,0,0.0,0.7196300444171688,2.284603,37.723,kuramoto,1.738558,4.701702,3.292327,1.5649729555828313
0.999943,0,0.0,0.7307560444171688,2.295729,22.49,kuramoto,1.581483,5.026107,3.314817,1.5649729555828313
0.998583,0,0.0,0.7296740444171685,2.294647,22.124,kuramoto,1.517557,5.345085,3.336941,1.5649729555828313
0.996345,0,0.0,0.7278930444171687,2.292866,38.879,kuramoto,1.656323,5.905198,3.37582,1.5649729555828313
0.999949,1,0.0,0.7307610444171686,2.295734,39.455,kuramoto,1.560731,0.191127,3.415275,1.5649729555828313
0.637167,0,0.0,0.44206804441716874,2.007041,123.936,kuramoto,2.450776,1.452188,3.53921,1.5649729555828313
0.938694,0,0.0,0.6820160444171688,2.246989,62.263,kuramoto,1.922772,2.331236,3.601474,1.5649729555828313
0.998142,0,0.0,0.7293230444171688,2.294296,49.945,kuramoto,1.631759,3.051225,3.651419,1.5649729555828313
0.997548,0,0.0,0.7288510444171685,2.293824,50.027,kuramoto,1.50076,3.772235,3.701446,1.5649729555828313
0.980608,0,0.0,0.7153700444171684,2.280343,50.434,kuramoto,1.373541,4.49485,3.75188,1.5649729555828313
0.947576,0,0.0,0.6890840444171686,2.254057,50.506,kuramoto,1.245564,5.210155,3.802387,1.5649729555828313
0.901509,0,0.0,0.6524250444171689,2.217398,50.366,kuramoto,1.123244,5.911871,3.852753,1.5649729555828313
0.844383,1,0.0,0.6069660444171687,2.171939,49.593,kuramoto,1.005413,0.305466,3.902346,1.5649729555828313
-0.300737,0,0.0,0.3042919555828314,1.260681,96.279,kuramoto,-0.305466,1.068103,3.998625,1.5649729555828313
-0.638464,0,0.0,0.5730469555828314,0.991926,32.216,kuramoto,-0.692501,1.268885,4.03084,1.5649729555828313
-0.438375,0,0.0,0.4138209555828314,1.151152,37.696,kuramoto,-0.45379,1.541534,4.068536,1.5649729555828313
-0.247417,0,0.0,0.2618609555828313,1.303112,40.863,kuramoto,-0.250013,1.876109,4.109399,1.5649729555828313
-0.075727,0,0.0,0.12523495558283138,1.439738,43.639,kuramoto,-0.0758,2.270875,4.153038,1.5649729555828313
0.083912,0,0.0,0.502124387348654,1.566775,47.566,kuramoto,0.084011,2.739134,4.200605,2.068899387348654
0.397634,0,0.0,0.25247238734865407,1.816427,68.032,kuramoto,0.408937,3.515578,4.268637,2.068899387348654
0.007381,0,0.0,0.5630263873486541,1.505873,32.154,kuramoto,0.007381,3.819812,4.300791,2.068899387348654
0.271334,0,0.0,0.35297838734865405,1.715921,49.029,kuramoto,0.274779,4.348418,4.34982,2.068899387348654
0.016701,0,0.0,0.5556093873486541,1.51329,23.203,kuramoto,0.016702,4.569043,4.373024,2.068899387348654
0.989744,0,0.0,0.2187136126513458,2.287613,22.747,kuramoto,1.714143,4.896004,4.395771,2.068899387348654
0.998832,0,0.0,0.22594661265134608,2.294846,19.7,kuramoto,1.619125,5.180063,4.415471,2.068899387348654
0.999907,0,0.0,0.22680161265134613,2.295701,21.18,kuramoto,1.584434,5.485576,4.436652,2.068899387348654
0.990549,0,0.0,0.219353612651346,2.288253,36.478,kuramoto,1.708393,6.010036,4.47313,2.068899387348654
0.998495,1,0.0,0.22567761265134578,2.294577,37.519,kuramoto,1.625662,0.26777,4.510649,2.068899387348654
0.658221,0,0.0,0.045103387348654156,2.023796,113.678,kuramoto,2.423139,1.539359,4.624327,2.068899387348654
0.937694,0,0.0,0.1772936126513458,2.246193,65.75,kuramoto,1.925659,2.467304,4.690077,2.068899387348654
0.999629,0,0.0,0.22658061265134588,2.29548,50.989,kuramoto,1.598029,3.20271,4.741066,2.068899387348654
0.993423,0,0.0,0.22164161265134608,2.290541,50.403,kuramoto,1.456043,3.928102,4.791468,2.068899387348654
0.967653,0,0.0,0.2011346126513458,2.270034,49.697,kuramoto,1.315756,4.636929,4.841165,2.068899387348654
0.931312,0,0.0,0.17221461265134597,2.241114,50.203,kuramoto,1.197997,5.343857,4.891368,2.068899387348654
0.702724,0,0.0,0.009689387348653877,2.05921,24.474,kuramoto,0.779219,5.660516,4.915843,2.068899387348654
0.583205,0,0.0,0.10479938734865413,1.9641,23.045,kuramoto,0.622669,5.944907,4.938887,2.068899387348654
0.546165,0,0.0,0.13427438734865405,1.934625,20.542,kuramoto,0.57778,6.194608,4.95943,2.068899387348654
0.548619,1,0.0,0.1323223873486541,1.936577,21.669,kuramoto,0.580712,0.175083,4.981098,2.068899387348654
0.999261,0,0.0,0.2262866126513461,2.295186,104.236,kuramoto,1.532344,1.617191,5.085334,2.068899387348654
0.680839,0,0.0,0.027104387348654058,2.041795,56.495,kuramoto,0.748908,2.34196,5.141829,2.068899387348654
0.536276,0,0.0,0.1421443873486541,1.926755,46.477,kuramoto,0.566019,2.904621,5.188306,2.068899387348654
0.552717,0,0.0,0.3150837626853029,1.939838,49.941,kuramoto,0.585621,3.513321,5.238247,2.254921762685303
0.627648,0,0.0,0.2554557626853029,1.999466,60.177,kuramoto,0.678528,4.269327,5.298425,2.254921762685303
0.391364,0,0.0,0.44348376268530276,1.811438,41.135,kuramoto,0.402113,4.737508,5.339559,2.254921762685303
0.490186,0,0.0,0.36484376268530294,1.890078,49.607,kuramoto,0.512304,5.326628,5.389167,2.254921762685303
0.235374,0,0.0,0.5676167626853028,1.687305,26.968,kuramoto,0.237603,5.612533,5.416135,2.254921762685303
0.238829,0,0.0,0.5648677626853029,1.690054,24.827,kuramoto,0.24116,5.876173,5.440962,2.254921762685303
0.243675,0,0.0,0.5610117626853028,1.69391,23.041,kuramoto,0.246153,6.121398,5.464003,2.254921762685303
0.161082,1,0.0,0.6267367626853029,1.628185,22.616,kuramoto,0.161787,0.069578,5.486619,2.254921762685303
0.947915,0,0.0,0.0005947626853028964,2.254327,113.332,kuramoto,1.246625,1.486013,5.59995,2.254921762685303
0.311483,0,0.0,0.5070517626853028,1.74787,41.896,kuramoto,0.316753,1.946119,5.641846,2.254921762685303
0.358713,0,0.0,0.46946676268530285,1.785455,43.934,kuramoto,0.366889,2.43899,5.68578,2.254921762685303
0.399123,0,0.0,0.43730976268530286,1.817612,46.199,kuramoto,0.41056,2.966601,5.731979,2.254921762685303
0.449796,0,0.0,0.39698576268530283,1.857936,50.25,kuramoto,0.466536,3.553205,5.782229,2.254921762685303
0.449859,0,0.0,0.39693576268530295,1.857986,50.516,kuramoto,0.466607,4.142929,5.832745,2.254921762685303
0.163415,0,0.0,0.6248807626853028,1.630041,24.735,kuramoto,0.164151,4.396263,5.85748,2.254921762685303
0.186654,0,0.0,0.6063877626853029,1.648534,23.846,kuramoto,0.187755,4.643259,5.881326,2.254921762685303
0.192622,0,0.0,0.6016377626853029,1.653284,21.791,kuramoto,0.193833,4.869622,5.903117,2.254921762685303
0.223888,0,0.0,0.5767577626853029,1.678164,22.244,kuramoto,0.225801,5.104163,5.92536,2.254921762685303
0.421206,0,0.0,0.4197367626853028,1.835185,38.189,kuramoto,0.434775,5.544511,5.963549,2.254921762685303
0.425079,0,0.0,0.41665476268530277,1.838267,38.284,kuramoto,0.439049,5.986701,6.001834,2.254921762685303
0.292159,1,0.0,0.5224287626853028,1.732493,35.074,kuramoto,0.296484,0.085319,6.036908,2.254921762685303
0.954054,0,0.0,0.004290237314697354,2.259212,116.85,kuramoto,1.266488,1.504824,6.153757,2.254921762685303
0.12346,0,0.0,0.6566757626853028,1.598246,23.926,kuramoto,0.123776,1.74509,6.177683,2.254921762685303
0.357004,0,0.0,0.4708277626853028,1.784094,41.625,kuramoto,0.365058,2.211696,6.219308,2.254921762685303
0.403705,0,0.0,0.2764291212968295,1.821258,44.699,kuramoto,0.415563,2.723199,6.264007,2.0976871212968295
0.483149,0,0.0,0.21320912129682945,1.884478,51.88,kuramoto,0.504248,3.337486,6.315887,2.0976871212968295
0.401375,0,0.0,0.2782831212968295,1.819404,45.213,kuramoto,0.413018,3.854345,6.3611,2.0976871212968295
0.427573,0,0.0,0.25743512129682955,1.840252,47.165,kuramoto,0.441806,4.399702,6.408266,2.0976871212968295
0.159803,0,0.0,0.4705191212968296,1.627168,22.824,kuramoto,0.160492,4.633048,6.431089,2.0976871212968295
0.175175,0,0.0,0.4582871212968296,1.6394,21.518,kuramoto,0.176084,4.854699,6.452608,2.0976871212968295
0.186714,0,0.0,0.44910512129682956,1.648582,20.174,kuramoto,0.187816,5.063664,6.472781,2.0976871212968295
0.213876,0,0.0,0.4274901212968296,1.670197,20.459,kuramoto,0.215541,5.278368,6.493241,2.0976871212968295
0.395631,0,0.0,0.28285412129682963,1.814833,35.087,kuramoto,0.406755,5.678467,6.528328,2.0976871212968295
0.56853,0,0.0,0.14526512129682945,1.952422,36.085,kuramoto,0.604718,6.121134,6.564413,2.0976871212968295
0.522377,1,0.0,0.18199212129682962,1.915695,33.373,kuramoto,0.549636,0.239648,6.597786,2.0976871212968295
0.991989,0,0.0,0.1917118787031704,2.289399,111.609,kuramoto,1.44413,1.67812,6.709395,2.0976871212968295
0.312906,0,0.0,0.34868412129682946,1.749003,26.916,kuramoto,0.318251,1.973907,6.73631,2.0976871212968295
0.491443,0,0.0,0.2066091212968295,1.891078,42.302,kuramoto,0.513746,2.476538,6.778612,2.0976871212968295
0.561048,0,0.0,0.15121912129682946,1.946468,50.331,kuramoto,0.595651,3.092093,6.828944,2.0976871212968295
0.543127,0,0.0,0.16548012129682954,1.932207,51.152,kuramoto,0.574157,3.713095,6.880095,2.0976871212968295
0.500234,0,0.0,0.1996131212968295,1.898074,49.141,kuramoto,0.52387,4.299154,6.929237,2.0976871212968295
0.226519,0,0.0,0.4174291212968295,1.680258,25.03,kuramoto,0.228502,4.563405,6.954267,2.0976871212968295
0.988922,0,0.0,0.18927187870317042,2.286959,23.144,kuramoto,1.71978,4.895975,6.977411,2.0976871212968295
0.965836,0,0.0,0.17090087870317028,2.268588,37.859,kuramoto,1.832942,5.435612,7.01527,2.0976871212968295
0.98839,0,0.0,0.18884887870317035,2.286536,36.524,kuramoto,1.723326,5.960349,7.051794,2.0976871212968295
0.99675,1,0.0,0.19550187870317037,2.293189,38.463,kuramoto,1.651436,0.231361,7.090258,2.0976871212968295
0.694264,0,0.0,0.04521012129682944,2.052477,108.46,kuramoto,2.374196,1.520971,7.198718,2.0976871212968295
0.973833,0,0.0,0.17726387870317062,2.274951,21.824,kuramoto,1.341527,1.832915,7.220541,2.0976871212968295
0.998702,0,0.0,0.15369970369506625,2.294742,50.297,kuramoto,1.621752,2.558108,7.270838,2.1410422963049336
0.998993,0,0.0,0.15393070369506656,2.294973,61.08,kuramoto,1.615682,3.43886,7.331918,2.1410422963049336
0.931187,0,0.0,0.09997270369506639,2.241015,39.302,kuramoto,1.197656,3.992264,7.37122,2.1410422963049336
0.944477,0,0.0,0.11054870369506631,2.251591,50.261,kuramoto,1.235999,4.703313,7.421481,2.1410422963049336
0.896424,0,0.0,0.0723097036950664,2.213352,49.831,kuramoto,1.111634,5.396305,7.471312,2.1410422963049336
0.662915,0,0.0,0.1135112963049334,2.027531,25.996,kuramoto,0.724705,5.727475,7.497307,2.1410422963049336
0.628381,0,0.0,0.1409922963049337,2.00005,24.286,kuramoto,0.67947,6.032673,7.521594,2.1410422963049336
0.2479,0,0.0,0.4437702963049337,1.697272,21.749,kuramoto,0.250512,6.264606,7.543342,2.1410422963049336
0.281698,1,0.0,0.41687429630493367,1.724168,22.766,kuramoto,0.285563,0.22805,7.566108,2.1410422963049336
0.965382,0,0.0,0.1271847036950664,2.268227,108.121,kuramoto,1.306906,1.653219,7.674229,2.1410422963049336
0.506873,0,0.0,0.23768529630493362,1.903357,55.41,kuramoto,0.531553,2.31588,7.72964,2.1410422963049336
0.438275,0,0.0,0.2922742963049336,1.848768,49.865,kuramoto,0.453679,2.895124,7.779505,2.1410422963049336
0.452241,0,0.0,0.28116029630493355,1.859882,50.723,kuramoto,0.469277,3.487868,7.830228,2.1410422963049336
0.445347,0,0.0,0.28664629630493366,1.854396,49.886,kuramoto,0.461562,4.069116,7.880114,2.1410422963049336
0.44887,0,0.0,0.28384329630493355,1.857199,49.899,kuramoto,0.4655,4.651398,7.930013,2.1410422963049336
0.167434,0,0.0,0.5078032963049335,1.633239,24.303,kuramoto,0.168226,4.900792,7.954316,2.1410422963049336
0.187222,0,0.0,0.4920562963049335,1.648986,22.981,kuramoto,0.188333,5.138892,7.977297,2.1410422963049336
0.19916,0,0.0,0.48255529630493355,1.658487,21.341,kuramoto,0.200501,5.361273,7.998637,2.1410422963049336
0.21956,0,0.0,0.4663222963049336,1.67472,20.742,kuramoto,0.221363,5.579528,8.019379,2.1410422963049336
0.421909,0,0.0,0.30529829630493355,1.835744,36.875,kuramoto,0.43555,6.004853,8.056254,2.1410422963049336
0.274753,1,0.0,0.4224012963049335,1.718641,36.491,kuramoto,0.278333,0.11572,8.092745,2.1410422963049336
0.889226,0,0.0,0.06658170369506644,2.207624,105.155,kuramoto,1.095651,1.502811,8.1979,2.1410422963049336
0.098248,0,0.0,0.5628592963049337,1.578183,33.841,kuramoto,0.098407,1.838383,8.231742,2.1410422963049336
0.234879,0,0.0,0.1867828786236838,1.686911,41.169,kuramoto,0.237094,2.274739,8.27291,1.8736938786236839
0.435488,0,0.0,0.027143878623683948,1.84655,56.411,kuramoto,0.45058,2.929229,8.329321,1.8736938786236839
0.19284,0,0.0,0.2202368786236839,1.653457,34.546,kuramoto,0.194056,3.288129,8.363867,1.8736938786236839
0.398338,0,0.0,0.056705878623683814,1.816988,49.875,kuramoto,0.409704,3.857522,8.413742,1.8736938786236839
0.37531,0,0.0,0.07503187862368388,1.798662,47.259,kuramoto,0.384731,4.391617,8.461002,1.8736938786236839
0.121421,0,0.0,0.2770698786236838,1.596624,23.532,kuramoto,0.121721,4.627687,8.484534,1.8736938786236839
0.131874,0,0.0,0.26875187862368377,1.604942,21.407,kuramoto,0.132259,4.843562,8.505941,1.8736938786236839
