V0_detection_recall,V1_detection_recall,api_failure_count,category,condition,continuous_sync_success,fault_kind,final_common_frequency_slope_hz_per_s,final_common_frequency_std_hz,final_frequency_disagreement_hz,final_hold_state,final_max_pairwise_phase_error_cycles,final_mean_common_frequency_hz,final_mean_order_parameter_R,final_mean_pairwise_phase_error_cycles,final_sync_success,frequency_set,frequency_stability_success,hold_duration_s,lock_acquired,lock_time_s,p0_events_delayed,recovery_time_s,relock_count,stabilizer,sync_success,time_to_sync_s,trial,trial_dir,unlock_count,virtual_events_dropped
0.927835,0.927083,0,baseline,baseline,False,none,-0.00984493,0.028557,0.015865,acquisition,0.108941,1.285665,0.98841,0.030919,True,random_1p6_2p4,False,,False,,0,,0,lock_hold,False,,1,experiments/logs/step5c2_2v1p_eapf_sync/20260625_202359_all_to_all_smoke_lock_hold_relaxed/conditions/baseline/random_1p6_2p4/trial_01,0,0
0.905405,0.886667,0,baseline,baseline,False,none,-0.014759614,0.04407,0.083276,acquisition,0.235102,2.215844,0.920374,0.084336,True,random_1p6_2p4,False,,False,,0,,0,lock_hold,False,,2,experiments/logs/step5c2_2v1p_eapf_sync/20260625_202359_all_to_all_smoke_lock_hold_relaxed/conditions/baseline/random_1p6_2p4/trial_02,0,0
0.95283,0.95283,0,baseline,baseline,False,none,-0.013952895,0.041413,0.01351,acquisition,0.141562,1.424831,0.988237,0.02842,True,random_1p6_2p4,False,,False,,0,,0,lock_hold,False,,3,experiments/logs/step5c2_2v1p_eapf_sync/20260625_202359_all_to_all_smoke_lock_hold_relaxed/conditions/baseline/random_1p6_2p4/trial_03,0,0
