t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.5e-05,0.000146,1.5,0.0,0,0.015
1.063785,3.742755,1.5,0.0,1,1063.77
1.124843,4.318213,1.5,0.0,0,61.058
1.207341,5.095738,1.5,0.0,0,82.498
1.300622,5.974885,1.5,0.0,0,93.28
1.392292,0.555672,1.5,0.0,1,91.67
1.453588,1.13337,1.5,0.0,0,61.296
1.54482,1.993217,1.5,0.0,0,91.233
1.613058,2.63634,1.5,0.0,0,68.237
1.687106,3.334232,1.5,0.0,0,74.049
1.774302,4.156035,1.5,0.0,0,87.196
1.86533,5.013948,1.5,0.0,0,91.027
1.929372,5.617527,1.5,0.0,0,64.042
1.988773,6.180035,1.5,0.665658,0,59.401
2.059012,0.563622,1.5,0.662995,1,70.239
2.128103,1.221241,1.5,0.658213,0,69.09
2.208002,1.982046,1.5,0.651755,0,79.899
2.297882,2.837945,1.5,0.643981,0,89.881
2.386684,3.684462,1.5,0.635186,0,88.802
2.448819,4.28918,1.502695,2.861738,0,62.135
2.557375,5.317487,1.507535,-2.982884,0,108.556
2.642935,6.120096,1.514071,-2.628118,0,85.56
2.722783,0.581098,1.521939,-2.289358,1,79.848
2.812277,1.416932,1.53084,-1.90745,0,89.494
2.901652,2.254509,1.540532,-1.526484,0,89.375
2.964312,2.835147,1.550325,-2.05387,0,62.66
3.053474,3.675976,1.560158,-1.747981,0,89.162
3.124199,4.341104,1.569984,-1.502548,0,70.724
3.205482,5.115474,1.579766,-1.229154,0,81.283
3.294844,5.976765,1.589473,-0.937596,0,89.362
3.386081,0.581599,1.599081,-0.647801,1,91.237
3.448385,1.187467,1.608635,-0.398891,0,62.304
3.539768,2.094544,1.618106,-0.11627,0,91.383
3.608006,2.775434,1.627474,0.092247,0,68.238
3.681748,3.520424,1.636722,0.308223,0,73.742
3.768448,4.406979,1.645837,0.551041,0,86.7
3.859497,5.347671,1.654808,0.796351,0,91.049
3.924381,6.025466,1.663629,0.964762,0,64.883
3.984521,0.374995,1.672035,0.385152,1,60.14
4.055308,1.124042,1.680075,0.52733,0,70.788
4.125222,1.869013,1.687791,0.662875,0,69.913
4.206738,2.742299,1.695215,0.81628,0,81.517
4.296756,3.712093,1.702377,0.980333,0,90.018
4.38681,4.688674,1.709301,1.138246,0,90.053
