t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.5e-05,0,0,93.67,0.0,1063.68
1.063785,0,0,108.33,0.0,60.96
1.124843,0,0,118.33,0.0,82.42
1.207341,0,0,99.0,0.0,93.21
1.300622,0,0,100.67,0.0,91.6
1.392292,0,0,98.33,0.0,61.22
1.453588,0,0,116.33,0.0,91.16
1.54482,0,0,116.0,0.0,68.17
1.613058,0,0,118.67,0.0,73.98
1.687106,0,0,98.0,0.0208,87.12
1.774302,0,0,97.67,0.0,90.96
1.86533,0,0,99.67,0.0963,63.98
1.929372,0,0,98.0,0.0131,59.33
1.988773,1,1,116.0,0.9133,70.1
2.059012,1,0,116.33,0.9392,68.96
2.128103,1,0,119.33,1.0,79.78
2.208002,0,0,99.0,0.055,89.76
2.297882,0,0,100.0,0.1022,88.69
2.386684,0,0,98.0,0.0032,62.02
2.448819,1,1,116.67,0.9169,108.37
2.557375,1,0,117.33,0.9508,85.46
2.642935,1,0,120.0,1.0,79.74
2.722783,0,0,98.0,0.0,89.39
2.812277,0,0,100.0,0.0972,89.28
2.901652,0,0,98.0,0.0,62.56
2.964312,1,1,117.0,0.9268,89.01
3.053474,1,0,117.33,0.9445,70.62
3.124199,1,0,119.0,1.0,81.18
3.205482,0,0,98.33,0.0159,89.26
3.294844,0,0,98.67,0.0324,91.14
3.386081,0,0,98.0,0.0,62.12
3.448385,1,1,117.0,0.9207,91.18
3.539768,1,0,116.33,0.8897,68.08
3.608006,1,0,118.0,0.9724,73.58
3.681748,0,0,98.33,0.0161,86.54
3.768448,0,0,97.0,0.0,90.89
3.859497,0,0,99.0,0.0489,64.73
3.924381,0,0,97.33,0.0,59.98
3.984521,1,1,116.67,0.9156,70.57
4.055308,1,0,117.67,0.966,69.75
4.125222,1,0,119.0,1.0,81.33
4.206738,0,0,98.33,0.016,89.85
4.296756,0,0,99.67,0.0811,89.88
4.38681,0,0,98.33,0.016,62.18
4.449153,1,1,117.33,0.9414,90.95
4.54031,1,0,117.0,0.9268,68.36
4.608847,1,0,119.0,1.0,73.96
4.682986,0,0,98.67,0.0323,86.85
4.770029,0,0,97.67,0.0,91.51
4.861715,0,0,99.67,0.0821,64.76
4.926639,0,0,98.0,0.0,60.65
4.987461,1,1,116.67,0.9047,69.82
5.057497,1,0,118.33,0.9852,71.81
5.129476,1,0,117.33,0.9383,85.59
5.215251,0,0,96.67,0.0,91.25
5.306681,0,0,99.0,0.0487,90.66
5.397522,0,0,97.67,0.0,61.98
5.45968,1,1,116.67,0.9128,90.9
5.550805,1,0,116.33,0.8976,69.9
5.620884,1,0,118.33,0.9967,79.79
5.700861,0,0,97.33,0.0,90.21
5.791255,0,0,96.67,0.0,91.61
5.883055,0,0,97.67,0.0,63.87
5.947107,1,1,117.0,0.9356,92.37
6.039707,1,0,116.0,0.8872,68.8
6.108694,1,0,118.33,1.0,74.06
6.182939,0,0,98.67,0.0484,87.19
6.270326,0,0,97.33,0.0,91.9
6.362425,0,0,99.33,0.0803,64.76
6.427372,0,0,98.0,0.016,60.57
6.48814,1,1,117.0,0.9356,69.4
6.557778,1,0,119.0,1.0,71.94
6.629915,1,0,118.67,1.0,85.85
6.715955,0,0,98.0,0.0158,91.87
6.808031,0,0,99.67,0.0957,89.95
6.898185,0,0,98.33,0.0316,62.59
6.960973,1,1,117.33,0.9408,90.85
7.052075,1,0,116.67,0.9092,70.78
7.123062,1,0,119.0,1.0,81.02
7.204287,0,0,98.0,0.0158,89.35
7.293838,0,0,98.0,0.0158,91.94
7.386014,0,0,97.33,0.0,63.43
7.44965,1,1,117.33,0.94,92.26
7.542191,1,0,116.67,0.9102,77.69
7.620146,1,0,118.0,0.9731,79.0
7.699353,0,0,97.0,0.0,74.37
7.773953,0,0,96.67,0.0,91.14
7.86531,0,0,98.33,0.0476,65.2
7.930734,0,0,97.33,0.0,60.68
7.991633,1,1,116.67,0.921,68.65
8.060549,1,0,117.0,0.9367,69.97
8.130736,1,0,119.0,1.0,80.79
8.211742,0,0,98.33,0.0476,89.59
8.301553,0,0,100.33,0.1429,89.64
8.391403,0,0,98.33,0.0476,61.38
8.453005,1,1,117.67,0.9686,91.0
8.544279,1,0,117.67,0.9686,67.8
8.612302,1,0,119.67,1.0,74.57
8.687095,0,0,98.33,0.0471,87.64
8.774958,0,0,98.0,0.0315,91.81
8.866989,0,0,100.33,0.1413,64.93
8.93214,0,0,98.33,0.0471,60.78
8.993154,1,1,117.67,0.9577,69.33
9.06276,1,0,118.0,0.9733,70.18
9.133175,1,0,120.0,1.0,80.67
9.214103,0,0,98.0,0.0315,90.3
9.304634,0,0,100.33,0.1413,89.26
9.394149,0,0,98.0,0.0315,61.2
9.455592,1,1,117.33,0.9417,89.21
9.54511,1,0,115.0,0.832,66.3
9.611662,1,0,118.67,1.0,74.08
9.686012,0,0,98.0,0.0315,87.69
9.773974,0,0,97.67,0.016,90.5
9.864717,0,0,99.33,0.0942,65.19
9.930177,0,0,98.0,0.0315,60.6
9.991035,1,1,117.67,0.9577,68.91
10.060283,1,0,117.33,0.9417,69.7
10.130242,1,0,120.0,1.0,80.34
10.210835,0,0,98.33,0.0469,89.53
10.30062,0,0,100.33,0.1351,89.79
10.390662,0,0,98.67,0.0568,61.6
10.452512,1,1,117.67,0.9528,90.29
10.543114,1,0,117.33,0.9368,67.65
10.611029,1,0,119.33,1.0,76.21
10.687499,0,0,98.33,0.0404,86.47
10.774234,0,0,98.33,0.0311,92.01
10.866508,0,0,100.33,0.12,64.15
10.930913,0,0,98.67,0.0321,61.45
10.99263,1,1,117.67,0.9426,68.81
11.061764,1,0,118.0,0.9584,70.69
11.132722,1,0,119.67,1.0,81.3
11.214292,0,0,97.67,0.0,89.18
11.303747,0,0,100.33,0.111,89.34
11.393349,0,0,98.33,0.0157,61.15
11.45476,1,1,117.0,0.9048,89.14
11.544217,1,0,114.67,0.7938,65.95
11.610443,1,0,118.33,0.9742,74.14
11.68486,0,0,97.67,0.0,86.82
11.771955,0,0,97.33,0.0,92.03
11.864263,0,0,99.33,0.0783,64.14
11.928672,0,0,98.0,0.0156,60.59
11.98954,1,1,117.67,0.9435,70.48
12.06035,1,0,117.33,0.9274,68.88
12.129514,1,0,119.33,1.0,80.12
12.209916,0,0,98.67,0.0472,89.9
12.300099,0,0,101.0,0.1571,89.65
12.390057,0,0,98.67,0.0412,62.15
12.452486,1,1,118.0,0.9588,90.23
12.543053,1,0,118.0,0.9588,67.94
12.611296,1,0,119.67,1.0,76.55
12.688196,0,0,98.33,0.0232,98.52
12.787006,0,0,98.33,0.0156,79.52
12.866816,0,0,100.67,0.126,64.04
12.93114,0,0,99.0,0.0472,61.04
12.992478,1,1,118.0,0.9435,70.07
13.06289,1,0,118.33,0.9591,69.78
13.132976,1,0,120.33,1.0,80.8
13.214088,0,0,98.0,0.0,90.44
13.304825,0,0,100.33,0.1092,88.77
13.393885,0,0,98.33,0.0155,61.25
13.455424,1,1,117.33,0.9062,89.1
13.544874,1,0,115.33,0.8125,66.46
