event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.602589
virtual_flash,kuramoto,camera,0.958569
pi_flash,kuramoto,pi_oscillator,1.013784
virtual_flash,kuramoto,camera,1.560165
pi_flash,kuramoto,pi_oscillator,1.761069
virtual_flash,kuramoto,camera,1.992876
pi_flash,kuramoto,pi_oscillator,2.192581
virtual_flash,kuramoto,camera,2.344309
pi_flash,kuramoto,pi_oscillator,2.720231
virtual_flash,kuramoto,camera,2.885991
pi_flash,kuramoto,pi_oscillator,3.18667
virtual_flash,kuramoto,camera,3.654283
pi_flash,kuramoto,pi_oscillator,3.692037
pi_flash,kuramoto,pi_oscillator,4.083511
virtual_flash,kuramoto,camera,4.624969
pi_flash,kuramoto,pi_oscillator,4.624969
virtual_flash,kuramoto,camera,5.030359
pi_flash,kuramoto,pi_oscillator,5.030359
pi_flash,kuramoto,pi_oscillator,5.473578
virtual_flash,kuramoto,camera,5.69302
pi_flash,kuramoto,pi_oscillator,6.08376
virtual_flash,kuramoto,camera,6.534516
pi_flash,kuramoto,pi_oscillator,6.583939
pi_flash,kuramoto,pi_oscillator,7.001268
virtual_flash,kuramoto,camera,7.107357
virtual_flash,kuramoto,camera,7.505071
pi_flash,kuramoto,pi_oscillator,7.505071
pi_flash,kuramoto,pi_oscillator,7.934192
virtual_flash,kuramoto,camera,8.046765
pi_flash,kuramoto,pi_oscillator,8.455721
virtual_flash,kuramoto,camera,8.588662
pi_flash,kuramoto,pi_oscillator,8.959108
virtual_flash,kuramoto,camera,9.45422
pi_flash,kuramoto,pi_oscillator,9.45422
virtual_flash,kuramoto,camera,9.888109
pi_flash,kuramoto,pi_oscillator,9.888109
pi_flash,kuramoto,pi_oscillator,10.331147
virtual_flash,kuramoto,camera,10.469039
virtual_flash,kuramoto,camera,10.867198
pi_flash,kuramoto,pi_oscillator,10.867198
virtual_flash,kuramoto,camera,11.285625
pi_flash,kuramoto,pi_oscillator,11.285625
pi_flash,kuramoto,pi_oscillator,11.72343
virtual_flash,kuramoto,camera,11.83947
pi_flash,kuramoto,pi_oscillator,12.235457
pi_flash,kuramoto,pi_oscillator,12.747196
virtual_flash,kuramoto,camera,12.865908
virtual_flash,kuramoto,camera,13.235028
pi_flash,kuramoto,pi_oscillator,13.235028
pi_flash,kuramoto,pi_oscillator,13.664972
virtual_flash,kuramoto,camera,13.776733
pi_flash,kuramoto,pi_oscillator,14.154341
virtual_flash,kuramoto,camera,14.270041
virtual_flash,kuramoto,camera,14.620388
pi_flash,kuramoto,pi_oscillator,14.620388
pi_flash,kuramoto,pi_oscillator,15.111295
pi_flash,kuramoto,pi_oscillator,15.469723
pi_flash,kuramoto,pi_oscillator,15.931946
virtual_flash,kuramoto,camera,16.06258
virtual_flash,kuramoto,camera,16.455276
pi_flash,kuramoto,pi_oscillator,16.455276
virtual_flash,kuramoto,camera,16.883825
pi_flash,kuramoto,pi_oscillator,16.883825
pi_flash,kuramoto,pi_oscillator,17.260821
virtual_flash,kuramoto,camera,17.453115
pi_flash,kuramoto,pi_oscillator,17.746664
pi_flash,kuramoto,pi_oscillator,18.296681
pi_flash,kuramoto,pi_oscillator,18.797696
virtual_flash,kuramoto,camera,19.290408
pi_flash,kuramoto,pi_oscillator,19.290408
virtual_flash,kuramoto,camera,19.71311
pi_flash,kuramoto,pi_oscillator,19.71311
pi_flash,kuramoto,pi_oscillator,20.15637
virtual_flash,kuramoto,camera,20.28069
pi_flash,kuramoto,pi_oscillator,20.6536
virtual_flash,kuramoto,camera,20.772729
virtual_flash,kuramoto,camera,21.158003
pi_flash,kuramoto,pi_oscillator,21.158003
pi_flash,kuramoto,pi_oscillator,21.524368
virtual_flash,kuramoto,camera,21.639804
pi_flash,kuramoto,pi_oscillator,22.029817
virtual_flash,kuramoto,camera,22.247424
pi_flash,kuramoto,pi_oscillator,22.61296
virtual_flash,kuramoto,camera,23.080451
pi_flash,kuramoto,pi_oscillator,23.080451
pi_flash,kuramoto,pi_oscillator,23.503067
pi_flash,kuramoto,pi_oscillator,23.999505
virtual_flash,kuramoto,camera,24.122014
pi_flash,kuramoto,pi_oscillator,24.508581
virtual_flash,kuramoto,camera,25.015734
pi_flash,kuramoto,pi_oscillator,25.11525
pi_flash,kuramoto,pi_oscillator,25.490871
virtual_flash,kuramoto,camera,25.662748
pi_flash,kuramoto,pi_oscillator,25.989084
virtual_flash,kuramoto,camera,26.102327
pi_flash,kuramoto,pi_oscillator,26.475153
virtual_flash,kuramoto,camera,26.938484
pi_flash,kuramoto,pi_oscillator,26.97779
pi_flash,kuramoto,pi_oscillator,27.407868
virtual_flash,kuramoto,camera,27.522297
virtual_flash,kuramoto,camera,27.926531
pi_flash,kuramoto,pi_oscillator,27.926531
virtual_flash,kuramoto,camera,28.357168
pi_flash,kuramoto,pi_oscillator,28.357168
pi_flash,kuramoto,pi_oscillator,28.800965
virtual_flash,kuramoto,camera,28.935035
virtual_flash,kuramoto,camera,29.314729
pi_flash,kuramoto,pi_oscillator,29.314729
pi_flash,kuramoto,pi_oscillator,29.742672
virtual_flash,kuramoto,camera,29.856579
