t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,eapf,4.986781,1.5,0
0.01,0,eapf,5.081029,1.5,0
0.02,0,eapf,5.175276,1.5,0
0.03,0,eapf,5.269524,1.5,0
0.04,0,eapf,5.363772,1.5,0
0.05,0,eapf,5.45802,1.5,0
0.06,0,eapf,5.552268,1.5,0
0.07,0,eapf,5.646515,1.5,0
0.08,0,eapf,5.740763,1.5,0
0.09,0,eapf,5.835011,1.5,0
0.1,0,eapf,5.929259,1.5,0
0.11,0,eapf,6.023506,1.5,0
0.12,0,eapf,6.117754,1.5,0
0.13,0,eapf,6.212002,1.5,0
0.14,0,eapf,0.023065,1.5,1
0.15,0,eapf,0.117312,1.5,0
0.16,0,eapf,0.21156,1.5,0
0.17,0,eapf,0.305808,1.5,0
0.18,0,eapf,0.400056,1.5,0
0.19,0,eapf,0.494303,1.5,0
0.2,0,eapf,0.588551,1.5,0
0.21,0,eapf,0.682799,1.5,0
0.22,0,eapf,0.777047,1.5,0
0.23,0,eapf,0.871295,1.5,0
0.24,0,eapf,0.965542,1.5,0
0.25,0,eapf,1.05979,1.5,0
0.26,0,eapf,1.154038,1.5,0
0.27,0,eapf,1.248286,1.5,0
0.28,0,eapf,1.342533,1.5,0
0.29,0,eapf,1.436781,1.5,0
0.3,0,eapf,1.531029,1.5,0
0.31,0,eapf,1.625277,1.5,0
0.32,0,eapf,1.719525,1.5,0
0.33,0,eapf,1.813772,1.5,0
0.34,0,eapf,1.90802,1.5,0
0.35,0,eapf,2.002268,1.5,0
0.36,0,eapf,2.096516,1.5,0
0.37,0,eapf,2.190763,1.5,0
0.38,0,eapf,2.285011,1.5,0
0.39,0,eapf,2.379259,1.5,0
0.4,0,eapf,2.473507,1.5,0
0.41,0,eapf,2.567755,1.5,0
0.42,0,eapf,2.662002,1.5,0
0.43,0,eapf,2.75625,1.5,0
0.44,0,eapf,2.850498,1.5,0
0.45,0,eapf,2.944746,1.5,0
0.46,0,eapf,3.038993,1.5,0
0.47,0,eapf,3.133241,1.5,0
0.48,0,eapf,3.227489,1.5,0
0.49,0,eapf,3.321737,1.5,0
0.5,0,eapf,3.415985,1.5,0
