event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.575768
virtual_flash,kuramoto,camera,1.022762
pi_flash,kuramoto,pi_oscillator,1.520565
virtual_flash,kuramoto,camera,1.639201
virtual_flash,kuramoto,camera,2.118102
pi_flash,kuramoto,pi_oscillator,2.217412
virtual_flash,kuramoto,camera,2.682574
pi_flash,kuramoto,pi_oscillator,2.727929
virtual_flash,kuramoto,camera,3.300039
pi_flash,kuramoto,pi_oscillator,3.300039
virtual_flash,kuramoto,camera,3.847704
pi_flash,kuramoto,pi_oscillator,3.897203
virtual_flash,kuramoto,camera,4.401668
pi_flash,kuramoto,pi_oscillator,4.444408
virtual_flash,kuramoto,camera,4.910752
pi_flash,kuramoto,pi_oscillator,4.961077
virtual_flash,kuramoto,camera,5.44712
pi_flash,kuramoto,pi_oscillator,5.496543
virtual_flash,kuramoto,camera,5.989507
pi_flash,kuramoto,pi_oscillator,6.044684
virtual_flash,kuramoto,camera,6.546017
pi_flash,kuramoto,pi_oscillator,6.595661
virtual_flash,kuramoto,camera,6.977822
pi_flash,kuramoto,pi_oscillator,7.105675
virtual_flash,kuramoto,camera,7.625019
pi_flash,kuramoto,pi_oscillator,7.625019
virtual_flash,kuramoto,camera,8.188928
pi_flash,kuramoto,pi_oscillator,8.188928
virtual_flash,kuramoto,camera,8.605259
pi_flash,kuramoto,pi_oscillator,8.726798
virtual_flash,kuramoto,camera,9.243922
pi_flash,kuramoto,pi_oscillator,9.294363
virtual_flash,kuramoto,camera,9.8094
pi_flash,kuramoto,pi_oscillator,9.8094
pi_flash,kuramoto,pi_oscillator,10.394435
virtual_flash,kuramoto,camera,10.774736
pi_flash,kuramoto,pi_oscillator,11.34891
virtual_flash,kuramoto,camera,11.503603
virtual_flash,kuramoto,camera,11.945782
pi_flash,kuramoto,pi_oscillator,12.045384
virtual_flash,kuramoto,camera,12.379474
pi_flash,kuramoto,pi_oscillator,12.618498
virtual_flash,kuramoto,camera,13.029908
pi_flash,kuramoto,pi_oscillator,13.552277
virtual_flash,kuramoto,camera,13.672671
virtual_flash,kuramoto,camera,14.119511
pi_flash,kuramoto,pi_oscillator,14.216087
virtual_flash,kuramoto,camera,14.657745
pi_flash,kuramoto,pi_oscillator,14.757449
virtual_flash,kuramoto,camera,15.223213
pi_flash,kuramoto,pi_oscillator,15.269602
virtual_flash,kuramoto,camera,15.734912
pi_flash,kuramoto,pi_oscillator,15.7848
virtual_flash,kuramoto,camera,16.272893
pi_flash,kuramoto,pi_oscillator,16.323341
virtual_flash,kuramoto,camera,16.819195
pi_flash,kuramoto,pi_oscillator,16.868966
virtual_flash,kuramoto,camera,17.384369
pi_flash,kuramoto,pi_oscillator,17.384369
virtual_flash,kuramoto,camera,17.928445
pi_flash,kuramoto,pi_oscillator,17.977721
pi_flash,kuramoto,pi_oscillator,18.509764
pi_flash,kuramoto,pi_oscillator,19.048648
pi_flash,kuramoto,pi_oscillator,19.590098
pi_flash,kuramoto,pi_oscillator,20.132565
virtual_flash,kuramoto,camera,20.259935
pi_flash,kuramoto,pi_oscillator,20.835047
virtual_flash,kuramoto,camera,21.150949
pi_flash,kuramoto,pi_oscillator,21.490222
virtual_flash,kuramoto,camera,21.770926
pi_flash,kuramoto,pi_oscillator,22.296603
virtual_flash,kuramoto,camera,22.442474
virtual_flash,kuramoto,camera,22.9577
pi_flash,kuramoto,pi_oscillator,23.006868
virtual_flash,kuramoto,camera,23.408093
pi_flash,kuramoto,pi_oscillator,23.553406
virtual_flash,kuramoto,camera,24.023444
pi_flash,kuramoto,pi_oscillator,24.124419
virtual_flash,kuramoto,camera,24.588436
pi_flash,kuramoto,pi_oscillator,24.638617
virtual_flash,kuramoto,camera,25.104548
pi_flash,kuramoto,pi_oscillator,25.194929
virtual_flash,kuramoto,camera,25.67497
pi_flash,kuramoto,pi_oscillator,25.725719
virtual_flash,kuramoto,camera,26.194946
pi_flash,kuramoto,pi_oscillator,26.24106
virtual_flash,kuramoto,camera,26.759854
pi_flash,kuramoto,pi_oscillator,26.809031
virtual_flash,kuramoto,camera,27.297355
pi_flash,kuramoto,pi_oscillator,27.346824
virtual_flash,kuramoto,camera,27.816174
pi_flash,kuramoto,pi_oscillator,27.867574
virtual_flash,kuramoto,camera,28.382717
pi_flash,kuramoto,pi_oscillator,28.382717
virtual_flash,kuramoto,camera,28.918379
pi_flash,kuramoto,pi_oscillator,28.968191
virtual_flash,kuramoto,camera,29.343686
pi_flash,kuramoto,pi_oscillator,29.469377
virtual_flash,kuramoto,camera,29.992322
