t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.6e-05,0,0,93.0,0.0,997.26
0.997368,0,0,106.67,0.0,60.58
1.058044,0,0,106.33,0.0,60.64
1.118762,0,0,96.33,0.0,86.5
1.205334,0,0,97.33,0.0,84.33
1.289733,0,0,94.33,0.0,59.4
1.349202,0,0,110.33,0.0,86.02
1.435312,0,0,108.67,0.0,64.23
1.499617,0,0,111.67,0.0,69.73
1.569421,0,0,103.33,0.5614,80.64
1.650136,0,0,95.67,0.0838,84.87
1.735071,0,0,97.0,0.1615,61.32
1.796491,0,0,96.67,0.1345,89.88
1.886446,1,1,107.67,0.8568,64.65
1.951231,1,0,108.0,0.8874,62.19
2.013547,1,0,112.0,1.0,70.36
2.084028,0,0,97.67,0.1612,81.55
2.165703,0,0,96.33,0.0687,83.99
2.24981,0,0,97.33,0.1269,60.98
2.310909,0,0,95.0,0.0043,90.15
2.401172,1,1,108.67,0.8917,65.02
2.466383,1,0,110.67,1.0,82.33
2.548871,1,0,113.33,1.0,60.89
2.609871,0,0,97.33,0.1317,80.25
2.690228,0,0,97.33,0.1289,84.81
2.775141,0,0,95.0,0.0,59.87
2.835121,0,0,102.67,0.4773,87.12
2.92235,1,1,108.67,0.856,62.02
2.984549,1,0,112.67,1.0,67.34
3.051993,1,0,114.0,1.0,76.13
3.12823,0,0,96.0,0.0588,85.1
3.213441,0,0,98.0,0.1736,83.47
3.297023,0,0,96.67,0.0914,75.28
3.372408,1,1,111.33,0.9658,68.4
3.441042,1,0,109.67,0.8676,63.92
3.505134,1,0,114.0,1.0,71.26
3.576595,0,0,100.33,0.2922,82.05
3.658807,0,0,96.67,0.0718,85.62
3.744611,0,0,98.33,0.1683,60.04
3.804816,0,0,95.0,0.0,89.44
3.894417,1,1,110.0,0.8824,61.94
3.956605,1,0,111.67,0.9824,63.29
4.020066,1,0,114.0,1.0,72.03
4.092273,0,0,96.33,0.0654,82.81
4.17526,0,0,97.0,0.1011,86.64
4.262063,0,0,98.0,0.1568,61.22
4.32345,0,0,99.33,0.2329,90.54
4.414169,1,1,110.67,0.9085,65.03
4.479417,1,0,114.67,1.0,69.62
4.549205,1,0,114.67,1.0,82.09
4.631479,0,0,96.33,0.0374,87.45
4.71911,0,0,99.0,0.1877,85.38
4.804671,0,0,97.67,0.1108,76.35
4.8812,1,1,113.33,1.0,68.33
4.94975,1,0,113.67,1.0,65.91
5.015841,1,0,117.0,1.0,76.99
5.093006,0,0,96.67,0.0286,86.41
5.179602,0,0,98.0,0.1024,87.06
5.26685,0,0,99.33,0.1767,61.86
5.328889,0,0,103.67,0.4239,91.83
5.420906,1,1,111.67,0.8832,65.23
5.486367,1,0,115.33,1.0,69.64
5.556197,1,0,116.0,1.0,82.0
5.638383,0,0,97.33,0.0566,88.46
5.72703,0,0,99.33,0.1698,84.39
5.811616,0,0,98.33,0.1132,77.26
5.889072,1,1,114.0,1.0,69.19
5.958494,1,0,113.33,0.9621,65.57
6.024256,1,0,117.0,1.0,76.38
6.100826,0,0,98.33,0.1132,87.06
6.188079,0,0,98.0,0.0945,87.66
6.275932,0,0,97.0,0.0379,62.36
6.338481,1,1,115.0,1.0,90.66
6.429384,1,0,112.67,0.9109,66.69
6.496277,1,0,116.33,1.0,70.66
6.567136,1,0,104.67,0.4547,84.14
6.651473,0,0,97.33,0.0457,88.01
6.73969,0,0,98.67,0.1194,63.8
6.803686,0,0,96.67,0.0094,58.98
6.862862,1,1,114.67,1.0,68.8
6.931916,1,0,112.67,0.8897,64.85
6.996974,1,0,116.33,1.0,70.27
7.067448,1,0,105.33,0.4815,83.56
7.151211,0,0,97.33,0.0436,87.75
7.239167,0,0,99.0,0.1285,63.78
7.303151,0,0,97.0,0.0182,60.26
7.363629,1,1,114.67,0.9927,68.49
7.432374,1,0,112.67,0.8824,64.61
7.497205,1,0,116.0,1.0,70.58
7.568003,1,0,105.0,0.4512,83.53
7.651748,0,0,97.67,0.0542,88.17
7.740136,0,0,99.0,0.1262,63.69
7.804044,0,0,97.0,0.0179,59.35
7.863614,1,1,115.33,1.0,69.12
7.932998,1,0,113.0,0.8751,64.32
7.997549,1,0,116.33,1.0,70.79
8.068597,1,0,104.67,0.4227,83.32
8.152137,0,0,97.33,0.0247,88.89
8.241249,0,0,99.0,0.1138,63.16
8.304654,0,0,97.0,0.0,59.47
8.364346,1,1,115.0,0.9713,68.52
8.433131,1,0,113.0,0.8634,65.37
8.498768,1,0,116.33,1.0,71.27
8.570276,1,0,103.67,0.3511,84.08
8.654591,0,0,97.67,0.0353,87.57
8.742395,0,0,99.0,0.1053,63.33
8.80595,0,0,97.0,0.0,58.93
8.865108,1,1,115.0,0.9474,68.45
8.933837,1,0,113.33,0.8595,64.58
8.998662,1,0,116.67,1.0,71.79
9.070688,0,0,103.0,0.3142,84.13
9.155049,0,0,97.67,0.0351,88.51
9.243799,0,0,99.33,0.122,62.84
9.306878,0,0,97.0,0.0,58.52
9.36564,1,1,115.0,0.9425,68.85
9.434777,1,0,113.0,0.8377,64.5
9.499516,1,0,117.0,1.0,72.23
9.57199,0,0,103.0,0.3104,83.62
9.655851,0,0,98.0,0.0517,88.98
9.74508,0,0,99.33,0.1205,63.39
9.808736,0,0,97.33,0.0171,57.56
9.866539,1,1,115.0,0.9312,68.75
9.935581,1,0,113.33,0.8448,64.92
10.000754,1,0,117.0,1.0,71.19
10.0722,0,0,102.33,0.2757,84.99
10.157441,0,0,98.0,0.0386,88.97
10.246669,0,0,99.33,0.1084,62.45
10.309367,0,0,98.0,0.0386,92.33
10.401948,1,1,113.0,0.8253,65.43
10.467679,1,0,116.0,0.9827,67.46
10.535403,1,0,118.33,1.0,78.06
10.613719,0,0,98.0,0.0386,87.97
10.701947,0,0,100.33,0.1608,87.04
10.78925,0,0,99.33,0.1084,76.84
10.866348,1,1,115.33,0.9476,70.17
10.936828,1,0,113.33,0.8427,65.19
11.002283,1,0,117.33,1.0,71.27
11.073824,0,0,102.0,0.2484,84.77
11.158867,0,0,98.33,0.0559,90.31
11.249443,0,0,100.0,0.1435,64.52
11.314231,0,0,98.0,0.0353,60.88
11.375383,1,1,116.0,0.9826,70.46
11.44615,1,0,114.0,0.8774,66.05
11.512507,1,0,117.67,1.0,74.87
11.58765,0,0,99.0,0.0879,86.38
11.674307,0,0,99.0,0.0879,89.91
11.764513,0,0,100.67,0.1758,64.5
11.829284,0,0,98.33,0.0526,59.77
11.889322,1,1,116.33,1.0,69.45
11.959102,1,0,115.67,0.9653,66.8
12.026183,1,0,118.67,1.0,78.75
12.105208,0,0,100.0,0.14,89.25
12.194744,0,0,101.0,0.1808,89.18
12.2842,0,0,98.67,0.0568,62.74
12.347219,1,1,116.67,1.0,90.94
12.438488,1,0,116.0,0.9647,68.08
12.506863,1,0,118.0,1.0,73.89
12.581042,0,0,100.33,0.1393,86.86
12.668186,0,0,99.33,0.0869,90.84
12.75932,0,0,101.33,0.1916,64.4
12.824004,0,0,98.67,0.0408,60.59
12.884885,1,1,116.67,0.9948,71.23
12.956472,1,0,115.0,0.9062,66.26
13.023028,1,0,118.0,1.0,74.95
13.098275,0,0,100.0,0.1099,88.16
13.186735,0,0,99.0,0.0526,91.06
13.27809,0,0,99.67,0.0879,63.76
13.34232,0,0,99.33,0.07,56.96
13.399576,1,1,117.67,1.0,70.53
13.47046,1,0,117.33,1.0,70.79
13.541552,1,0,119.0,1.0,80.61
13.622463,0,0,99.67,0.0859,90.17
13.712932,0,0,102.0,0.2058,89.06
13.802291,0,0,99.67,0.0859,63.07
13.865655,1,1,117.0,0.9761,89.69
13.95569,1,0,115.33,0.8903,67.49
14.023488,1,0,118.33,1.0,75.94
14.099739,0,0,100.67,0.1357,89.01
14.189053,0,0,100.33,0.1095,89.97
14.279333,0,0,99.67,0.0756,64.06
14.343732,0,0,99.67,0.0693,57.65
14.401691,1,1,117.67,1.0,69.45
14.471506,1,0,117.0,0.9654,70.16
14.541976,1,0,119.0,1.0,80.94
14.623235,0,0,99.67,0.0688,90.13
14.713684,0,0,102.0,0.1799,89.77
14.803771,0,0,99.33,0.0413,61.66
14.865747,1,1,116.67,0.9408,91.6
14.957706,1,0,115.33,0.8693,67.2
15.025239,1,0,118.33,1.0,76.55
