event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.445383
virtual_flash,eapf_consensus,camera,0.964954
pi_flash,eapf_consensus,pi_oscillator,0.964954
virtual_flash,eapf_consensus,camera,1.372192
pi_flash,eapf_consensus,pi_oscillator,1.636903
virtual_flash,eapf_consensus,camera,1.939305
pi_flash,eapf_consensus,pi_oscillator,2.265459
virtual_flash,eapf_consensus,camera,2.466983
pi_flash,eapf_consensus,pi_oscillator,2.847188
virtual_flash,eapf_consensus,camera,2.946645
pi_flash,eapf_consensus,pi_oscillator,3.404031
virtual_flash,eapf_consensus,camera,3.495532
pi_flash,eapf_consensus,pi_oscillator,3.936779
virtual_flash,eapf_consensus,camera,4.045333
virtual_flash,eapf_consensus,camera,4.417389
pi_flash,eapf_consensus,pi_oscillator,4.471088
virtual_flash,eapf_consensus,camera,4.937371
pi_flash,eapf_consensus,pi_oscillator,5.013038
virtual_flash,eapf_consensus,camera,5.497001
pi_flash,eapf_consensus,pi_oscillator,5.530784
virtual_flash,eapf_consensus,camera,6.015654
pi_flash,eapf_consensus,pi_oscillator,6.048928
virtual_flash,eapf_consensus,camera,6.563751
pi_flash,eapf_consensus,pi_oscillator,6.563751
virtual_flash,eapf_consensus,camera,6.98897
pi_flash,eapf_consensus,pi_oscillator,7.079446
virtual_flash,eapf_consensus,camera,7.528197
pi_flash,eapf_consensus,pi_oscillator,7.588383
virtual_flash,eapf_consensus,camera,8.074492
pi_flash,eapf_consensus,pi_oscillator,8.108037
virtual_flash,eapf_consensus,camera,8.619864
pi_flash,eapf_consensus,pi_oscillator,8.619864
virtual_flash,eapf_consensus,camera,9.038544
pi_flash,eapf_consensus,pi_oscillator,9.166849
virtual_flash,eapf_consensus,camera,9.598335
pi_flash,eapf_consensus,pi_oscillator,9.676693
virtual_flash,eapf_consensus,camera,10.127349
pi_flash,eapf_consensus,pi_oscillator,10.209852
virtual_flash,eapf_consensus,camera,10.65897
pi_flash,eapf_consensus,pi_oscillator,10.691373
virtual_flash,eapf_consensus,camera,11.213505
pi_flash,eapf_consensus,pi_oscillator,11.213505
virtual_flash,eapf_consensus,camera,11.641699
pi_flash,eapf_consensus,pi_oscillator,11.770731
virtual_flash,eapf_consensus,camera,12.178935
pi_flash,eapf_consensus,pi_oscillator,12.278251
virtual_flash,eapf_consensus,camera,12.710328
pi_flash,eapf_consensus,pi_oscillator,12.789637
virtual_flash,eapf_consensus,camera,13.253027
pi_flash,eapf_consensus,pi_oscillator,13.293924
virtual_flash,eapf_consensus,camera,13.782066
pi_flash,eapf_consensus,pi_oscillator,13.841541
virtual_flash,eapf_consensus,camera,14.323972
pi_flash,eapf_consensus,pi_oscillator,14.357308
virtual_flash,eapf_consensus,camera,14.869547
pi_flash,eapf_consensus,pi_oscillator,14.869547
virtual_flash,eapf_consensus,camera,15.415783
pi_flash,eapf_consensus,pi_oscillator,15.415783
virtual_flash,eapf_consensus,camera,15.827303
pi_flash,eapf_consensus,pi_oscillator,15.938416
virtual_flash,eapf_consensus,camera,16.364702
pi_flash,eapf_consensus,pi_oscillator,16.444023
virtual_flash,eapf_consensus,camera,16.910754
virtual_flash,eapf_consensus,camera,17.468478
pi_flash,eapf_consensus,pi_oscillator,17.502999
virtual_flash,eapf_consensus,camera,18.000417
pi_flash,eapf_consensus,pi_oscillator,18.033149
virtual_flash,eapf_consensus,camera,18.423038
pi_flash,eapf_consensus,pi_oscillator,18.549584
virtual_flash,eapf_consensus,camera,18.980855
pi_flash,eapf_consensus,pi_oscillator,19.05919
virtual_flash,eapf_consensus,camera,19.513565
pi_flash,eapf_consensus,pi_oscillator,19.57458
virtual_flash,eapf_consensus,camera,20.060205
pi_flash,eapf_consensus,pi_oscillator,20.093973
virtual_flash,eapf_consensus,camera,20.612291
pi_flash,eapf_consensus,pi_oscillator,20.64379
virtual_flash,eapf_consensus,camera,21.15761
pi_flash,eapf_consensus,pi_oscillator,21.15761
virtual_flash,eapf_consensus,camera,21.56932
pi_flash,eapf_consensus,pi_oscillator,21.682202
virtual_flash,eapf_consensus,camera,22.108829
pi_flash,eapf_consensus,pi_oscillator,22.226736
virtual_flash,eapf_consensus,camera,22.652545
pi_flash,eapf_consensus,pi_oscillator,22.732736
virtual_flash,eapf_consensus,camera,23.208114
pi_flash,eapf_consensus,pi_oscillator,23.242675
virtual_flash,eapf_consensus,camera,23.738059
pi_flash,eapf_consensus,pi_oscillator,23.770434
virtual_flash,eapf_consensus,camera,24.290849
pi_flash,eapf_consensus,pi_oscillator,24.290849
virtual_flash,eapf_consensus,camera,24.701918
pi_flash,eapf_consensus,pi_oscillator,24.854066
virtual_flash,eapf_consensus,camera,25.239603
pi_flash,eapf_consensus,pi_oscillator,25.354912
virtual_flash,eapf_consensus,camera,25.784807
pi_flash,eapf_consensus,pi_oscillator,25.860288
virtual_flash,eapf_consensus,camera,26.331965
pi_flash,eapf_consensus,pi_oscillator,26.397424
virtual_flash,eapf_consensus,camera,26.861015
virtual_flash,eapf_consensus,camera,27.41567
pi_flash,eapf_consensus,pi_oscillator,27.449529
virtual_flash,eapf_consensus,camera,27.833055
pi_flash,eapf_consensus,pi_oscillator,27.945908
virtual_flash,eapf_consensus,camera,28.391665
pi_flash,eapf_consensus,pi_oscillator,28.487728
virtual_flash,eapf_consensus,camera,28.916335
pi_flash,eapf_consensus,pi_oscillator,28.995247
virtual_flash,eapf_consensus,camera,29.465946
pi_flash,eapf_consensus,pi_oscillator,29.53125
