coupling_term,follower_flash_event,freq_error_hz,frequency_error_hz,frequency_hz,loop_dt_ms,model,phase_error_rad,phase_rad,t_s,virtual_frequency_hz
,0,0.0,0.5,1.5,0.002,eapf_consensus,0.0,4.479244,0.093096,2.0
,1,0.0,0.5,1.5,352.287,eapf_consensus,0.0,1.51629,0.445383,2.0
,0,0.0,0.5,1.5,111.953,eapf_consensus,0.0,2.571423,0.557336,2.0
,0,0.0,0.5,1.5,30.368,eapf_consensus,0.0,2.857635,0.587704,2.0
,0,0.0,0.5,1.5,50.427,eapf_consensus,0.0,3.332896,0.638131,2.0
,0,0.0,0.5,1.5,59.988,eapf_consensus,0.0,3.898269,0.698119,2.0
,0,0.0,0.5,1.5,50.235,eapf_consensus,0.0,4.371724,0.748354,2.0
,0,0.0,0.5,1.5,50.299,eapf_consensus,0.0,4.845784,0.798653,2.0
,0,0.0,0.5,1.5,24.738,eapf_consensus,0.0,5.078935,0.823392,2.0
,0,0.0,0.5,1.5,23.745,eapf_consensus,0.0,5.302726,0.847137,2.0
,0,0.0,0.5,1.5,21.755,eapf_consensus,0.0,5.507763,0.868892,2.0
,0,0.0,0.5,1.5,20.893,eapf_consensus,0.0,5.704677,0.889785,2.0
,0,0.0,0.5,1.5,37.156,eapf_consensus,0.0,6.054861,0.92694,2.0
,1,0.0,0.5,1.5,38.014,eapf_consensus,0.228325,0.13086,0.964954,2.0
,0,0.0,0.5,1.5,102.947,eapf_consensus,0.227411,1.102755,1.067901,2.0
,0,0.0,0.5,1.5,20.701,eapf_consensus,0.225771,1.300073,1.088603,2.0
,0,0.0,0.4996986581970122,1.5,38.735,eapf_consensus,0.223556,1.667811,1.127338,1.9996986581970122
,0,0.0,0.4996986581970122,1.5,62.752,eapf_consensus,0.220889,2.262256,1.19009,1.9996986581970122
,0,0.0,0.4996986581970122,1.5,22.56,eapf_consensus,0.217873,2.478165,1.21265,1.9996986581970122
,0,0.0,0.4996986581970122,1.5,48.575,eapf_consensus,0.214588,2.93946,1.261225,1.9996986581970122
,0,0.0,0.4996986581970122,1.5,47.262,eapf_consensus,0.211101,3.388531,1.308488,1.9996986581970122
,0,0.0,0.4996986581970122,1.5,22.954,eapf_consensus,0.207468,3.608608,1.331442,1.9996986581970122
,0,0.0,0.4996986581970122,1.5,21.022,eapf_consensus,0.203731,3.81054,1.352464,1.9996986581970122
,0,0.955569,0.4958766581970122,1.503822,19.728,eapf_consensus,2.591089,4.009876,1.372192,1.9996986581970122
,0,0.951747,0.4890116581970123,1.510687,19.949,eapf_consensus,2.696975,4.219881,1.39214,1.9996986581970122
,0,0.944882,0.4797406581970123,1.519958,34.941,eapf_consensus,2.882899,4.580279,1.427081,1.9996986581970122
,0,0.935611,0.4685806581970122,1.531118,35.063,eapf_consensus,3.060279,4.950373,1.462144,1.9996986581970122
,0,0.924451,0.4559556581970121,1.543743,38.445,eapf_consensus,-3.034837,5.33627,1.500589,1.9996986581970122
,0,0.911826,0.44220765819701224,1.557491,42.24,eapf_consensus,-2.808884,5.747588,1.542829,1.9996986581970122
,0,0.898078,0.4276166581970122,1.572082,44.793,eapf_consensus,-2.55773,6.176985,1.587622,1.9996986581970122
,1,0.883488,0.41241065819701217,1.587288,49.281,eapf_consensus,-2.275219,0.36432,1.636903,1.9996986581970122
,0,0.868281,0.39677265819701213,1.602926,120.612,eapf_consensus,-1.600951,1.547801,1.757515,1.9996986581970122
,0,0.852643,0.3808516581970123,1.618847,28.117,eapf_consensus,-1.430907,1.809731,1.785632,1.9996986581970122
,0,0.836722,0.3647676581970123,1.634931,21.653,eapf_consensus,-1.29582,2.007787,1.807285,1.9996986581970122
,0,0.820638,0.3486186581970121,1.65108,21.939,eapf_consensus,-1.160513,2.210766,1.829224,1.9996986581970122
,0,0.804489,0.3324806581970121,1.667218,37.582,eapf_consensus,-0.948153,2.578941,1.866806,1.9996986581970122
,0,0.788351,0.31641665819701226,1.683282,38.264,eapf_consensus,-0.736914,2.95946,1.90507,1.9996986581970122
,0,0.369366,0.30208865819701214,1.69761,34.235,eapf_consensus,-2.880007,3.293776,1.939305,1.9996986581970122
,0,0.355038,0.28920565819701216,1.710493,34.556,eapf_consensus,-2.77515,3.629053,1.973862,1.9996986581970122
,0,0.342155,0.2775316581970122,1.722167,33.991,eapf_consensus,-2.668759,3.957039,2.007853,1.9996986581970122
,0,0.33048,0.26686965819701225,1.732829,34.627,eapf_consensus,-2.559529,4.291625,2.04248,1.9996986581970122
,0,0.319819,0.2570606581970123,1.742638,37.364,eapf_consensus,-2.444347,4.656575,2.079844,1.9996986581970122
,0,0.31001,0.24797365819701223,1.751725,42.163,eapf_consensus,-2.320361,5.075468,2.122007,1.9996986581970122
,0,0.300923,0.23721362533223678,1.760198,44.1,eapf_consensus,-2.194211,5.517861,2.166107,1.9974116253322367
,0,0.29245,0.2292646253322368,1.768147,60.191,eapf_consensus,-2.040619,6.140995,2.226298,1.9974116253322367
,1,0.284501,0.22176862533223662,1.775643,39.16,eapf_consensus,-1.928061,0.251109,2.265459,1.9974116253322367
,0,0.277004,0.2146626253322368,1.782749,119.057,eapf_consensus,-1.679089,1.539273,2.384516,1.9974116253322367
,0,0.269899,0.2078986253322368,1.789513,47.277,eapf_consensus,-1.558794,2.030511,2.431793,1.9974116253322367
,0,0.105583,0.2020656253322366,1.795346,35.19,eapf_consensus,-2.007166,2.387489,2.466983,1.9974116253322367
,0,0.099749,0.1969996253322368,1.800412,32.666,eapf_consensus,-1.947998,2.717233,2.49965,1.9974116253322367
,0,0.094684,0.19256862533223673,1.804843,31.826,eapf_consensus,-1.890316,3.038705,2.531476,1.9974116253322367
,0,0.090252,0.18866262533223677,1.808749,32.155,eapf_consensus,-1.833523,3.365162,2.563631,1.9974116253322367
,0,0.086346,0.18519162533223676,1.81222,35.74,eapf_consensus,-1.775952,3.733684,2.59937,1.9974116253322367
,0,0.082876,0.1820846253322368,1.815327,40.384,eapf_consensus,-1.717274,4.156525,2.639754,1.9974116253322367
,0,0.079768,0.1792786253322367,1.818133,43.08,eapf_consensus,-1.658694,4.611669,2.682834,1.9974116253322367
,0,0.076963,0.1767266253322366,1.820685,45.946,eapf_consensus,-1.60025,5.101161,2.72878,1.9974116253322367
,0,0.074411,0.17438762533223673,1.823024,50.081,eapf_consensus,-1.541454,5.6396,2.778861,1.9974116253322367
,0,0.072072,0.1722276253322368,1.825184,46.511,eapf_consensus,-1.485921,6.138838,2.825372,1.9974116253322367
,1,0.069912,0.1702206253322367,1.827191,21.816,eapf_consensus,-1.442818,0.073245,2.847188,1.9974116253322367
,0,0.158236,0.16798162533223682,1.82943,99.458,eapf_consensus,0.025639,1.189107,2.946645,1.9974116253322367
,0,0.155998,0.16556662533223676,1.831845,31.768,eapf_consensus,0.082744,1.533828,2.978413,1.9974116253322367
