t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
2e-06,0.0,2.3,0.0,0.0,0.0,0,0,0.002,0.014,0.0,0.097,189.28,44.1
0.105215,3.3e-05,2.3,0.0,-3.3e-05,-3.3e-05,0,0,105.212,0.011,0.0,0.1676,189.28,44.6
0.183002,1.445154,2.3,0.0,-1.445154,-0.992117,0,0,77.787,0.011,0.0,0.2311,189.28,45.8
0.268879,2.299174,2.3,0.0,-2.299174,-0.746255,0,0,85.877,0.011,0.0,0.2942,189.28,44.6
0.328696,3.315909,2.3,0.0,2.967277,0.173435,0,0,59.817,0.011,0.0,0.3595,189.28,45.2
0.389756,4.21665,2.3,0.0,2.066535,0.879617,0,0,61.061,0.01,0.0,0.4229,189.28,45.2
0.449234,5.28704,2.3,0.0,0.996145,0.839382,1,0,59.477,0.011,0.0,0.4864,189.28,46.3
0.509729,0.038113,2.3,0.0,-0.038113,-0.038104,0,0,60.495,0.01,0.0,0.5498,189.28,45.2
0.573196,0.904283,2.3,0.0,-0.904283,-0.785982,0,0,63.468,0.011,0.0,0.6141,189.28,45.2
0.641333,1.646878,2.3,0.0,-1.646878,-0.997107,0,0,68.137,0.01,0.0,0.6785,189.28,45.8
0.706627,2.393757,2.3,0.0,-2.393757,-0.680054,0,0,65.293,0.01,0.0,0.7441,189.28,45.2
0.768066,3.181921,2.3,0.0,3.101265,0.040317,0,0,61.44,0.01,0.0,0.8076,189.28,45.8
0.82695,4.078478,2.3,0.0,2.204707,0.805717,0,0,58.883,0.01,0.0,0.8711,189.28,45.8
0.886999,5.095472,2.3,0.754604,1.942318,0.931776,0,0,60.05,0.01,0.0,0.935,189.28,46.9
0.947556,6.159101,2.3,1.515589,1.639673,0.997629,1,0,60.557,0.011,0.0,0.9986,189.28,45.8
1.006816,0.962495,2.3,2.26026,1.297765,0.962958,0,0,59.259,0.011,0.0,1.0625,189.28,45.8
1.071367,2.018592,2.3,3.071438,1.052846,0.868836,0,0,64.551,0.01,0.0,1.1275,189.28,46.3
1.138913,3.147742,2.3,3.920244,0.772502,0.697929,0,0,67.546,0.01,0.0,1.1911,189.28,46.9
1.204955,4.288867,2.3,4.750157,0.46129,0.445104,0,0,66.042,0.01,0.0,1.2546,189.28,46.9
1.26525,5.346152,2.3,5.507841,0.161689,0.160985,0,0,60.295,0.01,0.0,1.319,189.28,46.3
1.325564,6.251461,2.3,0.0,0.031724,0.031719,1,0,60.314,0.011,0.0,1.3828,189.28,45.8
1.385952,0.846595,2.3,0.760959,-0.085636,-0.085531,0,0,60.387,0.01,0.0,1.4467,189.28,45.8
1.446093,1.701195,2.3,1.518817,-0.182379,-0.181369,0,0,60.141,0.01,0.0,1.5103,189.28,45.2
1.505664,2.53214,2.3,2.26949,-0.262649,-0.25964,0,0,59.571,0.01,0.0,1.574,189.28,46.9
1.569658,3.338887,2.3,3.075899,-0.262989,-0.259968,0,0,63.994,0.01,0.0,1.6397,189.28,46.9
1.637767,4.20546,2.3,3.934154,-0.271305,-0.267989,0,0,68.109,0.01,0.0,1.7036,189.28,46.9
1.703706,5.125835,2.3,4.765078,-0.360757,-0.352983,0,0,65.94,0.01,0.0,1.7669,189.28,46.3
1.763674,5.997285,2.3,5.520753,-0.476532,-0.458701,1,0,59.968,0.011,0.0,1.8307,189.28,45.8
1.82424,0.484442,2.3,0.0,-0.484442,-0.465715,0,0,60.566,0.01,0.0,1.8953,189.28,46.9
1.884622,1.260972,2.3,0.760842,-0.500131,-0.47954,0,0,60.382,0.01,0.0,1.9607,189.28,46.9
1.945142,2.032225,2.3,1.523425,-0.5088,-0.487129,0,0,60.52,0.01,0.0,2.0248,189.28,45.8
2.005053,2.803636,2.3,2.278334,-0.525301,-0.501474,0,0,59.911,0.009,0.0,2.0882,189.28,47.4
2.068141,3.564275,2.3,3.073283,-0.490992,-0.471501,0,0,63.089,0.01,0.0,2.1523,189.28,47.4
2.13621,4.371877,2.3,3.930986,-0.440892,-0.426746,0,0,68.069,0.01,0.0,2.2165,189.28,46.9
2.203605,5.253893,2.3,4.780198,-0.473696,-0.456178,0,0,67.395,0.01,0.0,2.282,189.28,46.3
2.264119,6.120237,2.3,5.5427,-0.577537,-0.545962,1,0,60.514,0.01,0.0,2.3466,189.28,45.8
2.324902,0.595919,2.3,0.0,-0.595919,-0.56127,0,0,60.784,0.01,0.0,2.4107,189.28,45.8
2.384364,1.354918,2.3,0.749198,-0.605721,-0.569355,0,0,59.461,0.01,0.0,2.4747,189.28,45.8
2.444435,2.095722,2.3,1.506077,-0.589646,-0.556067,0,0,60.071,0.011,0.0,2.5383,189.28,46.3
2.504401,2.846916,2.3,2.261638,-0.585278,-0.552431,0,0,59.966,0.01,0.0,2.6032,189.28,46.9
2.568347,3.597564,2.3,3.06734,-0.530224,-0.505727,0,0,63.946,0.009,0.0,2.6684,189.28,45.8
2.636343,4.408481,2.3,3.924071,-0.48441,-0.465686,0,0,67.996,0.01,0.0,2.7322,189.28,46.9
2.702543,5.280285,2.3,4.758173,-0.522112,-0.498712,0,0,66.2,0.01,0.0,2.7965,189.28,46.9
2.763521,6.12141,2.3,5.526481,-0.594929,-0.56045,1,0,60.978,0.011,0.0,2.8602,189.28,46.3
2.82333,0.599826,2.3,0.0,-0.599826,-0.564499,0,0,59.809,0.01,0.0,2.9247,189.28,45.8
2.883254,1.345979,2.3,0.755068,-0.59091,-0.557117,0,0,59.924,0.01,0.0,2.9889,189.28,46.9
2.943946,2.095109,2.3,1.519819,-0.57529,-0.544078,0,0,60.692,0.01,0.0,3.0526,189.28,46.3
3.003198,2.856614,2.3,2.266435,-0.590179,-0.55651,0,0,59.253,0.011,0.0,3.1162,189.28,46.9
3.067121,3.597484,2.3,3.071889,-0.525595,-0.501728,0,0,63.922,0.01,0.0,3.1804,189.28,46.3
3.134635,4.408996,2.3,3.922607,-0.486389,-0.467437,0,0,67.514,0.01,0.0,3.2458,189.28,47.4
3.201755,5.274214,2.3,4.76835,-0.505864,-0.484563,0,0,67.12,0.01,0.0,3.3094,189.28,47.4
3.261355,6.130351,2.3,5.51934,-0.61101,-0.573695,1,0,59.6,0.011,0.0,3.3734,189.28,45.2
3.322029,0.588791,2.3,0.0,-0.588791,-0.555356,0,0,60.674,0.01,0.0,3.4375,189.28,45.8
3.381541,1.347672,2.3,0.749841,-0.59783,-0.562851,0,0,59.512,0.009,0.0,3.5015,189.28,45.8
3.4421,2.090467,2.3,1.512867,-0.5776,-0.546015,0,0,60.559,0.009,0.0,3.5662,189.28,46.9
3.502226,2.849892,2.3,2.270442,-0.579449,-0.547563,0,0,60.126,0.009,0.0,3.6294,189.28,46.3
3.56484,3.603565,2.3,3.059366,-0.544199,-0.517733,0,0,62.614,0.01,0.0,3.6944,189.28,46.3
3.633663,4.394963,2.3,3.926516,-0.468447,-0.451501,0,0,68.823,0.01,0.0,3.7583,189.28,47.4
3.699713,5.280787,2.3,4.758721,-0.522066,-0.498672,0,0,66.049,0.01,0.0,3.8229,189.28,46.9
3.760498,6.120009,2.3,5.524598,-0.595411,-0.560849,1,0,60.785,0.01,0.0,3.8878,189.28,47.4
3.820795,0.595929,2.3,0.0,-0.595929,-0.561278,0,1,60.297,0.01,0.0,3.9517,189.28,47.4
3.880577,1.348848,2.3,0.753229,-0.595619,-0.561021,0,1,59.783,0.01,0.0,4.0157,189.28,46.3
3.940821,2.0954,2.3,1.512269,-0.583131,-0.55064,0,1,60.244,0.01,0.0,4.079,189.28,46.3
4.000564,2.849899,2.3,2.264995,-0.584904,-0.552119,0,1,59.743,0.009,0.0,4.1426,189.28,46.3
4.063824,3.597813,2.3,3.062042,-0.535771,-0.510504,0,1,63.26,0.01,0.0,4.2088,189.28,46.3
4.131932,4.398979,2.3,3.92016,-0.478819,-0.460731,0,1,68.108,0.01,0.0,4.2728,189.28,46.9
4.198499,5.273396,2.3,4.758871,-0.514525,-0.492121,0,1,66.567,0.01,0.0,4.337,189.28,48.0
4.259337,6.120724,2.3,5.525394,-0.59533,-0.560782,1,1,60.838,0.01,0.0,4.4005,189.28,47.4
4.318944,0.597317,2.3,0.0,-0.597317,-0.562426,0,1,59.607,0.01,0.0,4.4644,189.28,47.4
4.379362,1.341383,2.3,0.761254,-0.580129,-0.548132,0,1,60.418,0.01,0.0,4.5282,189.28,48.5
4.438708,2.098597,2.3,1.508989,-0.589609,-0.556036,0,1,59.345,0.01,0.0,4.5919,189.28,46.3
4.499127,2.84072,2.3,2.270252,-0.570468,-0.540026,0,1,60.419,0.01,0.0,4.6556,189.28,46.9
4.562972,3.599657,2.3,3.074688,-0.52497,-0.501187,0,1,63.845,0.01,0.0,4.72,189.28,48.5
4.631012,4.410313,2.3,3.931972,-0.478342,-0.460308,0,1,68.04,0.01,0.0,4.7838,189.28,48.0
4.697916,5.283961,2.3,4.774946,-0.509015,-0.487318,0,1,66.904,0.01,0.0,4.848,189.28,47.4
4.758484,6.136701,2.3,5.538094,-0.598607,-0.563493,1,1,60.569,0.01,0.0,4.912,189.28,46.9
4.819355,0.609357,2.3,0.0,-0.609357,-0.572341,0,1,60.871,0.01,0.0,4.9762,189.28,48.0
4.879116,1.367083,2.3,0.752954,-0.614129,-0.576247,0,1,59.761,0.01,0.0,5.0395,189.28,46.3
4.938857,2.110176,2.3,1.505656,-0.60452,-0.568367,0,1,59.741,0.01,0.0,5.103,189.28,46.3
4.999329,2.85467,2.3,2.267577,-0.587093,-0.553943,0,1,60.473,0.009,0.0,5.1672,189.28,46.9
5.062527,3.611334,2.3,3.063838,-0.547496,-0.520551,0,1,63.198,0.01,0.0,5.2317,189.28,48.0
5.130703,4.409488,2.3,3.92282,-0.486668,-0.467683,0,1,68.176,0.011,0.0,5.2952,189.28,46.3
5.196969,5.283126,2.3,4.757728,-0.525398,-0.501558,0,1,66.265,0.009,0.0,5.3593,189.28,46.3
5.258051,6.124423,2.3,5.527334,-0.597089,-0.562238,1,1,61.083,0.01,0.0,5.4224,189.28,48.0
5.31787,0.603761,2.3,0.0,-0.603761,-0.567743,0,1,59.819,0.01,0.0,5.4872,189.28,48.5
5.378697,1.34936,2.3,0.766394,-0.582966,-0.550502,0,1,60.826,0.01,0.0,5.55,189.28,46.3
5.437723,2.111182,2.3,1.510109,-0.601072,-0.565527,0,1,59.026,0.01,0.0,5.6131,189.28,48.0
5.498412,2.847355,2.3,2.274775,-0.572581,-0.541803,0,1,60.689,0.01,0.0,5.677,189.28,46.9
5.562198,3.609306,2.3,3.078469,-0.530838,-0.506256,0,1,63.787,0.01,0.0,5.7417,189.28,48.0
5.629452,4.418083,2.3,3.92585,-0.492233,-0.472595,0,1,67.254,0.01,0.0,5.8067,189.28,48.0
5.696635,5.278747,2.3,4.772335,-0.506412,-0.485043,0,1,67.183,0.01,0.0,5.8705,189.28,48.0
5.757026,6.135574,2.3,5.53325,-0.602324,-0.566559,1,1,60.391,0.011,0.0,5.9342,189.28,47.4
5.817296,0.605369,2.3,0.0,-0.605369,-0.569066,0,1,60.27,0.01,0.0,5.9977,189.28,48.5
5.876998,1.356308,2.3,0.752215,-0.604093,-0.568016,0,1,59.702,0.01,0.0,6.0613,189.28,46.9
5.937311,2.100392,2.3,1.512118,-0.588274,-0.554926,0,1,60.312,0.01,0.0,6.126,189.28,48.5
5.997163,2.854845,2.3,2.266224,-0.588622,-0.555215,0,1,59.852,0.01,0.0,6.1894,189.28,46.9
6.060768,3.603481,2.3,3.067618,-0.535863,-0.510584,0,1,63.605,0.01,0.0,6.2539,189.28,48.0
6.128577,4.408999,2.3,3.921972,-0.487027,-0.468001,0,1,67.809,0.01,0.0,6.3175,189.28,47.4
6.195264,5.277856,2.3,4.762186,-0.51567,-0.493118,0,1,66.687,0.01,0.0,6.381,189.28,48.5
6.256021,6.126469,2.3,5.527689,-0.59878,-0.563635,1,1,60.757,0.01,0.0,6.4454,189.28,47.4
6.316519,0.601445,2.3,0.0,-0.601445,-0.565834,0,1,60.498,0.01,0.0,6.5096,189.28,46.9
6.376574,1.355912,2.3,0.756595,-0.599316,-0.564078,0,1,60.055,0.01,0.0,6.5729,189.28,48.0
6.436517,2.105225,2.3,1.511778,-0.593447,-0.559222,0,1,59.943,0.01,0.0,6.6365,189.28,46.9
6.496831,2.854157,2.3,2.271624,-0.582533,-0.550141,0,1,60.313,0.01,0.0,6.7002,189.28,46.9
6.560142,3.609633,2.3,3.069242,-0.54039,-0.514471,0,1,63.311,0.01,0.0,6.7655,189.28,48.0
6.628164,4.410566,2.3,3.926202,-0.484364,-0.465645,0,1,68.022,0.01,0.0,6.8291,189.28,48.0
