t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
0.449234,follower_flash,follower_oscillator,,0.449234,,
0.82695,leader_flash,camera,0.82695,,,
0.947556,follower_flash,follower_oscillator,0.82695,0.947556,-0.120607,
1.325564,leader_flash,camera,1.325564,,,
1.325564,follower_flash,follower_oscillator,1.325564,1.325564,0.0,
1.763674,follower_flash,follower_oscillator,1.325564,1.763674,-0.43811,
1.82424,leader_flash,camera,1.82424,,,
2.264119,follower_flash,follower_oscillator,1.82424,2.264119,-0.439879,
2.324902,leader_flash,camera,2.324902,,,
2.763521,follower_flash,follower_oscillator,2.324902,2.763521,-0.438619,
2.82333,leader_flash,camera,2.82333,,,
3.261355,follower_flash,follower_oscillator,2.82333,3.261355,-0.438025,
3.322029,leader_flash,camera,3.322029,,,
3.760498,follower_flash,follower_oscillator,3.322029,3.760498,-0.438469,
3.760498,sync_achieved,metrics,,,,
3.820795,leader_flash,camera,3.820795,,,
4.259337,follower_flash,follower_oscillator,3.820795,4.259337,-0.438542,
4.318944,leader_flash,camera,4.318944,,,
4.758484,follower_flash,follower_oscillator,4.318944,4.758484,-0.43954,
4.819355,leader_flash,camera,4.819355,,,
5.258051,follower_flash,follower_oscillator,4.819355,5.258051,-0.438696,
5.31787,leader_flash,camera,5.31787,,,
5.757026,follower_flash,follower_oscillator,5.31787,5.757026,-0.439156,
5.817296,leader_flash,camera,5.817296,,,
6.256021,follower_flash,follower_oscillator,5.817296,6.256021,-0.438725,
6.316519,leader_flash,camera,6.316519,,,
6.755863,follower_flash,follower_oscillator,6.316519,6.755863,-0.439344,
6.815774,leader_flash,camera,6.815774,,,
7.256165,follower_flash,follower_oscillator,6.815774,7.256165,-0.440392,
7.315833,leader_flash,camera,7.315833,,,
7.756119,follower_flash,follower_oscillator,7.315833,7.756119,-0.440286,
7.815875,leader_flash,camera,7.815875,,,
8.255042,follower_flash,follower_oscillator,7.815875,8.255042,-0.439167,
8.315594,leader_flash,camera,8.315594,,,
8.754801,follower_flash,follower_oscillator,8.315594,8.754801,-0.439206,
8.815777,leader_flash,camera,8.815777,,,
9.256216,follower_flash,follower_oscillator,8.815777,9.256216,-0.440439,
9.317008,leader_flash,camera,9.317008,,,
9.757225,follower_flash,follower_oscillator,9.317008,9.757225,-0.440217,
9.818076,leader_flash,camera,9.818076,,,
10.257372,follower_flash,follower_oscillator,9.818076,10.257372,-0.439295,
10.317516,leader_flash,camera,10.317516,,,
10.756638,follower_flash,follower_oscillator,10.317516,10.756638,-0.439122,
10.816864,leader_flash,camera,10.816864,,,
11.255521,follower_flash,follower_oscillator,10.816864,11.255521,-0.438656,
11.316899,leader_flash,camera,11.316899,,,
11.755813,follower_flash,follower_oscillator,11.316899,11.755813,-0.438914,
11.8162,leader_flash,camera,11.8162,,,
12.256101,follower_flash,follower_oscillator,11.8162,12.256101,-0.439901,
12.316097,leader_flash,camera,12.316097,,,
12.756949,follower_flash,follower_oscillator,12.316097,12.756949,-0.440853,
12.817814,leader_flash,camera,12.817814,,,
13.25696,follower_flash,follower_oscillator,12.817814,13.25696,-0.439147,
13.317021,leader_flash,camera,13.317021,,,
13.75665,follower_flash,follower_oscillator,13.317021,13.75665,-0.439629,
13.817416,leader_flash,camera,13.817416,,,
14.256425,follower_flash,follower_oscillator,13.817416,14.256425,-0.439009,
14.316305,leader_flash,camera,14.316305,,,
14.756759,follower_flash,follower_oscillator,14.316305,14.756759,-0.440455,
14.817829,leader_flash,camera,14.817829,,,
15.210682,follower_flash,follower_oscillator,14.817829,15.210682,-0.392853,
15.347715,leader_flash,camera,15.347715,,,
15.786732,follower_flash,follower_oscillator,15.347715,15.786732,-0.439016,
15.84763,leader_flash,camera,15.84763,,,
16.286725,follower_flash,follower_oscillator,15.84763,16.286725,-0.439095,
16.347536,leader_flash,camera,16.347536,,,
16.78714,follower_flash,follower_oscillator,16.347536,16.78714,-0.439604,
16.847706,leader_flash,camera,16.847706,,,
17.286737,follower_flash,follower_oscillator,16.847706,17.286737,-0.439031,
17.347432,leader_flash,camera,17.347432,,,
17.78428,follower_flash,follower_oscillator,17.347432,17.78428,-0.436849,
17.845029,leader_flash,camera,17.845029,,,
18.283094,follower_flash,follower_oscillator,17.845029,18.283094,-0.438065,
18.343116,leader_flash,camera,18.343116,,,
18.779457,follower_flash,follower_oscillator,18.343116,18.779457,-0.436341,
18.839066,leader_flash,camera,18.839066,,,
19.274628,follower_flash,follower_oscillator,18.839066,19.274628,-0.435562,
19.335652,leader_flash,camera,19.335652,,,
19.773749,follower_flash,follower_oscillator,19.335652,19.773749,-0.438097,
19.83426,leader_flash,camera,19.83426,,,
20.271903,follower_flash,follower_oscillator,19.83426,20.271903,-0.437643,
20.332552,leader_flash,camera,20.332552,,,
20.767258,follower_flash,follower_oscillator,20.332552,20.767258,-0.434706,
20.827927,leader_flash,camera,20.827927,,,
21.263271,follower_flash,follower_oscillator,20.827927,21.263271,-0.435343,
21.323993,leader_flash,camera,21.323993,,,
21.759461,follower_flash,follower_oscillator,21.323993,21.759461,-0.435468,
21.820255,leader_flash,camera,21.820255,,,
22.257878,follower_flash,follower_oscillator,21.820255,22.257878,-0.437623,
22.319068,leader_flash,camera,22.319068,,,
22.755924,follower_flash,follower_oscillator,22.319068,22.755924,-0.436856,
22.817292,leader_flash,camera,22.817292,,,
23.254209,follower_flash,follower_oscillator,22.817292,23.254209,-0.436917,
23.316056,leader_flash,camera,23.316056,,,
23.754867,follower_flash,follower_oscillator,23.316056,23.754867,-0.438811,
23.815577,leader_flash,camera,23.815577,,,
24.254827,follower_flash,follower_oscillator,23.815577,24.254827,-0.439251,
24.314318,leader_flash,camera,24.314318,,,
24.753303,follower_flash,follower_oscillator,24.314318,24.753303,-0.438985,
24.814318,leader_flash,camera,24.814318,,,
25.253354,follower_flash,follower_oscillator,24.814318,25.253354,-0.439036,
25.313892,leader_flash,camera,25.313892,,,
25.74933,follower_flash,follower_oscillator,25.313892,25.74933,-0.435438,
25.810244,leader_flash,camera,25.810244,,,
26.248419,follower_flash,follower_oscillator,25.810244,26.248419,-0.438175,
26.308731,leader_flash,camera,26.308731,,,
26.746815,follower_flash,follower_oscillator,26.308731,26.746815,-0.438085,
26.807074,leader_flash,camera,26.807074,,,
27.245489,follower_flash,follower_oscillator,26.807074,27.245489,-0.438415,
27.305535,leader_flash,camera,27.305535,,,
27.74493,follower_flash,follower_oscillator,27.305535,27.74493,-0.439395,
27.805731,leader_flash,camera,27.805731,,,
28.244447,follower_flash,follower_oscillator,27.805731,28.244447,-0.438716,
28.304508,leader_flash,camera,28.304508,,,
28.745114,follower_flash,follower_oscillator,28.304508,28.745114,-0.440606,
28.805499,leader_flash,camera,28.805499,,,
29.24507,follower_flash,follower_oscillator,28.805499,29.24507,-0.439571,
29.306222,leader_flash,camera,29.306222,,,
29.745474,follower_flash,follower_oscillator,29.306222,29.745474,-0.439253,
29.805718,leader_flash,camera,29.805718,,,
