t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
3e-06,1,150.0,0.0,0,0,,0.0,,,,,76.83
0.077102,2,171.67,0.0,0,0,,0.0,,,,,97.61
0.174971,3,171.33,0.0,0,0,,0.0,,,,,81.27
0.256504,4,142.67,0.0,0,0,,0.0,,,,,70.42
0.327191,5,135.67,0.0,0,0,,0.0,,,,,73.99
0.401441,6,136.67,0.0,0,0,,0.0,,,,,66.39
0.468083,7,137.33,0.0,0,0,,0.0,,,,,60.98
0.529325,8,170.33,0.0,0,0,,0.0,,,,,59.74
0.589323,9,173.0,0.0,0,0,,0.0,,,,,60.61
0.650215,10,168.67,0.9111,1,1,0.650215,0.0,,,,,58.79
0.709277,11,169.33,0.9331,1,0,,0.0,,,,,65.42
0.775018,12,134.67,0.0,0,0,,0.0,,,,,70.39
0.845669,13,135.0,0.0,0,0,,0.0,,,,,71.64
0.91757,14,136.67,0.0404,0,0,,0.0,,,,,64.33
0.982178,15,138.33,0.0844,0,0,,0.0,,,,,59.45
1.041886,16,172.33,1.0,1,1,1.041886,0.0,,,,,60.38
1.102588,17,171.67,0.9928,1,0,,0.0,,,,,59.77
1.162611,18,170.0,0.9487,1,0,,0.0,,,,,59.91
1.222775,19,170.67,0.9688,1,0,,0.0,,,,,68.27
1.291301,20,136.0,0.011,0,0,,0.5481,,,,,72.28
1.363829,21,137.0,0.0369,0,0,,0.5797,,,,,71.84
1.435986,22,137.33,0.0452,0,0,,0.6,,,,,62.67
1.498901,23,140.33,0.1278,0,0,,0.6133,,,,,60.21
1.559358,24,172.0,1.0,1,1,1.559358,0.6363,,,,,59.63
1.619271,25,171.0,0.9759,1,0,,0.653,,,,,59.77
1.679288,26,170.0,0.949,1,0,,0.6634,,,,,61.53
1.741071,27,158.67,0.6346,1,0,,0.6702,,,,,67.02
1.808334,28,136.33,0.012,0,0,,0.6883,,,,,73.4
1.881989,29,138.0,0.0577,0,0,,0.702,,,,,68.72
1.950958,30,139.0,0.0849,0,0,,0.7134,,,,,61.15
2.012354,31,151.33,0.4298,0,0,,0.7159,,,,,60.45
2.073053,32,172.67,1.0,1,1,2.073053,0.7271,,,,,59.26
2.132678,33,171.67,0.9926,1,0,,0.7351,,,,,60.0
2.192898,34,172.0,1.0,1,0,,0.7393,,,,,64.42
2.257569,35,143.33,0.2007,0,0,,0.7249,,,,,70.98
2.328794,36,136.0,0.0,0,0,,0.7353,,,,,73.11
2.402172,37,137.0,0.0278,0,0,,0.742,,,,,66.97
2.469394,38,137.67,0.0464,0,0,,0.7467,,,,,60.64
2.530299,39,171.67,0.9908,1,1,2.530299,0.7183,,,,,60.54
2.591125,40,173.0,1.0,1,0,,0.7275,,,,,59.5
2.650941,41,170.33,0.9536,1,0,,0.7357,,,,,60.13
2.711281,42,172.0,1.0,1,0,,0.7423,,,,,64.39
2.775917,43,137.0,0.026,0,0,,0.7403,,,,,71.04
2.847207,44,138.0,0.053,0,0,,0.7493,,,,,71.75
2.919212,45,139.0,0.08,0,0,,0.7565,,,,,63.64
2.983093,46,140.67,0.1257,0,0,,0.763,,,,,60.62
3.043952,47,172.0,1.0,1,1,3.043952,0.769,,,,,59.98
3.104221,48,173.0,1.0,1,0,,0.7753,,,,,59.07
3.163622,49,171.0,0.9702,1,0,,0.7789,,,,,60.7
3.224525,50,172.0,0.9991,1,0,,0.7834,,,,,69.13
3.293906,51,136.67,0.0095,0,0,,0.7885,,,,,72.09
3.366267,52,138.33,0.0552,0,0,,0.793,,,,,71.76
3.438296,53,138.0,0.045,0,0,,0.7958,,,,,63.45
3.501995,54,143.0,0.1847,0,0,,0.7992,,,,,59.06
3.5613,55,172.33,1.0,1,1,3.5613,0.8034,,,,,60.91
3.622491,56,172.0,0.9954,1,0,,0.8086,,,,,59.48
3.682333,57,171.0,0.9682,1,0,,0.8117,,,,,60.8
3.743333,58,155.67,0.5376,1,0,,0.8128,,,,,68.37
3.811945,59,137.0,0.0112,0,0,,0.8174,,,,,73.17
3.885358,60,138.0,0.0385,0,0,,0.8205,,,,,67.71
3.953317,61,139.0,0.0659,0,0,,0.8243,,,,,60.84
4.014399,62,152.33,0.4432,0,0,,0.8252,,,,,59.4
4.074034,63,172.0,1.0,1,1,4.074034,0.8288,,,,,59.73
4.134048,64,171.0,0.9717,1,0,,0.8324,,,,,60.55
4.194978,65,171.0,0.9717,1,0,,0.8348,,,,,62.78
4.258016,66,142.0,0.1509,0,0,,0.8267,,,,,70.24
4.328508,67,135.33,0.0,0,0,,0.8289,,,,,72.95
4.401711,68,136.33,0.0,0,0,,0.8307,,,,,66.32
4.46828,69,138.0,0.0468,0,0,,0.8325,,,,,60.67
4.529201,70,171.33,0.9812,1,1,4.529201,0.8169,,,,,59.47
4.588955,71,172.67,1.0,1,0,,0.8195,,,,,59.86
