t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
3e-06,0.0,1.5,0.0,0.0,0.0,0,0,0.002,0.012,0.0,0.0693,189.28,46.3
0.077102,2.2e-05,1.5,0.0,-2.2e-05,-2.2e-05,0,0,77.099,0.01,0.0,0.1465,189.28,47.4
0.174971,0.726658,1.5,0.0,-0.726658,-0.664375,0,0,97.869,0.01,0.0,0.2096,189.28,48.0
0.256504,1.421479,1.5,0.0,-1.421479,-0.988873,0,0,81.533,0.01,0.0,0.2719,189.28,48.0
0.327191,1.907721,1.5,0.0,-1.907721,-0.943776,0,0,70.687,0.01,0.0,0.3372,189.28,47.4
0.401441,2.340435,1.5,0.0,-2.340435,-0.718162,0,0,74.25,0.01,0.0,0.4003,189.28,46.9
0.468083,2.853591,1.5,0.0,-2.853591,-0.284037,0,0,66.642,0.01,0.0,0.4636,189.28,48.5
0.529325,3.415427,1.5,0.0,2.867758,0.270425,0,0,61.242,0.011,0.0,0.5275,189.28,47.4
0.589323,4.050584,1.5,0.0,2.232601,0.788884,0,0,59.998,0.011,0.0,0.5914,189.28,47.4
0.650215,4.781707,1.5,0.0,1.501478,0.997598,0,0,60.892,0.01,0.0,0.654,189.28,46.9
0.709277,5.568214,1.5,0.74219,1.457161,0.99355,1,0,59.062,0.011,0.0,0.7174,189.28,48.5
0.775018,0.047053,1.5,1.568317,1.521263,0.998773,0,0,65.741,0.01,0.0,0.7806,189.28,47.4
0.845669,0.89646,1.5,2.456153,1.559692,0.999938,0,0,70.652,0.01,0.0,0.8451,189.28,48.5
0.91757,1.809603,1.5,3.359682,1.550079,0.999785,0,0,71.901,0.01,0.0,0.9086,189.28,46.9
0.982178,2.738849,1.5,4.171569,1.43272,0.990483,0,0,64.608,0.009,0.0,0.9717,189.28,48.5
1.041886,3.571739,1.5,0.0,2.711446,0.417004,0,0,59.708,0.011,0.0,1.0351,189.28,46.9
1.102588,4.221614,1.5,0.973793,3.035364,0.106029,0,0,60.703,0.01,0.0,1.099,189.28,47.4
1.162611,4.81625,1.5,1.936684,-2.879566,-0.259039,0,0,60.023,0.01,0.0,1.163,189.28,48.0
1.222775,5.327535,1.5,2.901833,-2.425702,-0.656289,0,0,60.164,0.01,0.0,1.2257,189.28,48.5
1.291301,5.756369,1.5,4.001131,-1.755237,-0.983039,0,0,68.526,0.01,0.0,1.2891,189.28,48.5
1.363829,6.166439,1.5,5.164618,-1.001821,-0.842454,1,0,72.527,0.011,0.0,1.353,189.28,48.0
1.435986,0.352955,1.5,0.038975,-0.31398,-0.308846,0,0,72.157,0.01,0.0,1.4164,189.28,48.5
1.498901,0.95502,1.5,1.048271,0.093251,0.093116,0,0,62.916,0.01,0.0,1.4813,189.28,47.4
1.559358,1.568491,1.5,0.0,-1.568491,-0.999997,0,0,60.457,0.01,0.0,1.5446,189.28,47.4
1.619271,1.926684,1.5,0.82813,-1.098554,-0.89055,0,0,59.913,0.01,0.0,1.6078,189.28,48.5
1.679288,2.304606,1.5,1.657694,-0.646912,-0.602725,0,0,60.017,0.01,0.0,1.672,189.28,47.4
1.741071,2.743643,1.5,2.51168,-0.231963,-0.229888,0,0,61.784,0.01,0.0,1.734,189.28,48.5
1.808334,3.276228,1.5,3.441404,0.165176,0.164426,0,0,67.263,0.01,0.0,1.7987,189.28,48.5
1.881989,3.948876,1.5,4.459474,0.510598,0.488699,0,0,73.655,0.01,0.0,1.8632,189.28,46.9
1.950958,4.769037,1.5,5.412778,0.643741,0.600192,0,0,68.969,0.01,0.0,1.926,189.28,47.4
2.012354,5.563935,1.5,6.261403,0.697468,0.642279,0,0,61.396,0.011,0.0,1.9901,189.28,46.9
2.073053,6.280592,1.5,0.0,0.002593,0.002593,1,0,60.699,0.011,0.0,2.0535,189.28,48.0
2.132678,0.570034,1.5,0.7293,0.159266,0.158593,0,0,59.625,0.01,0.0,2.1179,189.28,47.4
2.192898,1.165087,1.5,1.465874,0.300787,0.296272,0,0,60.22,0.01,0.0,2.1809,189.28,49.0
2.257569,1.795094,1.5,2.25688,0.461787,0.445548,0,0,64.67,0.01,0.0,2.2451,189.28,49.6
2.328794,2.505446,1.5,3.128057,0.622611,0.583158,0,0,71.225,0.01,0.0,2.3089,189.28,49.0
2.402172,3.322098,1.5,4.025579,0.703482,0.646877,0,0,73.379,0.01,0.0,2.3725,189.28,49.6
2.469394,4.179812,1.5,4.847787,0.667976,0.619398,0,0,67.221,0.01,0.0,2.4366,189.28,47.4
2.530299,4.959086,1.5,0.0,1.324099,0.969724,0,0,60.905,0.01,0.0,2.5005,189.28,48.0
2.591125,5.739815,1.5,0.787245,1.330615,0.971295,1,0,60.826,0.01,0.0,2.5642,189.28,48.5
2.650941,0.236687,1.5,1.561414,1.324726,0.969877,0,0,59.816,0.01,0.0,2.6285,189.28,48.0
2.711281,1.003492,1.5,2.342353,1.338861,0.973223,0,0,60.339,0.01,0.0,2.691,189.28,49.0
2.775917,1.777708,1.5,3.178903,1.401195,0.985652,0,0,64.636,0.01,0.0,2.755,189.28,47.4
2.847207,2.609869,1.5,4.101582,1.491713,0.996875,0,0,71.291,0.01,0.0,2.819,189.28,48.5
2.919212,3.530507,1.5,5.033493,1.502986,0.997702,0,0,72.004,0.01,0.0,2.8822,189.28,49.0
2.983093,4.460565,1.5,5.860277,1.399712,0.985401,0,0,63.881,0.01,0.0,2.946,189.28,48.0
3.043952,5.282955,1.5,0.0,1.000231,0.841596,0,0,60.859,0.01,0.0,3.0105,189.28,48.0
3.104221,6.035804,1.5,0.737235,0.984617,0.83306,1,0,60.269,0.01,0.0,3.0744,189.28,48.0
3.163622,0.496371,1.5,1.463839,0.967468,0.823452,0,0,59.4,0.01,0.0,3.1378,189.28,48.5
3.224525,1.227401,1.5,2.208823,0.981422,0.831289,0,0,60.903,0.009,0.0,3.2012,189.28,49.6
3.293906,1.978594,1.5,3.057523,1.078928,0.881452,0,0,69.382,0.01,0.0,3.2646,189.28,48.0
3.366267,2.846548,1.5,3.942662,1.096114,0.889438,0,0,72.361,0.01,0.0,3.3283,189.28,49.0
3.438296,3.753791,1.5,4.82375,1.069959,0.877181,0,0,72.029,0.01,0.0,3.3934,189.28,48.0
3.501995,4.653792,1.5,5.602934,0.949142,0.812916,0,0,63.699,0.01,0.0,3.4561,189.28,49.0
3.5613,5.435373,1.5,0.0,0.847812,0.749835,0,0,59.305,0.01,0.0,3.5201,189.28,48.5
3.622491,6.149954,1.5,0.748474,0.881705,0.771824,1,0,61.191,0.01,0.0,3.5835,189.28,49.6
3.682333,0.608776,1.5,1.480453,0.871676,0.765409,0,0,59.842,0.009,0.0,3.6473,189.28,48.0
