t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
19.611373,follower_flash,follower_oscillator,19.551858,19.611373,-0.059515,
20.062347,leader_flash,camera,20.062347,,,
20.121901,follower_flash,follower_oscillator,20.062347,20.121901,-0.059554,
20.571939,leader_flash,camera,20.571939,,,
20.631266,follower_flash,follower_oscillator,20.571939,20.631266,-0.059327,
21.023855,leader_flash,camera,21.023855,,,
21.14367,follower_flash,follower_oscillator,21.023855,21.14367,-0.119815,
21.535372,leader_flash,camera,21.535372,,,
21.595028,follower_flash,follower_oscillator,21.535372,21.595028,-0.059656,
22.044447,leader_flash,camera,22.044447,,,
22.104077,follower_flash,follower_oscillator,22.044447,22.104077,-0.05963,
22.554575,leader_flash,camera,22.554575,,,
22.614808,follower_flash,follower_oscillator,22.554575,22.614808,-0.060233,
23.064681,leader_flash,camera,23.064681,,,
23.1245,follower_flash,follower_oscillator,23.064681,23.1245,-0.059819,
23.574018,leader_flash,camera,23.574018,,,
23.633611,follower_flash,follower_oscillator,23.574018,23.633611,-0.059593,
24.081433,leader_flash,camera,24.081433,,,
24.141026,follower_flash,follower_oscillator,24.081433,24.141026,-0.059593,
24.5311,leader_flash,camera,24.5311,,,
24.652242,follower_flash,follower_oscillator,24.5311,24.652242,-0.121143,
25.040427,leader_flash,camera,25.040427,,,
25.099673,follower_flash,follower_oscillator,25.040427,25.099673,-0.059247,
25.551795,leader_flash,camera,25.551795,,,
25.611771,follower_flash,follower_oscillator,25.551795,25.611771,-0.059976,
26.060674,leader_flash,camera,26.060674,,,
26.12042,follower_flash,follower_oscillator,26.060674,26.12042,-0.059746,
26.569521,leader_flash,camera,26.569521,,,
26.629027,follower_flash,follower_oscillator,26.569521,26.629027,-0.059506,
27.079558,leader_flash,camera,27.079558,,,
27.139318,follower_flash,follower_oscillator,27.079558,27.139318,-0.05976,
27.529239,leader_flash,camera,27.529239,,,
27.650391,follower_flash,follower_oscillator,27.529239,27.650391,-0.121153,
28.038712,leader_flash,camera,28.038712,,,
28.098742,follower_flash,follower_oscillator,28.038712,28.098742,-0.06003,
28.550222,leader_flash,camera,28.550222,,,
28.610629,follower_flash,follower_oscillator,28.550222,28.610629,-0.060408,
29.059728,leader_flash,camera,29.059728,,,
29.119748,follower_flash,follower_oscillator,29.059728,29.119748,-0.06002,
29.568647,leader_flash,camera,29.568647,,,
29.628058,follower_flash,follower_oscillator,29.568647,29.628058,-0.059411,
