t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
0.650215,leader_flash,camera,0.650215,,,
0.709277,follower_flash,follower_oscillator,0.650215,0.709277,-0.059062,
1.041886,leader_flash,camera,1.041886,,,
1.363829,follower_flash,follower_oscillator,1.041886,1.363829,-0.321943,
1.559358,leader_flash,camera,1.559358,,,
2.073053,leader_flash,camera,2.073053,,,
2.073053,follower_flash,follower_oscillator,2.073053,2.073053,0.0,
2.530299,leader_flash,camera,2.530299,,,
2.591125,follower_flash,follower_oscillator,2.530299,2.591125,-0.060826,
3.043952,leader_flash,camera,3.043952,,,
3.104221,follower_flash,follower_oscillator,3.043952,3.104221,-0.060269,
3.5613,leader_flash,camera,3.5613,,,
3.622491,follower_flash,follower_oscillator,3.5613,3.622491,-0.061191,
4.074034,leader_flash,camera,4.074034,,,
4.134048,follower_flash,follower_oscillator,4.074034,4.134048,-0.060014,
4.134048,sync_achieved,metrics,,,,
4.529201,leader_flash,camera,4.529201,,,
4.649058,follower_flash,follower_oscillator,4.529201,4.649058,-0.119857,
5.042448,leader_flash,camera,5.042448,,,
5.102703,follower_flash,follower_oscillator,5.042448,5.102703,-0.060255,
5.557206,leader_flash,camera,5.557206,,,
5.617893,follower_flash,follower_oscillator,5.557206,5.617893,-0.060687,
6.070542,leader_flash,camera,6.070542,,,
6.130022,follower_flash,follower_oscillator,6.070542,6.130022,-0.05948,
6.525169,leader_flash,camera,6.525169,,,
6.644742,follower_flash,follower_oscillator,6.525169,6.644742,-0.119573,
7.038684,leader_flash,camera,7.038684,,,
7.098905,follower_flash,follower_oscillator,7.038684,7.098905,-0.06022,
7.554164,leader_flash,camera,7.554164,,,
7.614174,follower_flash,follower_oscillator,7.554164,7.614174,-0.06001,
8.069384,leader_flash,camera,8.069384,,,
8.129722,follower_flash,follower_oscillator,8.069384,8.129722,-0.060338,
8.525122,leader_flash,camera,8.525122,,,
8.645312,follower_flash,follower_oscillator,8.525122,8.645312,-0.12019,
9.038254,leader_flash,camera,9.038254,,,
9.098427,follower_flash,follower_oscillator,9.038254,9.098427,-0.060173,
9.553477,leader_flash,camera,9.553477,,,
9.613435,follower_flash,follower_oscillator,9.553477,9.613435,-0.059958,
10.065765,leader_flash,camera,10.065765,,,
10.125665,follower_flash,follower_oscillator,10.065765,10.125665,-0.0599,
10.576156,leader_flash,camera,10.576156,,,
10.63599,follower_flash,follower_oscillator,10.576156,10.63599,-0.059835,
11.027941,leader_flash,camera,11.027941,,,
11.14852,follower_flash,follower_oscillator,11.027941,11.14852,-0.12058,
11.540533,leader_flash,camera,11.540533,,,
11.600812,follower_flash,follower_oscillator,11.540533,11.600812,-0.060279,
12.054338,leader_flash,camera,12.054338,,,
12.114159,follower_flash,follower_oscillator,12.054338,12.114159,-0.05982,
12.567313,leader_flash,camera,12.567313,,,
12.627732,follower_flash,follower_oscillator,12.567313,12.627732,-0.060419,
13.022208,leader_flash,camera,13.022208,,,
13.142506,follower_flash,follower_oscillator,13.022208,13.142506,-0.120298,
13.534845,leader_flash,camera,13.534845,,,
13.594714,follower_flash,follower_oscillator,13.534845,13.594714,-0.059869,
14.046509,leader_flash,camera,14.046509,,,
14.105985,follower_flash,follower_oscillator,14.046509,14.105985,-0.059476,
14.557142,leader_flash,camera,14.557142,,,
14.617462,follower_flash,follower_oscillator,14.557142,14.617462,-0.060319,
15.068111,leader_flash,camera,15.068111,,,
15.12869,follower_flash,follower_oscillator,15.068111,15.12869,-0.060579,
15.581539,leader_flash,camera,15.581539,,,
15.641504,follower_flash,follower_oscillator,15.581539,15.641504,-0.059965,
16.033874,leader_flash,camera,16.033874,,,
16.153936,follower_flash,follower_oscillator,16.033874,16.153936,-0.120062,
16.544004,leader_flash,camera,16.544004,,,
16.604639,follower_flash,follower_oscillator,16.544004,16.604639,-0.060636,
17.057784,leader_flash,camera,17.057784,,,
17.117691,follower_flash,follower_oscillator,17.057784,17.117691,-0.059907,
17.568744,leader_flash,camera,17.568744,,,
17.628959,follower_flash,follower_oscillator,17.568744,17.628959,-0.060215,
18.080092,leader_flash,camera,18.080092,,,
18.140577,follower_flash,follower_oscillator,18.080092,18.140577,-0.060485,
18.531245,leader_flash,camera,18.531245,,,
18.651128,follower_flash,follower_oscillator,18.531245,18.651128,-0.119883,
19.040203,leader_flash,camera,19.040203,,,
19.100077,follower_flash,follower_oscillator,19.040203,19.100077,-0.059874,
19.551858,leader_flash,camera,19.551858,,,
