t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.6e-05,0.000237,2.3,0.0,0,0.016
0.978905,1.580101,2.3,0.0,1,978.888
1.069262,2.88588,2.3,0.0,0,90.357
1.13316,3.8093,2.3,0.0,0,63.899
1.211962,4.948089,2.3,0.0,0,78.802
1.27279,5.827132,2.3,0.0,0,60.828
1.340533,0.522919,2.3,0.0,1,67.743
1.419972,1.670926,2.3,0.0,0,79.44
1.512321,3.005493,2.3,0.0,0,92.349
1.607201,4.376629,2.3,0.0,0,94.88
1.672746,5.331465,2.3,1.906557,0,65.545
1.730307,6.177004,2.3,1.89893,0,57.562
1.80244,0.954726,2.3,1.885234,1,72.132
1.880958,2.111678,2.3,1.866735,0,78.518
1.970604,3.43237,2.3,1.84447,0,89.646
2.065631,4.833068,2.3,1.819279,0,95.027
2.132601,5.829994,2.3,1.79185,0,66.971
2.194843,0.47078,2.298461,0.302766,1,62.241
2.267079,1.534004,2.295698,0.104384,0,72.236
2.33789,2.571081,2.291966,-0.084857,0,70.811
2.420073,3.765947,2.287474,-0.295004,0,82.183
2.526365,5.300512,2.282392,-0.554886,0,106.292
2.607824,0.187999,2.276858,-0.749612,1,81.459
2.667059,1.036256,2.271369,-0.286784,0,59.235
2.759106,2.348833,2.265938,-0.437964,0,92.047
2.830396,3.360751,2.260576,-0.55089,0,71.29
2.916566,4.579487,2.255289,-0.682716,0,86.169
3.008299,5.871968,2.250085,-0.818086,0,91.733
3.099365,0.866531,2.244966,-0.94722,1,91.066
3.161605,1.732864,2.23998,-0.953704,0,62.24
3.253229,3.008847,2.235119,-1.067568,0,91.623
3.325064,4.002241,2.230378,-1.150191,0,71.835
3.406153,5.121303,2.225752,-1.240896,0,81.089
3.496661,0.084647,2.221237,-1.339421,1,90.508
3.58789,1.336777,2.216828,-1.434386,0,91.229
3.651968,2.206773,2.212555,-1.411737,0,64.078
3.744198,3.464948,2.20841,-1.494625,0,92.23
3.813669,4.40351,2.204383,-1.548216,0,69.47
3.889764,5.430733,2.200466,-1.60589,0,76.095
3.977712,0.335429,2.196653,-1.672993,1,87.948
4.069976,1.579421,2.192939,-1.741147,0,92.264
4.134824,2.442279,2.189319,-1.777843,0,64.848
4.195527,3.242759,2.185753,-2.506075,0,60.703
4.266624,4.181356,2.182246,-2.544652,0,71.097
4.335288,5.082274,2.178799,-2.575944,0,68.663
4.415974,6.143938,2.175415,-2.614849,0,80.686
4.505765,1.043105,2.172094,-2.658465,1,89.791
4.595277,2.217985,2.168838,-2.697892,0,89.513
4.65623,3.002114,2.165679,-2.270911,0,60.953
4.745625,4.172148,2.162613,-2.300267,0,89.395
4.812627,5.036232,2.159631,-2.309431,0,67.003
4.887116,6.000618,2.15673,-2.323448,0,74.488
4.974258,0.851825,2.153905,-2.346109,1,87.142
5.067158,2.0624,2.151152,-2.371572,0,92.9
5.132354,2.896758,2.148468,-2.374263,0,65.196
5.192977,3.665886,2.145849,-2.941638,0,60.623
5.263949,4.571621,2.143293,-2.943776,0,70.972
5.3341,5.463628,2.140797,-2.942265,0,70.151
5.415813,0.225613,2.138361,-2.946119,1,81.712
5.506247,1.385699,2.13598,-2.953381,0,90.435
5.595696,2.530366,2.133655,-2.957613,0,89.449
5.657406,3.30273,2.131382,-2.570307,0,61.71
5.747023,4.448642,2.129161,-2.572104,0,89.617
5.813932,5.290118,2.12699,-2.559292,0,66.909
5.889625,6.248605,2.124868,-2.551493,1,75.694
5.977767,1.089514,2.122793,-2.550573,1,88.142
6.069862,2.265511,2.120765,-2.551211,0,92.095
6.134816,3.079015,2.118782,-2.535639,0,64.954
6.196006,3.864549,2.116509,3.138207,0,61.19
6.26631,4.788591,2.114014,3.09249,0,70.303
6.335775,5.714694,2.11135,3.03057,0,69.465
6.416176,0.512625,2.108563,2.944235,1,80.401
6.50647,1.731844,2.105688,2.838186,0,90.294
6.595516,2.939229,2.102754,2.726559,0,89.046
6.65669,3.758964,2.099986,-2.979627,0,61.174
6.74668,4.943348,2.097362,-3.048991,0,89.99
6.81307,5.803499,2.094865,-3.08759,0,66.39
6.888839,0.493338,2.092478,-3.119124,1,75.769
6.976131,1.634142,2.090189,3.136325,0,87.293
7.068364,2.852297,2.087988,3.089571,0,92.233
7.133448,3.723812,2.085865,3.04577,0,65.083
7.193752,4.538398,2.083814,2.525948,0,60.305
7.264892,5.49908,2.081829,2.463194,0,71.14
7.335242,0.169083,2.079904,2.396741,1,70.349
7.416578,1.267694,2.078035,2.321722,0,81.336
7.507167,2.487987,2.076219,2.240295,0,90.589
7.598478,3.717786,2.074451,2.157719,0,91.31
7.661799,4.584154,2.072701,2.531983,0,63.321
7.753527,5.821348,2.070972,2.443551,0,91.728
7.824794,0.509054,2.069267,2.364898,1,71.267
7.905873,1.607158,2.067587,2.281211,0,81.078
7.996793,2.832248,2.065935,2.193194,0,90.921
8.088439,4.065445,2.064312,2.105795,0,91.646
8.152376,4.937727,2.062717,2.032553,0,63.937
8.209726,5.720679,2.06115,1.319196,0,57.35
8.279765,0.381265,2.059612,1.248144,1,70.039
8.351623,1.345271,2.058101,1.179913,0,71.858
8.433823,2.439962,2.05662,1.110553,0,82.2
8.524089,3.635927,2.055168,1.040952,0,90.266
8.614515,4.831132,2.053745,0.97429,0,90.426
8.676387,5.657266,2.052351,1.427208,0,61.872
8.767559,0.57741,2.050986,1.363662,1,91.172
8.836664,1.495302,2.049649,1.309468,0,69.105
8.91764,2.565024,2.04834,1.251685,0,80.976
9.00782,3.751929,2.047059,1.191647,0,90.18
9.099359,4.954855,2.045805,1.132457,0,91.539
9.162395,5.790963,2.045005,1.348336,0,63.036
9.254108,0.712296,2.044569,1.352071,1,91.714
9.325088,1.650385,2.044428,1.349074,0,70.98
9.406494,2.722486,2.044522,1.349358,0,81.406
9.497335,3.915979,2.044805,1.352519,0,90.841
9.588565,5.114741,2.045237,1.355514,0,91.23
9.652532,5.963468,2.045787,1.349396,0,63.967
9.710369,0.446245,2.045864,0.286689,1,57.837
9.780481,1.36641,2.045561,0.224098,0,70.112
9.851899,2.300112,2.044956,0.164503,0,71.418
9.934116,3.369537,2.044112,0.102194,0,82.216
10.025482,4.553585,2.04308,0.037941,0,91.366
10.115367,5.715821,2.041902,-0.022442,0,89.885
10.177705,0.241472,2.041177,0.588678,1,62.338
10.2688,1.41946,2.040818,0.611183,0,91.095
10.339053,2.330554,2.040752,0.625991,0,70.253
10.420415,3.384591,2.040922,0.644142,0,81.362
10.511158,4.559525,2.041279,0.664945,0,90.744
10.601852,5.734512,2.041785,0.685024,0,90.694
10.665302,0.277507,2.042408,0.694996,1,63.449
