t_s,event_type
0.978905,follower_flash
1.340533,follower_flash
1.672746,leader_flash
1.80244,follower_flash
2.194843,leader_flash
2.194843,follower_flash
2.607824,follower_flash
2.667059,leader_flash
3.099365,follower_flash
3.161605,leader_flash
3.496661,follower_flash
3.651968,leader_flash
3.977712,follower_flash
4.195527,leader_flash
4.505765,follower_flash
4.65623,leader_flash
4.974258,follower_flash
5.192977,leader_flash
5.415813,follower_flash
5.657406,leader_flash
5.889625,follower_flash
5.977767,follower_flash
6.196006,leader_flash
6.416176,follower_flash
6.65669,leader_flash
6.888839,follower_flash
7.193752,leader_flash
7.335242,follower_flash
7.661799,leader_flash
7.824794,follower_flash
8.209726,leader_flash
8.279765,follower_flash
8.676387,leader_flash
8.767559,follower_flash
9.162395,leader_flash
9.254108,follower_flash
9.710369,leader_flash
9.710369,follower_flash
10.177705,leader_flash
10.177705,follower_flash
10.665302,follower_flash
10.722753,leader_flash
11.176078,leader_flash
11.176078,follower_flash
11.639867,follower_flash
11.700949,leader_flash
12.171235,leader_flash
12.171235,follower_flash
12.607057,follower_flash
12.697429,leader_flash
13.120225,follower_flash
13.182378,leader_flash
13.612451,follower_flash
13.675203,leader_flash
14.101129,follower_flash
14.222815,leader_flash
14.617647,follower_flash
14.679464,leader_flash
15.151825,follower_flash
15.210564,leader_flash
15.620326,follower_flash
15.682716,leader_flash
16.113097,follower_flash
16.175789,leader_flash
16.602286,follower_flash
16.666015,leader_flash
17.098036,follower_flash
17.160778,leader_flash
17.588105,follower_flash
17.712184,leader_flash
18.123588,follower_flash
18.185995,leader_flash
18.605188,follower_flash
18.669003,leader_flash
19.138914,follower_flash
19.200673,leader_flash
19.609963,follower_flash
19.672718,leader_flash
20.102947,follower_flash
20.224608,leader_flash
20.624785,follower_flash
20.687353,leader_flash
21.102913,follower_flash
21.225538,leader_flash
21.630826,follower_flash
21.693011,leader_flash
22.105621,follower_flash
22.227206,leader_flash
22.625153,follower_flash
22.687657,leader_flash
23.109706,follower_flash
23.17382,leader_flash
23.631008,follower_flash
23.69316,leader_flash
24.109001,follower_flash
24.172848,leader_flash
24.631883,follower_flash
24.69438,leader_flash
25.111245,follower_flash
25.175783,leader_flash
25.631881,follower_flash
25.694635,leader_flash
26.113805,follower_flash
26.177323,leader_flash
26.636437,follower_flash
26.698961,leader_flash
27.117036,follower_flash
27.180789,leader_flash
27.64265,follower_flash
27.704591,leader_flash
28.126695,follower_flash
28.191045,leader_flash
28.623994,follower_flash
28.686241,leader_flash
29.106716,follower_flash
29.229169,leader_flash
29.635288,follower_flash
29.698252,leader_flash
