t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.7e-05,0,0,98.0,0.0,1059.71
1.059819,0,0,110.0,0.0,57.48
1.11739,0,0,119.33,0.0,98.88
1.216297,0,0,102.67,0.0,96.35
1.31272,0,0,104.33,0.0,93.7
1.406501,0,0,102.67,0.0,63.09
1.469691,0,0,119.0,0.0,56.21
1.525968,0,0,119.33,0.0,72.38
1.598419,0,0,121.0,0.0,80.97
1.679464,0,0,102.0,0.0224,92.47
1.772003,0,0,103.0,0.0577,94.12
1.866191,0,0,104.67,0.1508,66.16
1.932416,0,0,104.0,0.1085,60.96
1.99345,1,1,119.0,0.9807,71.4
2.064981,1,0,120.33,1.0,75.71
2.140813,1,0,119.33,0.9714,88.08
2.229011,0,0,102.0,0.0,93.97
2.323101,0,0,104.0,0.1134,70.98
2.394203,0,0,102.67,0.0382,65.76
2.460103,1,1,119.67,0.9963,90.92
2.551181,1,0,119.33,0.9808,90.57
2.641859,1,0,120.67,1.0,82.42
2.724493,0,0,102.67,0.0297,93.69
2.818344,0,0,105.33,0.1745,91.28
2.909786,0,0,102.33,0.011,64.48
2.97442,1,1,119.33,0.9624,90.66
3.065287,1,0,121.0,1.0,75.78
3.141244,1,0,120.0,0.9763,88.41
3.229815,0,0,102.0,0.0,94.69
3.324675,0,0,104.33,0.1269,71.16
3.396001,0,0,103.0,0.0546,64.21
3.460382,1,1,120.0,0.9837,74.0
3.534596,1,0,120.0,0.9855,72.21
3.606984,1,0,120.67,1.0,78.83
3.685983,0,0,102.0,0.0,90.88
3.77704,0,0,102.0,0.0,95.06
3.872269,0,0,103.0,0.0542,66.15
3.938585,0,0,105.0,0.1628,58.72
3.997489,1,1,120.0,0.9784,73.53
4.071198,1,0,120.0,0.9802,73.81
4.145188,1,0,121.0,1.0,84.45
4.229837,0,0,101.67,0.0,93.54
4.32356,0,0,104.0,0.1075,71.78
4.39552,0,0,102.67,0.0361,64.02
4.459739,1,1,120.33,0.989,75.0
4.53497,1,0,120.0,0.973,72.31
4.60747,1,0,120.33,0.9926,80.09
4.687755,0,0,102.0,0.0,91.13
4.779073,0,0,101.67,0.0,95.53
4.874797,0,0,102.67,0.0365,66.26
