t_s,event_type
1.059819,follower_flash
1.31272,follower_flash
1.772003,follower_flash
1.99345,leader_flash
2.229011,follower_flash
2.460103,leader_flash
2.641859,follower_flash
2.97442,leader_flash
3.065287,follower_flash
3.460382,leader_flash
3.534596,follower_flash
3.938585,follower_flash
3.997489,leader_flash
4.39552,follower_flash
4.459739,leader_flash
4.874797,follower_flash
4.999645,leader_flash
5.326718,follower_flash
5.463256,leader_flash
5.782518,follower_flash
6.002588,leader_flash
6.337756,follower_flash
6.469819,leader_flash
6.795781,follower_flash
7.01102,leader_flash
7.250676,follower_flash
7.479793,leader_flash
7.806962,follower_flash
7.966444,leader_flash
8.264867,follower_flash
8.491862,leader_flash
8.822599,follower_flash
8.960695,leader_flash
9.28297,follower_flash
9.504193,leader_flash
9.842447,follower_flash
9.973344,leader_flash
10.301093,follower_flash
10.461217,leader_flash
10.859579,follower_flash
10.991269,leader_flash
11.320771,follower_flash
11.479038,leader_flash
11.8022,follower_flash
11.962734,leader_flash
12.360714,follower_flash
12.491467,leader_flash
12.819967,follower_flash
12.978315,leader_flash
13.297456,follower_flash
13.454919,leader_flash
13.801343,follower_flash
13.961353,leader_flash
14.357053,follower_flash
14.488329,leader_flash
14.813224,follower_flash
14.970494,leader_flash
15.365315,follower_flash
15.49461,leader_flash
15.829713,follower_flash
15.965325,leader_flash
16.380828,follower_flash
16.50378,leader_flash
16.8353,follower_flash
16.966572,leader_flash
17.381338,follower_flash
17.446267,leader_flash
17.879624,follower_flash
18.003461,leader_flash
18.329786,follower_flash
18.462888,leader_flash
18.868143,follower_flash
18.994726,leader_flash
19.392026,follower_flash
19.455732,leader_flash
19.856947,follower_flash
19.98428,leader_flash
20.385003,follower_flash
20.447816,leader_flash
20.860803,follower_flash
20.987293,leader_flash
21.389558,follower_flash
21.452348,leader_flash
21.878622,follower_flash
21.941419,leader_flash
22.357607,follower_flash
22.483077,leader_flash
22.879658,follower_flash
22.942067,leader_flash
23.349481,follower_flash
23.475444,leader_flash
23.875328,follower_flash
23.939306,leader_flash
24.349883,follower_flash
24.475031,leader_flash
24.873199,follower_flash
24.937035,leader_flash
25.348178,follower_flash
25.472307,leader_flash
25.867889,follower_flash
25.931629,leader_flash
26.339137,follower_flash
26.460713,leader_flash
26.839999,follower_flash
27.06009,leader_flash
27.380231,follower_flash
27.440482,leader_flash
27.90184,follower_flash
27.961048,leader_flash
28.40076,follower_flash
28.459613,leader_flash
28.900945,follower_flash
28.959461,leader_flash
29.398558,follower_flash
29.456848,leader_flash
29.892367,follower_flash
29.951088,leader_flash
