elapsed_ms,endpoint,error,monotonic_time_s,ok
9.845,POST /api/reset,,15694.377687,1
14.661,POST /api/mode,,15694.387541,1
8.496,POST /api/leader/config,,15694.402209,1
9.101,POST /api/mutual/config,,15694.410712,1
9.309,POST /api/agents/0,,15694.419822,1
8.761,POST /api/agents/1,,15694.42914,1
9.366,POST /api/agents/2,,15694.437908,1
13.521,POST /api/start,,15694.44728,1
9.967,POST /api/feedback,,15694.460806,1
12.428,GET /api/agents,,15724.525688,1
12.692,POST /api/pause,,15724.942439,1
