event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.859174
virtual_flash,eapf_consensus,camera,1.167494
virtual_flash,eapf_consensus,camera,1.717391
pi_flash,eapf_consensus,pi_oscillator,1.747884
virtual_flash,eapf_consensus,camera,2.118957
pi_flash,eapf_consensus,pi_oscillator,2.540669
virtual_flash,eapf_consensus,camera,2.681634
virtual_flash,eapf_consensus,camera,3.187654
pi_flash,eapf_consensus,pi_oscillator,3.220179
virtual_flash,eapf_consensus,camera,3.622474
pi_flash,eapf_consensus,pi_oscillator,3.808069
virtual_flash,eapf_consensus,camera,4.162622
pi_flash,eapf_consensus,pi_oscillator,4.332663
virtual_flash,eapf_consensus,camera,4.692501
pi_flash,eapf_consensus,pi_oscillator,4.87365
virtual_flash,eapf_consensus,camera,5.215534
virtual_flash,eapf_consensus,camera,5.779579
pi_flash,eapf_consensus,pi_oscillator,5.874122
virtual_flash,eapf_consensus,camera,6.288591
pi_flash,eapf_consensus,pi_oscillator,6.381413
virtual_flash,eapf_consensus,camera,6.724032
virtual_flash,eapf_consensus,camera,7.266811
pi_flash,eapf_consensus,pi_oscillator,7.40106
virtual_flash,eapf_consensus,camera,7.802874
pi_flash,eapf_consensus,pi_oscillator,7.894751
virtual_flash,eapf_consensus,camera,8.356065
pi_flash,eapf_consensus,pi_oscillator,8.387377
virtual_flash,eapf_consensus,camera,8.896763
pi_flash,eapf_consensus,pi_oscillator,8.927556
virtual_flash,eapf_consensus,camera,9.434834
pi_flash,eapf_consensus,pi_oscillator,9.434834
virtual_flash,eapf_consensus,camera,9.965654
pi_flash,eapf_consensus,pi_oscillator,9.965654
virtual_flash,eapf_consensus,camera,10.490565
pi_flash,eapf_consensus,pi_oscillator,10.490565
pi_flash,eapf_consensus,pi_oscillator,11.025352
virtual_flash,eapf_consensus,camera,11.130587
virtual_flash,eapf_consensus,camera,11.563905
pi_flash,eapf_consensus,pi_oscillator,11.563905
virtual_flash,eapf_consensus,camera,12.104513
pi_flash,eapf_consensus,pi_oscillator,12.104513
pi_flash,eapf_consensus,pi_oscillator,12.621792
virtual_flash,eapf_consensus,camera,12.715014
virtual_flash,eapf_consensus,camera,13.182791
pi_flash,eapf_consensus,pi_oscillator,13.182791
virtual_flash,eapf_consensus,camera,13.719235
pi_flash,eapf_consensus,pi_oscillator,13.719235
virtual_flash,eapf_consensus,camera,14.253237
pi_flash,eapf_consensus,pi_oscillator,14.253237
pi_flash,eapf_consensus,pi_oscillator,14.765975
virtual_flash,eapf_consensus,camera,14.85937
pi_flash,eapf_consensus,pi_oscillator,15.299135
virtual_flash,eapf_consensus,camera,15.457393
virtual_flash,eapf_consensus,camera,15.860204
pi_flash,eapf_consensus,pi_oscillator,15.860204
virtual_flash,eapf_consensus,camera,16.393794
pi_flash,eapf_consensus,pi_oscillator,16.393794
pi_flash,eapf_consensus,pi_oscillator,16.924186
virtual_flash,eapf_consensus,camera,17.01536
virtual_flash,eapf_consensus,camera,17.477931
pi_flash,eapf_consensus,pi_oscillator,17.477931
virtual_flash,eapf_consensus,camera,18.009579
pi_flash,eapf_consensus,pi_oscillator,18.030626
virtual_flash,eapf_consensus,camera,18.545029
pi_flash,eapf_consensus,pi_oscillator,18.565148
virtual_flash,eapf_consensus,camera,19.075163
pi_flash,eapf_consensus,pi_oscillator,19.097011
virtual_flash,eapf_consensus,camera,19.61261
pi_flash,eapf_consensus,pi_oscillator,19.632283
virtual_flash,eapf_consensus,camera,20.142364
pi_flash,eapf_consensus,pi_oscillator,20.163552
virtual_flash,eapf_consensus,camera,20.679549
pi_flash,eapf_consensus,pi_oscillator,20.698479
virtual_flash,eapf_consensus,camera,21.29207
pi_flash,eapf_consensus,pi_oscillator,21.29207
pi_flash,eapf_consensus,pi_oscillator,21.744799
virtual_flash,eapf_consensus,camera,21.985168
pi_flash,eapf_consensus,pi_oscillator,22.276962
virtual_flash,eapf_consensus,camera,22.374285
pi_flash,eapf_consensus,pi_oscillator,22.803004
virtual_flash,eapf_consensus,camera,22.893572
pi_flash,eapf_consensus,pi_oscillator,23.355169
virtual_flash,eapf_consensus,camera,23.446463
pi_flash,eapf_consensus,pi_oscillator,23.894856
virtual_flash,eapf_consensus,camera,23.991493
pi_flash,eapf_consensus,pi_oscillator,24.429618
virtual_flash,eapf_consensus,camera,24.522442
pi_flash,eapf_consensus,pi_oscillator,24.980085
virtual_flash,eapf_consensus,camera,25.156361
pi_flash,eapf_consensus,pi_oscillator,25.514545
virtual_flash,eapf_consensus,camera,25.618612
pi_flash,eapf_consensus,pi_oscillator,26.065042
virtual_flash,eapf_consensus,camera,26.211156
virtual_flash,eapf_consensus,camera,26.615323
pi_flash,eapf_consensus,pi_oscillator,26.615323
virtual_flash,eapf_consensus,camera,27.154117
pi_flash,eapf_consensus,pi_oscillator,27.154117
virtual_flash,eapf_consensus,camera,27.684344
pi_flash,eapf_consensus,pi_oscillator,27.70478
virtual_flash,eapf_consensus,camera,28.225511
pi_flash,eapf_consensus,pi_oscillator,28.225511
virtual_flash,eapf_consensus,camera,28.762268
pi_flash,eapf_consensus,pi_oscillator,28.762268
virtual_flash,eapf_consensus,camera,29.294146
pi_flash,eapf_consensus,pi_oscillator,29.294146
pi_flash,eapf_consensus,pi_oscillator,29.82946
virtual_flash,eapf_consensus,camera,29.953352
