t_s,agent_id,event_type,model
0.05,0,agent_flash,kuramoto
0.16,2,agent_flash,kuramoto
0.57,2,agent_flash,kuramoto
0.58,1,agent_flash,kuramoto
0.64,0,agent_flash,kuramoto
1.06,2,agent_flash,kuramoto
1.09,1,agent_flash,kuramoto
1.16,0,agent_flash,kuramoto
1.57,2,agent_flash,kuramoto
1.61,1,agent_flash,kuramoto
1.67,0,agent_flash,kuramoto
2.08,2,agent_flash,kuramoto
2.12,1,agent_flash,kuramoto
2.18,0,agent_flash,kuramoto
2.59,2,agent_flash,kuramoto
2.63,1,agent_flash,kuramoto
2.69,0,agent_flash,kuramoto
3.1,2,agent_flash,kuramoto
3.14,1,agent_flash,kuramoto
3.2,0,agent_flash,kuramoto
3.61,2,agent_flash,kuramoto
3.65,1,agent_flash,kuramoto
3.71,0,agent_flash,kuramoto
4.12,2,agent_flash,kuramoto
4.16,1,agent_flash,kuramoto
4.22,0,agent_flash,kuramoto
4.63,2,agent_flash,kuramoto
4.67,1,agent_flash,kuramoto
4.73,0,agent_flash,kuramoto
5.15,2,agent_flash,kuramoto
5.18,1,agent_flash,kuramoto
5.25,0,agent_flash,kuramoto
5.66,2,agent_flash,kuramoto
5.69,1,agent_flash,kuramoto
5.76,0,agent_flash,kuramoto
6.17,2,agent_flash,kuramoto
6.2,1,agent_flash,kuramoto
6.27,0,agent_flash,kuramoto
6.68,2,agent_flash,kuramoto
6.72,1,agent_flash,kuramoto
6.78,0,agent_flash,kuramoto
7.19,2,agent_flash,kuramoto
7.23,1,agent_flash,kuramoto
7.29,0,agent_flash,kuramoto
7.7,2,agent_flash,kuramoto
7.74,1,agent_flash,kuramoto
7.8,0,agent_flash,kuramoto
8.21,2,agent_flash,kuramoto
8.25,1,agent_flash,kuramoto
8.31,0,agent_flash,kuramoto
8.72,2,agent_flash,kuramoto
8.76,1,agent_flash,kuramoto
8.82,0,agent_flash,kuramoto
9.23,2,agent_flash,kuramoto
9.27,1,agent_flash,kuramoto
9.33,0,agent_flash,kuramoto
9.74,2,agent_flash,kuramoto
9.78,1,agent_flash,kuramoto
9.84,0,agent_flash,kuramoto
10.26,2,agent_flash,kuramoto
10.29,1,agent_flash,kuramoto
10.36,0,agent_flash,kuramoto
10.77,2,agent_flash,kuramoto
10.8,1,agent_flash,kuramoto
10.87,0,agent_flash,kuramoto
11.28,2,agent_flash,kuramoto
11.31,1,agent_flash,kuramoto
11.38,0,agent_flash,kuramoto
11.79,2,agent_flash,kuramoto
11.83,1,agent_flash,kuramoto
11.89,0,agent_flash,kuramoto
12.3,2,agent_flash,kuramoto
12.34,1,agent_flash,kuramoto
12.4,0,agent_flash,kuramoto
12.81,2,agent_flash,kuramoto
12.85,1,agent_flash,kuramoto
12.91,0,agent_flash,kuramoto
13.32,2,agent_flash,kuramoto
13.36,1,agent_flash,kuramoto
13.42,0,agent_flash,kuramoto
13.83,2,agent_flash,kuramoto
13.87,1,agent_flash,kuramoto
13.93,0,agent_flash,kuramoto
14.34,2,agent_flash,kuramoto
14.38,1,agent_flash,kuramoto
14.44,0,agent_flash,kuramoto
14.85,2,agent_flash,kuramoto
14.89,1,agent_flash,kuramoto
