agent_id,f_lock_hz,fire_count,flash_on,frequency_hz,lock_hold_state,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
V0,,13,0,2.134795,acquisition,4.279129,14,27,virtual,6.227242,all_to_all
V1,,13,0,2.15051,acquisition,4.448499,14,27,virtual,6.227242,all_to_all
P0,,14,0,2.198642,acquisition,4.84721,,0,pi,6.227242,all_to_all
V0,,14,1,2.132839,acquisition,1.074982,15,29,virtual,6.465883,all_to_all
V1,,14,1,2.151873,acquisition,1.227833,15,29,virtual,6.465883,all_to_all
P0,,15,0,2.190917,acquisition,1.698961,,0,pi,6.465883,all_to_all
V0,,14,0,2.125132,acquisition,4.13642,15,29,virtual,6.694186,all_to_all
V1,,14,0,2.149963,acquisition,4.298942,15,29,virtual,6.694186,all_to_all
P0,,15,0,2.178288,acquisition,4.565161,,0,pi,6.694186,all_to_all
V0,,15,1,2.116083,acquisition,0.892824,16,31,virtual,6.965286,all_to_all
V1,,15,1,2.147057,acquisition,1.086851,16,31,virtual,6.965286,all_to_all
P0,,16,0,2.165545,acquisition,1.706777,,0,pi,6.965286,all_to_all
V0,,15,0,2.106628,acquisition,4.351237,16,31,virtual,7.194471,all_to_all
V1,,15,0,2.143944,acquisition,4.583877,16,31,virtual,7.194471,all_to_all
P0,,16,0,2.151593,acquisition,4.541487,,0,pi,7.194471,all_to_all
V0,,16,1,2.100195,acquisition,1.082545,17,33,virtual,7.4636,all_to_all
V1,,16,1,2.141576,acquisition,1.353468,17,33,virtual,7.4636,all_to_all
P0,,17,0,2.141183,acquisition,1.689526,,1,pi,7.4636,all_to_all
V0,,16,0,2.097535,acquisition,4.097896,17,33,virtual,7.694829,all_to_all
V1,,16,0,2.139453,acquisition,4.378372,17,33,virtual,7.694829,all_to_all
P0,,17,0,2.134184,acquisition,4.613377,,0,pi,7.694829,all_to_all
V0,,17,1,2.096207,acquisition,0.828804,18,35,virtual,7.933033,all_to_all
V1,,17,1,2.137455,acquisition,1.112454,18,35,virtual,7.933033,all_to_all
P0,,18,0,2.130622,acquisition,1.393113,,0,pi,7.933033,all_to_all
V0,,17,0,2.095383,acquisition,3.844077,18,35,virtual,8.161769,all_to_all
V1,,17,0,2.13277,acquisition,4.120433,18,35,virtual,8.161769,all_to_all
P0,,18,0,2.124235,acquisition,4.243578,,0,pi,8.161769,all_to_all
V0,,18,1,2.094543,acquisition,1.008312,19,37,virtual,8.432089,all_to_all
V1,,18,1,2.12636,acquisition,1.266889,19,37,virtual,8.432089,all_to_all
P0,,19,0,2.118636,acquisition,1.382879,,0,pi,8.432089,all_to_all
V0,,18,0,2.09024,acquisition,4.430108,19,37,virtual,8.662218,all_to_all
V1,,18,0,2.117012,acquisition,4.68591,19,37,virtual,8.662218,all_to_all
P0,,19,0,2.10646,acquisition,4.202717,,0,pi,8.662218,all_to_all
V0,,19,1,2.084817,acquisition,1.554333,20,39,virtual,8.963616,all_to_all
V1,,19,1,2.107295,acquisition,1.801671,20,39,virtual,8.963616,all_to_all
P0,,20,0,2.090582,acquisition,1.66151,,2,pi,8.963616,all_to_all
V0,,19,0,2.077606,acquisition,4.514359,20,39,virtual,9.195362,all_to_all
V1,,19,0,2.096894,acquisition,4.733058,20,39,virtual,9.195362,all_to_all
P0,,20,0,2.082987,acquisition,4.571502,,0,pi,9.195362,all_to_all
V0,,20,1,2.067838,acquisition,2.009542,21,41,virtual,9.43661,all_to_all
V1,,20,1,2.082606,acquisition,2.184626,21,41,virtual,9.43661,all_to_all
P0,,22,1,2.081543,acquisition,1.405966,,0,pi,9.43661,all_to_all
V0,,20,0,2.064522,acquisition,4.08488,22,42,virtual,9.662815,all_to_all
V1,,20,0,2.075163,acquisition,4.231307,22,42,virtual,9.662815,all_to_all
P0,,22,0,2.079687,acquisition,4.282087,,0,pi,9.662815,all_to_all
V0,,21,1,2.061867,acquisition,1.092953,23,44,virtual,9.931633,all_to_all
V1,,21,1,2.066181,acquisition,1.187286,23,44,virtual,9.931633,all_to_all
P0,,23,0,2.076655,acquisition,1.365519,,0,pi,9.931633,all_to_all
V0,,21,0,2.060736,acquisition,4.001331,23,44,virtual,10.163229,all_to_all
V1,,21,0,2.063003,acquisition,4.074031,23,44,virtual,10.163229,all_to_all
P0,,23,0,2.070003,acquisition,4.167198,,0,pi,10.163229,all_to_all
V0,,22,1,2.0601,acquisition,1.489403,24,46,virtual,10.465432,all_to_all
V1,,22,1,2.061613,acquisition,1.54909,24,46,virtual,10.465432,all_to_all
P0,,24,0,2.059595,acquisition,1.536777,,2,pi,10.465432,all_to_all
V0,,22,0,2.0565,acquisition,4.40063,24,46,virtual,10.696688,all_to_all
V1,,22,0,2.05784,acquisition,4.453439,24,46,virtual,10.696688,all_to_all
P0,,24,0,2.058353,acquisition,4.415923,,0,pi,10.696688,all_to_all
V0,,23,1,2.05114,acquisition,1.426377,25,48,virtual,10.970356,all_to_all
V1,,23,1,2.052379,acquisition,1.472878,25,48,virtual,10.970356,all_to_all
P0,,25,0,2.060984,acquisition,1.65074,,0,pi,10.970356,all_to_all
V0,,23,0,2.04685,acquisition,4.317426,25,48,virtual,11.196994,all_to_all
V1,,23,0,2.047976,acquisition,4.35907,25,48,virtual,11.196994,all_to_all
P0,,25,0,2.055164,acquisition,4.448369,,0,pi,11.196994,all_to_all
V0,,24,1,2.042649,acquisition,1.337755,26,50,virtual,11.477569,all_to_all
V1,,24,1,2.043642,acquisition,1.374499,26,50,virtual,11.477569,all_to_all
P0,,26,0,2.046049,acquisition,1.604825,,2,pi,11.477569,all_to_all
V0,,24,0,2.039557,acquisition,4.229213,26,50,virtual,11.69749,all_to_all
V1,,24,0,2.040418,acquisition,4.262071,26,50,virtual,11.69749,all_to_all
P0,,26,0,2.04493,acquisition,4.346417,,0,pi,11.69749,all_to_all
V0,,25,1,2.036439,acquisition,1.252574,27,52,virtual,11.968019,all_to_all
V1,,25,1,2.03716,acquisition,1.281412,27,52,virtual,11.968019,all_to_all
P0,,27,0,2.047735,acquisition,1.527039,,2,pi,11.968019,all_to_all
V0,,25,0,2.031285,acquisition,4.143834,27,52,virtual,12.197772,all_to_all
V1,,25,0,2.031899,acquisition,4.169509,27,52,virtual,12.197772,all_to_all
P0,,27,0,2.049053,acquisition,4.465657,,0,pi,12.197772,all_to_all
V0,,26,1,2.023831,acquisition,1.56268,28,54,virtual,12.487567,all_to_all
V1,,26,1,2.024344,acquisition,1.584743,28,54,virtual,12.487567,all_to_all
P0,,28,0,2.049168,acquisition,1.894338,,2,pi,12.487567,all_to_all
V0,,26,0,2.019281,acquisition,4.015972,28,54,virtual,12.698173,all_to_all
V1,,26,0,2.019783,acquisition,4.035978,28,54,virtual,12.698173,all_to_all
P0,,28,0,2.04905,acquisition,4.576802,,0,pi,12.698173,all_to_all
V0,,27,1,2.014595,acquisition,0.589422,29,56,virtual,12.967004,all_to_all
V1,,27,1,2.015103,acquisition,0.607442,29,56,virtual,12.967004,all_to_all
P0,,29,0,2.04888,acquisition,1.722596,,0,pi,12.967004,all_to_all
V0,,27,0,2.010597,acquisition,3.46877,29,56,virtual,13.198811,all_to_all
V1,,27,0,2.011065,acquisition,3.484994,29,56,virtual,13.198811,all_to_all
P0,,29,0,2.045607,acquisition,4.564099,,0,pi,13.198811,all_to_all
V0,,28,1,2.006745,acquisition,0.485861,30,58,virtual,13.469924,all_to_all
V1,,28,1,2.007145,acquisition,0.50019,30,58,virtual,13.469924,all_to_all
P0,,30,0,2.039038,acquisition,1.50567,,0,pi,13.469924,all_to_all
V0,,28,0,2.003896,acquisition,3.379822,30,58,virtual,13.698876,all_to_all
V1,,28,0,2.00424,acquisition,3.392644,30,58,virtual,13.698876,all_to_all
P0,,30,0,2.03107,acquisition,4.180337,,0,pi,13.698876,all_to_all
V0,,29,1,2.000827,acquisition,0.816307,31,60,virtual,14.000315,all_to_all
V1,,29,1,2.001107,acquisition,0.826193,31,60,virtual,14.000315,all_to_all
P0,,31,0,2.023867,acquisition,1.536561,,0,pi,14.000315,all_to_all
V0,,29,0,1.998802,acquisition,3.696793,31,60,virtual,14.232482,all_to_all
V1,,29,0,1.999013,acquisition,3.686963,31,60,virtual,14.232482,all_to_all
P0,,31,0,2.017608,acquisition,4.284975,,0,pi,14.232482,all_to_all
V0,,30,1,1.996598,acquisition,1.105374,32,62,virtual,14.539187,all_to_all
V1,,30,1,1.99672,acquisition,1.065411,32,62,virtual,14.539187,all_to_all
P0,,32,0,2.012227,acquisition,1.688916,,0,pi,14.539187,all_to_all
V0,,30,0,1.995113,acquisition,3.948212,32,62,virtual,14.76615,all_to_all
V1,,30,0,1.995204,acquisition,3.905119,32,62,virtual,14.76615,all_to_all
P0,,32,0,2.002197,acquisition,4.337836,,0,pi,14.76615,all_to_all
V0,,31,1,1.991932,acquisition,2.520423,34,65,virtual,15.071538,all_to_all
V1,,31,1,1.991997,acquisition,2.48515,34,65,virtual,15.071538,all_to_all
P0,,34,1,1.991623,acquisition,1.691956,,0,pi,15.071538,all_to_all
V0,,31,0,1.98943,acquisition,4.108742,34,65,virtual,15.299808,all_to_all
V1,,31,0,1.98949,acquisition,4.076372,34,65,virtual,15.299808,all_to_all
P0,,34,0,1.983872,acquisition,4.412055,,0,pi,15.299808,all_to_all
V0,,32,1,1.984059,acquisition,0.968384,35,67,virtual,15.581801,all_to_all
V1,,32,1,1.984109,acquisition,0.941286,35,67,virtual,15.581801,all_to_all
P0,,35,0,1.97379,acquisition,1.46339,,0,pi,15.581801,all_to_all
V0,,32,0,1.979761,acquisition,3.762589,35,67,virtual,15.800243,all_to_all
V1,,32,0,1.979804,acquisition,3.739445,35,67,virtual,15.800243,all_to_all
P0,,35,0,1.960566,acquisition,3.932502,,0,pi,15.800243,all_to_all
V0,,33,1,1.974689,acquisition,1.101993,35,68,virtual,16.032751,all_to_all
V1,,33,1,1.974726,acquisition,1.083112,35,68,virtual,16.032751,all_to_all
P0,,36,1,1.948955,acquisition,0.28992,,0,pi,16.032751,all_to_all
V0,,33,1,1.970341,acquisition,2.69648,36,69,virtual,16.23405,all_to_all
V1,,33,1,1.970385,acquisition,2.679245,36,69,virtual,16.23405,all_to_all
P0,,36,0,1.943088,acquisition,2.649914,,0,pi,16.23405,all_to_all
V0,,33,0,1.96063,acquisition,5.455328,36,69,virtual,16.466415,all_to_all
V1,,33,0,1.960693,acquisition,5.440688,36,69,virtual,16.466415,all_to_all
P0,,36,0,1.934106,acquisition,5.33202,,0,pi,16.466415,all_to_all
V0,,34,1,1.951811,acquisition,1.517505,37,71,virtual,16.668573,all_to_all
V1,,34,1,1.95189,acquisition,1.50483,37,71,virtual,16.668573,all_to_all
P0,,37,0,1.929591,acquisition,1.426167,,0,pi,16.668573,all_to_all
V0,,34,0,1.940121,acquisition,4.235873,37,71,virtual,16.900888,all_to_all
V1,,34,0,1.940216,acquisition,4.225188,37,71,virtual,16.900888,all_to_all
P0,,37,0,1.921285,acquisition,4.06932,,0,pi,16.900888,all_to_all
V0,,35,1,1.926272,acquisition,1.423273,38,73,virtual,17.206859,all_to_all
V1,,35,1,1.926381,acquisition,1.414781,38,73,virtual,17.206859,all_to_all
P0,,38,0,1.913274,acquisition,1.287025,,0,pi,17.206859,all_to_all
V0,,35,0,1.917,acquisition,4.115716,38,73,virtual,17.434856,all_to_all
V1,,35,0,1.9171,acquisition,4.10862,38,73,virtual,17.434856,all_to_all
P0,,38,0,1.907155,acquisition,3.845065,,0,pi,17.434856,all_to_all
V0,,36,1,1.906939,acquisition,1.284206,39,75,virtual,17.667235,all_to_all
V1,,36,1,1.907022,acquisition,1.278572,39,75,virtual,17.667235,all_to_all
P0,,39,1,1.902523,acquisition,0.178907,,0,pi,17.667235,all_to_all
V0,,36,1,1.903098,acquisition,2.81888,39,75,virtual,17.868354,all_to_all
V1,,36,1,1.903174,acquisition,2.813796,39,75,virtual,17.868354,all_to_all
P0,,39,0,1.899392,acquisition,2.52228,,0,pi,17.868354,all_to_all
V0,,36,0,1.89718,acquisition,5.503498,39,75,virtual,18.10078,all_to_all
V1,,36,0,1.897245,acquisition,5.499253,39,75,virtual,18.10078,all_to_all
P0,,39,0,1.893027,acquisition,5.240225,,0,pi,18.10078,all_to_all
V0,,37,1,1.89349,acquisition,1.13423,40,77,virtual,18.306923,all_to_all
V1,,37,1,1.893549,acquisition,1.130499,40,77,virtual,18.306923,all_to_all
P0,,40,0,1.889603,acquisition,1.386658,,2,pi,18.306923,all_to_all
V0,,37,0,1.888365,acquisition,4.184477,40,77,virtual,18.535431,all_to_all
V1,,37,0,1.888415,acquisition,4.181445,40,77,virtual,18.535431,all_to_all
P0,,40,0,1.886455,acquisition,4.072935,,0,pi,18.535431,all_to_all
V0,,38,1,1.884071,acquisition,0.947953,41,79,virtual,18.84076,all_to_all
V1,,38,1,1.884112,acquisition,0.945491,41,79,virtual,18.84076,all_to_all
P0,,41,0,1.884887,acquisition,1.388292,,1,pi,18.84076,all_to_all
V0,,38,0,1.880856,acquisition,3.62254,41,79,virtual,19.06885,all_to_all
V1,,38,0,1.880891,acquisition,3.62049,41,79,virtual,19.06885,all_to_all
P0,,41,0,1.882265,acquisition,4.02113,,0,pi,19.06885,all_to_all
V0,,39,1,1.877368,acquisition,0.783529,42,81,virtual,19.374289,all_to_all
V1,,39,1,1.877397,acquisition,0.78191,42,81,virtual,19.374289,all_to_all
P0,,42,0,1.879103,acquisition,1.251797,,0,pi,19.374289,all_to_all
V0,,39,0,1.875095,acquisition,3.47212,42,81,virtual,19.602444,all_to_all
V1,,39,0,1.87512,acquisition,3.470775,42,81,virtual,19.602444,all_to_all
P0,,42,0,1.875942,acquisition,3.805618,,0,pi,19.602444,all_to_all
V0,,40,1,1.872644,acquisition,0.649098,42,82,virtual,19.835042,all_to_all
V1,,40,1,1.872665,acquisition,0.648039,42,82,virtual,19.835042,all_to_all
P0,,43,1,1.873022,acquisition,0.107764,,0,pi,19.835042,all_to_all
V0,,40,1,1.871692,acquisition,2.176715,43,83,virtual,20.036206,all_to_all
V1,,40,1,1.87171,acquisition,2.175763,43,83,virtual,20.036206,all_to_all
P0,,43,0,1.871573,acquisition,2.420128,,0,pi,20.036206,all_to_all
V0,,40,0,1.870402,acquisition,4.457195,43,83,virtual,20.236245,all_to_all
V1,,40,0,1.870419,acquisition,4.456385,43,83,virtual,20.236245,all_to_all
P0,,43,0,1.869699,acquisition,4.737728,,0,pi,20.236245,all_to_all
V0,,41,1,1.868753,acquisition,1.594831,44,85,virtual,20.478017,all_to_all
V1,,41,1,1.868766,acquisition,1.594195,44,85,virtual,20.478017,all_to_all
P0,,45,1,1.86834,acquisition,1.281539,,2,pi,20.478017,all_to_all
V0,,41,0,1.867961,acquisition,3.477126,45,86,virtual,20.702993,all_to_all
V1,,41,0,1.867973,acquisition,3.47657,45,86,virtual,20.702993,all_to_all
P0,,45,0,1.867132,acquisition,3.916701,,0,pi,20.702993,all_to_all
V0,,42,1,1.866625,acquisition,0.551696,45,87,virtual,20.93587,all_to_all
V1,,42,1,1.866635,acquisition,0.551261,45,87,virtual,20.93587,all_to_all
P0,,46,1,1.865655,acquisition,0.360511,,0,pi,20.93587,all_to_all
V0,,42,1,1.865016,acquisition,2.053007,46,88,virtual,21.136548,all_to_all
V1,,42,1,1.865025,acquisition,2.052618,46,88,virtual,21.136548,all_to_all
P0,,46,0,1.86491,acquisition,2.701226,,2,pi,21.136548,all_to_all
V0,,42,0,1.861785,acquisition,4.320295,46,88,virtual,21.336902,all_to_all
V1,,42,0,1.861793,acquisition,4.319965,46,88,virtual,21.336902,all_to_all
P0,,46,0,1.864066,acquisition,4.916911,,0,pi,21.336902,all_to_all
V0,,43,1,1.857982,acquisition,0.687036,47,90,virtual,21.576151,all_to_all
V1,,43,1,1.857989,acquisition,0.686764,47,90,virtual,21.576151,all_to_all
P0,,47,0,1.863456,acquisition,1.285733,,0,pi,21.576151,all_to_all
V0,,43,0,1.854541,acquisition,3.336483,47,90,virtual,21.804202,all_to_all
V1,,43,0,1.854547,acquisition,3.33626,47,90,virtual,21.804202,all_to_all
P0,,47,0,1.86251,acquisition,3.684552,,0,pi,21.804202,all_to_all
V0,,43,0,1.851542,acquisition,5.98391,47,90,virtual,22.03655,all_to_all
V1,,43,0,1.851547,acquisition,5.983727,47,90,virtual,22.03655,all_to_all
P0,,47,0,1.861701,acquisition,6.158267,,0,pi,22.03655,all_to_all
V0,,44,1,1.849307,acquisition,1.968177,48,92,virtual,22.237779,all_to_all
V1,,44,1,1.849311,acquisition,1.968022,48,92,virtual,22.237779,all_to_all
P0,,48,0,1.861386,acquisition,2.10307,,0,pi,22.237779,all_to_all
V0,,44,0,1.847348,acquisition,4.220024,48,92,virtual,22.437891,all_to_all
V1,,44,0,1.847352,acquisition,4.219894,48,92,virtual,22.437891,all_to_all
P0,,48,0,1.861507,acquisition,4.274194,,0,pi,22.437891,all_to_all
V0,,45,1,1.84432,acquisition,1.30619,49,94,virtual,22.743111,all_to_all
V1,,45,1,1.844323,acquisition,1.30609,49,94,virtual,22.743111,all_to_all
P0,,49,0,1.86186,acquisition,1.416772,,2,pi,22.743111,all_to_all
V0,,45,0,1.840039,acquisition,3.908229,49,94,virtual,22.971205,all_to_all
V1,,45,0,1.840041,acquisition,3.908147,49,94,virtual,22.971205,all_to_all
P0,,49,0,1.862144,acquisition,4.011937,,0,pi,22.971205,all_to_all
V0,,46,1,1.835172,acquisition,0.588329,50,96,virtual,23.274525,all_to_all
V1,,46,1,1.835174,acquisition,0.588265,50,96,virtual,23.274525,all_to_all
P0,,50,0,1.862307,acquisition,1.254535,,0,pi,23.274525,all_to_all
V0,,46,0,1.833923,acquisition,3.582371,50,96,virtual,23.505183,all_to_all
V1,,46,0,1.833925,acquisition,3.58232,50,96,virtual,23.505183,all_to_all
P0,,50,0,1.862457,acquisition,3.851867,,0,pi,23.505183,all_to_all
V0,,46,0,1.834125,acquisition,5.842148,50,96,virtual,23.707842,all_to_all
V1,,46,0,1.834126,acquisition,5.842107,50,96,virtual,23.707842,all_to_all
P0,,50,0,1.862565,acquisition,6.032399,,0,pi,23.707842,all_to_all
V0,,47,1,1.833306,acquisition,1.81607,51,98,virtual,23.938426,all_to_all
V1,,47,1,1.833308,acquisition,1.816035,51,98,virtual,23.938426,all_to_all
P0,,51,0,1.862399,acquisition,2.31285,,2,pi,23.938426,all_to_all
V0,,47,0,1.827788,acquisition,4.411534,51,98,virtual,24.138959,all_to_all
V1,,47,0,1.827789,acquisition,4.411506,51,98,virtual,24.138959,all_to_all
P0,,51,0,1.858379,acquisition,4.44035,,0,pi,24.138959,all_to_all
V0,,48,1,1.820461,acquisition,1.071026,52,100,virtual,24.443187,all_to_all
V1,,48,1,1.820462,acquisition,1.071005,52,100,virtual,24.443187,all_to_all
P0,,52,0,1.852731,acquisition,1.489609,,0,pi,24.443187,all_to_all
V0,,48,0,1.812375,acquisition,3.633116,52,100,virtual,24.67266,all_to_all
V1,,48,0,1.812376,acquisition,3.633099,52,100,virtual,24.67266,all_to_all
P0,,52,0,1.849941,acquisition,3.939282,,0,pi,24.67266,all_to_all
V0,,49,1,1.802055,acquisition,0.623987,52,101,virtual,24.905179,all_to_all
V1,,49,1,1.802056,acquisition,0.623974,52,101,virtual,24.905179,all_to_all
P0,,53,1,1.849859,acquisition,0.17521,,0,pi,24.905179,all_to_all
V0,,49,1,1.797928,acquisition,2.076696,53,102,virtual,25.106211,all_to_all
V1,,49,1,1.797929,acquisition,2.076685,53,102,virtual,25.106211,all_to_all
P0,,53,0,1.849789,acquisition,2.44909,,0,pi,25.106211,all_to_all
V0,,49,0,1.79232,acquisition,4.254123,53,102,virtual,25.306359,all_to_all
V1,,49,0,1.792321,acquisition,4.254114,53,102,virtual,25.306359,all_to_all
P0,,53,0,1.849337,acquisition,4.733982,,0,pi,25.306359,all_to_all
V0,,50,1,1.785878,acquisition,0.86795,54,104,virtual,25.573779,all_to_all
V1,,50,1,1.785878,acquisition,0.867944,54,104,virtual,25.573779,all_to_all
P0,,54,0,1.84879,acquisition,1.539327,,0,pi,25.573779,all_to_all
V0,,50,0,1.78111,acquisition,3.405659,54,104,virtual,25.806751,all_to_all
V1,,50,0,1.78111,acquisition,3.405654,54,104,virtual,25.806751,all_to_all
P0,,54,0,1.846067,acquisition,4.128821,,0,pi,25.806751,all_to_all
V0,,51,1,1.77598,acquisition,0.382899,54,105,virtual,26.039032,all_to_all
V1,,51,1,1.77598,acquisition,0.382896,54,105,virtual,26.039032,all_to_all
P0,,55,1,1.840339,acquisition,0.269768,,0,pi,26.039032,all_to_all
V0,,51,1,1.774001,acquisition,1.833917,55,106,virtual,26.240225,all_to_all
V1,,51,1,1.774001,acquisition,1.833914,55,106,virtual,26.240225,all_to_all
P0,,55,0,1.837803,acquisition,2.478634,,0,pi,26.240225,all_to_all
V0,,51,0,1.771335,acquisition,4.012545,55,106,virtual,26.440492,all_to_all
V1,,51,0,1.771335,acquisition,4.012543,55,106,virtual,26.440492,all_to_all
P0,,55,0,1.833008,acquisition,4.585737,,0,pi,26.440492,all_to_all
V0,,52,1,1.76794,acquisition,0.99422,56,108,virtual,26.731876,all_to_all
V1,,52,1,1.76794,acquisition,0.994219,56,108,virtual,26.731876,all_to_all
