elapsed_ms,endpoint,error,monotonic_time_s,ok
10.555,POST /api/reset,,18442.418193,1
12.677,POST /api/mode,,18442.428756,1
11.292,POST /api/leader/config,,18442.441439,1
10.22,POST /api/mutual/config,,18442.452737,1
21.164,POST /api/agents/0,,18442.462969,1
12.442,POST /api/agents/1,,18442.484143,1
6.415,POST /api/agents/2,,18442.496594,1
8.338,POST /api/start,,18442.503016,1
6.481,POST /api/feedback,,18442.511359,1
18.257,POST /api/stabilizer/config,,18442.517851,1
16.397,GET /api/agents,,18442.97694,1
18.501,POST /api/pi_flash,,18443.075006,1
8.816,GET /api/agents,,18443.093519,1
9.201,POST /api/pi_flash,,18443.307734,1
6.965,GET /api/agents,,18443.316946,1
15.575,GET /api/agents,,18443.448851,1
22.221,GET /api/agents,,18443.681583,1
9.34,POST /api/pi_flash,,18443.842401,1
8.878,POST /api/pi_flash,,18443.942515,1
7.291,GET /api/agents,,18443.951404,1
10.741,GET /api/agents,,18444.116474,1
15.311,POST /api/pi_flash,,18444.375884,1
7.083,GET /api/agents,,18444.416158,1
11.81,GET /api/agents,,18444.650139,1
10.178,POST /api/pi_flash,,18444.87632,1
12.146,GET /api/agents,,18444.916961,1
9.697,GET /api/agents,,18445.149395,1
12.727,POST /api/pi_flash,,18445.377296,1
7.053,GET /api/agents,,18445.416978,1
11.932,GET /api/agents,,18445.649698,1
30.521,POST /api/pi_flash,,18445.810746,1
38.51,GET /api/agents,,18445.884266,1
10.505,GET /api/agents,,18446.083483,1
18.304,POST /api/pi_flash,,18446.244086,1
9.296,GET /api/agents,,18446.284655,1
11.084,GET /api/agents,,18446.516964,1
9.407,POST /api/pi_flash,,18446.711056,1
9.658,GET /api/agents,,18446.751694,1
7.88,GET /api/agents,,18446.984659,1
10.196,POST /api/pi_flash,,18447.144214,1
7.888,GET /api/agents,,18447.184844,1
9.526,GET /api/agents,,18447.418559,1
6.103,POST /api/pi_flash,,18447.611098,1
25.727,GET /api/agents,,18447.651973,1
15.131,GET /api/agents,,18447.852374,1
8.453,POST /api/pi_flash,,18448.078407,1
7.076,GET /api/agents,,18448.119244,1
16.704,GET /api/agents,,18448.352681,1
7.775,POST /api/pi_flash,,18448.545111,1
24.099,GET /api/agents,,18448.585064,1
9.105,GET /api/agents,,18448.819643,1
12.59,POST /api/pi_flash,,18449.012319,1
8.327,GET /api/agents,,18449.052148,1
8.981,GET /api/agents,,18449.286577,1
11.719,POST /api/pi_flash,,18449.512593,1
6.44,GET /api/agents,,18449.552343,1
11.622,GET /api/agents,,18449.786789,1
9.691,POST /api/pi_flash,,18450.012935,1
5.859,GET /api/agents,,18450.053411,1
