agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9138,,73.0,0,,45.785513
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8317,,94.0,1,,45.785513
P0,,,pi_flash,1.573362,,,,0.167262,,,,46.25267
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.25267,46.25267
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7544,,64.0,0,,46.41958
V1,,0,pi_detected_virtual_flash,,0.0,1,0.927,,104.0,1,,46.41958
P0,,,pi_flash,1.56654,,,,0.255302,,,,46.952852
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.952852,46.952852
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7759,,65.0,0,,47.095873
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7463,,85.0,1,,47.095873
P0,,,pi_flash,1.561885,,,,0.118887,,,,47.620239
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,47.620239,47.620239
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8947,,72.0,0,,47.820328
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8119,,92.0,1,,47.820328
P0,,,pi_flash,1.549314,,,,0.199829,,,,48.320614
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,48.320614,48.320614
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7018,,61.0,0,,48.468402
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7692,,88.0,1,,48.468402
P0,,,pi_flash,1.533755,,,,0.241041,,,,49.020996
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.020996,49.020996
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7727,,65.0,0,,49.221003
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8857,,103.0,1,,49.221003
P0,,,pi_flash,1.506201,,,,0.102558,,,,49.721559
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.721559,49.721559
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7719,,65.0,0,,49.888866
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7346,,85.0,1,,49.888866
P0,,,pi_flash,1.493923,,,,0.218924,,,,50.455129
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,50.455129,50.455129
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8246,,68.0,0,,50.559926
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7847,,88.0,1,,50.559926
P0,,,pi_flash,1.490899,,,,0.064286,,,,51.122492
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.122492,51.122492
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8596,,70.0,0,,51.289287
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7634,,90.0,1,,51.289287
P0,,,pi_flash,1.475382,,,,0.235916,,,,51.856056
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.856056,51.856056
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7719,,65.0,0,,51.959805
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7296,,85.0,1,,51.959805
P0,,,pi_flash,1.476105,,,,0.005629,,,,52.523278
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,52.523278,52.523278
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6548,,76.0,1,,52.664402
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7719,,65.0,0,,52.691163
P0,,,pi_flash,1.468717,,,,0.214165,,,,53.25716
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.25716,53.25716
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6886,,60.0,0,,53.423918
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8286,,97.0,1,,53.423918
P0,,,pi_flash,1.458875,,,,0.191331,,,,53.990994
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.990994,53.990994
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8246,,68.0,0,,54.09413
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7816,,88.0,1,,54.09413
P0,,,pi_flash,1.45272,,,,0.184091,,,,54.69206
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,54.69206,54.69206
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7333,,87.0,1,,54.830486
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7627,,65.0,0,,54.859037
P0,,,pi_flash,1.433963,,,,0.194229,,,,55.425489
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,55.425489,55.425489
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8136,,68.0,0,,55.592115
V1,,0,pi_detected_virtual_flash,,0.0,1,0.739,,87.0,1,,55.592115
P0,,,pi_flash,1.413337,,,,0.221714,,,,56.192178
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,56.192178,56.192178
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7119,,62.0,0,,56.335837
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8733,,101.0,1,,56.335837
P0,,,pi_flash,1.395902,,,,0.010114,,,,56.926213
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,56.926213,56.926213
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7797,,66.0,0,,57.040952
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7266,,86.0,1,,57.040952
P0,,,pi_flash,1.382833,,,,0.050143,,,,57.660221
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,57.660221,57.660221
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7714,,91.0,1,,57.8292
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7667,,66.0,0,,57.860921
P0,,,pi_flash,1.373457,,,,0.093455,,,,58.427209
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,58.427209,58.427209
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7288,,63.0,0,,58.594181
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9485,,104.0,1,,58.594181
P0,,,pi_flash,1.362639,,,,0.236661,,,,59.22772
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,59.22772,59.22772
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7966,,67.0,0,,59.383749
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8105,,87.0,1,,59.383749
P0,,,pi_flash,1.352492,,,,0.103512,,,,59.99506
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,59.99506,59.99506
