accepted_flash_event,accepted_flash_event_count,adaptive_amplitude,adaptive_high,adaptive_low,agent_id,brightness_mean,brightness_used,detection_mode,detector_episode_latch_enabled,detector_reject_reason,duplicate_suppressed_count,elapsed_time_s,estimated_frequency_hz,event_type,frame_index,full_frame_mean,last_rising_edge_time_s,latch_off_threshold,latch_on_threshold,local_contrast,local_contrast_ratio,norm_off_threshold,norm_on_threshold,normalized_signal,periodicity_confidence,raw_brightness,rising_edge,rising_edge_count,roi,roi_id,roi_mean,roi_median_brightness,roi_top_percentile_brightness,signal_frequency_hz,signal_norm,signal_quality,source_agent_id,state,t_s,threshold_off,threshold_on,timestamp_s,top_percentile_brightness,use_adaptive
False,0,0.0,1.0,0.0,V0,91.0,91.0,local_contrast,False,,0,0.38959827999860863,0.0,,1,87.42,,0.35,0.65,91.0,0.8349,0.35,0.65,0.0,0.0,91.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,125.52,108.0,199.0,0.0,0.0,0.0,V0,OFF,2e-06,120.0,180.0,18314.026994222,199.0,True
False,0,0.0,1.0,0.0,V1,118.0,118.0,local_contrast,False,,0,0.38959827999860863,0.0,,1,87.42,,0.35,0.65,118.0,1.3258,0.35,0.65,0.0,0.0,118.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,115.55,88.0,206.0,0.0,0.0,0.0,V1,OFF,2e-06,120.0,180.0,18314.026994222,206.0,True
False,0,0.0,1.0,0.0,V0,19.0,19.0,local_contrast,False,,0,0.43434005999733927,0.0,,2,62.65,,0.35,0.65,19.0,0.2794,0.35,0.65,0.0,0.0,19.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,67.5,67.0,86.0,0.0,0.0,0.0,V0,OFF,0.424713,120.0,180.0,18314.071736002,86.0,True
False,0,0.0,1.0,0.0,V1,9.0,9.0,local_contrast,False,,0,0.43434005999733927,0.0,,2,62.65,,0.35,0.65,9.0,0.1875,0.35,0.65,0.0,0.0,9.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,46.58,47.0,56.0,0.0,0.0,0.0,V1,OFF,0.424713,120.0,180.0,18314.071736002,56.0,True
False,0,0.0,1.0,0.0,V0,82.0,82.0,local_contrast,False,,0,0.5343001389992423,0.0,,3,82.04,,0.35,0.65,82.0,0.6406,0.35,0.65,0.0,0.0,82.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,141.22,127.0,209.0,0.0,0.0,0.0,V0,OFF,0.529109,120.0,180.0,18314.171696081,209.0,True
False,0,0.0,1.0,0.0,V1,9.0,9.0,local_contrast,False,,0,0.5343001389992423,0.0,,3,82.04,,0.35,0.65,9.0,0.1636,0.35,0.65,0.0,0.0,9.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,53.33,54.0,63.0,0.0,0.0,0.0,V1,OFF,0.529109,120.0,180.0,18314.171696081,63.0,True
False,0,0.0,1.0,0.0,V0,78.0,78.0,local_contrast,False,,0,0.5677998129976913,0.0,,4,95.09,,0.35,0.65,78.0,0.5342,0.35,0.65,0.0,0.0,78.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,156.28,145.0,223.0,0.0,0.0,0.0,V0,OFF,0.547904,120.0,180.0,18314.205195755,223.0,True
False,0,0.0,1.0,0.0,V1,10.0,10.0,local_contrast,False,,0,0.5677998129976913,0.0,,4,95.09,,0.35,0.65,10.0,0.1515,0.35,0.65,0.0,0.0,10.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,64.52,65.0,75.0,0.0,0.0,0.0,V1,OFF,0.547904,120.0,180.0,18314.205195755,75.0,True
False,0,0.0,1.0,0.0,V0,78.0,78.0,local_contrast,False,,0,0.6011472279969894,0.0,,5,110.49,,0.35,0.65,78.0,0.4937,0.35,0.65,0.0,0.0,78.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,167.58,157.0,235.0,0.0,0.0,0.0,V0,OFF,0.581221,120.0,180.0,18314.23854317,235.0,True
False,0,0.0,1.0,0.0,V1,55.0,55.0,local_contrast,False,,0,0.6011472279969894,0.0,,5,110.49,,0.35,0.65,55.0,0.6627,0.35,0.65,0.0,0.0,55.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,94.98,82.0,137.0,0.0,0.0,0.0,V1,OFF,0.581221,120.0,180.0,18314.23854317,137.0,True
