t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,130.0,0.0,1027.69
1.02779,0,0,103.67,0.0,96.28
1.124165,0,0,126.33,0.0,72.09
1.196338,0,0,127.67,0.0,73.05
1.269454,0,0,131.33,0.0,75.34
1.344867,0,0,109.67,0.0,89.5
1.434436,0,0,106.0,0.0,100.45
1.534952,0,0,110.0,0.0,95.57
1.630593,0,0,130.33,0.0,84.07
1.714729,1,1,130.67,0.9974,83.13
1.797997,1,0,124.0,0.7296,96.45
1.894568,0,0,105.33,0.0,100.39
1.995078,0,0,109.33,0.1538,100.65
2.095842,1,1,128.0,0.8974,90.02
2.186042,1,0,130.67,1.0,81.79
2.267953,1,0,131.0,1.0,89.51
2.357584,0,0,106.0,0.0107,101.75
2.459472,0,0,109.67,0.155,112.81
2.572401,0,0,110.33,0.1795,78.24
2.650759,1,1,131.0,1.0,82.66
2.733565,1,0,131.0,1.0,80.18
2.813845,1,0,116.0,0.4,92.62
2.906665,0,0,105.33,0.0,100.19
3.007019,0,0,110.0,0.1755,97.28
3.104459,1,1,130.67,0.987,85.09
3.189755,1,0,129.0,0.9211,78.47
3.268392,1,0,131.0,1.0,86.24
3.354792,0,0,108.0,0.0873,97.63
3.452593,0,0,108.33,0.098,99.63
3.55239,0,0,110.0,0.1622,93.43
3.645988,1,1,131.33,1.0,83.03
3.729253,1,0,131.0,1.0,79.88
3.809307,1,0,119.33,0.5332,91.61
3.901111,0,0,105.33,0.0,100.28
4.001567,0,0,110.0,0.1733,99.01
4.100755,1,1,130.33,0.9736,86.7
4.187678,1,0,130.67,0.9869,80.88
4.268731,1,0,131.0,1.0,89.02
4.357921,0,0,105.67,0.0027,99.96
4.458059,0,0,109.0,0.1326,100.49
4.558735,0,0,110.0,0.1709,91.94
4.650875,1,1,131.33,1.0,81.75
4.732853,1,0,130.67,0.9869,80.96
4.813998,1,0,115.67,0.3924,92.38
4.906565,0,0,105.33,0.0,100.06
5.006818,0,0,109.33,0.1513,97.97
5.104984,1,1,130.0,0.9608,84.71
5.189929,1,0,128.67,0.9085,78.52
5.268641,1,0,130.67,0.987,85.7
5.354536,0,0,107.33,0.068,99.14
5.453865,0,0,107.67,0.0802,99.03
5.553117,0,0,109.0,0.1315,92.52
5.645833,1,1,130.67,0.987,82.89
5.728968,1,0,131.0,1.0,79.25
5.808418,1,0,119.0,0.5244,91.63
5.90025,0,0,104.33,0.0,100.47
6.000924,0,0,109.33,0.1502,98.45
6.099581,1,1,129.67,0.9471,87.44
6.187266,1,0,130.33,0.9734,80.24
6.267714,1,0,130.67,0.9869,88.69
6.356607,0,0,105.0,0.0,100.67
6.457479,0,0,109.0,0.1384,100.26
6.557955,0,0,110.33,0.1905,91.93
6.650101,1,1,130.67,0.9871,81.81
6.732168,1,0,131.0,1.0,80.44
6.812825,1,0,116.0,0.4125,92.8
6.905842,0,0,105.0,0.0,99.9
7.005961,0,0,109.0,0.1384,97.86
7.104043,1,1,129.67,0.9479,84.98
7.189306,1,0,128.33,0.8954,77.65
7.267173,1,0,130.67,0.9871,86.67
7.354061,0,0,107.33,0.0718,97.37
7.451651,0,0,107.33,0.0718,100.46
7.552339,0,0,109.0,0.1373,93.42
7.645985,1,1,130.67,0.9871,82.04
7.728292,1,0,130.67,0.9871,79.88
7.808402,1,0,119.0,0.5294,92.07
7.90071,0,0,105.0,0.0,100.37
8.001307,0,0,110.0,0.1765,97.98
8.099527,1,1,130.0,0.9608,87.29
8.187101,1,0,130.67,0.9871,80.38
8.267714,1,0,130.67,0.9871,88.61
8.356558,0,0,105.67,0.008,100.75
8.457543,0,0,109.33,0.1521,99.72
8.557502,0,0,110.33,0.1915,92.39
8.650139,1,1,130.67,1.0,81.88
8.732306,1,0,131.0,1.0,80.25
8.812796,1,0,116.0,0.4179,92.48
8.905514,0,0,105.33,0.0,100.8
9.006556,0,0,109.67,0.1668,96.75
9.103557,1,1,130.0,0.9734,86.07
9.189915,1,0,128.67,0.9206,77.99
9.268157,1,0,130.67,1.0,85.81
9.35422,0,0,108.0,0.0993,97.8
