t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
7e-06,8e-05,1.8,0.0,0,0.007
1.02779,5.34085,1.8,0.0,1,1027.783
1.124165,0.147638,1.8,0.0,1,96.375
1.196338,0.963898,1.8,0.0,0,72.173
1.269454,1.790812,1.8,0.0,0,73.115
1.344867,2.643715,1.8,0.0,0,75.413
1.434436,3.656719,1.8,0.0,0,89.569
1.534952,4.793531,1.8,0.0,0,100.516
1.630593,5.875205,1.8,0.0,0,95.641
1.714729,0.545207,1.8,0.407981,1,84.136
1.797997,1.489872,1.8,0.406349,0,83.268
1.894568,2.586024,1.8,0.403418,0,96.571
1.995078,3.727528,1.8,0.399459,0,100.51
2.095842,4.883267,1.803296,3.077283,0,100.764
2.186042,5.90714,1.809214,-2.756955,0,90.2
2.267953,0.547227,1.817208,-2.339539,1,81.911
2.357584,1.556819,1.82683,-1.877376,0,89.631
2.459472,2.70987,1.837716,-1.35331,0,101.888
2.572401,3.997544,1.849569,-0.779023,0,112.928
2.650759,4.904845,1.8602,2.427,0,78.358
2.733565,5.880329,1.869811,2.574166,0,82.806
2.813845,0.557225,1.878567,2.701136,1,80.28
2.906665,1.67768,1.886604,2.83475,0,92.819
3.007019,2.899038,1.894035,2.967561,0,100.354
3.104459,4.073213,1.901219,-2.709205,0,97.44
3.189755,5.093547,1.908178,-2.561463,0,85.296
3.268392,6.027826,1.914929,-2.416669,0,78.637
3.354792,0.768368,1.921486,-2.251155,1,86.4
3.452593,1.928219,1.927863,-2.061658,0,97.801
3.55239,3.112869,1.934069,-1.867536,0,99.797
3.645988,4.218651,1.939336,-3.068457,0,93.598
3.729253,5.195941,1.94383,-3.000071,0,83.265
3.809307,6.132109,1.947689,-2.929689,0,80.054
3.901111,0.92773,1.951024,-2.85242,1,91.804
4.001567,2.112381,1.953925,-2.770795,0,100.457
4.100755,3.284809,1.957227,-1.959691,0,99.188
4.187678,4.310392,1.960835,-1.782396,0,86.923
4.268731,5.267833,1.964674,-1.617781,0,81.053
4.357921,0.046941,1.968682,-1.445345,1,89.19
4.458059,1.249584,1.972809,-1.261769,0,100.137
4.558735,2.464375,1.977016,-1.082719,0,100.676
4.650875,3.572633,1.980502,-2.446764,0,92.14
4.732853,4.554136,1.9834,-2.39659,0,81.979
4.813998,5.525082,1.985814,-2.345708,0,81.145
4.906565,0.355474,1.987831,-2.292848,1,92.567
5.006818,1.565557,1.989524,-2.2391,0,100.254
5.104984,2.752804,1.990949,-1.554509,0,98.166
5.189929,3.777495,1.992156,-1.505831,0,84.945
5.268641,4.726563,1.993182,-1.460348,0,78.712
5.354536,5.767658,1.99406,-1.416473,0,85.895
5.453865,0.695791,1.994816,-1.373513,1,99.329
5.553117,1.90791,1.995471,-1.33246,0,99.251
5.645833,3.037271,1.996049,-1.900141,0,92.716
5.728968,4.04599,1.996562,-1.860374,0,83.135
5.808418,5.008262,1.997021,-1.820338,0,79.451
5.90025,6.125879,1.997436,-1.779117,0,91.831
6.000924,1.071513,1.997813,-1.737271,1,100.674
6.099581,2.277924,1.998159,-1.064697,0,98.657
6.187266,3.349087,1.998478,-1.026835,0,87.685
6.267714,4.331521,1.998775,-0.99191,0,80.448
6.356607,5.421877,1.999052,-0.958575,0,88.893
6.457479,0.381174,1.999313,-0.926373,1,100.873
6.557955,1.620158,1.99956,-0.895858,0,100.476
6.650101,2.752822,1.999795,-1.614804,0,92.146
6.732168,3.757641,2.000018,-1.585137,0,82.067
6.812825,4.743921,2.000232,-1.554326,0,80.658
6.905842,5.885007,2.000438,-1.522012,0,93.017
7.005961,0.831936,2.000636,-1.488817,1,100.119
7.104043,2.038913,2.000832,-0.826082,0,98.081
7.189306,3.086878,2.001026,-0.795154,0,85.264
7.267173,4.043663,2.001218,-0.766762,0,77.866
7.354061,5.115472,2.001407,-0.739678,0,86.889
7.451651,0.040054,2.001594,-0.713595,1,97.589
