event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.687271
virtual_flash,eapf_consensus,camera,0.883229
pi_flash,eapf_consensus,pi_oscillator,1.373947
virtual_flash,eapf_consensus,camera,1.481513
virtual_flash,eapf_consensus,camera,1.846739
virtual_flash,eapf_consensus,camera,2.406073
pi_flash,eapf_consensus,pi_oscillator,2.585352
virtual_flash,eapf_consensus,camera,2.930337
pi_flash,eapf_consensus,pi_oscillator,3.1053
virtual_flash,eapf_consensus,camera,3.448059
pi_flash,eapf_consensus,pi_oscillator,3.617982
virtual_flash,eapf_consensus,camera,3.874583
pi_flash,eapf_consensus,pi_oscillator,4.200202
virtual_flash,eapf_consensus,camera,4.405697
pi_flash,eapf_consensus,pi_oscillator,4.763262
virtual_flash,eapf_consensus,camera,4.962814
pi_flash,eapf_consensus,pi_oscillator,5.360222
virtual_flash,eapf_consensus,camera,5.481763
pi_flash,eapf_consensus,pi_oscillator,5.925301
virtual_flash,eapf_consensus,camera,6.031965
virtual_flash,eapf_consensus,camera,6.453463
pi_flash,eapf_consensus,pi_oscillator,6.473307
virtual_flash,eapf_consensus,camera,6.988934
pi_flash,eapf_consensus,pi_oscillator,6.988934
virtual_flash,eapf_consensus,camera,7.531064
pi_flash,eapf_consensus,pi_oscillator,7.531064
pi_flash,eapf_consensus,pi_oscillator,8.046676
virtual_flash,eapf_consensus,camera,8.149922
pi_flash,eapf_consensus,pi_oscillator,8.586849
virtual_flash,eapf_consensus,camera,9.033348
pi_flash,eapf_consensus,pi_oscillator,9.132676
virtual_flash,eapf_consensus,camera,9.588297
pi_flash,eapf_consensus,pi_oscillator,9.647231
virtual_flash,eapf_consensus,camera,10.139131
pi_flash,eapf_consensus,pi_oscillator,10.197619
virtual_flash,eapf_consensus,camera,10.663129
pi_flash,eapf_consensus,pi_oscillator,10.696
virtual_flash,eapf_consensus,camera,11.214875
pi_flash,eapf_consensus,pi_oscillator,11.24701
virtual_flash,eapf_consensus,camera,11.766179
pi_flash,eapf_consensus,pi_oscillator,11.766179
virtual_flash,eapf_consensus,camera,12.287995
pi_flash,eapf_consensus,pi_oscillator,12.320945
virtual_flash,eapf_consensus,camera,12.840777
pi_flash,eapf_consensus,pi_oscillator,12.840777
virtual_flash,eapf_consensus,camera,13.373543
pi_flash,eapf_consensus,pi_oscillator,13.406072
virtual_flash,eapf_consensus,camera,13.816352
pi_flash,eapf_consensus,pi_oscillator,13.927354
virtual_flash,eapf_consensus,camera,14.358758
pi_flash,eapf_consensus,pi_oscillator,14.475673
virtual_flash,eapf_consensus,camera,14.886886
pi_flash,eapf_consensus,pi_oscillator,14.985793
virtual_flash,eapf_consensus,camera,15.441434
pi_flash,eapf_consensus,pi_oscillator,15.499441
virtual_flash,eapf_consensus,camera,15.966129
pi_flash,eapf_consensus,pi_oscillator,16.007768
virtual_flash,eapf_consensus,camera,16.509937
pi_flash,eapf_consensus,pi_oscillator,16.551748
virtual_flash,eapf_consensus,camera,17.054435
pi_flash,eapf_consensus,pi_oscillator,17.074185
virtual_flash,eapf_consensus,camera,17.597912
pi_flash,eapf_consensus,pi_oscillator,17.597912
virtual_flash,eapf_consensus,camera,18.122789
pi_flash,eapf_consensus,pi_oscillator,18.145028
virtual_flash,eapf_consensus,camera,18.655867
pi_flash,eapf_consensus,pi_oscillator,18.676956
virtual_flash,eapf_consensus,camera,19.214309
pi_flash,eapf_consensus,pi_oscillator,19.214309
virtual_flash,eapf_consensus,camera,19.736375
pi_flash,eapf_consensus,pi_oscillator,19.736375
virtual_flash,eapf_consensus,camera,20.285273
pi_flash,eapf_consensus,pi_oscillator,20.285273
virtual_flash,eapf_consensus,camera,20.832347
pi_flash,eapf_consensus,pi_oscillator,20.832347
virtual_flash,eapf_consensus,camera,21.346326
pi_flash,eapf_consensus,pi_oscillator,21.346326
virtual_flash,eapf_consensus,camera,21.792575
pi_flash,eapf_consensus,pi_oscillator,21.906498
virtual_flash,eapf_consensus,camera,22.333884
pi_flash,eapf_consensus,pi_oscillator,22.413075
virtual_flash,eapf_consensus,camera,22.87727
pi_flash,eapf_consensus,pi_oscillator,22.915505
virtual_flash,eapf_consensus,camera,23.407007
pi_flash,eapf_consensus,pi_oscillator,23.465925
virtual_flash,eapf_consensus,camera,23.951057
pi_flash,eapf_consensus,pi_oscillator,23.972633
virtual_flash,eapf_consensus,camera,24.47252
pi_flash,eapf_consensus,pi_oscillator,24.492893
virtual_flash,eapf_consensus,camera,25.021641
pi_flash,eapf_consensus,pi_oscillator,25.021641
virtual_flash,eapf_consensus,camera,25.53761
pi_flash,eapf_consensus,pi_oscillator,25.581143
pi_flash,eapf_consensus,pi_oscillator,26.087444
virtual_flash,eapf_consensus,camera,26.19162
virtual_flash,eapf_consensus,camera,26.631571
pi_flash,eapf_consensus,pi_oscillator,26.631571
virtual_flash,eapf_consensus,camera,27.174896
pi_flash,eapf_consensus,pi_oscillator,27.174896
pi_flash,eapf_consensus,pi_oscillator,27.689593
pi_flash,eapf_consensus,pi_oscillator,28.239608
virtual_flash,eapf_consensus,camera,28.396155
pi_flash,eapf_consensus,pi_oscillator,28.786772
pi_flash,eapf_consensus,pi_oscillator,29.333177
virtual_flash,eapf_consensus,camera,29.462159
pi_flash,eapf_consensus,pi_oscillator,29.877955
