t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,kuramoto,5.48021,1.5,0
0.01,0,kuramoto,5.598875,1.5,0
0.02,0,kuramoto,5.718073,1.5,0
0.03,0,kuramoto,5.837795,1.5,0
0.04,0,kuramoto,5.958027,1.5,0
0.05,0,kuramoto,6.078753,1.5,0
0.06,0,kuramoto,6.199956,1.5,0
0.07,0,kuramoto,0.038433,1.5,1
0.08,0,kuramoto,0.160536,1.5,0
0.09,0,kuramoto,0.283062,1.5,0
0.1,0,kuramoto,0.40599,1.5,0
0.11,0,kuramoto,0.529302,1.5,0
0.12,0,kuramoto,0.65298,1.5,0
0.13,0,kuramoto,0.777005,1.5,0
0.14,0,kuramoto,0.90136,1.5,0
0.15,0,kuramoto,1.026029,1.5,0
0.16,0,kuramoto,1.150994,1.5,0
0.17,0,kuramoto,1.276241,1.5,0
0.18,0,kuramoto,1.401755,1.5,0
0.19,0,kuramoto,1.527521,1.5,0
0.2,0,kuramoto,1.653527,1.5,0
0.21,0,kuramoto,1.779759,1.5,0
0.22,0,kuramoto,1.906206,1.5,0
0.23,0,kuramoto,2.032856,1.5,0
0.24,0,kuramoto,2.159698,1.5,0
0.25,0,kuramoto,2.286722,1.5,0
0.26,0,kuramoto,2.413919,1.5,0
0.27,0,kuramoto,2.541277,1.5,0
0.28,0,kuramoto,2.66879,1.5,0
0.29,0,kuramoto,2.796447,1.5,0
0.3,0,kuramoto,2.924241,1.5,0
0.31,0,kuramoto,3.052164,1.5,0
0.32,0,kuramoto,3.180209,1.5,0
0.33,0,kuramoto,3.308367,1.5,0
0.34,0,kuramoto,3.436633,1.5,0
0.35,0,kuramoto,3.564999,1.5,0
0.36,0,kuramoto,3.69346,1.5,0
0.37,0,kuramoto,3.822008,1.5,0
0.38,0,kuramoto,3.950637,1.5,0
0.39,0,kuramoto,4.079343,1.5,0
0.4,0,kuramoto,4.208118,1.5,0
0.41,0,kuramoto,4.336958,1.5,0
0.42,0,kuramoto,4.465857,1.5,0
0.43,0,kuramoto,4.594811,1.5,0
0.44,0,kuramoto,4.723813,1.5,0
0.45,0,kuramoto,4.852859,1.5,0
0.46,0,kuramoto,4.981945,1.5,0
0.47,0,kuramoto,5.111065,1.5,0
0.48,0,kuramoto,5.240216,1.5,0
0.49,0,kuramoto,5.369393,1.5,0
0.5,0,kuramoto,5.498591,1.5,0
0.51,0,kuramoto,5.627807,1.5,0
0.52,0,kuramoto,5.757036,1.5,0
0.53,0,kuramoto,5.886276,1.5,0
0.54,0,kuramoto,6.015521,1.5,0
0.55,0,kuramoto,6.144769,1.5,0
0.56,0,kuramoto,6.274015,1.5,0
0.57,0,kuramoto,0.120072,1.5,1
0.58,0,kuramoto,0.249307,1.5,0
0.59,0,kuramoto,0.37853,1.5,0
0.6,0,kuramoto,0.50774,1.5,0
0.61,0,kuramoto,0.636933,1.5,0
0.62,0,kuramoto,0.766106,1.5,0
0.63,0,kuramoto,0.895257,1.5,0
0.64,0,kuramoto,1.024383,1.5,0
0.65,0,kuramoto,1.153482,1.5,0
0.66,0,kuramoto,1.282551,1.5,0
0.67,0,kuramoto,1.411588,1.5,0
0.68,0,kuramoto,1.540591,1.5,0
0.69,0,kuramoto,1.669558,1.5,0
0.7,0,kuramoto,1.798487,1.5,0
0.71,0,kuramoto,1.927377,1.5,0
0.72,0,kuramoto,2.056224,1.5,0
0.73,0,kuramoto,2.185029,1.5,0
0.74,0,kuramoto,2.313789,1.5,0
0.75,0,kuramoto,2.442503,1.5,0
0.76,0,kuramoto,2.571169,1.5,0
0.77,0,kuramoto,2.699787,1.5,0
0.78,0,kuramoto,2.828356,1.5,0
0.79,0,kuramoto,2.956873,1.5,0
0.8,0,kuramoto,3.085339,1.5,0
0.81,0,kuramoto,3.213752,1.5,0
0.82,0,kuramoto,3.342112,1.5,0
0.83,0,kuramoto,3.470418,1.5,0
0.84,0,kuramoto,3.598669,1.5,0
0.85,0,kuramoto,3.726865,1.5,0
0.86,0,kuramoto,3.855006,1.5,0
0.87,0,kuramoto,3.98309,1.5,0
0.88,0,kuramoto,4.111118,1.5,0
0.89,0,kuramoto,4.239089,1.5,0
0.9,0,kuramoto,4.367003,1.5,0
0.91,0,kuramoto,4.49486,1.5,0
0.92,0,kuramoto,4.62266,1.5,0
0.93,0,kuramoto,4.750402,1.5,0
0.94,0,kuramoto,4.878087,1.5,0
0.95,0,kuramoto,5.005716,1.5,0
0.96,0,kuramoto,5.133287,1.5,0
0.97,0,kuramoto,5.260801,1.5,0
