t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,122.67,0.0,1031.44
1.03154,0,0,114.67,0.0,99.96
1.131592,0,0,125.33,0.0,94.05
1.225719,0,0,124.33,0.0,100.48
1.326273,0,0,104.33,0.0,100.48
1.426827,0,0,106.33,0.0,76.44
1.503349,0,0,105.67,0.0,70.89
1.574315,0,0,126.0,0.0,81.39
1.655777,0,0,125.33,0.0,80.26
1.736102,1,1,125.67,0.9984,92.25
1.828478,0,0,103.67,0.0,100.59
1.929191,0,0,106.0,0.0725,76.57
2.00588,0,0,105.67,0.051,70.3
2.076293,1,1,126.0,1.0,80.4
2.15687,1,0,125.33,0.9744,81.12
2.23811,1,0,125.67,0.9921,92.44
2.330667,0,0,103.67,0.0,100.91
2.43169,0,0,106.33,0.1016,90.0
2.521819,0,0,105.67,0.0683,70.8
2.592753,1,1,125.67,0.9985,75.89
2.668789,1,0,125.33,0.9841,72.2
2.74109,1,0,125.0,0.9684,92.97
2.83416,0,0,103.0,0.0,100.87
2.935132,0,0,106.67,0.1285,76.4
3.011632,0,0,105.67,0.0799,69.88
3.081614,1,1,125.67,1.0,80.52
3.162273,1,0,124.67,0.9537,80.0
3.242372,1,0,125.67,1.0,91.3
3.333774,0,0,103.33,0.0,100.44
3.434411,0,0,105.67,0.0909,76.4
3.510979,0,0,105.33,0.0755,69.42
3.580567,1,1,125.33,0.9845,80.88
3.661651,1,0,125.33,0.9845,81.16
3.742968,1,0,118.0,0.6482,98.18
3.84131,0,0,103.0,0.0,100.66
3.942141,0,0,106.0,0.1059,75.32
4.017634,0,0,105.33,0.0755,68.68
4.086482,1,1,125.0,0.9695,80.07
4.166755,1,0,125.0,0.9695,79.31
4.246229,1,0,122.67,0.8636,91.74
4.338137,0,0,103.67,0.0,100.78
4.439099,0,0,105.67,0.0909,75.26
4.514539,0,0,105.33,0.0755,68.93
4.583643,1,1,125.0,0.9695,79.14
4.662998,1,0,124.0,0.9241,79.49
4.742662,1,0,125.33,0.9845,90.35
4.833182,0,0,102.67,0.0,101.07
4.934423,0,0,105.33,0.0755,76.7
5.011299,0,0,104.67,0.0455,68.87
5.080357,1,1,125.0,0.9695,79.94
5.160524,1,0,125.0,0.9695,81.49
5.242199,1,0,118.0,0.6514,97.4
5.33978,0,0,103.0,0.0,100.62
5.440577,0,0,105.33,0.0755,75.87
5.516629,0,0,104.67,0.0455,69.25
5.586077,1,1,124.67,0.9545,79.97
5.666275,1,0,124.0,0.9241,79.49
5.745955,1,0,123.0,0.8786,90.85
5.836998,0,0,102.67,0.0,101.15
5.938339,0,0,105.33,0.0783,75.76
6.014287,0,0,104.33,0.0315,68.11
6.082588,1,1,124.67,0.9546,80.43
6.16326,1,0,123.67,0.9092,79.14
6.2426,1,0,125.0,0.9696,90.37
6.333169,0,0,102.33,0.0,101.59
6.43496,0,0,105.67,0.1061,74.99
6.510141,0,0,104.33,0.0462,69.88
6.580223,1,1,124.67,0.9686,80.0
6.660467,1,0,124.67,0.9686,80.7
6.741376,1,0,119.33,0.7277,97.27
6.838856,0,0,103.33,0.0015,101.27
6.940331,0,0,105.67,0.1077,75.68
7.016214,0,0,105.0,0.0773,68.05
7.084469,1,1,124.33,0.9546,80.33
7.165047,1,0,123.67,0.9247,78.57
7.243892,1,0,125.0,0.985,91.38
7.335485,0,0,103.0,0.0,100.42
7.436122,0,0,106.0,0.1343,76.67
7.513008,0,0,105.67,0.1196,68.2
7.581415,1,1,125.33,1.0,80.05
7.661722,1,0,124.0,0.9404,78.99
7.740932,1,0,125.33,1.0,90.59
7.831744,0,0,103.67,0.03,100.06
7.932046,0,0,106.67,0.1518,76.8
8.009068,0,0,106.0,0.1214,68.37
8.077655,1,1,125.67,1.0,80.61
8.158529,1,0,125.0,0.985,80.3
8.239056,1,0,125.0,0.985,92.08
8.331358,0,0,103.67,0.0157,100.79
8.432369,0,0,106.67,0.1541,75.96
8.50856,0,0,106.0,0.1232,69.18
8.577966,1,1,125.0,1.0,79.9
8.658142,1,0,124.33,0.9691,79.74
8.73812,1,0,125.0,1.0,91.76
8.830114,0,0,103.67,0.0157,101.11
8.931462,0,0,106.0,0.1092,75.56
9.007254,0,0,105.67,0.0938,68.71
9.076201,1,1,125.0,1.0,80.09
9.156569,1,0,124.0,0.9531,79.52
9.236336,1,0,124.0,0.9531,90.78
9.327355,0,0,101.67,0.0,100.18
9.427777,0,0,103.33,0.0,75.56
9.503574,0,0,103.0,0.0,68.89
9.572705,1,1,123.33,0.9241,78.77
9.651756,1,0,122.67,0.8941,77.63
9.72963,1,0,123.67,0.9395,88.16
9.818037,0,0,101.0,0.0,100.02
9.918305,0,0,104.67,0.0759,98.01
