t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
7e-06,6.6e-05,1.5,0.0,0,0.007
1.03154,3.438855,1.5,0.0,1,1031.533
1.131592,4.381822,1.5,0.0,0,100.052
1.225719,5.268948,1.5,0.0,0,94.127
1.326273,6.216644,1.5,0.0,0,100.554
1.426827,0.881157,1.5,0.0,1,100.554
1.503349,1.602363,1.5,0.0,0,76.522
1.574315,2.271196,1.5,0.0,0,70.965
1.655777,3.038957,1.5,0.0,0,81.462
1.736102,3.783845,1.5,-3.038957,0,80.325
1.828478,4.632638,1.5,-3.026801,0,92.376
1.929191,5.552354,1.5,-3.004969,0,100.713
2.00588,6.239637,1.5,-2.975484,0,76.689
2.076293,0.594408,1.505758,0.680419,1,70.413
2.15687,1.341934,1.5161,1.431977,0,80.577
2.23811,2.112676,1.530067,2.173374,0,81.241
2.330667,3.01195,1.546878,2.996199,0,92.557
2.43169,3.99174,1.565898,-2.412476,0,101.023
2.521819,4.870314,1.586608,-1.632511,0,90.129
2.592753,5.577874,1.606168,1.746275,0,70.933
2.668789,0.070755,1.624731,2.093888,1,76.036
2.74109,0.825451,1.64242,2.407684,0,72.302
2.83416,1.810369,1.659341,2.795892,0,93.07
2.935132,2.87033,1.675579,-3.083318,0,100.971
3.011632,3.670421,1.691206,-2.773756,0,76.5
3.081614,4.4209,1.705125,2.768582,0,69.983
3.162273,5.302246,1.717621,2.934282,0,80.658
3.242372,6.192774,1.728931,3.082126,0,80.099
3.333774,0.911207,1.739245,-3.045306,1,91.403
3.434411,2.006474,1.748721,-2.860304,0,100.636
3.510979,2.833331,1.75749,-2.713006,0,76.569
3.580567,3.57934,1.765573,-2.716511,0,69.587
3.661651,4.450661,1.773076,-2.562088,0,81.085
3.742968,5.324406,1.780085,-2.405357,0,81.317
3.84131,0.106513,1.786671,-2.222058,1,98.342
3.942141,1.202602,1.792891,-2.03665,0,100.832
4.017634,2.016792,1.798795,-1.890864,0,75.493
4.086482,2.758213,1.804339,-1.927938,0,68.847
4.166755,3.631752,1.809574,-1.79043,0,80.274
4.246229,4.499519,1.814541,-1.656719,0,79.474
4.338137,5.512647,1.819273,-1.51135,0,91.908
4.439099,0.350317,1.823798,-1.359317,1,100.961
4.514539,1.183273,1.828139,-1.240591,0,75.44
4.583643,1.947385,1.832331,-1.105265,0,69.104
4.662998,2.833321,1.836387,-0.988125,0,79.355
4.742662,3.72688,1.840317,-0.874652,0,79.664
4.833182,4.750038,1.844131,-0.753758,0,90.52
4.934423,5.901801,1.847837,-0.626119,0,101.241
5.011299,0.492003,1.851442,-0.527527,1,76.876
5.080357,1.278317,1.854951,-0.424157,0,69.058
5.160524,2.19772,1.858369,-0.330132,0,80.167
5.242199,3.13848,1.861702,-0.2385,0,81.674
5.33978,4.269052,1.864953,-0.136012,0,97.581
5.440577,5.441345,1.868124,-0.034668,0,100.798
5.516629,0.043927,1.871221,0.040914,1,76.051
5.586077,0.854986,1.874244,0.015672,0,69.448
5.666275,1.795401,1.877197,0.088434,0,80.198
5.745955,2.732625,1.880082,0.157837,0,79.68
5.836998,3.806971,1.8829,0.23348,0,91.043
5.938339,5.006258,1.885655,0.314143,0,101.342
6.014287,5.907852,1.888347,0.372081,0,75.948
6.082588,0.43817,1.890979,0.426598,1,68.301
6.16326,1.40109,1.893551,0.482691,0,80.672
6.2426,2.350717,1.896066,0.535218,0,79.339
6.333169,3.43662,1.898525,0.59312,0,90.569
6.43496,4.659023,1.90093,0.656092,0,101.791
6.510141,5.566304,1.903281,0.698417,0,75.181
6.580223,0.13171,1.90559,0.764077,1,70.081
6.660467,1.10413,1.907857,0.80644,0,80.245
6.741376,2.086718,1.910081,0.846965,0,80.909
6.838856,3.270347,1.912262,0.89575,0,97.479
6.940331,4.504353,1.9144,0.944622,0,101.475
7.016214,5.432832,1.916494,0.975653,0,75.883
7.084469,6.270874,1.918545,0.890653,0,68.255
7.165047,0.975624,1.920554,0.921053,1,80.579
7.243892,1.944128,1.92252,0.948999,0,78.844
7.335485,3.068121,1.924445,0.982538,0,91.593
7.436122,4.303135,1.926329,1.019342,0,100.637
7.513008,5.252408,1.928173,1.041839,0,76.886
7.581415,6.100381,1.929979,1.066334,0,68.407
7.661722,0.810752,1.931748,1.08795,1,80.307
7.740932,1.792369,1.933479,1.107619,0,79.21
7.831744,2.916292,1.935174,1.131584,0,90.813
7.932046,4.157051,1.936832,1.158613,0,100.301
8.009068,5.116013,1.938456,1.173267,0,77.022
8.077655,5.973498,1.940044,1.198391,0,68.588
8.158529,0.698675,1.941598,1.212286,1,80.874
8.239056,1.70398,1.943118,1.224812,0,80.526
8.331358,2.854195,1.944606,1.241192,0,92.302
8.432369,4.112075,1.946061,1.259958,0,101.012
8.50856,5.067715,1.947485,1.267311,0,76.191
8.577966,5.941177,1.948877,1.243124,0,69.406
8.658142,0.664109,1.950239,1.25018,1,80.176
8.73812,1.668638,1.951571,1.256312,0,79.978
8.830114,2.821355,1.952874,1.266098,0,91.995
8.931462,4.08977,1.954149,1.278377,0,101.348
9.007254,5.045367,1.955396,1.280553,0,75.792
9.076201,5.917496,1.956604,1.260735,0,68.947
9.156569,0.647417,1.957778,1.261794,1,80.368
9.236336,1.653752,1.95892,1.26203,0,79.767
9.327355,2.799191,1.96003,1.265154,0,91.019
9.427777,4.061106,1.961111,1.270456,0,100.421
9.503574,5.020315,1.962165,1.267724,0,75.797
9.572705,5.897931,1.963199,1.283511,0,69.131
9.651756,0.615226,1.964211,1.281278,1,79.05
9.72963,1.601736,1.965203,1.278146,0,77.875
9.818037,2.718805,1.966174,1.277436,0,88.407
9.918305,3.982963,1.967125,1.279403,0,100.267
10.016562,5.222911,1.968057,1.280204,0,98.258
10.082722,6.065724,1.968968,1.077578,0,66.159
10.142213,0.542573,1.96986,1.068088,1,59.492
10.222886,1.564542,1.970733,1.064233,0,80.672
10.318012,2.765486,1.971587,1.064025,0,95.126
10.41897,4.038842,1.972423,1.065143,0,100.958
10.517864,5.286866,1.97324,1.065598,0,98.894
10.585318,6.145142,1.974013,1.008895,0,67.453
10.644279,0.614829,1.974747,0.997629,1,58.961
10.722623,1.608117,1.975447,0.989926,0,78.344
10.811665,2.734223,1.976116,0.984078,0,89.042
10.911285,3.99178,1.976759,0.979943,0,99.62
11.010575,5.245407,1.977378,0.975614,0,99.289
11.078303,6.107412,1.977975,1.048645,0,67.729
11.137007,0.574369,1.978553,1.037313,1,58.704
11.214625,1.559865,1.979113,1.028621,0,77.618
11.302637,2.674845,1.979655,1.021209,0,88.012
11.402018,3.931497,1.980183,1.015189,0,99.381
11.500277,5.174449,1.980695,1.008727,0,98.259
11.567243,6.028684,1.981225,1.121309,0,66.967
11.625631,0.493434,1.981766,1.111247,1,58.387
11.698548,1.422691,1.982314,1.103337,0,72.918
11.778814,2.443852,1.982866,1.09629,0,80.266
11.870374,3.606068,1.983418,1.090806,0,91.559
11.969903,4.867968,1.983969,1.086286,0,99.529
12.039273,5.754253,1.984515,1.076336,0,69.37
12.103715,0.293974,1.985022,0.535931,1,64.442
12.179494,1.256716,1.985494,0.524542,0,75.779
12.266944,2.363822,1.985937,0.515901,0,87.45
12.366645,3.622844,1.986355,0.509694,0,99.701
12.466605,4.88439,1.986751,0.504441,0,99.96
12.538311,5.792674,1.987128,0.49724,0,71.706
12.6035,0.335929,1.987462,0.493837,1,65.19
12.679677,1.299147,1.987761,0.485049,0,76.177
12.764368,2.368364,1.98803,0.477082,0,84.691
12.861116,3.587911,1.988274,0.47,0,96.748
12.96165,4.854542,1.988496,0.46335,0,100.533
13.034135,5.770559,1.988702,0.455727,0,72.485
13.099318,0.31226,1.988947,0.520871,1,65.184
13.176178,1.283157,1.989222,0.520085,0,76.859
13.257822,2.313991,1.989521,0.519753,0,81.644
13.353624,3.521959,1.989837,0.520984,0,95.802
13.453451,4.780459,1.990166,0.5225,0,99.827
13.523722,5.669583,1.990504,0.520333,0,70.272
13.588286,0.204713,1.990903,0.626642,1,64.564
13.664372,1.167672,1.991349,0.630984,0,76.085
13.737701,2.09665,1.991831,0.634214,0,73.329
13.822078,3.164384,1.99234,0.639062,0,84.377
13.919005,4.389724,1.992868,0.645772,0,96.927
14.016231,5.619339,1.99341,0.651982,0,97.226
14.082771,0.182016,1.993948,0.67479,1,66.54
14.141213,0.92684,1.994481,0.67175,0,58.441
14.220327,1.931078,1.995008,0.671579,0,79.114
14.314585,3.125544,1.995528,0.673328,0,94.258
14.414916,4.396572,1.99604,0.675555,0,100.331
14.513913,5.651302,1.996543,0.677147,0,98.998
14.580545,0.21706,1.997012,0.63873,1,66.631
14.6398,0.973563,1.99745,0.63157,0,59.256
14.718242,1.970928,1.997863,0.626197,0,78.442
14.807046,3.098473,1.998253,0.621693,0,88.803
14.90644,4.359121,1.998624,0.618037,0,99.394
15.006477,5.627984,1.998977,0.614296,0,100.037
15.073747,0.202468,1.999343,0.663912,1,67.27
15.133128,0.961264,1.999716,0.658706,0,59.381
15.208613,1.922606,2.000094,0.655288,0,75.486
15.291858,2.981658,2.000474,0.652588,0,83.244
15.387388,4.195353,2.000855,0.651132,0,95.53
