t_s,event_type
1.03154,follower_flash
1.426827,follower_flash
1.736102,leader_flash
2.076293,leader_flash
2.076293,follower_flash
2.592753,leader_flash
2.668789,follower_flash
3.081614,leader_flash
3.333774,follower_flash
3.580567,leader_flash
3.84131,follower_flash
4.086482,leader_flash
4.439099,follower_flash
4.583643,leader_flash
5.011299,follower_flash
5.080357,leader_flash
5.516629,follower_flash
5.586077,leader_flash
6.082588,leader_flash
6.082588,follower_flash
6.580223,leader_flash
6.580223,follower_flash
7.084469,leader_flash
7.165047,follower_flash
7.581415,leader_flash
7.661722,follower_flash
8.077655,leader_flash
8.158529,follower_flash
8.577966,leader_flash
8.658142,follower_flash
9.076201,leader_flash
9.156569,follower_flash
9.572705,leader_flash
9.651756,follower_flash
10.082722,leader_flash
10.142213,follower_flash
10.585318,leader_flash
10.644279,follower_flash
11.078303,leader_flash
11.137007,follower_flash
11.567243,leader_flash
11.625631,follower_flash
12.103715,leader_flash
12.103715,follower_flash
12.6035,leader_flash
12.6035,follower_flash
13.099318,leader_flash
13.099318,follower_flash
13.588286,leader_flash
13.588286,follower_flash
14.082771,leader_flash
14.082771,follower_flash
14.580545,leader_flash
14.580545,follower_flash
15.073747,leader_flash
15.073747,follower_flash
15.556378,follower_flash
15.617454,leader_flash
16.107163,leader_flash
16.107163,follower_flash
16.59775,leader_flash
16.59775,follower_flash
17.081062,leader_flash
17.081062,follower_flash
17.578566,leader_flash
17.578566,follower_flash
18.077391,leader_flash
18.077391,follower_flash
18.562359,follower_flash
18.621728,leader_flash
19.040468,follower_flash
19.104938,leader_flash
19.535538,follower_flash
19.600047,leader_flash
20.020888,follower_flash
20.085001,leader_flash
20.518247,follower_flash
20.584342,leader_flash
21.01329,follower_flash
21.079536,leader_flash
21.563652,follower_flash
21.622562,leader_flash
22.039079,follower_flash
22.103276,leader_flash
22.526582,follower_flash
22.591765,leader_flash
23.071184,leader_flash
23.071184,follower_flash
23.511989,follower_flash
23.598086,leader_flash
24.015923,follower_flash
24.082543,leader_flash
24.518548,follower_flash
24.584843,leader_flash
25.012394,follower_flash
25.077662,leader_flash
25.493653,follower_flash
25.619094,leader_flash
26.042863,follower_flash
26.103945,leader_flash
26.513183,follower_flash
26.577472,leader_flash
27.008263,follower_flash
27.074382,leader_flash
27.478503,follower_flash
27.608346,leader_flash
28.019201,follower_flash
28.082696,leader_flash
28.506966,follower_flash
28.572464,leader_flash
28.975623,follower_flash
29.107066,leader_flash
29.520582,follower_flash
29.582897,leader_flash
29.995053,follower_flash
