event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.421009
virtual_flash,kuramoto,camera,1.030001
pi_flash,kuramoto,pi_oscillator,1.35958
virtual_flash,kuramoto,camera,1.962847
pi_flash,kuramoto,pi_oscillator,2.175814
virtual_flash,kuramoto,camera,2.484873
pi_flash,kuramoto,pi_oscillator,3.001816
virtual_flash,kuramoto,camera,3.15878
virtual_flash,kuramoto,camera,3.744908
pi_flash,kuramoto,pi_oscillator,3.847483
virtual_flash,kuramoto,camera,4.097257
virtual_flash,kuramoto,camera,4.646581
pi_flash,kuramoto,pi_oscillator,4.696564
virtual_flash,kuramoto,camera,5.094958
pi_flash,kuramoto,pi_oscillator,5.483882
virtual_flash,kuramoto,camera,5.734519
virtual_flash,kuramoto,camera,6.270801
pi_flash,kuramoto,pi_oscillator,6.370231
virtual_flash,kuramoto,camera,6.68549
pi_flash,kuramoto,pi_oscillator,7.241115
virtual_flash,kuramoto,camera,7.389117
virtual_flash,kuramoto,camera,7.901209
pi_flash,kuramoto,pi_oscillator,8.000935
virtual_flash,kuramoto,camera,8.451216
pi_flash,kuramoto,pi_oscillator,8.768064
virtual_flash,kuramoto,camera,8.960756
virtual_flash,kuramoto,camera,9.524143
pi_flash,kuramoto,pi_oscillator,9.570889
virtual_flash,kuramoto,camera,10.048599
pi_flash,kuramoto,pi_oscillator,10.248612
virtual_flash,kuramoto,camera,10.565029
pi_flash,kuramoto,pi_oscillator,11.150219
virtual_flash,kuramoto,camera,11.286094
virtual_flash,kuramoto,camera,11.727947
virtual_flash,kuramoto,camera,12.297936
pi_flash,kuramoto,pi_oscillator,12.297936
virtual_flash,kuramoto,camera,12.857499
pi_flash,kuramoto,pi_oscillator,12.950959
virtual_flash,kuramoto,camera,13.40614
pi_flash,kuramoto,pi_oscillator,13.720866
virtual_flash,kuramoto,camera,14.054595
virtual_flash,kuramoto,camera,14.568211
pi_flash,kuramoto,pi_oscillator,14.659944
virtual_flash,kuramoto,camera,15.008454
pi_flash,kuramoto,pi_oscillator,15.535323
virtual_flash,kuramoto,camera,15.665794
virtual_flash,kuramoto,camera,16.182431
pi_flash,kuramoto,pi_oscillator,16.282043
virtual_flash,kuramoto,camera,16.729924
pi_flash,kuramoto,pi_oscillator,17.039847
virtual_flash,kuramoto,camera,17.376469
virtual_flash,kuramoto,camera,17.815426
pi_flash,kuramoto,pi_oscillator,17.950622
virtual_flash,kuramoto,camera,18.371502
virtual_flash,kuramoto,camera,18.925783
pi_flash,kuramoto,pi_oscillator,18.925783
virtual_flash,kuramoto,camera,19.438849
pi_flash,kuramoto,pi_oscillator,19.588307
virtual_flash,kuramoto,camera,19.99943
pi_flash,kuramoto,pi_oscillator,20.568563
virtual_flash,kuramoto,camera,20.685888
virtual_flash,kuramoto,camera,21.083782
pi_flash,kuramoto,pi_oscillator,21.324156
virtual_flash,kuramoto,camera,21.738659
virtual_flash,kuramoto,camera,22.250834
pi_flash,kuramoto,pi_oscillator,22.343163
virtual_flash,kuramoto,camera,22.688756
pi_flash,kuramoto,pi_oscillator,23.21344
virtual_flash,kuramoto,camera,23.338604
virtual_flash,kuramoto,camera,23.796645
pi_flash,kuramoto,pi_oscillator,23.958399
virtual_flash,kuramoto,camera,24.329641
pi_flash,kuramoto,pi_oscillator,24.87028
virtual_flash,kuramoto,camera,24.984833
virtual_flash,kuramoto,camera,25.394902
pi_flash,kuramoto,pi_oscillator,25.70044
virtual_flash,kuramoto,camera,25.951306
pi_flash,kuramoto,pi_oscillator,26.570472
virtual_flash,kuramoto,camera,26.691634
virtual_flash,kuramoto,camera,27.046289
pi_flash,kuramoto,pi_oscillator,27.487714
virtual_flash,kuramoto,camera,27.694379
virtual_flash,kuramoto,camera,28.123429
pi_flash,kuramoto,pi_oscillator,28.303514
virtual_flash,kuramoto,camera,28.678935
pi_flash,kuramoto,pi_oscillator,29.257062
virtual_flash,kuramoto,camera,29.383022
