K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
2.5,0,-0.016458356,-0.199495227,0.033,0.520664288,0,0,0,1.920623371,2.0,0.5,2.091165711,5.430147473,5.031915599,0.398231874,0.398231874,0,0.033514,,-2.940749887
2.5,0,-0.017786588,-0.215595004,0.033,0.522406683,0,0,0,1.914217474,1.920623371,0.5,2.505855942,5.827051115,5.430147473,0.396903642,0.396903642,0,0.067091,,-2.924291531
2.5,0,-0.019216583,-0.232928284,0.033,0.524295656,0,0,0,1.90732078,1.914217474,0.5,2.920546172,6.222524762,5.827051115,0.395473647,0.395473647,0,0.100573,,-2.906504943
2.5,0,-0.020754701,-0.251572138,0.033,0.526342764,1,1,1,1.899902627,1.90732078,0.5,3.335236402,0.333274984,6.222524762,0.393935529,0.393935529,0,0.134178,,-2.88728836
2.5,0,-0.022407306,-0.271603715,0.033,0.528560135,1,0,0,1.891932315,1.899902627,0.5,3.749926632,0.725557907,0.333274984,0.392282924,0.392282924,0,0.167397,,-2.866533658
2.5,0,-0.024180645,-0.293098726,0.033,0.530960373,1,0,0,1.883379722,1.891932315,0.5,4.164616863,1.116067493,0.725557907,0.390509585,0.390509585,0,0.201354,,-2.844126352
2.5,0,-0.026080682,-0.316129473,0.033,0.533556409,1,0,0,1.874216079,1.883379722,0.5,4.579307093,1.504677041,1.116067493,0.388609549,0.388609549,0,0.234892,,-2.819945707
2.5,0,-0.028112891,-0.34076232,0.033,0.536361277,1,0,0,1.864414981,1.874216079,0.5,4.993997323,1.89125438,1.504677041,0.386577339,0.386577339,0,0.268418,,-2.793865025
2.5,0,-0.030281997,-0.36705451,0.033,0.53938781,1,0,0,1.853953651,1.864414981,0.5,5.408687554,2.275662613,1.89125438,0.384408233,0.384408233,0,0.30199,,-2.765752134
2.5,0,-0.032591643,-0.39505022,0.033,0.542648212,1,0,0,1.842814512,1.853953651,0.5,5.823377784,2.657761201,2.275662613,0.382098587,0.382098587,0,0.335273,,-2.735470137
2.5,0,-0.035043999,-0.424775747,0.033,0.546153493,1,0,0,1.8309871,1.842814512,0.5,6.238068014,3.037407432,2.657761201,0.379646231,0.379646231,0,0.368383,,-2.702878494
2.5,0,-0.037639283,-0.456233735,0.033,0.549912729,1,0,0,1.818470365,1.8309871,0.5,0.369572937,3.414458379,3.037407432,0.377050947,0.377050947,0,0.401752,,-2.667834495
2.5,0,-0.040375201,-0.48939638,0.033,0.553932114,1,0,0,1.805275368,1.818470365,0.5,0.784263167,3.788773408,3.414458379,0.374315029,0.374315029,0,0.434856,,-2.630195211
2.5,0,-0.043246304,-0.524197629,0.033,0.558213772,1,0,0,1.79142839,1.805275368,0.5,1.198953398,4.160217334,3.788773408,0.371443926,0.371443926,0,0.467992,,-2.58982001
2.5,0,0.04685054,0.567885336,0.033,0.449245502,1,0,0,2.225954396,1.79142839,0.5,0.41469023,4.621758104,4.160217334,0.461540771,0.461540771,1,0.501576,,2.537658204
2.5,0,0.049979419,0.605811137,0.033,0.446220483,1,0,0,2.241044593,2.225954396,0.5,0.829380461,5.086427753,4.621758104,0.464669649,0.464669649,0,0.535144,,2.490807664
2.5,0,0.053196177,0.644802151,0.033,0.443152679,1,0,0,2.256558624,2.241044593,0.5,1.244070691,5.554314161,5.086427753,0.467886408,0.467886408,0,0.568344,,2.440828245
2.5,0,0.056473834,0.684531323,0.033,0.440069884,1,0,0,2.272366359,2.256558624,0.5,1.658760921,6.025478225,5.554314161,0.471164064,0.471164064,0,0.601636,,2.387632067
2.5,0,0.059778398,0.724586638,0.033,0.4370049,2,1,1,2.288303863,2.272366359,0.5,2.073451151,0.216761546,6.025478225,0.474468628,0.474468628,0,0.635254,,2.331158233
2.5,0,0.063068457,0.764466151,0.033,0.433995489,2,0,0,2.304171417,2.288303863,0.5,2.488141382,0.694520234,0.216761546,0.477758688,0.477758688,0,0.668476,,2.271379835
2.5,0,0.066295126,0.80357728,0.033,0.43108405,2,0,0,2.319733241,2.304171417,0.5,2.902831612,1.17550559,0.694520234,0.480985356,0.480985356,0,0.701992,,2.208311378
2.5,0,0.069402468,0.841242038,0.033,0.428316965,2,0,0,2.334719572,2.319733241,0.5,3.317521842,1.659598288,1.17550559,0.484092698,0.484092698,0,0.735547,,2.142016252
2.5,0,0.072328557,0.876709777,0.033,0.425743566,2,0,0,2.348831737,2.334719572,0.5,3.732212072,2.146617075,1.659598288,0.487018787,0.487018787,0,0.768794,,2.072613784
2.5,0,0.075007242,0.909178693,0.033,0.423414714,2,0,0,2.361750708,2.348831737,0.5,4.146902303,2.636314548,2.146617075,0.489697472,0.489697472,0,0.801985,,2.000285228
2.5,0,0.077370689,0.937826533,0.033,0.421380986,2,0,0,2.373149321,2.361750708,0.5,4.561592533,3.128375467,2.636314548,0.492060919,0.492060919,0,0.835509,,1.925277985
2.5,0,0.079352611,0.961849826,0.033,0.419690557,2,0,0,2.382707886,2.373149321,0.5,4.976282763,3.622418308,3.128375467,0.494042841,0.494042841,0,0.869079,,1.847907296
2.5,0,0.08089203,0.98050946,0.033,0.418386879,2,0,0,2.390132318,2.382707886,0.5,5.390972994,4.118000569,3.622418308,0.495582261,0.495582261,0,0.902518,,1.768554686
2.5,0,0.081937259,0.993178899,0.033,0.417506319,2,0,0,2.395173328,2.390132318,0.5,5.805663224,4.614628058,4.118000569,0.496627489,0.496627489,0,0.935998,,1.687662655
2.5,0,0.082449678,0.999390042,0.033,0.417075981,2,0,0,2.397644663,2.395173328,0.5,6.220353454,5.111767967,4.614628058,0.497139909,0.497139909,0,0.969176,,1.605725396
2.5,0,0.082406866,0.998871108,0.033,0.417111901,2,0,0,2.397438186,2.397644663,0.5,0.351858377,5.608865064,5.111767967,0.497097097,0.497097097,0,1.002275,,1.523275718
2.5,0,0.081804632,0.991571293,0.033,0.417617847,2,0,0,2.394533682,2.397438186,0.5,0.766548607,6.105359925,5.608865064,0.496494862,0.496494862,0,1.035429,,1.440868851
2.5,0,0.080657641,0.977668373,0.033,0.418584852,3,1,1,2.389001886,2.394533682,0.5,1.181238838,0.317522489,6.105359925,0.495347871,0.495347871,0,1.068763,,1.35906422
2.5,0,0.078998517,0.957557786,0.033,0.419991576,3,0,0,2.381000137,2.389001886,0.5,1.595929068,0.811211237,0.317522489,0.493688748,0.493688748,0,1.102131,,1.278406579
2.5,0,0.076875515,0.931824429,0.033,0.421805459,3,0,0,2.37076116,2.381000137,0.5,2.010619298,1.302776983,0.811211237,0.491565746,0.491565746,0,1.135666,,1.199408061
2.5,0,0.074349078,0.90120094,0.033,0.423984559,3,0,0,2.358576461,2.37076116,0.5,2.425309529,1.79181629,1.302776983,0.489039308,0.489039308,0,1.169246,,1.122532546
2.5,0,0.07148773,0.866517941,0.033,0.426479874,3,0,0,2.344776534,2.358576461,0.5,2.839999759,2.277994251,1.79181629,0.48617796,0.48617796,0,1.202838,,1.048183468
