t_s,event_type
1.050173,follower_flash
1.342511,follower_flash
1.644213,leader_flash
1.783604,follower_flash
2.099075,leader_flash
2.56307,leader_flash
2.646902,follower_flash
3.011991,follower_flash
3.099863,leader_flash
3.475981,follower_flash
3.55014,leader_flash
3.910462,follower_flash
4.100877,leader_flash
4.395885,follower_flash
4.552073,leader_flash
4.830707,follower_flash
5.066549,leader_flash
5.268998,follower_flash
5.352409,follower_flash
5.585061,leader_flash
5.788102,follower_flash
6.100669,leader_flash
6.231279,follower_flash
6.550372,leader_flash
6.680173,follower_flash
7.099941,leader_flash
7.099941,follower_flash
7.549274,leader_flash
7.549274,follower_flash
8.031117,follower_flash
8.099186,leader_flash
8.545375,leader_flash
8.545375,follower_flash
9.057008,leader_flash
9.057008,follower_flash
9.476846,follower_flash
9.566601,leader_flash
9.987204,follower_flash
10.077252,leader_flash
10.506572,follower_flash
10.593912,leader_flash
10.968298,follower_flash
11.042731,leader_flash
11.484376,follower_flash
11.55813,leader_flash
11.982947,follower_flash
12.072593,leader_flash
12.501009,follower_flash
12.590643,leader_flash
12.985071,follower_flash
13.066532,leader_flash
13.498426,follower_flash
14.049828,leader_flash
14.049828,follower_flash
14.544486,leader_flash
14.544486,follower_flash
15.023993,leader_flash
15.023993,follower_flash
15.541502,follower_flash
15.677265,leader_flash
16.041895,follower_flash
16.177006,leader_flash
16.541199,leader_flash
16.541199,follower_flash
17.043212,leader_flash
17.043212,follower_flash
17.549632,leader_flash
17.549632,follower_flash
18.032022,leader_flash
18.032022,follower_flash
18.583943,leader_flash
18.583943,follower_flash
19.02534,leader_flash
19.02534,follower_flash
19.541431,leader_flash
19.541431,follower_flash
20.041729,leader_flash
20.041729,follower_flash
20.542115,leader_flash
20.542115,follower_flash
21.042036,leader_flash
21.042036,follower_flash
21.542637,leader_flash
21.542637,follower_flash
22.042523,leader_flash
22.042523,follower_flash
22.542175,leader_flash
22.542175,follower_flash
23.041379,leader_flash
23.041379,follower_flash
23.54234,leader_flash
23.54234,follower_flash
24.042301,leader_flash
24.042301,follower_flash
24.540977,leader_flash
24.540977,follower_flash
25.042486,leader_flash
25.042486,follower_flash
25.54319,leader_flash
25.54319,follower_flash
26.041373,leader_flash
26.041373,follower_flash
26.542707,leader_flash
26.542707,follower_flash
27.043499,leader_flash
27.043499,follower_flash
27.543011,leader_flash
27.543011,follower_flash
28.043651,leader_flash
28.043651,follower_flash
28.542254,leader_flash
28.542254,follower_flash
29.043373,leader_flash
29.043373,follower_flash
29.542822,leader_flash
29.542822,follower_flash
