t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.6e-05,0.000237,2.3,0.0,0,0.016
1.050173,2.610024,2.3,0.0,1,1050.157
1.111152,3.491252,2.3,0.0,0,60.979
1.170554,4.349692,2.3,0.0,0,59.402
1.256776,5.595715,2.3,0.0,0,86.222
1.342511,0.551505,2.3,0.0,1,85.734
1.428187,1.789645,2.3,0.0,0,85.677
1.489215,2.671571,2.3,0.0,0,61.027
1.579981,3.983266,2.3,0.0,0,90.766
1.644213,4.9207,2.3,2.299919,0,64.232
1.709735,5.884108,2.3,2.290719,0,65.522
1.783604,0.690739,2.3,2.274197,1,73.869
1.866869,1.92089,2.3,2.251882,0,83.265
1.951109,3.168649,2.3,2.225022,0,84.239
2.010959,4.066657,2.3,2.194635,0,59.851
2.099075,5.375159,2.299594,2.160316,0,88.116
2.160323,0.013374,2.298864,2.086288,0,61.249
2.229358,1.047698,2.297879,2.006306,0,69.035
2.308534,2.228263,2.296694,1.919678,0,79.176
2.393907,3.49749,2.295352,1.829572,0,85.373
2.480517,4.783348,2.293891,1.739597,0,86.61
2.56307,6.008348,2.292254,1.439007,0,82.553
2.646902,0.96606,2.290481,1.342934,1,83.831
2.711382,1.925888,2.288608,1.2633,0,64.481
2.785482,3.021621,2.286661,1.179303,0,74.1
2.867862,4.233759,2.284663,1.092141,0,82.381
2.952324,5.473053,2.282633,1.006272,0,84.462
3.011991,0.070864,2.280584,0.939678,1,59.667
3.099863,1.349644,2.278444,-0.140094,0,87.872
3.161488,2.246725,2.276239,-0.207446,0,61.624
3.230354,3.242454,2.273991,-0.274696,0,68.866
3.309671,4.382994,2.271717,-0.344701,0,79.317
3.394226,5.594042,2.269432,-0.413868,0,84.554
3.475981,0.478044,2.267147,-0.476704,1,81.755
3.55014,1.533478,2.264956,-0.520227,0,74.159
3.616008,2.467878,2.262851,-0.555839,0,65.868
3.678279,3.348517,2.260822,-0.586598,0,62.271
3.747244,4.321917,2.258861,-0.618354,0,68.965
3.82659,5.440442,2.256964,-0.653098,0,79.346
3.910462,0.337782,2.255125,-0.68782,1,83.871
3.973352,1.218983,2.25334,-0.709996,0,62.89
4.032235,2.04181,2.251604,-0.728464,0,58.883
