t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.6e-05,0,0,97.33,0.0,1050.07
1.050173,0,0,97.33,0.0,60.89
1.111152,0,0,52.33,0.0,59.33
1.170554,0,0,110.67,0.0,86.15
1.256776,0,0,97.0,0.0,85.66
1.342511,0,0,95.67,0.0,85.6
1.428187,0,0,95.67,0.0,60.96
1.489215,0,0,92.67,0.0,90.69
1.579981,0,0,106.67,0.0,64.16
1.644213,1,1,108.33,0.9883,65.39
1.709735,1,0,111.67,1.0,73.75
1.783604,0,0,96.0,0.1735,83.15
1.866869,0,0,96.0,0.1612,84.13
1.951109,0,0,94.67,0.0838,59.74
2.010959,0,0,98.0,0.2785,88.0
2.099075,1,1,106.67,0.8212,61.06
2.160323,1,0,110.33,0.9918,68.91
2.229358,1,0,110.67,1.0,79.06
2.308534,0,0,96.0,0.1055,85.25
2.393907,0,0,97.67,0.1975,86.49
2.480517,0,0,95.67,0.0625,82.45
2.56307,1,1,107.0,0.7708,83.67
2.646902,1,0,108.67,0.8772,64.37
2.711382,1,0,111.33,1.0,73.99
2.785482,0,0,96.0,0.0596,82.27
2.867862,0,0,95.33,0.0211,84.36
2.952324,0,0,94.0,0.0,59.57
3.011991,0,0,98.0,0.2179,87.68
3.099863,1,1,106.33,0.731,61.41
3.161488,1,0,110.0,0.9583,68.7
3.230354,1,0,111.0,1.0,79.15
3.309671,0,0,95.67,0.0586,84.39
3.394226,0,0,97.33,0.1593,81.59
3.475981,0,0,95.67,0.0508,73.98
3.55014,1,1,107.33,0.7877,65.66
3.616008,1,0,107.0,0.7658,62.1
3.678279,1,0,110.67,1.0,68.79
3.747244,1,0,106.33,0.7207,79.15
3.82659,0,0,96.33,0.0732,83.67
3.910462,0,0,96.67,0.0913,62.71
3.973352,0,0,94.33,0.0,58.69
4.032235,0,0,98.67,0.2469,68.46
4.100877,1,1,106.33,0.7265,60.94
4.162044,1,0,110.0,0.9576,69.33
4.231546,1,0,110.67,1.0,79.26
4.310982,0,0,95.0,0.0104,84.73
4.395885,0,0,97.0,0.1349,81.59
4.477666,0,0,95.0,0.0063,74.22
4.552073,1,1,108.0,0.8303,67.16
4.619459,1,0,106.67,0.7453,62.66
