event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.713047
virtual_flash,kuramoto,camera,1.12865
pi_flash,kuramoto,pi_oscillator,1.12865
pi_flash,kuramoto,pi_oscillator,1.533916
virtual_flash,kuramoto,camera,1.677818
pi_flash,kuramoto,pi_oscillator,2.049771
virtual_flash,kuramoto,camera,2.169026
virtual_flash,kuramoto,camera,2.537347
pi_flash,kuramoto,pi_oscillator,2.537347
pi_flash,kuramoto,pi_oscillator,2.925733
virtual_flash,kuramoto,camera,3.03901
pi_flash,kuramoto,pi_oscillator,3.406585
pi_flash,kuramoto,pi_oscillator,3.907634
virtual_flash,kuramoto,camera,4.056705
pi_flash,kuramoto,pi_oscillator,4.378936
pi_flash,kuramoto,pi_oscillator,4.841494
virtual_flash,kuramoto,camera,4.956434
pi_flash,kuramoto,pi_oscillator,5.321681
virtual_flash,kuramoto,camera,5.42062
pi_flash,kuramoto,pi_oscillator,5.76793
virtual_flash,kuramoto,camera,5.881484
pi_flash,kuramoto,pi_oscillator,6.258607
virtual_flash,kuramoto,camera,6.733672
pi_flash,kuramoto,pi_oscillator,6.733672
pi_flash,kuramoto,pi_oscillator,7.156549
virtual_flash,kuramoto,camera,7.269575
pi_flash,kuramoto,pi_oscillator,7.628889
pi_flash,kuramoto,pi_oscillator,8.079922
virtual_flash,kuramoto,camera,8.279311
pi_flash,kuramoto,pi_oscillator,8.59197
pi_flash,kuramoto,pi_oscillator,9.064088
virtual_flash,kuramoto,camera,9.171263
virtual_flash,kuramoto,camera,9.538256
pi_flash,kuramoto,pi_oscillator,9.538256
pi_flash,kuramoto,pi_oscillator,9.969991
virtual_flash,kuramoto,camera,10.088086
pi_flash,kuramoto,pi_oscillator,10.406698
virtual_flash,kuramoto,camera,10.649243
pi_flash,kuramoto,pi_oscillator,10.863229
virtual_flash,kuramoto,camera,10.999779
pi_flash,kuramoto,pi_oscillator,11.343536
virtual_flash,kuramoto,camera,11.456447
pi_flash,kuramoto,pi_oscillator,11.819799
virtual_flash,kuramoto,camera,11.939982
pi_flash,kuramoto,pi_oscillator,12.272662
virtual_flash,kuramoto,camera,12.399405
pi_flash,kuramoto,pi_oscillator,12.74722
virtual_flash,kuramoto,camera,12.868176
pi_flash,kuramoto,pi_oscillator,13.231604
virtual_flash,kuramoto,camera,13.354385
virtual_flash,kuramoto,camera,14.191563
pi_flash,kuramoto,pi_oscillator,14.191563
pi_flash,kuramoto,pi_oscillator,14.623781
virtual_flash,kuramoto,camera,14.726398
pi_flash,kuramoto,pi_oscillator,15.084351
virtual_flash,kuramoto,camera,15.335072
pi_flash,kuramoto,pi_oscillator,15.534894
virtual_flash,kuramoto,camera,15.734393
pi_flash,kuramoto,pi_oscillator,15.95298
pi_flash,kuramoto,pi_oscillator,16.346465
virtual_flash,kuramoto,camera,16.559059
pi_flash,kuramoto,pi_oscillator,16.765371
pi_flash,kuramoto,pi_oscillator,17.151747
pi_flash,kuramoto,pi_oscillator,17.552686
virtual_flash,kuramoto,camera,17.67766
pi_flash,kuramoto,pi_oscillator,18.062314
virtual_flash,kuramoto,camera,18.295258
pi_flash,kuramoto,pi_oscillator,18.495087
virtual_flash,kuramoto,camera,18.727355
pi_flash,kuramoto,pi_oscillator,18.892284
pi_flash,kuramoto,pi_oscillator,19.281713
virtual_flash,kuramoto,camera,19.40692
pi_flash,kuramoto,pi_oscillator,19.763065
virtual_flash,kuramoto,camera,19.914664
virtual_flash,kuramoto,camera,20.265272
pi_flash,kuramoto,pi_oscillator,20.265272
virtual_flash,kuramoto,camera,20.699048
pi_flash,kuramoto,pi_oscillator,20.699048
pi_flash,kuramoto,pi_oscillator,21.134775
virtual_flash,kuramoto,camera,21.247738
pi_flash,kuramoto,pi_oscillator,21.576333
pi_flash,kuramoto,pi_oscillator,22.059864
pi_flash,kuramoto,pi_oscillator,22.609999
pi_flash,kuramoto,pi_oscillator,23.01869
virtual_flash,kuramoto,camera,23.213325
pi_flash,kuramoto,pi_oscillator,23.495618
virtual_flash,kuramoto,camera,23.925471
pi_flash,kuramoto,pi_oscillator,23.925471
pi_flash,kuramoto,pi_oscillator,24.356331
virtual_flash,kuramoto,camera,24.472617
pi_flash,kuramoto,pi_oscillator,24.832564
pi_flash,kuramoto,pi_oscillator,25.30016
virtual_flash,kuramoto,camera,25.421338
virtual_flash,kuramoto,camera,25.773886
pi_flash,kuramoto,pi_oscillator,25.773886
pi_flash,kuramoto,pi_oscillator,26.204701
virtual_flash,kuramoto,camera,26.340216
pi_flash,kuramoto,pi_oscillator,26.694071
virtual_flash,kuramoto,camera,26.893718
pi_flash,kuramoto,pi_oscillator,27.168784
pi_flash,kuramoto,pi_oscillator,27.532855
virtual_flash,kuramoto,camera,27.716113
pi_flash,kuramoto,pi_oscillator,28.016472
pi_flash,kuramoto,pi_oscillator,28.471175
virtual_flash,kuramoto,camera,28.723201
pi_flash,kuramoto,pi_oscillator,28.877398
pi_flash,kuramoto,pi_oscillator,29.260448
virtual_flash,kuramoto,camera,29.452698
pi_flash,kuramoto,pi_oscillator,29.70221
virtual_flash,kuramoto,camera,29.882931
