t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,eapf,4.290331,1.5,0
0.01,0,eapf,4.384579,1.5,0
0.02,0,eapf,4.478827,1.5,0
0.03,0,eapf,4.573075,1.5,0
0.04,0,eapf,4.667322,1.5,0
0.05,0,eapf,4.76157,1.5,0
0.06,0,eapf,4.855818,1.5,0
0.07,0,eapf,4.950066,1.5,0
0.08,0,eapf,5.044313,1.5,0
0.09,0,eapf,5.138561,1.5,0
0.1,0,eapf,5.232809,1.5,0
0.11,0,eapf,5.327057,1.5,0
0.12,0,eapf,5.421305,1.5,0
0.13,0,eapf,5.515552,1.5,0
0.14,0,eapf,5.6098,1.5,0
0.15,0,eapf,5.704048,1.5,0
0.16,0,eapf,5.798296,1.5,0
0.17,0,eapf,5.892544,1.5,0
0.18,0,eapf,5.986791,1.5,0
0.19,0,eapf,6.081039,1.5,0
0.2,0,eapf,6.175287,1.5,0
0.21,0,eapf,6.269535,1.5,0
0.22,0,eapf,0.080597,1.5,1
0.23,0,eapf,0.174845,1.5,0
0.24,0,eapf,0.269093,1.5,0
0.25,0,eapf,0.36334,1.5,0
0.26,0,eapf,0.457588,1.5,0
0.27,0,eapf,0.551836,1.5,0
0.28,0,eapf,0.646084,1.5,0
0.29,0,eapf,0.740332,1.5,0
0.3,0,eapf,0.834579,1.5,0
0.31,0,eapf,0.928827,1.5,0
0.32,0,eapf,1.023075,1.5,0
0.33,0,eapf,1.117323,1.5,0
0.34,0,eapf,1.21157,1.5,0
0.35,0,eapf,1.305818,1.5,0
0.36,0,eapf,1.400066,1.5,0
0.37,0,eapf,1.494314,1.5,0
0.38,0,eapf,1.588562,1.5,0
0.39,0,eapf,1.682809,1.5,0
0.4,0,eapf,1.777057,1.5,0
0.41,0,eapf,1.871305,1.5,0
0.42,0,eapf,1.965553,1.5,0
0.43,0,eapf,2.0598,1.5,0
0.44,0,eapf,2.154048,1.5,0
0.45,0,eapf,2.248296,1.5,0
0.46,0,eapf,2.342544,1.5,0
0.47,0,eapf,2.436792,1.5,0
0.48,0,eapf,2.531039,1.5,0
0.49,0,eapf,2.625287,1.5,0
0.5,0,eapf,2.719535,1.5,0
0.51,0,eapf,2.813783,1.5,0
0.52,0,eapf,2.90803,1.5,0
0.53,0,eapf,3.002278,1.5,0
0.54,0,eapf,3.096526,1.5,0
0.55,0,eapf,3.190774,1.5,0
0.56,0,eapf,3.285022,1.5,0
0.57,0,eapf,3.379269,1.5,0
0.58,0,eapf,3.473517,1.5,0
0.59,0,eapf,3.567765,1.5,0
0.6,0,eapf,3.662013,1.5,0
0.61,0,eapf,3.75626,1.5,0
0.62,0,eapf,3.850508,1.5,0
0.63,0,eapf,3.944756,1.5,0
0.64,0,eapf,4.039004,1.5,0
0.65,0,eapf,4.133252,1.5,0
0.66,0,eapf,4.227499,1.5,0
0.67,0,eapf,4.321747,1.5,0
0.68,0,eapf,4.415995,1.5,0
0.69,0,eapf,4.510243,1.5,0
0.7,0,eapf,4.604491,1.5,0
0.71,0,eapf,4.698738,1.5,0
0.72,0,eapf,4.792986,1.5,0
0.73,0,eapf,4.887234,1.5,0
0.74,0,eapf,4.981482,1.5,0
0.75,0,eapf,5.075729,1.5,0
0.76,0,eapf,5.169977,1.5,0
0.77,0,eapf,5.264225,1.5,0
0.78,0,eapf,5.358473,1.5,0
0.79,0,eapf,5.452721,1.5,0
0.8,0,eapf,5.546968,1.5,0
0.81,0,eapf,5.641216,1.5,0
0.82,0,eapf,5.735464,1.5,0
0.83,0,eapf,5.829712,1.5,0
0.84,0,eapf,5.923959,1.5,0
0.85,0,eapf,6.018207,1.5,0
0.86,0,eapf,6.112455,1.5,0
0.87,0,eapf,6.206703,1.5,0
0.88,0,eapf,0.017765,1.5,1
0.89,0,eapf,0.112013,1.5,0
0.9,0,eapf,0.206261,1.5,0
0.91,0,eapf,0.300509,1.5,0
0.92,0,eapf,0.394756,1.5,0
0.93,0,eapf,0.489004,1.5,0
0.94,0,eapf,0.583252,1.5,0
0.95,0,eapf,0.6775,1.5,0
0.96,0,eapf,0.771747,1.5,0
0.97,0,eapf,0.865995,1.5,0
0.98,0,eapf,0.960243,1.5,0
0.99,0,eapf,1.054491,1.5,0
1.0,0,eapf,1.148739,1.5,0
1.01,0,eapf,1.242986,1.5,0
1.02,0,eapf,1.337234,1.5,0
1.03,0,eapf,1.431482,1.5,0
1.04,0,eapf,1.52573,1.5,0
1.05,0,eapf,1.619977,1.5,0
1.06,0,eapf,1.714225,1.5,0
1.07,0,eapf,1.808473,1.5,0
1.08,0,eapf,1.902721,1.5,0
1.09,0,eapf,1.996969,1.5,0
1.1,0,eapf,2.091216,1.5,0
1.11,0,eapf,2.185464,1.5,0
1.12,0,eapf,2.279712,1.5,0
1.13,0,eapf,2.37396,1.5,0
1.14,0,eapf,2.468208,1.5,0
1.15,0,eapf,2.562455,1.5,0
1.16,0,eapf,2.656703,1.5,0
1.17,0,eapf,2.750951,1.5,0
1.18,0,eapf,2.845199,1.5,0
1.19,0,eapf,2.939446,1.5,0
1.2,0,eapf,3.033694,1.5,0
1.21,0,eapf,3.127942,1.5,0
1.22,0,eapf,3.22219,1.5,0
1.23,0,eapf,3.316438,1.5,0
1.24,0,eapf,3.410685,1.5,0
1.25,0,eapf,3.504933,1.5,0
1.26,0,eapf,3.599181,1.5,0
1.27,0,eapf,3.693429,1.5,0
1.28,0,eapf,3.787676,1.5,0
1.29,0,eapf,3.881924,1.5,0
1.3,0,eapf,3.976172,1.5,0
1.31,0,eapf,4.07042,1.5,0
1.32,0,eapf,4.164668,1.5,0
1.33,0,eapf,4.258915,1.5,0
1.34,0,eapf,4.353163,1.5,0
1.35,0,eapf,4.447411,1.5,0
1.36,0,eapf,4.541659,1.5,0
1.37,0,eapf,4.635906,1.5,0
1.38,0,eapf,4.730154,1.5,0
1.39,0,eapf,4.824402,1.5,0
1.4,0,eapf,4.91865,1.5,0
1.41,0,eapf,5.012898,1.5,0
1.42,0,eapf,5.107145,1.5,0
1.43,0,eapf,5.201393,1.5,0
1.44,0,eapf,5.295641,1.5,0
1.45,0,eapf,5.389889,1.5,0
1.46,0,eapf,5.484136,1.5,0
1.47,0,eapf,5.578384,1.5,0
1.48,0,eapf,5.672632,1.5,0
1.49,0,eapf,5.76688,1.5,0
1.5,0,eapf,5.861128,1.5,0
1.51,0,eapf,5.955375,1.5,0
1.52,0,eapf,6.049623,1.5,0
1.53,0,eapf,6.143871,1.5,0
1.54,0,eapf,6.238119,1.5,0
1.55,0,eapf,0.049181,1.5,1
1.56,0,eapf,0.143429,1.5,0
1.57,0,eapf,0.237677,1.5,0
1.58,0,eapf,0.331925,1.5,0
1.59,0,eapf,0.426172,1.5,0
1.6,0,eapf,0.52042,1.5,0
1.61,0,eapf,0.614668,1.5,0
1.62,0,eapf,0.708916,1.5,0
1.63,0,eapf,0.803163,1.5,0
1.64,0,eapf,0.897411,1.5,0
1.65,0,eapf,0.991659,1.5,0
1.66,0,eapf,1.085907,1.5,0
1.67,0,eapf,1.180155,1.5,0
1.68,0,eapf,1.274402,1.5,0
1.69,0,eapf,1.36865,1.5,0
1.7,0,eapf,1.462898,1.5,0
1.71,0,eapf,1.557146,1.5,0
1.72,0,eapf,1.651393,1.5,0
1.73,0,eapf,1.745641,1.5,0
1.74,0,eapf,1.839889,1.5,0
1.75,0,eapf,1.934137,1.5,0
1.76,0,eapf,2.028385,1.5,0
1.77,0,eapf,2.122632,1.5,0
1.78,0,eapf,2.21688,1.5,0
1.79,0,eapf,2.311128,1.5,0
1.8,0,eapf,2.405376,1.5,0
1.81,0,eapf,2.499623,1.5,0
1.82,0,eapf,2.593871,1.5,0
1.83,0,eapf,2.688119,1.5,0
1.84,0,eapf,2.782367,1.5,0
1.85,0,eapf,2.876615,1.5,0
1.86,0,eapf,2.970862,1.5,0
1.87,0,eapf,3.06511,1.5,0
1.88,0,eapf,3.159358,1.5,0
1.89,0,eapf,3.253606,1.5,0
1.9,0,eapf,3.347853,1.5,0
1.91,0,eapf,3.442101,1.5,0
1.92,0,eapf,3.536349,1.5,0
1.93,0,eapf,3.630597,1.5,0
1.94,0,eapf,3.724845,1.5,0
1.95,0,eapf,3.819092,1.5,0
1.96,0,eapf,3.91334,1.5,0
1.97,0,eapf,4.007588,1.5,0
1.98,0,eapf,4.101836,1.5,0
1.99,0,eapf,4.196083,1.5,0
2.0,0,eapf,4.290331,1.5,0
2.01,0,eapf,4.384579,1.5,0
2.02,0,eapf,4.478827,1.5,0
2.03,0,eapf,4.573075,1.5,0
2.04,0,eapf,4.667322,1.5,0
2.05,0,eapf,4.76157,1.5,0
2.06,0,eapf,4.855818,1.5,0
2.07,0,eapf,4.950066,1.5,0
2.08,0,eapf,5.044313,1.5,0
2.09,0,eapf,5.138561,1.5,0
2.1,0,eapf,5.232809,1.5,0
2.11,0,eapf,5.327057,1.5,0
2.12,0,eapf,5.421305,1.5,0
2.13,0,eapf,5.515552,1.5,0
2.14,0,eapf,5.6098,1.5,0
2.15,0,eapf,5.704048,1.5,0
2.16,0,eapf,5.798296,1.5,0
2.17,0,eapf,5.892544,1.5,0
2.18,0,eapf,5.986791,1.5,0
2.19,0,eapf,6.081039,1.5,0
2.2,0,eapf,6.175287,1.5,0
2.21,0,eapf,6.269535,1.5,0
2.22,0,eapf,0.080597,1.5,1
2.23,0,eapf,0.174845,1.5,0
2.24,0,eapf,0.269093,1.5,0
2.25,0,eapf,0.36334,1.5,0
2.26,0,eapf,0.457588,1.5,0
2.27,0,eapf,0.551836,1.5,0
2.28,0,eapf,0.646084,1.5,0
2.29,0,eapf,0.740332,1.5,0
2.3,0,eapf,0.834579,1.5,0
2.31,0,eapf,0.928827,1.5,0
2.32,0,eapf,1.023075,1.5,0
2.33,0,eapf,1.117323,1.5,0
2.34,0,eapf,1.21157,1.5,0
2.35,0,eapf,1.305818,1.5,0
2.36,0,eapf,1.400066,1.5,0
2.37,0,eapf,1.494314,1.5,0
2.38,0,eapf,1.588562,1.5,0
