event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.570309
virtual_flash,kuramoto,camera,0.819221
pi_flash,kuramoto,pi_oscillator,1.008874
virtual_flash,kuramoto,camera,1.315852
pi_flash,kuramoto,pi_oscillator,1.352199
virtual_flash,kuramoto,camera,1.747662
pi_flash,kuramoto,pi_oscillator,1.747662
pi_flash,kuramoto,pi_oscillator,2.148464
virtual_flash,kuramoto,camera,2.289352
pi_flash,kuramoto,pi_oscillator,2.663081
virtual_flash,kuramoto,camera,3.035926
pi_flash,kuramoto,pi_oscillator,3.135685
pi_flash,kuramoto,pi_oscillator,3.492141
virtual_flash,kuramoto,camera,3.587139
virtual_flash,kuramoto,camera,3.996429
pi_flash,kuramoto,pi_oscillator,3.996429
virtual_flash,kuramoto,camera,4.423003
pi_flash,kuramoto,pi_oscillator,4.423003
pi_flash,kuramoto,pi_oscillator,4.834941
virtual_flash,kuramoto,camera,4.925566
virtual_flash,kuramoto,camera,5.284768
pi_flash,kuramoto,pi_oscillator,5.31675
pi_flash,kuramoto,pi_oscillator,5.712359
virtual_flash,kuramoto,camera,5.810799
pi_flash,kuramoto,pi_oscillator,6.228346
virtual_flash,kuramoto,camera,6.573103
pi_flash,kuramoto,pi_oscillator,6.641906
pi_flash,kuramoto,pi_oscillator,7.047791
virtual_flash,kuramoto,camera,7.149819
virtual_flash,kuramoto,camera,7.572079
pi_flash,kuramoto,pi_oscillator,7.572079
virtual_flash,kuramoto,camera,7.982785
pi_flash,kuramoto,pi_oscillator,7.982785
pi_flash,kuramoto,pi_oscillator,8.383654
virtual_flash,kuramoto,camera,8.542549
pi_flash,kuramoto,pi_oscillator,8.912195
virtual_flash,kuramoto,camera,9.28329
pi_flash,kuramoto,pi_oscillator,9.342587
pi_flash,kuramoto,pi_oscillator,9.726246
virtual_flash,kuramoto,camera,9.840239
virtual_flash,kuramoto,camera,10.27877
pi_flash,kuramoto,pi_oscillator,10.27877
pi_flash,kuramoto,pi_oscillator,10.717065
virtual_flash,kuramoto,camera,11.128897
pi_flash,kuramoto,pi_oscillator,11.192624
virtual_flash,kuramoto,camera,11.567823
pi_flash,kuramoto,pi_oscillator,11.567823
pi_flash,kuramoto,pi_oscillator,12.03839
virtual_flash,kuramoto,camera,12.137548
virtual_flash,kuramoto,camera,12.54386
pi_flash,kuramoto,pi_oscillator,12.54386
virtual_flash,kuramoto,camera,12.976002
pi_flash,kuramoto,pi_oscillator,12.976002
virtual_flash,kuramoto,camera,13.403411
pi_flash,kuramoto,pi_oscillator,13.403411
pi_flash,kuramoto,pi_oscillator,13.811736
virtual_flash,kuramoto,camera,13.911367
pi_flash,kuramoto,pi_oscillator,14.325128
virtual_flash,kuramoto,camera,14.436645
pi_flash,kuramoto,pi_oscillator,14.864167
virtual_flash,kuramoto,camera,15.267705
pi_flash,kuramoto,pi_oscillator,15.303185
pi_flash,kuramoto,pi_oscillator,15.675656
virtual_flash,kuramoto,camera,15.782693
virtual_flash,kuramoto,camera,16.200374
pi_flash,kuramoto,pi_oscillator,16.200374
pi_flash,kuramoto,pi_oscillator,16.61257
virtual_flash,kuramoto,camera,16.716545
virtual_flash,kuramoto,camera,17.085171
pi_flash,kuramoto,pi_oscillator,17.105775
pi_flash,kuramoto,pi_oscillator,17.49086
virtual_flash,kuramoto,camera,17.585781
pi_flash,kuramoto,pi_oscillator,17.991267
virtual_flash,kuramoto,camera,18.117768
virtual_flash,kuramoto,camera,18.499202
pi_flash,kuramoto,pi_oscillator,18.52939
virtual_flash,kuramoto,camera,18.921073
pi_flash,kuramoto,pi_oscillator,18.921073
pi_flash,kuramoto,pi_oscillator,19.380518
virtual_flash,kuramoto,camera,19.495074
virtual_flash,kuramoto,camera,19.886466
pi_flash,kuramoto,pi_oscillator,19.886466
virtual_flash,kuramoto,camera,20.297865
pi_flash,kuramoto,pi_oscillator,20.297865
pi_flash,kuramoto,pi_oscillator,20.701517
virtual_flash,kuramoto,camera,20.865122
pi_flash,kuramoto,pi_oscillator,21.114203
virtual_flash,kuramoto,camera,21.295402
pi_flash,kuramoto,pi_oscillator,21.682439
virtual_flash,kuramoto,camera,22.040334
pi_flash,kuramoto,pi_oscillator,22.072811
pi_flash,kuramoto,pi_oscillator,22.474441
virtual_flash,kuramoto,camera,22.592261
virtual_flash,kuramoto,camera,23.009997
pi_flash,kuramoto,pi_oscillator,23.009997
pi_flash,kuramoto,pi_oscillator,23.404831
virtual_flash,kuramoto,camera,23.502473
virtual_flash,kuramoto,camera,23.855912
pi_flash,kuramoto,pi_oscillator,23.886247
pi_flash,kuramoto,pi_oscillator,24.257128
virtual_flash,kuramoto,camera,24.352134
virtual_flash,kuramoto,camera,24.73246
pi_flash,kuramoto,pi_oscillator,24.73246
pi_flash,kuramoto,pi_oscillator,25.145512
virtual_flash,kuramoto,camera,25.248231
pi_flash,kuramoto,pi_oscillator,25.67033
virtual_flash,kuramoto,camera,26.03566
pi_flash,kuramoto,pi_oscillator,26.114102
pi_flash,kuramoto,pi_oscillator,26.496573
virtual_flash,kuramoto,camera,26.605709
virtual_flash,kuramoto,camera,27.00503
pi_flash,kuramoto,pi_oscillator,27.00503
virtual_flash,kuramoto,camera,27.438443
pi_flash,kuramoto,pi_oscillator,27.438443
pi_flash,kuramoto,pi_oscillator,27.827309
virtual_flash,kuramoto,camera,27.937414
virtual_flash,kuramoto,camera,28.308469
pi_flash,kuramoto,pi_oscillator,28.330876
pi_flash,kuramoto,pi_oscillator,28.715483
virtual_flash,kuramoto,camera,28.806127
pi_flash,kuramoto,pi_oscillator,29.228133
virtual_flash,kuramoto,camera,29.343366
pi_flash,kuramoto,pi_oscillator,29.755015
