event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,1.406562
virtual_flash,kuramoto,camera,1.622415
pi_flash,kuramoto,pi_oscillator,1.846055
pi_flash,kuramoto,pi_oscillator,2.297288
virtual_flash,kuramoto,camera,2.485808
pi_flash,kuramoto,pi_oscillator,2.736696
pi_flash,kuramoto,pi_oscillator,3.187307
virtual_flash,kuramoto,camera,3.346219
pi_flash,kuramoto,pi_oscillator,3.637905
virtual_flash,kuramoto,camera,3.787074
pi_flash,kuramoto,pi_oscillator,4.038584
pi_flash,kuramoto,pi_oscillator,4.439143
pi_flash,kuramoto,pi_oscillator,4.892161
virtual_flash,kuramoto,camera,5.070501
pi_flash,kuramoto,pi_oscillator,5.321522
pi_flash,kuramoto,pi_oscillator,5.922576
virtual_flash,kuramoto,camera,6.37231
pi_flash,kuramoto,pi_oscillator,6.37231
virtual_flash,kuramoto,camera,6.757847
pi_flash,kuramoto,pi_oscillator,6.800841
pi_flash,kuramoto,pi_oscillator,7.24255
virtual_flash,kuramoto,camera,7.370788
pi_flash,kuramoto,pi_oscillator,7.703441
virtual_flash,kuramoto,camera,7.848888
virtual_flash,kuramoto,camera,8.207619
pi_flash,kuramoto,pi_oscillator,8.207619
pi_flash,kuramoto,pi_oscillator,8.64415
virtual_flash,kuramoto,camera,8.7623
pi_flash,kuramoto,pi_oscillator,9.118983
virtual_flash,kuramoto,camera,9.266994
pi_flash,kuramoto,pi_oscillator,9.644218
virtual_flash,kuramoto,camera,10.123185
pi_flash,kuramoto,pi_oscillator,10.123185
virtual_flash,kuramoto,camera,10.557362
pi_flash,kuramoto,pi_oscillator,10.557362
pi_flash,kuramoto,pi_oscillator,10.981301
virtual_flash,kuramoto,camera,11.105648
pi_flash,kuramoto,pi_oscillator,11.488339
virtual_flash,kuramoto,camera,11.615727
pi_flash,kuramoto,pi_oscillator,11.928314
virtual_flash,kuramoto,camera,12.048525
virtual_flash,kuramoto,camera,12.411457
pi_flash,kuramoto,pi_oscillator,12.411457
pi_flash,kuramoto,pi_oscillator,12.846655
virtual_flash,kuramoto,camera,12.961599
pi_flash,kuramoto,pi_oscillator,13.314735
virtual_flash,kuramoto,camera,13.432071
pi_flash,kuramoto,pi_oscillator,13.793249
virtual_flash,kuramoto,camera,13.906786
pi_flash,kuramoto,pi_oscillator,14.266504
virtual_flash,kuramoto,camera,14.466079
pi_flash,kuramoto,pi_oscillator,14.735734
virtual_flash,kuramoto,camera,14.855189
virtual_flash,kuramoto,camera,15.208311
pi_flash,kuramoto,pi_oscillator,15.208311
pi_flash,kuramoto,pi_oscillator,15.637276
virtual_flash,kuramoto,camera,15.754347
pi_flash,kuramoto,pi_oscillator,16.100379
virtual_flash,kuramoto,camera,16.211057
pi_flash,kuramoto,pi_oscillator,16.552165
virtual_flash,kuramoto,camera,16.692362
virtual_flash,kuramoto,camera,17.045082
pi_flash,kuramoto,pi_oscillator,17.045082
pi_flash,kuramoto,pi_oscillator,17.48146
virtual_flash,kuramoto,camera,17.613073
pi_flash,kuramoto,pi_oscillator,17.928375
virtual_flash,kuramoto,camera,18.056924
pi_flash,kuramoto,pi_oscillator,18.396417
virtual_flash,kuramoto,camera,18.51323
pi_flash,kuramoto,pi_oscillator,18.887694
virtual_flash,kuramoto,camera,19.000123
pi_flash,kuramoto,pi_oscillator,19.365268
virtual_flash,kuramoto,camera,19.564925
pi_flash,kuramoto,pi_oscillator,19.788291
virtual_flash,kuramoto,camera,19.916022
pi_flash,kuramoto,pi_oscillator,20.276154
virtual_flash,kuramoto,camera,20.398835
pi_flash,kuramoto,pi_oscillator,20.752248
pi_flash,kuramoto,pi_oscillator,21.203056
virtual_flash,kuramoto,camera,21.402444
pi_flash,kuramoto,pi_oscillator,21.752711
virtual_flash,kuramoto,camera,22.218602
pi_flash,kuramoto,pi_oscillator,22.218602
pi_flash,kuramoto,pi_oscillator,22.663992
virtual_flash,kuramoto,camera,22.7781
pi_flash,kuramoto,pi_oscillator,23.129879
virtual_flash,kuramoto,camera,24.61633
pi_flash,kuramoto,pi_oscillator,24.665762
pi_flash,kuramoto,pi_oscillator,25.133283
virtual_flash,kuramoto,camera,25.712025
pi_flash,kuramoto,pi_oscillator,25.811885
virtual_flash,kuramoto,camera,26.230818
pi_flash,kuramoto,pi_oscillator,26.230818
pi_flash,kuramoto,pi_oscillator,26.762657
virtual_flash,kuramoto,camera,26.874292
pi_flash,kuramoto,pi_oscillator,27.187922
virtual_flash,kuramoto,camera,27.352902
virtual_flash,kuramoto,camera,27.752072
pi_flash,kuramoto,pi_oscillator,27.752072
virtual_flash,kuramoto,camera,28.17731
pi_flash,kuramoto,pi_oscillator,28.17731
pi_flash,kuramoto,pi_oscillator,28.609587
virtual_flash,kuramoto,camera,28.779109
pi_flash,kuramoto,pi_oscillator,29.129567
virtual_flash,kuramoto,camera,29.245908
pi_flash,kuramoto,pi_oscillator,29.612806
