brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
135.0,998.346,0.0,0,0.181259,0
139.0,19.4,0.0,0,1.188594,0
188.0,30.451,0.0,0,1.212606,0
137.0,29.104,0.0,0,1.243093,0
112.0,67.554,0.0,0,1.272231,0
137.0,66.679,0.0,0,1.33982,0
137.0,66.647,0.0,0,1.406562,0
147.0,31.052,0.0,0,1.542377,0
163.0,48.917,0.0,0,1.573463,0
194.0,58.632,1.0,1,1.622415,1
165.0,51.125,0.566,1,1.68109,0
168.0,53.961,0.6457,1,1.732253,0
161.0,59.772,0.5267,1,1.786249,0
170.0,53.392,0.7319,1,1.846055,0
155.0,66.693,0.4267,1,1.968983,0
179.0,49.455,0.9053,1,2.035711,0
153.0,50.436,0.3621,1,2.085202,0
173.0,49.787,0.8079,1,2.135674,0
175.0,50.74,0.8688,1,2.185495,0
175.0,49.979,0.8863,1,2.23627,0
177.0,39.032,0.9524,1,2.297288,0
175.0,25.446,0.9091,1,2.410938,0
151.0,49.356,0.3365,0,2.436418,0
171.0,50.274,0.8213,1,2.485808,1
141.0,50.278,0.0971,0,2.536167,0
173.0,49.578,0.878,1,2.58648,0
177.0,50.533,0.9804,1,2.636093,0
178.0,50.0,0.9927,1,2.686661,0
175.0,49.706,0.9223,1,2.736696,0
172.0,22.176,0.8516,1,2.864565,0
171.0,49.746,0.8293,1,2.886776,0
168.0,49.697,0.7579,1,2.936554,0
168.0,50.915,0.7598,1,2.986286,0
175.0,49.95,0.9337,1,3.037236,0
175.0,49.99,0.936,1,3.08722,0
178.0,50.028,1.0,1,3.137245,0
176.0,49.622,0.9512,1,3.187307,0
147.0,27.279,0.2439,0,3.310165,0
171.0,40.936,0.8293,1,3.346219,1
147.0,49.866,0.2439,0,3.387238,0
174.0,50.415,0.9024,1,3.437138,0
177.0,50.72,0.9779,1,3.487604,0
176.0,49.058,0.9554,1,3.538358,0
178.0,50.422,1.0,1,3.58745,0
176.0,50.094,0.9502,1,3.637905,0
152.0,31.706,0.35,0,3.755334,0
170.0,50.226,0.799,1,3.787074,1
142.0,50.516,0.0909,0,3.837379,0
174.0,49.927,0.8985,1,3.887931,0
177.0,50.337,0.9745,1,3.937892,0
177.0,50.285,0.9744,1,3.988264,0
176.0,50.157,0.9509,1,4.038584,0
171.0,30.585,0.8229,1,4.15803,0
170.0,49.616,0.7979,1,4.188665,0
167.0,50.037,0.7196,1,4.238314,0
164.0,49.908,0.64,1,4.288385,0
183.0,49.808,1.0,1,4.338329,0
165.0,37.326,0.6543,1,4.401782,0
166.0,56.792,0.6791,1,4.439143,0
168.0,42.624,0.7312,1,4.572095,0
174.0,43.988,0.8919,1,4.614759,0
190.0,37.02,1.0,1,4.658787,0
181.0,29.481,1.0,1,4.695848,0
175.0,49.804,0.9183,1,4.725363,0
167.0,55.854,0.6995,1,4.775202,0
160.0,61.032,0.5068,1,4.831094,0
170.0,54.017,0.7802,1,4.892161,0
154.0,48.386,0.3388,0,5.02208,0
