t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
2e-06,0.0,2.3,0.0,0.0,0.0,0,0,0.002,0.011,0.0,0.0639,189.28,46.3
0.062013,3.3e-05,2.3,0.0,-3.3e-05,-3.3e-05,0,0,62.011,0.01,0.0,0.1266,189.28,46.9
0.121733,0.896161,2.3,0.0,-0.896161,-0.780935,0,0,59.72,0.01,0.0,0.1902,189.28,46.3
0.182713,1.595962,2.3,0.0,-1.595962,-0.999683,0,0,60.98,0.01,0.0,0.2547,189.28,46.3
0.243092,2.263843,2.3,0.0,-2.263843,-0.769303,0,0,60.379,0.01,0.0,0.318,189.28,46.9
0.30287,2.973828,2.3,0.0,-2.973828,-0.166978,0,0,59.778,0.01,0.0,0.3812,189.28,48.0
0.364346,3.802761,2.3,0.0,2.480424,0.61404,0,0,61.475,0.01,0.0,0.4458,189.28,47.4
0.430976,4.823283,2.3,0.0,1.459902,0.993858,0,0,66.63,0.01,0.0,0.5093,189.28,46.9
0.499126,6.017945,2.3,0.0,0.26524,0.262141,1,0,68.15,0.011,0.0,0.5735,189.28,47.4
0.561091,0.782152,2.3,0.0,-0.782152,-0.704808,0,0,61.965,0.01,0.0,0.6365,189.28,47.4
0.620995,1.524774,2.3,0.0,-1.524774,-0.998941,0,0,59.904,0.01,0.0,0.6997,189.28,46.3
0.681353,2.18102,2.3,0.758483,-1.422537,-0.98903,0,0,60.358,0.01,0.0,0.7633,189.28,48.0
0.741795,2.844339,2.3,1.518015,-1.326324,-0.970265,0,0,60.442,0.01,0.0,0.8271,189.28,48.0
0.801633,3.512546,2.3,2.269969,-1.242577,-0.946618,0,0,59.839,0.01,0.0,0.8912,189.28,46.3
0.863039,4.179038,2.3,3.041622,-1.137416,-0.907551,0,0,61.406,0.01,0.0,0.9558,189.28,46.3
0.930311,4.871386,2.3,3.886978,-0.984408,-0.832945,0,0,67.271,0.01,0.0,1.0197,189.28,46.9
0.9979,5.647429,2.3,4.736336,-0.911093,-0.790174,1,0,67.59,0.011,0.0,1.0836,189.28,46.9
1.060008,0.154078,2.3,5.5168,-0.920464,-0.795882,0,0,62.107,0.01,0.0,1.1475,189.28,45.8
1.120006,0.878607,2.3,0.0,-0.878607,-0.76985,0,0,59.998,0.01,0.0,1.2121,189.28,46.3
1.179718,1.583991,2.3,0.751851,-0.83214,-0.739374,0,0,59.712,0.01,0.0,1.2756,189.28,46.9
1.240129,2.292386,2.3,1.512512,-0.779874,-0.70319,0,0,60.412,0.01,0.0,1.339,189.28,46.9
1.300141,3.016732,2.3,2.268133,-0.748598,-0.680613,0,0,60.011,0.01,0.0,1.4026,189.28,48.0
1.36183,3.741021,2.3,3.044886,-0.696135,-0.641257,0,0,61.69,0.01,0.0,1.4669,189.28,47.4
1.428429,4.494063,2.3,3.883443,-0.61062,-0.573376,0,0,66.598,0.01,0.0,1.532,189.28,46.3
