t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
17.136079,leader_flash,camera,17.136079,,,
17.574693,follower_flash,follower_oscillator,17.136079,17.574693,-0.438614,
17.635672,leader_flash,camera,17.635672,,,
18.073869,follower_flash,follower_oscillator,17.635672,18.073869,-0.438197,
18.134554,leader_flash,camera,18.134554,,,
18.574112,follower_flash,follower_oscillator,18.134554,18.574112,-0.439559,
18.635146,leader_flash,camera,18.635146,,,
19.074725,follower_flash,follower_oscillator,18.635146,19.074725,-0.439579,
19.134562,leader_flash,camera,19.134562,,,
19.574377,follower_flash,follower_oscillator,19.134562,19.574377,-0.439815,
19.635985,leader_flash,camera,19.635985,,,
20.074703,follower_flash,follower_oscillator,19.635985,20.074703,-0.438718,
20.135572,leader_flash,camera,20.135572,,,
20.574945,follower_flash,follower_oscillator,20.135572,20.574945,-0.439373,
20.635413,leader_flash,camera,20.635413,,,
21.075544,follower_flash,follower_oscillator,20.635413,21.075544,-0.440131,
21.135718,leader_flash,camera,21.135718,,,
21.573351,follower_flash,follower_oscillator,21.135718,21.573351,-0.437633,
21.634664,leader_flash,camera,21.634664,,,
22.07493,follower_flash,follower_oscillator,21.634664,22.07493,-0.440267,
22.134705,leader_flash,camera,22.134705,,,
22.573707,follower_flash,follower_oscillator,22.134705,22.573707,-0.439002,
22.633898,leader_flash,camera,22.633898,,,
23.074548,follower_flash,follower_oscillator,22.633898,23.074548,-0.44065,
23.133754,leader_flash,camera,23.133754,,,
23.573622,follower_flash,follower_oscillator,23.133754,23.573622,-0.439868,
23.633823,leader_flash,camera,23.633823,,,
24.073083,follower_flash,follower_oscillator,23.633823,24.073083,-0.43926,
24.133208,leader_flash,camera,24.133208,,,
24.573593,follower_flash,follower_oscillator,24.133208,24.573593,-0.440385,
24.63447,leader_flash,camera,24.63447,,,
25.07356,follower_flash,follower_oscillator,24.63447,25.07356,-0.439089,
25.133992,leader_flash,camera,25.133992,,,
25.572927,follower_flash,follower_oscillator,25.133992,25.572927,-0.438935,
25.633103,leader_flash,camera,25.633103,,,
26.072841,follower_flash,follower_oscillator,25.633103,26.072841,-0.439738,
26.133474,leader_flash,camera,26.133474,,,
26.572699,follower_flash,follower_oscillator,26.133474,26.572699,-0.439225,
26.632981,leader_flash,camera,26.632981,,,
27.071737,follower_flash,follower_oscillator,26.632981,27.071737,-0.438756,
27.131435,leader_flash,camera,27.131435,,,
27.569107,follower_flash,follower_oscillator,27.131435,27.569107,-0.437672,
27.629121,leader_flash,camera,27.629121,,,
28.066443,follower_flash,follower_oscillator,27.629121,28.066443,-0.437322,
28.127524,leader_flash,camera,28.127524,,,
28.565978,follower_flash,follower_oscillator,28.127524,28.565978,-0.438454,
28.627091,leader_flash,camera,28.627091,,,
29.065412,follower_flash,follower_oscillator,28.627091,29.065412,-0.438321,
29.125936,leader_flash,camera,29.125936,,,
29.565103,follower_flash,follower_oscillator,29.125936,29.565103,-0.439167,
29.625582,leader_flash,camera,29.625582,,,
