t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,138.0,0.0,0,0,,0.0,,,,,61.75
0.062013,2,139.33,0.0,0,0,,0.0,,,,,59.46
0.121733,3,172.0,0.0,0,0,,0.0,,,,,60.72
0.182713,4,171.67,0.0,0,0,,0.0,,,,,60.13
0.243092,5,169.67,0.0,0,0,,0.0,,,,,59.49
0.30287,6,171.0,0.0,0,0,,0.0,,,,,61.21
0.364346,7,137.33,0.0,0,0,,0.0,,,,,66.35
0.430976,8,136.67,0.0,0,0,,0.0,,,,,67.89
0.499126,9,137.67,0.0,0,0,,0.0,,,,,61.68
0.561091,10,138.67,0.0408,0,0,,0.0,,,,,59.65
0.620995,11,171.33,0.9901,1,1,0.620995,0.0,,,,,60.1
0.681353,12,173.0,1.0,1,0,,0.0,,,,,60.19
0.741795,13,170.0,0.944,1,0,,0.0,,,,,59.58
0.801633,14,171.33,0.9834,1,0,,0.0,,,,,61.13
0.863039,15,138.33,0.0251,0,0,,0.0,,,,,67.02
0.930311,16,137.33,0.0,0,0,,0.0,,,,,67.33
0.9979,17,138.33,0.029,0,0,,0.0,,,,,61.79
1.060008,18,139.0,0.0485,0,0,,0.0,,,,,59.75
1.120006,19,171.33,0.9882,1,1,1.120006,0.0,,,,,59.4
1.179718,20,172.0,1.0,1,0,,0.6039,,,,,60.17
1.240129,21,169.0,0.9135,1,0,,0.6188,,,,,59.76
1.300141,22,170.0,0.9432,1,0,,0.6329,,,,,61.44
1.36183,23,137.33,0.0,0,0,,0.6521,,,,,66.35
1.428429,24,136.0,0.0,0,0,,0.6679,,,,,67.72
1.496395,25,137.33,0.0,0,0,,0.6786,,,,,61.12
1.557768,26,138.0,0.0194,0,0,,0.6862,,,,,59.92
1.618007,27,171.33,0.9863,1,1,1.618007,0.7005,,,,,59.8
1.678097,28,173.0,1.0,1,0,,0.7118,,,,,60.05
1.738391,29,169.67,0.9328,1,0,,0.718,,,,,59.84
1.798483,30,171.0,0.9712,1,0,,0.7234,,,,,60.82
1.859548,31,138.67,0.0387,0,0,,0.7359,,,,,66.68
1.926484,32,136.0,0.0,0,0,,0.7465,,,,,68.22
1.994969,33,136.67,0.0,0,0,,0.7534,,,,,60.89
2.056105,34,137.67,0.0229,0,0,,0.7589,,,,,60.51
2.11693,35,170.33,0.956,1,1,2.11693,0.768,,,,,59.67
2.176886,36,172.67,1.0,1,0,,0.7766,,,,,59.61
2.236735,37,169.33,0.9236,1,0,,0.7816,,,,,60.16
2.297139,38,170.67,0.9619,1,0,,0.7867,,,,,60.28
2.357671,39,139.67,0.071,0,0,,0.7932,,,,,66.37
2.424288,40,136.67,0.0,0,0,,0.8004,,,,,68.7
2.493228,41,138.67,0.0566,0,0,,0.8073,,,,,62.42
2.555893,42,139.67,0.0833,0,0,,0.8127,,,,,59.77
2.615989,43,171.33,0.9828,1,1,2.615989,0.8165,,,,,59.59
2.675865,44,172.33,1.0,1,0,,0.8221,,,,,59.94
2.73605,45,171.0,0.9715,1,0,,0.8237,,,,,59.92
2.796218,46,171.67,0.9906,1,0,,0.8261,,,,,61.22
2.85769,47,140.33,0.0934,0,0,,0.8299,,,,,66.21
2.924148,48,136.33,0.0,0,0,,0.8337,,,,,68.27
2.992669,49,137.67,0.0283,0,0,,0.8357,,,,,62.53
3.055445,50,138.33,0.047,0,0,,0.8368,,,,,60.38
3.116158,51,171.33,0.981,1,1,3.116158,0.8405,,,,,59.45
3.175895,52,172.67,1.0,1,0,,0.8439,,,,,60.12
3.236263,53,170.33,0.9526,1,0,,0.8472,,,,,59.54
3.296049,54,171.33,0.9809,1,0,,0.8502,,,,,61.08
3.357382,55,140.33,0.0968,0,0,,0.8524,,,,,67.05
