event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.476052
pi_flash,kuramoto,pi_oscillator,1.223001
virtual_flash,kuramoto,camera,1.346188
pi_flash,kuramoto,pi_oscillator,1.912598
pi_flash,kuramoto,pi_oscillator,2.404586
virtual_flash,kuramoto,camera,2.554445
virtual_flash,kuramoto,camera,3.008335
pi_flash,kuramoto,pi_oscillator,3.14123
virtual_flash,kuramoto,camera,3.519973
pi_flash,kuramoto,pi_oscillator,3.719403
virtual_flash,kuramoto,camera,4.164503
pi_flash,kuramoto,pi_oscillator,4.69846
virtual_flash,kuramoto,camera,4.838635
virtual_flash,kuramoto,camera,5.359022
pi_flash,kuramoto,pi_oscillator,5.440992
virtual_flash,kuramoto,camera,5.901163
pi_flash,kuramoto,pi_oscillator,5.95074
pi_flash,kuramoto,pi_oscillator,6.487026
virtual_flash,kuramoto,camera,6.590473
virtual_flash,kuramoto,camera,7.119808
pi_flash,kuramoto,pi_oscillator,7.170277
pi_flash,kuramoto,pi_oscillator,7.702643
virtual_flash,kuramoto,camera,7.822078
pi_flash,kuramoto,pi_oscillator,8.402006
virtual_flash,kuramoto,camera,8.815688
pi_flash,kuramoto,pi_oscillator,8.967211
virtual_flash,kuramoto,camera,9.472466
pi_flash,kuramoto,pi_oscillator,9.472466
virtual_flash,kuramoto,camera,10.017673
pi_flash,kuramoto,pi_oscillator,10.066977
virtual_flash,kuramoto,camera,10.58159
pi_flash,kuramoto,pi_oscillator,10.632578
virtual_flash,kuramoto,camera,11.097077
pi_flash,kuramoto,pi_oscillator,11.183972
virtual_flash,kuramoto,camera,11.655908
pi_flash,kuramoto,pi_oscillator,11.655908
virtual_flash,kuramoto,camera,12.186461
pi_flash,kuramoto,pi_oscillator,12.236087
virtual_flash,kuramoto,camera,12.738414
pi_flash,kuramoto,pi_oscillator,12.738414
virtual_flash,kuramoto,camera,13.291182
pi_flash,kuramoto,pi_oscillator,13.291182
virtual_flash,kuramoto,camera,13.805633
pi_flash,kuramoto,pi_oscillator,13.854727
virtual_flash,kuramoto,camera,14.35311
pi_flash,kuramoto,pi_oscillator,14.402673
virtual_flash,kuramoto,camera,14.90007
pi_flash,kuramoto,pi_oscillator,14.90007
pi_flash,kuramoto,pi_oscillator,15.494497
pi_flash,kuramoto,pi_oscillator,16.038219
pi_flash,kuramoto,pi_oscillator,16.580509
virtual_flash,kuramoto,camera,16.709669
pi_flash,kuramoto,pi_oscillator,17.279304
virtual_flash,kuramoto,camera,17.599359
pi_flash,kuramoto,pi_oscillator,17.916663
virtual_flash,kuramoto,camera,18.232912
pi_flash,kuramoto,pi_oscillator,18.770638
virtual_flash,kuramoto,camera,19.515767
pi_flash,kuramoto,pi_oscillator,20.04536
virtual_flash,kuramoto,camera,20.153923
virtual_flash,kuramoto,camera,20.63057
pi_flash,kuramoto,pi_oscillator,20.730996
virtual_flash,kuramoto,camera,21.044696
pi_flash,kuramoto,pi_oscillator,21.236478
virtual_flash,kuramoto,camera,21.676287
pi_flash,kuramoto,pi_oscillator,21.775635
virtual_flash,kuramoto,camera,22.216811
pi_flash,kuramoto,pi_oscillator,22.278291
virtual_flash,kuramoto,camera,22.754597
pi_flash,kuramoto,pi_oscillator,22.80392
virtual_flash,kuramoto,camera,23.311521
pi_flash,kuramoto,pi_oscillator,23.339824
virtual_flash,kuramoto,camera,23.838428
pi_flash,kuramoto,pi_oscillator,23.888299
virtual_flash,kuramoto,camera,24.404135
pi_flash,kuramoto,pi_oscillator,24.404135
pi_flash,kuramoto,pi_oscillator,24.990899
pi_flash,kuramoto,pi_oscillator,25.534908
pi_flash,kuramoto,pi_oscillator,26.071135
virtual_flash,kuramoto,camera,26.188531
pi_flash,kuramoto,pi_oscillator,26.77434
virtual_flash,kuramoto,camera,27.090386
pi_flash,kuramoto,pi_oscillator,27.305778
virtual_flash,kuramoto,camera,27.706115
pi_flash,kuramoto,pi_oscillator,28.248256
virtual_flash,kuramoto,camera,28.380498
virtual_flash,kuramoto,camera,28.912618
pi_flash,kuramoto,pi_oscillator,28.962989
virtual_flash,kuramoto,camera,29.473488
pi_flash,kuramoto,pi_oscillator,29.513877
virtual_flash,kuramoto,camera,29.880567
