event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.574495
virtual_flash,kuramoto,camera,0.796348
pi_flash,kuramoto,pi_oscillator,1.017853
virtual_flash,kuramoto,camera,1.224252
pi_flash,kuramoto,pi_oscillator,1.591483
virtual_flash,kuramoto,camera,1.762482
pi_flash,kuramoto,pi_oscillator,2.095081
virtual_flash,kuramoto,camera,2.519301
pi_flash,kuramoto,pi_oscillator,2.579929
pi_flash,kuramoto,pi_oscillator,2.982649
virtual_flash,kuramoto,camera,3.076934
virtual_flash,kuramoto,camera,3.494958
pi_flash,kuramoto,pi_oscillator,3.494958
virtual_flash,kuramoto,camera,3.91934
pi_flash,kuramoto,pi_oscillator,3.91934
pi_flash,kuramoto,pi_oscillator,4.334979
virtual_flash,kuramoto,camera,4.459459
pi_flash,kuramoto,pi_oscillator,4.854142
virtual_flash,kuramoto,camera,5.366539
pi_flash,kuramoto,pi_oscillator,5.39048
virtual_flash,kuramoto,camera,5.774699
pi_flash,kuramoto,pi_oscillator,5.811805
pi_flash,kuramoto,pi_oscillator,6.21874
virtual_flash,kuramoto,camera,6.322999
virtual_flash,kuramoto,camera,6.738536
pi_flash,kuramoto,pi_oscillator,6.738536
pi_flash,kuramoto,pi_oscillator,7.167499
virtual_flash,kuramoto,camera,7.259039
virtual_flash,kuramoto,camera,7.631799
pi_flash,kuramoto,pi_oscillator,7.653095
virtual_flash,kuramoto,camera,8.051398
pi_flash,kuramoto,pi_oscillator,8.051398
pi_flash,kuramoto,pi_oscillator,8.440125
virtual_flash,kuramoto,camera,8.612022
pi_flash,kuramoto,pi_oscillator,8.867529
virtual_flash,kuramoto,camera,9.354353
pi_flash,kuramoto,pi_oscillator,9.38925
virtual_flash,kuramoto,camera,9.776144
pi_flash,kuramoto,pi_oscillator,9.797519
pi_flash,kuramoto,pi_oscillator,10.187007
virtual_flash,kuramoto,camera,10.327659
pi_flash,kuramoto,pi_oscillator,10.69693
virtual_flash,kuramoto,camera,11.090515
pi_flash,kuramoto,pi_oscillator,11.167443
pi_flash,kuramoto,pi_oscillator,11.550681
virtual_flash,kuramoto,camera,11.640314
virtual_flash,kuramoto,camera,12.064607
pi_flash,kuramoto,pi_oscillator,12.064607
virtual_flash,kuramoto,camera,12.491688
pi_flash,kuramoto,pi_oscillator,12.491688
virtual_flash,kuramoto,camera,12.913482
pi_flash,kuramoto,pi_oscillator,12.913482
pi_flash,kuramoto,pi_oscillator,13.334123
virtual_flash,kuramoto,camera,13.423755
virtual_flash,kuramoto,camera,13.796162
pi_flash,kuramoto,pi_oscillator,13.816939
virtual_flash,kuramoto,camera,14.214915
pi_flash,kuramoto,pi_oscillator,14.214915
pi_flash,kuramoto,pi_oscillator,14.607913
virtual_flash,kuramoto,camera,14.766836
pi_flash,kuramoto,pi_oscillator,15.049787
virtual_flash,kuramoto,camera,15.143043
virtual_flash,kuramoto,camera,15.511995
pi_flash,kuramoto,pi_oscillator,15.511995
pi_flash,kuramoto,pi_oscillator,15.890067
virtual_flash,kuramoto,camera,16.006028
virtual_flash,kuramoto,camera,16.384741
pi_flash,kuramoto,pi_oscillator,16.384741
pi_flash,kuramoto,pi_oscillator,16.779984
virtual_flash,kuramoto,camera,16.874427
pi_flash,kuramoto,pi_oscillator,17.252583
virtual_flash,kuramoto,camera,17.344169
pi_flash,kuramoto,pi_oscillator,17.752962
virtual_flash,kuramoto,camera,18.124833
pi_flash,kuramoto,pi_oscillator,18.145483
pi_flash,kuramoto,pi_oscillator,18.523667
virtual_flash,kuramoto,camera,18.671442
pi_flash,kuramoto,pi_oscillator,19.028779
virtual_flash,kuramoto,camera,19.134583
pi_flash,kuramoto,pi_oscillator,19.539317
virtual_flash,kuramoto,camera,19.989646
pi_flash,kuramoto,pi_oscillator,20.021174
pi_flash,kuramoto,pi_oscillator,20.400242
virtual_flash,kuramoto,camera,20.506687
pi_flash,kuramoto,pi_oscillator,20.916112
virtual_flash,kuramoto,camera,21.027471
pi_flash,kuramoto,pi_oscillator,21.469625
virtual_flash,kuramoto,camera,21.814165
pi_flash,kuramoto,pi_oscillator,21.89474
pi_flash,kuramoto,pi_oscillator,22.265663
virtual_flash,kuramoto,camera,22.363014
virtual_flash,kuramoto,camera,22.788818
pi_flash,kuramoto,pi_oscillator,22.788818
virtual_flash,kuramoto,camera,23.223506
pi_flash,kuramoto,pi_oscillator,23.223506
pi_flash,kuramoto,pi_oscillator,23.650711
virtual_flash,kuramoto,camera,23.742607
virtual_flash,kuramoto,camera,24.096155
pi_flash,kuramoto,pi_oscillator,24.154586
virtual_flash,kuramoto,camera,24.520937
pi_flash,kuramoto,pi_oscillator,24.520937
pi_flash,kuramoto,pi_oscillator,24.967418
virtual_flash,kuramoto,camera,25.098895
pi_flash,kuramoto,pi_oscillator,25.526312
virtual_flash,kuramoto,camera,25.823976
pi_flash,kuramoto,pi_oscillator,25.958301
