agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,1.0,73.0,1,0.700716
V0,pi_detected_virtual_flash,1.0,48.0,0,0.833981
V1,pi_detected_virtual_flash,1.0,73.0,1,1.200458
V1,pi_detected_virtual_flash,0.9844,72.0,1,1.700225
V0,pi_detected_virtual_flash,1.0,48.0,0,1.833469
V1,pi_detected_virtual_flash,1.0,73.0,1,2.199955
V1,pi_detected_virtual_flash,0.9844,72.0,1,2.699715
V0,pi_detected_virtual_flash,1.0,48.0,0,2.832952
V1,pi_detected_virtual_flash,1.0,73.0,1,3.199452
V1,pi_detected_virtual_flash,0.9844,72.0,1,3.699198
V0,pi_detected_virtual_flash,1.0,48.0,0,3.832453
V1,pi_detected_virtual_flash,1.0,73.0,1,4.19895
V1,pi_detected_virtual_flash,1.0,73.0,1,4.698678
V0,pi_detected_virtual_flash,1.0,48.0,0,4.831931
V1,pi_detected_virtual_flash,1.0,73.0,1,5.198424
V1,pi_detected_virtual_flash,0.9844,72.0,1,5.698167
V0,pi_detected_virtual_flash,1.0,48.0,0,5.831432
V1,pi_detected_virtual_flash,1.0,73.0,1,6.197906
V1,pi_detected_virtual_flash,0.9844,72.0,1,6.697659
V0,pi_detected_virtual_flash,0.9583,47.0,0,6.830936
V1,pi_detected_virtual_flash,0.9844,72.0,1,7.197425
V1,pi_detected_virtual_flash,0.9844,72.0,1,7.697339
V0,pi_detected_virtual_flash,1.0,47.0,0,7.830588
V1,pi_detected_virtual_flash,0.9844,72.0,1,8.196904
V1,pi_detected_virtual_flash,0.9844,72.0,1,8.696652
V0,pi_detected_virtual_flash,1.0,47.0,0,8.829895
V1,pi_detected_virtual_flash,1.0,73.0,1,9.196378
V1,pi_detected_virtual_flash,0.9844,72.0,1,9.696144
V0,pi_detected_virtual_flash,1.0,47.0,0,9.829403
V1,pi_detected_virtual_flash,1.0,73.0,1,10.195867
V1,pi_detected_virtual_flash,0.9844,72.0,1,10.695621
V0,pi_detected_virtual_flash,1.0,47.0,0,10.828881
V1,pi_detected_virtual_flash,0.9846,73.0,1,11.195392
V1,pi_detected_virtual_flash,0.9538,71.0,1,11.695118
V0,pi_detected_virtual_flash,1.0,47.0,0,11.828382
V1,pi_detected_virtual_flash,0.9846,73.0,1,12.19486
V1,pi_detected_virtual_flash,0.9538,71.0,1,12.694607
V0,pi_detected_virtual_flash,1.0,47.0,0,12.827874
V1,pi_detected_virtual_flash,0.9692,72.0,1,13.194547
