K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
3.0,0,-0.075122156,-0.758809661,0.033,0.610614281,0,0,0,1.637695075,2.0,0.5,0.67128623,3.290963393,2.951395319,0.339568074,0.339568074,0,0.033359,,-2.280109089
3.0,0,-0.079749603,-0.805551547,0.033,0.619050358,0,0,0,1.615377468,1.637695075,0.5,1.08597646,3.62590402,3.290963393,0.334940627,0.334940627,0,0.066916,,-2.204986933
3.0,0,-0.084169292,-0.850194867,0.033,0.62732823,0,0,0,1.594061853,1.615377468,0.5,1.50066669,3.956424959,3.62590402,0.330520938,0.330520938,0,0.100486,,-2.12523733
3.0,0,-0.088253075,-0.891445201,0.033,0.63517621,0,0,0,1.574366269,1.594061853,0.5,1.915356921,4.282862114,3.956424959,0.326437155,0.326437155,0,0.134051,,-2.041068038
3.0,0,-0.091863485,-0.92791399,0.033,0.642279855,0,0,0,1.556953705,1.574366269,0.5,2.330047151,4.605688859,4.282862114,0.322826745,0.322826745,0,0.167588,,-1.952814963
3.0,0,-0.09486175,-0.958199498,0.033,0.648300974,0,0,0,1.54249344,1.556953705,0.5,2.744737381,4.925517339,4.605688859,0.31982848,0.31982848,0,0.201113,,-1.860951478
3.0,0,-0.097118087,-0.980990776,0.033,0.652907125,0,0,0,1.531611407,1.54249344,0.5,3.159427612,5.243089483,4.925517339,0.317572143,0.317572143,0,0.234524,,-1.766089728
3.0,0,-0.098523283,-0.995184673,0.033,0.655808954,0,0,0,1.52483432,1.531611407,0.5,3.574117842,5.55925643,5.243089483,0.316166948,0.316166948,0,0.268175,,-1.668971641
3.0,0,-0.098999994,-0.999999939,0.033,0.656799265,0,0,0,1.5225352,1.52483432,0.5,3.988808072,5.874946667,5.55925643,0.315690236,0.315690236,0,0.301453,,-1.570448358
3.0,0,-0.098511836,-0.995069049,0.033,0.655785211,0,0,0,1.524889526,1.5225352,0.5,4.403498302,6.191125061,5.874946667,0.316178394,0.316178394,0,0.334832,,-1.471448364
