agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,1.0,50.0,1,0.800711
V0,pi_detected_virtual_flash,1.0,56.0,0,1.033934
V1,pi_detected_virtual_flash,0.9762,49.0,1,1.200523
V1,pi_detected_virtual_flash,1.0,50.0,1,1.6003
V0,pi_detected_virtual_flash,0.9737,56.0,0,1.700257
V1,pi_detected_virtual_flash,1.0,50.0,1,2.000127
V0,pi_detected_virtual_flash,0.9737,56.0,0,2.366816
V1,pi_detected_virtual_flash,0.9762,49.0,1,2.400116
V1,pi_detected_virtual_flash,1.0,50.0,1,2.799681
V0,pi_detected_virtual_flash,0.9737,56.0,0,3.032919
V1,pi_detected_virtual_flash,0.9762,49.0,1,3.199491
V1,pi_detected_virtual_flash,1.0,50.0,1,3.599301
V0,pi_detected_virtual_flash,0.9737,56.0,0,3.699236
V1,pi_detected_virtual_flash,1.0,50.0,1,3.999099
V0,pi_detected_virtual_flash,0.9737,56.0,0,4.365574
V1,pi_detected_virtual_flash,0.9762,49.0,1,4.398878
V1,pi_detected_virtual_flash,1.0,50.0,1,4.798668
V0,pi_detected_virtual_flash,1.0,57.0,0,5.031902
V1,pi_detected_virtual_flash,1.0,50.0,1,5.198496
V1,pi_detected_virtual_flash,0.9762,49.0,1,5.598283
V0,pi_detected_virtual_flash,0.9737,56.0,0,5.698226
V1,pi_detected_virtual_flash,1.0,50.0,1,5.998097
V0,pi_detected_virtual_flash,1.0,56.0,0,6.36456
V1,pi_detected_virtual_flash,1.0,50.0,1,6.397878
V1,pi_detected_virtual_flash,1.0,50.0,1,6.797634
V0,pi_detected_virtual_flash,1.0,56.0,0,7.030871
V1,pi_detected_virtual_flash,1.0,50.0,1,7.19748
V1,pi_detected_virtual_flash,0.9762,49.0,1,7.597477
V0,pi_detected_virtual_flash,1.0,56.0,0,7.697205
V1,pi_detected_virtual_flash,0.9762,49.0,1,7.997049
V0,pi_detected_virtual_flash,1.0,56.0,0,8.363525
V1,pi_detected_virtual_flash,1.0,50.0,1,8.396853
V1,pi_detected_virtual_flash,1.0,50.0,1,8.796626
V0,pi_detected_virtual_flash,0.9737,56.0,0,9.02984
V1,pi_detected_virtual_flash,0.9762,49.0,1,9.196459
V1,pi_detected_virtual_flash,0.9762,49.0,1,9.596221
V0,pi_detected_virtual_flash,0.9737,56.0,0,9.696186
V1,pi_detected_virtual_flash,1.0,50.0,1,9.996021
V0,pi_detected_virtual_flash,0.9474,55.0,0,10.362514
