event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.596653
virtual_flash,kuramoto,camera,0.93111
pi_flash,kuramoto,pi_oscillator,1.048167
virtual_flash,kuramoto,camera,1.302749
pi_flash,kuramoto,pi_oscillator,1.498513
virtual_flash,kuramoto,camera,2.027427
pi_flash,kuramoto,pi_oscillator,2.027427
virtual_flash,kuramoto,camera,2.455523
pi_flash,kuramoto,pi_oscillator,2.455523
pi_flash,kuramoto,pi_oscillator,2.869984
virtual_flash,kuramoto,camera,2.992962
pi_flash,kuramoto,pi_oscillator,3.363182
pi_flash,kuramoto,pi_oscillator,3.863915
virtual_flash,kuramoto,camera,4.013751
pi_flash,kuramoto,pi_oscillator,4.393866
virtual_flash,kuramoto,camera,4.863895
pi_flash,kuramoto,pi_oscillator,4.913429
pi_flash,kuramoto,pi_oscillator,5.34466
virtual_flash,kuramoto,camera,5.437308
pi_flash,kuramoto,pi_oscillator,5.877807
virtual_flash,kuramoto,camera,6.062651
pi_flash,kuramoto,pi_oscillator,6.418048
virtual_flash,kuramoto,camera,6.830512
pi_flash,kuramoto,pi_oscillator,6.897236
pi_flash,kuramoto,pi_oscillator,7.324671
virtual_flash,kuramoto,camera,7.437422
virtual_flash,kuramoto,camera,7.868315
pi_flash,kuramoto,pi_oscillator,7.868315
virtual_flash,kuramoto,camera,8.329854
pi_flash,kuramoto,pi_oscillator,8.329854
pi_flash,kuramoto,pi_oscillator,8.775498
virtual_flash,kuramoto,camera,8.912731
virtual_flash,kuramoto,camera,9.288183
pi_flash,kuramoto,pi_oscillator,9.288183
pi_flash,kuramoto,pi_oscillator,9.734016
virtual_flash,kuramoto,camera,9.852131
virtual_flash,kuramoto,camera,10.26095
pi_flash,kuramoto,pi_oscillator,10.26095
virtual_flash,kuramoto,camera,10.696685
pi_flash,kuramoto,pi_oscillator,10.696685
pi_flash,kuramoto,pi_oscillator,11.139055
virtual_flash,kuramoto,camera,11.252341
pi_flash,kuramoto,pi_oscillator,11.650135
virtual_flash,kuramoto,camera,11.799732
pi_flash,kuramoto,pi_oscillator,12.209169
virtual_flash,kuramoto,camera,12.662972
pi_flash,kuramoto,pi_oscillator,12.662972
pi_flash,kuramoto,pi_oscillator,13.112834
virtual_flash,kuramoto,camera,13.245068
virtual_flash,kuramoto,camera,13.6211
pi_flash,kuramoto,pi_oscillator,13.6211
virtual_flash,kuramoto,camera,15.167555
pi_flash,kuramoto,pi_oscillator,15.167555
virtual_flash,kuramoto,camera,15.57303
pi_flash,kuramoto,pi_oscillator,15.57303
pi_flash,kuramoto,pi_oscillator,16.031404
virtual_flash,kuramoto,camera,16.152051
virtual_flash,kuramoto,camera,16.532771
pi_flash,kuramoto,pi_oscillator,16.532771
virtual_flash,kuramoto,camera,16.962385
pi_flash,kuramoto,pi_oscillator,16.962385
pi_flash,kuramoto,pi_oscillator,17.407382
virtual_flash,kuramoto,camera,17.54348
virtual_flash,kuramoto,camera,17.926575
pi_flash,kuramoto,pi_oscillator,17.926575
virtual_flash,kuramoto,camera,18.362956
pi_flash,kuramoto,pi_oscillator,18.362956
pi_flash,kuramoto,pi_oscillator,18.749081
virtual_flash,kuramoto,camera,18.868179
pi_flash,kuramoto,pi_oscillator,19.238793
pi_flash,kuramoto,pi_oscillator,19.688805
virtual_flash,kuramoto,camera,19.811369
virtual_flash,kuramoto,camera,20.194996
pi_flash,kuramoto,pi_oscillator,20.194996
pi_flash,kuramoto,pi_oscillator,20.58787
virtual_flash,kuramoto,camera,20.708924
virtual_flash,kuramoto,camera,21.072888
pi_flash,kuramoto,pi_oscillator,21.072888
pi_flash,kuramoto,pi_oscillator,21.458539
virtual_flash,kuramoto,camera,21.577734
pi_flash,kuramoto,pi_oscillator,21.957849
virtual_flash,kuramoto,camera,22.387631
pi_flash,kuramoto,pi_oscillator,22.438106
pi_flash,kuramoto,pi_oscillator,22.839949
virtual_flash,kuramoto,camera,22.974949
pi_flash,kuramoto,pi_oscillator,23.345032
virtual_flash,kuramoto,camera,23.459188
pi_flash,kuramoto,pi_oscillator,23.869616
virtual_flash,kuramoto,camera,24.330803
pi_flash,kuramoto,pi_oscillator,24.330803
pi_flash,kuramoto,pi_oscillator,24.759738
virtual_flash,kuramoto,camera,24.873325
virtual_flash,kuramoto,camera,25.2787
pi_flash,kuramoto,pi_oscillator,25.2787
virtual_flash,kuramoto,camera,25.713164
pi_flash,kuramoto,pi_oscillator,25.713164
pi_flash,kuramoto,pi_oscillator,26.104893
virtual_flash,kuramoto,camera,26.227099
pi_flash,kuramoto,pi_oscillator,26.613068
pi_flash,kuramoto,pi_oscillator,27.144709
virtual_flash,kuramoto,camera,27.267783
pi_flash,kuramoto,pi_oscillator,27.686032
virtual_flash,kuramoto,camera,28.112866
pi_flash,kuramoto,pi_oscillator,28.152395
pi_flash,kuramoto,pi_oscillator,28.574621
virtual_flash,kuramoto,camera,28.692994
pi_flash,kuramoto,pi_oscillator,29.12827
virtual_flash,kuramoto,camera,29.224992
pi_flash,kuramoto,pi_oscillator,29.615347
