K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
4.5,0,-0.129492249,-0.872001674,0.033,0.727021678,0,0,0,1.375474805,2.0,0.5,1.701751696,4.069265589,3.784067607,0.285197982,0.285197982,0,0.033355,frequency_step_gt_0.5hz,-2.082315911
4.5,0,-0.137794746,-0.927910747,0.033,0.748820862,0,0,0,1.33543288,1.375474805,0.5,2.116441926,4.346161073,4.069265589,0.276895484,0.276895484,0,0.066785,,-1.952823663
4.5,0,-0.144092992,-0.970323179,0.033,0.766249931,0,0,0,1.305057213,1.33543288,0.5,2.531132156,4.616758311,4.346161073,0.270597238,0.270597238,0,0.100414,,-1.815028917
4.5,0,-0.147756048,-0.994990219,0.033,0.776764943,0,0,0,1.287390747,1.305057213,0.5,2.945822386,4.883692494,4.616758311,0.266934183,0.266934183,0,0.133851,,-1.670935925
4.5,0,-0.148331683,-0.998866551,0.033,0.778443632,0,0,0,1.284614529,1.287390747,0.5,3.360512617,5.150051042,4.883692494,0.266358547,0.266358547,0,0.16703,,-1.523179877
4.5,0,-0.145658232,-0.980863512,0.033,0.770708006,0,0,0,1.297508256,1.284614529,0.5,3.775202847,5.41908304,5.150051042,0.269031999,0.269031999,0,0.200542,,-1.374848194
4.5,0,-0.139919336,-0.942217748,0.033,0.754610911,0,0,0,1.325186246,1.297508256,0.5,4.189893077,5.693853935,5.41908304,0.274770895,0.274770895,0,0.234064,,-1.229189963
4.5,0,-0.131613969,-0.886289354,0.033,0.73247087,0,0,0,1.365242007,1.325186246,0.5,4.604583308,5.976930196,5.693853935,0.283076261,0.283076261,0,0.267623,,-1.089270627
4.5,0,-0.121450037,-0.817845367,0.033,0.707082862,0,0,0,1.414261402,1.365242007,0.5,5.019273538,6.270170389,5.976930196,0.293240193,0.293240193,0,0.301216,,-0.957656658
4.5,0,-0.110202716,-0.742105829,0.033,0.68096426,1,1,1,1.46850585,1.414261402,0.5,5.433963768,0.291472597,6.270170389,0.304487515,0.304487515,0,0.334823,,-0.836206621
4.5,0,-0.09858715,-0.663886531,0.033,0.655941457,1,0,0,1.524526296,1.46850585,0.5,5.848653998,0.607575677,0.291472597,0.31610308,0.31610308,0,0.368341,,-0.726003906
4.5,0,-0.087177736,-0.587055462,0.033,0.633090703,1,0,0,1.579552496,1.524526296,0.5,6.263344229,0.935088171,0.607575677,0.327512494,0.327512494,0,0.401836,,-0.627416756
4.5,0,-0.076379636,-0.514340986,0.033,0.612883897,1,0,0,1.631630403,1.579552496,0.5,0.394849152,1.273398765,0.935088171,0.338310594,0.338310594,0,0.435222,,-0.54023902
4.5,0,-0.066439346,-0.447403002,0.033,0.59539006,1,0,0,1.679571203,1.631630403,0.5,0.809539382,1.62164965,1.273398765,0.348250884,0.348250884,0,0.468519,,-0.463859383
4.5,0,-0.057475551,-0.387040746,0.033,0.580449592,1,0,0,1.722802484,1.679571203,0.5,1.224229612,1.978864329,1.62164965,0.357214679,0.357214679,0,0.501638,,-0.397420037
4.5,0,-0.049515061,-0.333434756,0.033,0.567796315,1,0,0,1.761194947,1.722802484,0.5,1.638919843,2.344039498,1.978864329,0.365175169,0.365175169,0,0.535183,,-0.339944487
4.5,0,-0.042525008,-0.286363693,0.033,0.557131895,1,0,0,1.794907112,1.761194947,0.5,2.053610073,2.71620472,2.344039498,0.372165222,0.372165222,0,0.568396,,-0.290429425
4.5,0,-0.036437888,-0.245372981,0.033,0.54816611,1,0,0,1.824264547,1.794907112,0.5,2.468300303,3.094457063,2.71620472,0.378252343,0.378252343,0,0.601871,,-0.247904417
4.5,0,-0.031169257,-0.209893986,0.033,0.540635662,1,0,0,1.849674506,1.824264547,0.5,2.882990533,3.477978036,3.094457063,0.383520973,0.383520973,0,0.635479,,-0.211466529
4.5,0,-0.026629322,-0.179322035,0.033,0.534310751,1,0,0,1.871570053,1.849674506,0.5,3.297680764,3.866038944,3.477978036,0.388060908,0.388060908,0,0.668797,,-0.180297272
4.5,0,0.045266708,0.304826315,0.033,0.45079245,1,0,0,2.218315767,1.871570053,0.5,0.41469023,4.325995882,3.866038944,0.459956938,0.459956938,1,0.702334,,2.831836593
4.5,0,0.051620339,0.347611713,0.033,0.444650258,1,0,0,2.248958551,2.218315767,0.5,0.829380461,4.792306452,4.325995882,0.46631057,0.46631057,0,0.735853,,2.786569886
4.5,0,0.058735969,0.395528412,0.033,0.437967133,1,0,0,2.283276358,2.248958551,0.5,1.244070691,5.265732651,4.792306452,0.473426199,0.473426199,0,0.769304,,2.734949546
4.5,0,0.066641097,0.448761596,0.033,0.430774195,1,0,0,2.321401818,2.283276358,0.5,1.658760921,5.747063979,5.265732651,0.481331327,0.481331327,0,0.802594,,2.676213577
4.5,0,0.075330386,0.507275329,0.033,0.423135493,1,0,0,2.363309192,2.321401818,0.5,2.073451151,6.237084595,5.747063979,0.490020617,0.490020617,0,0.836143,,2.60957248
4.5,0,0.084748036,0.570693844,0.033,0.415156645,2,1,1,2.408729358,2.363309192,0.5,2.488141382,0.453337554,6.237084595,0.499438266,0.499438266,0,0.869678,,2.534242094
4.5,0,0.094765915,0.638154313,0.033,0.406993059,2,0,0,2.45704436,2.408729358,0.5,2.902831612,0.9627937,0.453337554,0.509456146,0.509456146,0,0.902959,phase_jump_gt_0.5rad,2.449494058
