t_s,event_type
0.96415,follower_flash
1.117269,follower_flash
1.667805,follower_flash
1.735103,leader_flash
2.238062,leader_flash
2.238062,follower_flash
2.746514,leader_flash
2.807789,follower_flash
3.186945,leader_flash
3.314298,follower_flash
3.694763,leader_flash
3.82304,follower_flash
4.238048,leader_flash
4.364641,follower_flash
4.746894,leader_flash
4.873624,follower_flash
5.188885,leader_flash
5.385044,follower_flash
5.700406,leader_flash
6.209699,leader_flash
6.331466,follower_flash
6.709702,leader_flash
6.83375,follower_flash
7.185107,leader_flash
7.312347,follower_flash
7.699873,leader_flash
7.831054,follower_flash
8.221225,leader_flash
8.349922,follower_flash
8.738702,leader_flash
8.802717,follower_flash
9.194066,leader_flash
9.324646,follower_flash
9.744537,leader_flash
9.806511,follower_flash
10.190761,leader_flash
10.321811,follower_flash
10.745522,leader_flash
10.809543,follower_flash
11.200714,leader_flash
11.268483,follower_flash
11.7271,leader_flash
11.791472,follower_flash
12.246924,leader_flash
12.309554,follower_flash
12.696916,leader_flash
12.764815,follower_flash
13.21693,leader_flash
13.281217,follower_flash
13.738335,leader_flash
13.738335,follower_flash
14.199877,leader_flash
14.268119,follower_flash
14.695508,leader_flash
14.763867,follower_flash
15.219417,leader_flash
15.284058,follower_flash
15.659286,leader_flash
15.749429,follower_flash
16.180246,leader_flash
16.250634,follower_flash
16.683531,leader_flash
16.753539,follower_flash
17.186316,leader_flash
17.255302,follower_flash
17.725025,leader_flash
17.725025,follower_flash
18.169566,leader_flash
18.258088,follower_flash
18.691269,leader_flash
18.760716,follower_flash
19.193891,leader_flash
19.262096,follower_flash
19.703284,leader_flash
19.703284,follower_flash
20.227014,leader_flash
20.227014,follower_flash
20.688658,leader_flash
20.779394,follower_flash
21.178361,leader_flash
21.26841,follower_flash
21.714886,leader_flash
21.714886,follower_flash
22.179714,leader_flash
22.269685,follower_flash
22.719848,leader_flash
22.719848,follower_flash
23.187475,leader_flash
23.279398,follower_flash
23.680289,leader_flash
23.771939,follower_flash
24.228676,leader_flash
24.228676,follower_flash
24.702764,leader_flash
24.702764,follower_flash
25.198636,leader_flash
25.198636,follower_flash
25.694918,leader_flash
25.694918,follower_flash
26.194728,leader_flash
26.194728,follower_flash
26.696906,leader_flash
26.696906,follower_flash
27.158267,follower_flash
27.220809,leader_flash
27.703243,leader_flash
27.703243,follower_flash
28.168358,follower_flash
28.230853,leader_flash
28.705867,leader_flash
28.705867,follower_flash
29.196979,leader_flash
29.196979,follower_flash
29.660633,follower_flash
29.723822,leader_flash
