t_s,event_type
0.965959,follower_flash
1.112542,follower_flash
1.671387,follower_flash
1.759806,leader_flash
2.270213,leader_flash
2.270213,follower_flash
2.77789,leader_flash
2.77789,follower_flash
3.278101,leader_flash
3.338171,follower_flash
3.722316,leader_flash
3.850247,follower_flash
4.232524,leader_flash
4.360758,follower_flash
4.777315,leader_flash
4.90515,follower_flash
5.221891,leader_flash
5.415982,follower_flash
5.731146,leader_flash
5.859967,follower_flash
6.241339,leader_flash
6.369081,follower_flash
6.749478,leader_flash
6.870931,follower_flash
7.246075,leader_flash
7.367944,follower_flash
7.745667,leader_flash
7.872256,follower_flash
8.256494,leader_flash
8.382513,follower_flash
8.766339,leader_flash
8.829674,follower_flash
9.277577,leader_flash
9.338469,follower_flash
9.721992,leader_flash
9.850179,follower_flash
10.23259,leader_flash
10.298832,follower_flash
10.778944,leader_flash
10.839554,follower_flash
11.224612,leader_flash
11.291327,follower_flash
11.736108,leader_flash
11.80232,follower_flash
12.246575,leader_flash
12.309679,follower_flash
12.759663,leader_flash
12.822057,follower_flash
13.270613,leader_flash
13.270613,follower_flash
13.779261,leader_flash
13.779261,follower_flash
14.224027,leader_flash
14.291272,follower_flash
14.736795,leader_flash
14.803748,follower_flash
15.249122,leader_flash
15.309503,follower_flash
15.74843,leader_flash
15.809247,follower_flash
16.24839,leader_flash
16.309358,follower_flash
16.747714,leader_flash
16.809717,follower_flash
17.247853,leader_flash
17.311358,follower_flash
17.749562,leader_flash
17.749562,follower_flash
18.248227,leader_flash
18.248227,follower_flash
18.749573,leader_flash
18.749573,follower_flash
19.248577,leader_flash
19.248577,follower_flash
19.748323,leader_flash
19.748323,follower_flash
20.247828,leader_flash
20.247828,follower_flash
20.747618,leader_flash
20.747618,follower_flash
21.248361,leader_flash
21.248361,follower_flash
21.750009,leader_flash
21.750009,follower_flash
22.24852,leader_flash
22.24852,follower_flash
22.747198,leader_flash
22.747198,follower_flash
23.247246,leader_flash
23.247246,follower_flash
23.760438,leader_flash
23.760438,follower_flash
24.271361,leader_flash
24.271361,follower_flash
24.713723,follower_flash
24.780128,leader_flash
25.212357,follower_flash
25.279597,leader_flash
25.724142,leader_flash
25.724142,follower_flash
26.235148,leader_flash
26.235148,follower_flash
26.745717,leader_flash
26.745717,follower_flash
27.256776,leader_flash
27.256776,follower_flash
27.767478,leader_flash
27.767478,follower_flash
28.279021,leader_flash
28.279021,follower_flash
28.723668,leader_flash
28.723668,follower_flash
29.234997,leader_flash
29.234997,follower_flash
29.745486,leader_flash
29.745486,follower_flash
