t_s,agent_id,event_type,model
0.08,0,agent_flash,eapf
0.15,1,agent_flash,eapf
0.45,2,agent_flash,eapf
0.65,1,agent_flash,eapf
0.74,0,agent_flash,eapf
0.9,2,agent_flash,eapf
1.18,1,agent_flash,eapf
1.3,2,agent_flash,eapf
1.41,0,agent_flash,eapf
1.76,1,agent_flash,eapf
1.78,2,agent_flash,eapf
2.08,0,agent_flash,eapf
2.18,2,agent_flash,eapf
2.21,1,agent_flash,eapf
2.64,2,agent_flash,eapf
2.71,1,agent_flash,eapf
2.74,0,agent_flash,eapf
3.14,2,agent_flash,eapf
3.23,1,agent_flash,eapf
3.41,0,agent_flash,eapf
3.56,2,agent_flash,eapf
3.8,1,agent_flash,eapf
3.94,2,agent_flash,eapf
4.08,0,agent_flash,eapf
4.24,1,agent_flash,eapf
4.37,2,agent_flash,eapf
4.74,0,agent_flash,eapf
4.74,1,agent_flash,eapf
4.79,2,agent_flash,eapf
5.22,2,agent_flash,eapf
5.25,1,agent_flash,eapf
5.41,0,agent_flash,eapf
5.73,2,agent_flash,eapf
5.81,1,agent_flash,eapf
6.08,0,agent_flash,eapf
6.17,2,agent_flash,eapf
6.24,1,agent_flash,eapf
6.63,2,agent_flash,eapf
6.74,0,agent_flash,eapf
6.74,1,agent_flash,eapf
7.12,2,agent_flash,eapf
7.24,1,agent_flash,eapf
7.41,0,agent_flash,eapf
7.55,2,agent_flash,eapf
7.8,1,agent_flash,eapf
7.94,2,agent_flash,eapf
8.08,0,agent_flash,eapf
8.24,1,agent_flash,eapf
8.37,2,agent_flash,eapf
8.74,0,agent_flash,eapf
8.74,1,agent_flash,eapf
8.79,2,agent_flash,eapf
9.22,2,agent_flash,eapf
9.24,1,agent_flash,eapf
9.41,0,agent_flash,eapf
9.73,2,agent_flash,eapf
9.8,1,agent_flash,eapf
10.08,0,agent_flash,eapf
10.16,2,agent_flash,eapf
10.23,1,agent_flash,eapf
10.63,2,agent_flash,eapf
10.73,1,agent_flash,eapf
10.74,0,agent_flash,eapf
11.14,2,agent_flash,eapf
11.23,1,agent_flash,eapf
11.41,0,agent_flash,eapf
11.56,2,agent_flash,eapf
11.79,1,agent_flash,eapf
11.94,2,agent_flash,eapf
12.08,0,agent_flash,eapf
12.23,1,agent_flash,eapf
12.37,2,agent_flash,eapf
12.73,1,agent_flash,eapf
12.74,0,agent_flash,eapf
12.77,2,agent_flash,eapf
13.21,2,agent_flash,eapf
13.23,1,agent_flash,eapf
13.41,0,agent_flash,eapf
13.71,2,agent_flash,eapf
13.79,1,agent_flash,eapf
14.08,0,agent_flash,eapf
14.15,2,agent_flash,eapf
14.23,1,agent_flash,eapf
14.62,2,agent_flash,eapf
14.72,1,agent_flash,eapf
14.74,0,agent_flash,eapf
15.13,2,agent_flash,eapf
15.23,1,agent_flash,eapf
15.41,0,agent_flash,eapf
15.56,2,agent_flash,eapf
15.79,1,agent_flash,eapf
15.94,2,agent_flash,eapf
16.08,0,agent_flash,eapf
16.23,1,agent_flash,eapf
16.37,2,agent_flash,eapf
16.72,1,agent_flash,eapf
16.74,0,agent_flash,eapf
16.77,2,agent_flash,eapf
17.2,2,agent_flash,eapf
17.23,1,agent_flash,eapf
17.41,0,agent_flash,eapf
17.71,2,agent_flash,eapf
17.79,1,agent_flash,eapf
18.08,0,agent_flash,eapf
18.15,2,agent_flash,eapf
18.23,1,agent_flash,eapf
18.62,2,agent_flash,eapf
18.72,1,agent_flash,eapf
18.74,0,agent_flash,eapf
19.14,2,agent_flash,eapf
19.23,1,agent_flash,eapf
19.41,0,agent_flash,eapf
19.56,2,agent_flash,eapf
19.79,1,agent_flash,eapf
19.94,2,agent_flash,eapf
20.08,0,agent_flash,eapf
20.23,1,agent_flash,eapf
20.37,2,agent_flash,eapf
20.73,1,agent_flash,eapf
20.74,0,agent_flash,eapf
20.77,2,agent_flash,eapf
21.21,2,agent_flash,eapf
21.23,1,agent_flash,eapf
21.41,0,agent_flash,eapf
21.72,2,agent_flash,eapf
21.79,1,agent_flash,eapf
22.08,0,agent_flash,eapf
22.16,2,agent_flash,eapf
22.23,1,agent_flash,eapf
22.63,2,agent_flash,eapf
22.73,1,agent_flash,eapf
22.74,0,agent_flash,eapf
23.14,2,agent_flash,eapf
23.23,1,agent_flash,eapf
23.41,0,agent_flash,eapf
23.56,2,agent_flash,eapf
23.79,1,agent_flash,eapf
23.94,2,agent_flash,eapf
24.08,0,agent_flash,eapf
24.23,1,agent_flash,eapf
24.37,2,agent_flash,eapf
24.73,1,agent_flash,eapf
24.74,0,agent_flash,eapf
24.77,2,agent_flash,eapf
25.21,2,agent_flash,eapf
25.23,1,agent_flash,eapf
25.41,0,agent_flash,eapf
25.72,2,agent_flash,eapf
25.79,1,agent_flash,eapf
26.08,0,agent_flash,eapf
26.16,2,agent_flash,eapf
26.23,1,agent_flash,eapf
26.63,2,agent_flash,eapf
26.73,1,agent_flash,eapf
26.74,0,agent_flash,eapf
27.14,2,agent_flash,eapf
27.23,1,agent_flash,eapf
27.41,0,agent_flash,eapf
27.56,2,agent_flash,eapf
27.79,1,agent_flash,eapf
27.94,2,agent_flash,eapf
28.08,0,agent_flash,eapf
28.23,1,agent_flash,eapf
28.37,2,agent_flash,eapf
28.73,1,agent_flash,eapf
28.74,0,agent_flash,eapf
28.77,2,agent_flash,eapf
29.21,2,agent_flash,eapf
29.23,1,agent_flash,eapf
29.41,0,agent_flash,eapf
29.72,2,agent_flash,eapf
29.79,1,agent_flash,eapf
30.08,0,agent_flash,eapf
30.16,2,agent_flash,eapf
30.23,1,agent_flash,eapf
30.62,2,agent_flash,eapf
30.73,1,agent_flash,eapf
30.74,0,agent_flash,eapf
31.14,2,agent_flash,eapf
31.23,1,agent_flash,eapf
31.41,0,agent_flash,eapf
31.56,2,agent_flash,eapf
31.79,1,agent_flash,eapf
31.94,2,agent_flash,eapf
32.08,0,agent_flash,eapf
32.23,1,agent_flash,eapf
32.37,2,agent_flash,eapf
32.73,1,agent_flash,eapf
32.74,0,agent_flash,eapf
32.77,2,agent_flash,eapf
33.21,2,agent_flash,eapf
33.23,1,agent_flash,eapf
33.41,0,agent_flash,eapf
33.72,2,agent_flash,eapf
33.79,1,agent_flash,eapf
34.08,0,agent_flash,eapf
34.16,2,agent_flash,eapf
34.23,1,agent_flash,eapf
34.62,2,agent_flash,eapf
34.73,1,agent_flash,eapf
34.74,0,agent_flash,eapf
35.14,2,agent_flash,eapf
35.23,1,agent_flash,eapf
35.41,0,agent_flash,eapf
35.56,2,agent_flash,eapf
35.79,1,agent_flash,eapf
35.94,2,agent_flash,eapf
36.08,0,agent_flash,eapf
36.23,1,agent_flash,eapf
36.37,2,agent_flash,eapf
36.73,1,agent_flash,eapf
36.74,0,agent_flash,eapf
36.77,2,agent_flash,eapf
37.21,2,agent_flash,eapf
37.23,1,agent_flash,eapf
37.41,0,agent_flash,eapf
37.72,2,agent_flash,eapf
37.79,1,agent_flash,eapf
38.08,0,agent_flash,eapf
38.16,2,agent_flash,eapf
38.23,1,agent_flash,eapf
38.62,2,agent_flash,eapf
38.73,1,agent_flash,eapf
38.74,0,agent_flash,eapf
39.14,2,agent_flash,eapf
39.23,1,agent_flash,eapf
39.41,0,agent_flash,eapf
39.56,2,agent_flash,eapf
39.79,1,agent_flash,eapf
39.94,2,agent_flash,eapf
40.08,0,agent_flash,eapf
40.23,1,agent_flash,eapf
40.37,2,agent_flash,eapf
40.73,1,agent_flash,eapf
40.74,0,agent_flash,eapf
40.77,2,agent_flash,eapf
41.21,2,agent_flash,eapf
41.23,1,agent_flash,eapf
41.41,0,agent_flash,eapf
41.72,2,agent_flash,eapf
41.79,1,agent_flash,eapf
42.08,0,agent_flash,eapf
42.16,2,agent_flash,eapf
42.23,1,agent_flash,eapf
42.62,2,agent_flash,eapf
42.73,1,agent_flash,eapf
42.74,0,agent_flash,eapf
43.14,2,agent_flash,eapf
43.23,1,agent_flash,eapf
43.41,0,agent_flash,eapf
43.56,2,agent_flash,eapf
43.79,1,agent_flash,eapf
43.94,2,agent_flash,eapf
44.08,0,agent_flash,eapf
44.23,1,agent_flash,eapf
44.37,2,agent_flash,eapf
44.73,1,agent_flash,eapf
44.74,0,agent_flash,eapf
44.77,2,agent_flash,eapf
45.21,2,agent_flash,eapf
45.23,1,agent_flash,eapf
45.41,0,agent_flash,eapf
45.72,2,agent_flash,eapf
45.79,1,agent_flash,eapf
46.08,0,agent_flash,eapf
46.16,2,agent_flash,eapf
46.23,1,agent_flash,eapf
46.62,2,agent_flash,eapf
46.73,1,agent_flash,eapf
46.74,0,agent_flash,eapf
47.14,2,agent_flash,eapf
47.23,1,agent_flash,eapf
47.41,0,agent_flash,eapf
47.56,2,agent_flash,eapf
47.79,1,agent_flash,eapf
47.94,2,agent_flash,eapf
48.08,0,agent_flash,eapf
48.23,1,agent_flash,eapf
48.37,2,agent_flash,eapf
48.73,1,agent_flash,eapf
48.74,0,agent_flash,eapf
48.77,2,agent_flash,eapf
49.21,2,agent_flash,eapf
49.23,1,agent_flash,eapf
49.41,0,agent_flash,eapf
49.72,2,agent_flash,eapf
49.79,1,agent_flash,eapf
50.08,0,agent_flash,eapf
50.16,2,agent_flash,eapf
50.23,1,agent_flash,eapf
50.62,2,agent_flash,eapf
50.73,1,agent_flash,eapf
50.74,0,agent_flash,eapf
51.14,2,agent_flash,eapf
51.23,1,agent_flash,eapf
51.41,0,agent_flash,eapf
51.56,2,agent_flash,eapf
51.79,1,agent_flash,eapf
51.94,2,agent_flash,eapf
52.08,0,agent_flash,eapf
52.23,1,agent_flash,eapf
52.37,2,agent_flash,eapf
52.73,1,agent_flash,eapf
52.74,0,agent_flash,eapf
52.77,2,agent_flash,eapf
53.21,2,agent_flash,eapf
53.23,1,agent_flash,eapf
53.41,0,agent_flash,eapf
53.72,2,agent_flash,eapf
53.79,1,agent_flash,eapf
54.08,0,agent_flash,eapf
54.16,2,agent_flash,eapf
54.23,1,agent_flash,eapf
54.62,2,agent_flash,eapf
54.73,1,agent_flash,eapf
54.74,0,agent_flash,eapf
55.14,2,agent_flash,eapf
55.23,1,agent_flash,eapf
55.41,0,agent_flash,eapf
55.56,2,agent_flash,eapf
55.79,1,agent_flash,eapf
55.94,2,agent_flash,eapf
56.08,0,agent_flash,eapf
56.23,1,agent_flash,eapf
56.37,2,agent_flash,eapf
56.73,1,agent_flash,eapf
56.74,0,agent_flash,eapf
56.77,2,agent_flash,eapf
57.21,2,agent_flash,eapf
57.23,1,agent_flash,eapf
57.41,0,agent_flash,eapf
57.72,2,agent_flash,eapf
57.79,1,agent_flash,eapf
58.08,0,agent_flash,eapf
58.16,2,agent_flash,eapf
58.23,1,agent_flash,eapf
58.62,2,agent_flash,eapf
58.73,1,agent_flash,eapf
58.74,0,agent_flash,eapf
59.14,2,agent_flash,eapf
59.23,1,agent_flash,eapf
59.41,0,agent_flash,eapf
59.56,2,agent_flash,eapf
59.79,1,agent_flash,eapf
59.94,2,agent_flash,eapf
