t_s,event_type
0.975128,follower_flash
1.353047,follower_flash
1.732108,leader_flash
1.821647,follower_flash
2.195457,follower_flash
2.254754,leader_flash
2.629963,follower_flash
2.753598,leader_flash
3.12898,follower_flash
3.252924,leader_flash
3.540039,follower_flash
3.752382,leader_flash
4.04303,follower_flash
4.25369,leader_flash
4.540331,follower_flash
4.753136,leader_flash
5.040077,follower_flash
5.252901,leader_flash
5.539507,follower_flash
5.752212,leader_flash
6.043909,follower_flash
6.254669,leader_flash
6.541615,follower_flash
6.753446,leader_flash
7.040277,follower_flash
7.252621,leader_flash
7.539774,follower_flash
7.752971,leader_flash
8.04432,follower_flash
8.254479,leader_flash
8.541147,follower_flash
8.752789,leader_flash
9.127668,follower_flash
9.252791,leader_flash
9.630905,follower_flash
9.754445,leader_flash
10.128902,follower_flash
10.253476,leader_flash
10.627091,follower_flash
10.752299,leader_flash
11.132233,follower_flash
11.254214,leader_flash
11.629542,follower_flash
11.753403,leader_flash
12.127516,follower_flash
12.252352,leader_flash
12.645771,follower_flash
12.788951,leader_flash
13.17265,follower_flash
13.233054,leader_flash
13.692061,follower_flash
13.751824,leader_flash
14.193585,follower_flash
14.253097,leader_flash
14.692355,follower_flash
14.752563,leader_flash
15.193542,follower_flash
15.253249,leader_flash
15.69098,follower_flash
15.751426,leader_flash
16.192739,follower_flash
16.253345,leader_flash
16.691392,follower_flash
16.751227,leader_flash
17.192639,follower_flash
17.251968,leader_flash
17.699092,follower_flash
17.794991,leader_flash
18.173572,follower_flash
18.234143,leader_flash
18.690499,follower_flash
18.751069,leader_flash
19.191813,follower_flash
19.251767,leader_flash
19.691022,follower_flash
19.751697,leader_flash
20.193414,follower_flash
20.253098,leader_flash
20.690886,follower_flash
20.751516,leader_flash
21.193187,follower_flash
21.252646,leader_flash
21.690991,follower_flash
21.751496,leader_flash
22.192773,follower_flash
22.252021,leader_flash
22.690938,follower_flash
22.751486,leader_flash
23.233158,leader_flash
23.233158,follower_flash
23.690886,follower_flash
23.751518,leader_flash
24.193399,follower_flash
24.252913,leader_flash
24.69194,follower_flash
24.753064,leader_flash
25.197314,follower_flash
25.256131,leader_flash
25.693473,follower_flash
25.7523,leader_flash
26.191112,follower_flash
26.251424,leader_flash
26.693151,follower_flash
26.752629,leader_flash
27.249575,leader_flash
27.249575,follower_flash
27.751579,leader_flash
27.751579,follower_flash
28.251821,leader_flash
28.251821,follower_flash
28.749371,leader_flash
28.749371,follower_flash
29.250589,leader_flash
29.250589,follower_flash
29.751453,leader_flash
29.751453,follower_flash
