t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.8e-05,0,0,99.67,0.0,975.02
0.975128,0,0,97.67,0.0,88.48
1.063699,0,0,103.67,0.0,93.06
1.156828,0,0,102.67,0.0,59.29
1.216192,0,0,99.67,0.0,71.0
1.287261,0,0,111.0,0.0,65.71
1.353047,0,0,113.0,0.0,65.88
1.419006,0,0,116.67,0.0,77.23
1.496307,0,0,101.67,0.0,86.45
1.582825,0,0,102.33,0.2058,88.09
1.670974,0,0,99.67,0.0,61.07
1.732108,1,1,113.67,1.0,89.4
1.821647,1,0,111.67,0.8654,66.81
1.888583,1,0,115.0,1.0,71.54
1.960238,1,0,106.67,0.473,83.8
2.044155,0,0,101.0,0.0907,87.33
2.131604,0,0,102.33,0.183,63.74
2.195457,0,0,99.67,0.0,59.18
2.254754,1,1,113.67,0.9814,68.55
2.323452,1,0,111.67,0.8491,64.31
2.387865,1,0,115.33,1.0,70.55
2.45852,1,0,108.67,0.5922,97.26
2.555902,0,0,101.33,0.1102,73.96
2.629963,0,0,102.67,0.2009,64.24
2.694414,0,0,100.33,0.0446,59.02
2.753598,1,1,113.67,0.9547,68.91
2.82272,1,0,111.67,0.8258,63.81
2.886692,1,0,114.67,0.9934,71.32
2.95818,1,0,108.33,0.5748,82.99
3.041328,0,0,100.0,0.022,87.49
3.12898,0,0,102.0,0.1553,64.38
3.193525,0,0,99.67,0.0,59.23
3.252924,1,1,113.0,0.9007,69.16
3.322295,1,0,110.67,0.7483,64.14
3.386601,1,0,114.33,0.9863,70.22
3.456991,1,0,108.67,0.6069,82.88
3.540039,0,0,99.67,0.0,87.79
3.628,0,0,101.0,0.0901,64.83
3.693004,0,0,99.33,0.0,59.21
3.752382,1,1,113.0,0.9072,69.19
3.821794,1,0,111.0,0.7729,66.08
3.888065,1,0,114.67,1.0,70.82
3.95906,1,0,107.33,0.513,83.8
4.04303,0,0,100.0,0.0222,87.69
4.130906,0,0,102.0,0.1568,63.29
4.194372,0,0,99.67,0.0,59.13
4.25369,1,1,113.33,0.9232,68.59
4.322526,1,0,111.33,0.7899,63.85
4.386585,1,0,115.0,1.0,70.55
4.457318,1,0,109.0,0.622,82.83
4.540331,0,0,100.67,0.0667,87.98
4.628498,0,0,101.67,0.1336,64.34
4.693016,0,0,99.67,0.0,59.93
4.753136,1,1,113.33,0.9169,68.64
4.822006,1,0,111.33,0.7844,64.17
4.886367,1,0,114.33,0.9885,70.2
4.956758,1,0,108.33,0.5853,83.13
5.040077,0,0,99.67,0.0,87.92
5.128204,0,0,101.0,0.0901,64.68
5.193069,0,0,99.33,0.0,59.63
5.252901,1,1,113.0,0.9072,68.83
5.321968,1,0,111.0,0.7729,63.71
5.385872,1,0,114.33,1.0,70.34
5.456404,1,0,109.33,0.6589,82.91
5.539507,0,0,100.0,0.0225,88.54
5.62826,0,0,101.67,0.1364,63.6
5.692058,0,0,99.67,0.0,59.95
5.752212,1,1,113.67,0.955,69.2
5.821652,1,0,111.67,0.8186,66.09
5.887948,1,0,115.33,1.0,71.74
5.959889,1,0,107.33,0.5213,83.82
6.043909,0,0,100.33,0.0449,87.99
6.132117,0,0,101.67,0.1361,62.63
6.194956,0,0,99.0,0.0,59.5
6.254669,1,1,113.33,0.9296,68.01
6.322927,1,0,111.0,0.7711,64.06
6.387192,1,0,114.33,0.9977,70.59
6.457996,1,0,107.33,0.5225,83.41
6.541615,0,0,99.33,0.0,87.25
6.629089,0,0,100.67,0.0682,64.76
6.69406,0,0,99.0,0.0,59.17
6.753446,1,1,113.0,0.9093,68.5
6.822213,1,0,110.67,0.7503,63.86
6.886289,1,0,114.33,1.0,70.72
6.957229,1,0,108.67,0.6139,82.83
7.040277,0,0,100.0,0.0225,87.67
7.128173,0,0,101.33,0.1132,63.98
7.192376,0,0,99.67,0.0,60.02
7.252621,1,1,114.0,0.9775,68.93
7.321818,1,0,111.33,0.7954,64.16
7.386208,1,0,115.0,1.0,70.6
7.457038,1,0,110.33,0.7271,82.51
7.539774,0,0,101.0,0.0907,87.59
7.627603,0,0,102.67,0.2046,64.48
7.692312,0,0,99.67,0.0,60.43
7.752971,1,1,113.67,0.955,68.61
7.821857,1,0,111.33,0.7954,66.09
7.888183,1,0,114.67,1.0,71.8
7.960211,1,0,106.67,0.4775,83.88
8.04432,0,0,100.33,0.045,87.82
8.132384,0,0,101.67,0.1364,63.15
8.195771,0,0,99.33,0.0,58.45
8.254479,1,1,113.0,0.9093,68.24
8.323005,1,0,110.67,0.7503,63.78
8.38703,1,0,114.0,0.9775,70.48
8.457748,1,0,108.0,0.5682,83.16
8.541147,0,0,100.0,0.0225,87.71
8.629107,0,0,101.33,0.1132,64.15
8.693496,0,0,99.33,0.0,59.03
8.752789,1,1,113.0,0.9093,68.5
8.821583,1,0,110.67,0.7503,63.55
8.885388,1,0,114.33,1.0,70.64
8.956273,1,0,110.0,0.7046,83.17
9.039685,0,0,100.67,0.0682,87.73
9.127668,0,0,102.0,0.1589,64.62
9.192545,0,0,99.67,0.0,59.98
9.252791,1,1,113.33,0.9318,68.53
9.321628,1,0,111.33,0.7954,65.99
9.387869,1,0,114.67,1.0,70.71
9.458833,1,0,107.33,0.5225,84.13
9.543216,0,0,100.33,0.045,87.43
9.630905,0,0,102.0,0.1589,64.12
9.695309,0,0,99.33,0.0,58.84
9.754445,1,1,113.0,0.9095,68.19
9.822943,1,0,110.67,0.7509,63.85
9.887054,1,0,114.0,0.9775,70.13
9.957447,1,0,108.0,0.5692,83.73
10.041434,0,0,100.0,0.0248,87.2
10.128902,0,0,101.67,0.1384,64.31
10.193489,0,0,99.33,0.0,59.71
10.253476,1,1,112.67,0.887,67.85
10.321634,1,0,110.67,0.7503,64.3
10.386213,1,0,114.0,0.9977,70.0
10.456489,1,0,109.0,0.6504,82.88
10.539634,0,0,100.0,0.0253,87.19
10.627091,0,0,101.67,0.1396,65.43
10.69279,0,0,99.67,0.0024,59.23
10.752299,1,1,113.33,0.9512,69.3
10.821922,1,0,111.67,0.8359,66.04
10.888236,1,0,115.0,1.0,71.55
10.960058,1,0,107.0,0.5115,83.15
11.043487,0,0,100.33,0.0461,88.48
11.132233,0,0,101.67,0.1413,63.07
11.195607,0,0,99.0,0.0,58.32
11.254214,1,1,113.33,0.9532,68.82
11.323367,1,0,111.0,0.7893,64.04
11.387694,1,0,114.0,1.0,69.76
11.457737,1,0,107.0,0.5115,83.1
11.541121,0,0,99.33,0.0,88.13
11.629542,0,0,100.83,0.0831,63.7
11.693534,0,0,98.33,0.0,59.58
11.753403,1,1,113.0,0.9302,68.33
11.822076,1,0,110.67,0.7676,63.63
11.885999,1,0,114.0,1.0,70.39
11.956681,1,0,108.67,0.6281,82.53
12.039507,0,0,99.67,0.0,87.72
12.127516,0,0,101.33,0.1158,64.78
12.192597,0,0,99.33,0.0,59.46
12.252352,1,1,113.67,0.9775,68.78
12.321471,1,0,111.33,0.818,65.94
12.387718,1,0,115.0,1.0,71.39
12.459406,1,0,107.0,0.5228,84.01
12.54372,0,0,100.0,0.0457,101.69
12.645771,0,0,100.33,0.0682,71.05
12.717132,0,0,98.67,0.0,71.51
12.788951,1,1,111.0,0.7955,66.21
12.855511,1,0,112.67,0.9093,66.14
12.921969,1,0,115.0,1.0,76.54
12.998812,0,0,100.33,0.0682,87.34
13.086481,0,0,101.67,0.1595,85.86
13.17265,0,0,99.0,0.0,60.09
13.233054,1,1,113.0,0.9318,88.85
13.322258,1,0,110.67,0.773,63.4
13.385981,1,0,113.67,0.9775,70.57
13.456872,1,0,108.33,0.6135,82.1
13.539286,0,0,99.33,0.0,87.94
13.627541,0,0,100.67,0.0913,64.21
13.692061,0,0,99.0,0.0,59.44
13.751824,1,1,113.0,0.9318,68.79
13.820939,1,0,111.0,0.7955,66.2
13.887466,1,0,114.33,1.0,70.81
13.958621,1,0,107.67,0.5685,82.79
14.041749,0,0,100.33,0.0682,87.65
14.129723,0,0,102.0,0.182,63.54
14.193585,0,0,99.0,0.0,59.17
14.253097,1,1,113.67,0.9775,68.06
14.32148,1,0,111.0,0.7955,64.54
14.386351,1,0,114.67,1.0,69.75
14.456432,1,0,109.67,0.7048,82.47
14.539234,0,0,100.33,0.0682,87.5
14.627066,0,0,101.67,0.1595,64.97
14.692355,0,0,99.33,0.0,59.86
14.752563,1,1,113.33,0.9543,68.51
14.821457,1,0,110.67,0.773,66.55
14.888345,1,0,114.0,1.0,70.47
14.95915,1,0,106.67,0.5003,82.87
15.042363,0,0,99.67,0.0232,87.46
15.130162,0,0,101.33,0.1363,63.04
15.193542,0,0,98.67,0.0,59.35
15.253249,1,1,113.0,0.932,68.38
15.322017,1,0,110.33,0.751,63.38
15.385761,1,0,114.0,1.0,70.28
15.456383,1,0,109.33,0.6824,82.38
15.539105,0,0,100.33,0.0703,87.61
15.62706,0,0,101.67,0.1614,63.58
15.69098,0,0,99.0,0.0,60.09
15.751426,1,1,113.33,0.9553,69.14
15.820961,1,0,110.67,0.778,65.56
15.886875,1,0,114.33,1.0,70.92
15.958147,1,0,107.67,0.578,83.67
16.042163,0,0,100.33,0.0887,86.28
16.128798,0,0,101.67,0.178,63.59
16.192739,0,0,98.67,0.0,60.24
16.253345,1,1,113.0,0.9333,68.2
16.321947,1,0,110.33,0.7553,64.04
16.386362,1,0,113.67,0.978,69.64
16.456364,1,0,108.67,0.6447,81.78
16.538531,0,0,99.33,0.022,87.47
16.626357,0,0,100.33,0.0887,64.67
16.691392,0,0,98.67,0.0,59.46
16.751227,1,1,112.67,0.9113,69.54
16.821134,1,0,110.33,0.7553,64.9
16.886429,1,0,113.67,0.9955,70.84
16.957649,1,0,107.33,0.5653,82.54
17.040559,0,0,99.33,0.0224,87.86
17.128787,0,0,101.33,0.1581,63.49
17.192639,0,0,99.0,0.0,58.93
17.251968,1,1,113.0,0.9522,68.18
17.320518,1,0,110.67,0.7937,63.88
17.38478,1,0,114.33,1.0,70.05
17.455207,1,0,110.67,0.7937,82.13
17.537712,0,0,100.0,0.068,87.51
17.625595,0,0,101.33,0.1585,73.02
17.699092,0,0,98.67,0.0,95.51
17.794991,1,1,113.33,0.9724,60.39
17.855822,1,0,112.67,0.9277,66.74
17.922945,1,0,115.0,1.0,76.74
18.000071,0,0,99.67,0.0455,86.82
18.087272,0,0,101.67,0.1812,85.92
18.173572,0,0,98.0,0.0,60.18
18.234143,1,1,112.33,0.9046,87.96
18.322558,1,0,110.33,0.7689,62.32
18.385266,1,0,113.67,0.9978,70.2
18.45586,1,0,108.67,0.6577,82.31
18.538584,0,0,98.33,0.0,87.72
18.626717,0,0,100.33,0.0905,63.37
18.690499,0,0,98.33,0.0,60.17
18.751069,1,1,112.33,0.9068,68.22
18.819731,1,0,110.0,0.7487,66.26
18.886407,1,0,114.33,1.0,70.6
18.957404,1,0,108.33,0.6354,82.54
19.040338,0,0,99.67,0.0477,87.09
19.127828,0,0,101.33,0.1604,63.59
19.191813,0,0,99.0,0.0022,59.54
19.251767,1,1,113.67,0.9978,68.74
19.320913,1,0,110.67,0.7942,63.33
19.384645,1,0,114.33,1.0,69.51
19.454616,1,0,111.0,0.8166,82.53
19.537549,0,0,100.33,0.0925,87.66
19.625616,0,0,101.67,0.1834,65.0
19.691022,0,0,99.33,0.0246,60.26
19.751697,1,1,113.33,0.9747,69.28
19.821438,1,0,110.33,0.7711,65.89
19.887745,1,0,114.33,1.0,71.04
19.959204,1,0,107.33,0.5672,82.86
20.042503,0,0,99.67,0.0497,86.9
20.129816,0,0,101.0,0.138,63.19
20.193414,0,0,98.33,0.0,59.25
20.253098,1,1,112.67,0.9299,67.76
20.321293,1,0,110.33,0.7711,63.71
20.385419,1,0,114.0,1.0,69.54
20.455378,1,0,110.33,0.7711,81.79
20.537603,0,0,100.33,0.0925,87.28
20.625298,0,0,101.33,0.1604,65.17
20.690886,0,0,99.0,0.0022,60.2
20.751516,1,1,113.33,0.9726,69.08
20.82107,1,0,110.67,0.7929,65.5
20.887,1,0,114.67,1.0,71.3
20.95875,1,0,108.0,0.6125,82.94
21.04212,0,0,100.33,0.0925,86.5
21.129046,0,0,101.67,0.1848,63.71
21.193187,0,0,98.67,0.0,59.02
21.252646,1,1,113.0,0.9523,68.28
21.321366,1,0,110.67,0.7942,62.75
21.384557,1,0,114.0,1.0,70.63
21.455631,1,0,110.0,0.7339,82.12
21.538184,0,0,100.0,0.0687,87.35
21.625973,0,0,101.33,0.1572,64.59
21.690991,0,0,99.0,0.0022,60.06
21.751496,1,1,112.67,0.9113,68.95
21.820927,1,0,110.33,0.7553,65.7
21.887065,1,0,114.0,1.0,71.39
21.958901,1,0,107.33,0.5553,82.46
22.041809,0,0,99.33,0.022,87.4
22.129651,0,0,101.33,0.1553,62.68
22.192773,0,0,98.67,0.0,58.79
22.252021,1,1,112.67,0.9117,69.1
22.321563,1,0,110.33,0.7564,63.3
22.385306,1,0,114.33,1.0,69.69
22.455447,1,0,110.67,0.779,81.5
22.537393,0,0,100.0,0.0687,87.73
22.625583,0,0,101.0,0.1352,64.91
22.690938,0,0,99.0,0.0022,60.09
22.751486,1,1,113.0,0.9333,83.76
22.835855,1,0,112.67,0.9113,86.3
22.922637,1,0,114.67,1.0,75.99
22.999081,0,0,100.33,0.0887,86.1
23.08564,0,0,101.33,0.1553,86.63
23.172726,0,0,98.33,0.0,59.97
23.233158,1,1,112.0,0.8667,88.0
23.321669,1,0,110.0,0.7333,63.48
23.385618,1,0,113.33,0.9553,69.37
