t_s,agent_id,event_type,model
0.1,2,agent_flash,kuramoto
0.13,0,agent_flash,kuramoto
0.15,1,agent_flash,kuramoto
0.6,2,agent_flash,kuramoto
0.63,1,agent_flash,kuramoto
0.69,0,agent_flash,kuramoto
1.1,2,agent_flash,kuramoto
1.14,1,agent_flash,kuramoto
1.2,0,agent_flash,kuramoto
1.61,2,agent_flash,kuramoto
1.65,1,agent_flash,kuramoto
1.71,0,agent_flash,kuramoto
2.12,2,agent_flash,kuramoto
2.16,1,agent_flash,kuramoto
2.23,0,agent_flash,kuramoto
2.64,2,agent_flash,kuramoto
2.67,1,agent_flash,kuramoto
2.74,0,agent_flash,kuramoto
3.15,2,agent_flash,kuramoto
3.18,1,agent_flash,kuramoto
3.25,0,agent_flash,kuramoto
3.66,2,agent_flash,kuramoto
3.7,1,agent_flash,kuramoto
3.76,0,agent_flash,kuramoto
4.17,2,agent_flash,kuramoto
4.21,1,agent_flash,kuramoto
4.27,0,agent_flash,kuramoto
4.68,2,agent_flash,kuramoto
4.72,1,agent_flash,kuramoto
4.78,0,agent_flash,kuramoto
5.19,2,agent_flash,kuramoto
5.23,1,agent_flash,kuramoto
5.29,0,agent_flash,kuramoto
5.7,2,agent_flash,kuramoto
5.74,1,agent_flash,kuramoto
5.8,0,agent_flash,kuramoto
6.21,2,agent_flash,kuramoto
6.25,1,agent_flash,kuramoto
6.31,0,agent_flash,kuramoto
6.72,2,agent_flash,kuramoto
6.76,1,agent_flash,kuramoto
6.82,0,agent_flash,kuramoto
7.23,2,agent_flash,kuramoto
7.27,1,agent_flash,kuramoto
7.34,0,agent_flash,kuramoto
7.75,2,agent_flash,kuramoto
7.78,1,agent_flash,kuramoto
7.85,0,agent_flash,kuramoto
8.26,2,agent_flash,kuramoto
8.29,1,agent_flash,kuramoto
8.36,0,agent_flash,kuramoto
8.77,2,agent_flash,kuramoto
8.81,1,agent_flash,kuramoto
8.87,0,agent_flash,kuramoto
9.28,2,agent_flash,kuramoto
9.32,1,agent_flash,kuramoto
9.38,0,agent_flash,kuramoto
9.79,2,agent_flash,kuramoto
9.83,1,agent_flash,kuramoto
9.89,0,agent_flash,kuramoto
10.3,2,agent_flash,kuramoto
10.34,1,agent_flash,kuramoto
10.4,0,agent_flash,kuramoto
10.81,2,agent_flash,kuramoto
10.85,1,agent_flash,kuramoto
10.91,0,agent_flash,kuramoto
11.32,2,agent_flash,kuramoto
11.36,1,agent_flash,kuramoto
11.42,0,agent_flash,kuramoto
11.83,2,agent_flash,kuramoto
11.87,1,agent_flash,kuramoto
11.93,0,agent_flash,kuramoto
12.34,2,agent_flash,kuramoto
12.38,1,agent_flash,kuramoto
12.45,0,agent_flash,kuramoto
12.86,2,agent_flash,kuramoto
12.89,1,agent_flash,kuramoto
12.96,0,agent_flash,kuramoto
13.37,2,agent_flash,kuramoto
13.4,1,agent_flash,kuramoto
13.47,0,agent_flash,kuramoto
13.88,2,agent_flash,kuramoto
13.92,1,agent_flash,kuramoto
13.98,0,agent_flash,kuramoto
14.39,2,agent_flash,kuramoto
14.43,1,agent_flash,kuramoto
14.49,0,agent_flash,kuramoto
14.9,2,agent_flash,kuramoto
14.94,1,agent_flash,kuramoto
15.0,0,agent_flash,kuramoto
15.41,2,agent_flash,kuramoto
15.45,1,agent_flash,kuramoto
15.51,0,agent_flash,kuramoto
15.92,2,agent_flash,kuramoto
15.96,1,agent_flash,kuramoto
16.02,0,agent_flash,kuramoto
16.43,2,agent_flash,kuramoto
16.47,1,agent_flash,kuramoto
16.53,0,agent_flash,kuramoto
16.94,2,agent_flash,kuramoto
16.98,1,agent_flash,kuramoto
17.04,0,agent_flash,kuramoto
17.46,2,agent_flash,kuramoto
17.49,1,agent_flash,kuramoto
17.56,0,agent_flash,kuramoto
17.97,2,agent_flash,kuramoto
18.0,1,agent_flash,kuramoto
18.07,0,agent_flash,kuramoto
18.48,2,agent_flash,kuramoto
18.51,1,agent_flash,kuramoto
18.58,0,agent_flash,kuramoto
18.99,2,agent_flash,kuramoto
19.03,1,agent_flash,kuramoto
19.09,0,agent_flash,kuramoto
19.5,2,agent_flash,kuramoto
19.54,1,agent_flash,kuramoto
19.6,0,agent_flash,kuramoto
20.01,2,agent_flash,kuramoto
20.05,1,agent_flash,kuramoto
20.11,0,agent_flash,kuramoto
20.52,2,agent_flash,kuramoto
20.56,1,agent_flash,kuramoto
20.62,0,agent_flash,kuramoto
21.03,2,agent_flash,kuramoto
21.07,1,agent_flash,kuramoto
21.13,0,agent_flash,kuramoto
21.54,2,agent_flash,kuramoto
21.58,1,agent_flash,kuramoto
21.64,0,agent_flash,kuramoto
22.05,2,agent_flash,kuramoto
22.09,1,agent_flash,kuramoto
22.15,0,agent_flash,kuramoto
22.57,2,agent_flash,kuramoto
22.6,1,agent_flash,kuramoto
22.67,0,agent_flash,kuramoto
23.08,2,agent_flash,kuramoto
23.11,1,agent_flash,kuramoto
23.18,0,agent_flash,kuramoto
23.59,2,agent_flash,kuramoto
23.63,1,agent_flash,kuramoto
23.69,0,agent_flash,kuramoto
24.1,2,agent_flash,kuramoto
24.14,1,agent_flash,kuramoto
24.2,0,agent_flash,kuramoto
24.61,2,agent_flash,kuramoto
24.65,1,agent_flash,kuramoto
24.71,0,agent_flash,kuramoto
25.12,2,agent_flash,kuramoto
25.16,1,agent_flash,kuramoto
25.22,0,agent_flash,kuramoto
25.63,2,agent_flash,kuramoto
25.67,1,agent_flash,kuramoto
25.73,0,agent_flash,kuramoto
26.14,2,agent_flash,kuramoto
26.18,1,agent_flash,kuramoto
26.24,0,agent_flash,kuramoto
26.65,2,agent_flash,kuramoto
26.69,1,agent_flash,kuramoto
26.75,0,agent_flash,kuramoto
27.16,2,agent_flash,kuramoto
27.2,1,agent_flash,kuramoto
