t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
2e-06,0.0,1.8,0.0,0.0,0.0,0,0,0.002,0.01,0.0,0.0631,189.28,46.3
0.065189,2.2e-05,1.8,0.0,-2.2e-05,-2.2e-05,0,0,65.187,0.01,0.0,0.1271,189.28,46.9
0.12554,0.737265,1.8,0.0,-0.737265,-0.672265,0,0,60.351,0.011,0.0,0.1906,189.28,46.3
0.185461,1.277813,1.8,0.0,-1.277813,-0.957387,0,0,59.921,0.01,0.0,0.2541,189.28,46.9
0.246032,1.754717,1.8,0.0,-1.754717,-0.983134,0,0,60.572,0.01,0.0,0.3171,189.28,48.0
0.305847,2.231342,1.8,0.0,-2.231342,-0.789658,0,0,59.815,0.011,0.0,0.3807,189.28,46.9
0.36943,2.742516,1.8,0.0,-2.742516,-0.388567,0,0,63.583,0.01,0.0,0.4455,189.28,47.4
0.436543,3.375146,1.8,0.0,2.908039,0.231436,0,0,67.113,0.01,0.0,0.5095,189.28,48.0
0.502587,4.188537,1.8,0.0,2.094648,0.865899,0,0,66.044,0.01,0.0,0.5741,189.28,47.4
0.563066,5.135636,1.8,0.0,1.147549,0.91176,0,0,60.479,0.01,0.0,0.6387,189.28,48.0
0.623799,6.01263,1.8,0.0,0.270555,0.267267,1,0,60.733,0.01,0.0,0.7031,189.28,48.0
0.683679,0.473131,1.8,0.752485,0.279354,0.275734,0,0,59.881,0.01,0.0,0.7678,189.28,46.3
0.743177,1.208157,1.8,1.500153,0.291997,0.287865,0,0,59.498,0.01,0.0,0.8322,189.28,48.5
0.804038,1.941004,1.8,2.264953,0.32395,0.318313,0,0,60.861,0.01,0.0,0.8965,189.28,45.8
0.867542,2.697129,1.8,3.062971,0.365843,0.357736,0,0,63.504,0.01,0.0,0.9622,189.28,46.9
0.935426,3.494857,1.8,3.916031,0.421174,0.408832,0,0,67.884,0.01,0.0,1.0269,189.28,48.0
1.001614,4.359747,1.8,4.747768,0.388021,0.378357,0,0,66.188,0.01,0.0,1.0922,189.28,48.0
1.061961,5.195959,1.8,5.506113,0.310154,0.305205,0,0,60.347,0.01,0.0,1.1569,189.28,46.9
1.122237,5.942934,1.8,0.0,0.340252,0.333724,1,0,60.276,0.011,0.0,1.2214,189.28,48.0
1.182468,0.411852,1.8,0.75926,0.347408,0.340462,0,0,60.231,0.009,0.0,1.2859,189.28,48.0
1.242369,1.164825,1.8,1.51436,0.349535,0.342461,0,0,59.901,0.01,0.0,1.3509,189.28,46.9
1.30277,1.91409,1.8,2.275762,0.361673,0.353839,0,0,60.401,0.009,0.0,1.4159,189.28,46.3
1.365752,2.672015,1.8,3.069695,0.39768,0.387281,0,0,62.982,0.01,0.0,1.4807,189.28,46.9
1.433254,3.469692,1.8,3.920601,0.450909,0.435784,0,0,67.501,0.01,0.0,1.5447,189.28,46.9
1.499255,4.336072,1.8,4.752603,0.416531,0.404591,0,0,66.002,0.011,0.0,1.6083,189.28,47.4
1.559645,5.175998,1.8,5.513863,0.337865,0.331474,0,0,60.39,0.009,0.0,1.6722,189.28,46.3
1.619922,5.929053,1.8,0.0,0.354132,0.346777,1,0,60.277,0.011,0.0,1.7378,189.28,46.9
1.680489,0.400743,1.8,0.764061,0.363318,0.355378,0,0,60.566,0.01,0.0,1.8013,189.28,46.9
1.739864,1.161066,1.8,1.513099,0.352032,0.344806,0,0,59.375,0.01,0.0,1.8648,189.28,46.9
1.800108,1.904242,1.8,2.273093,0.36885,0.360543,0,0,60.244,0.01,0.0,1.9286,189.28,48.0
1.863361,2.661607,1.8,3.071045,0.409438,0.398093,0,0,63.253,0.01,0.0,1.9927,189.28,48.0
1.930343,3.465112,1.8,3.916049,0.450936,0.435808,0,0,66.983,0.01,0.0,2.0575,189.28,48.5
1.997185,4.324838,1.8,4.759278,0.43444,0.420903,0,0,66.842,0.009,0.0,2.1224,189.28,47.4
2.057948,5.179272,1.8,5.525817,0.346545,0.33965,0,0,60.763,0.01,0.0,2.1852,189.28,47.4
2.116776,5.938716,1.8,0.0,0.34447,0.337698,1,0,58.828,0.011,0.0,2.2491,189.28,48.0
2.178057,0.390392,1.8,0.773659,0.383267,0.373952,0,0,61.281,0.009,0.0,2.3124,189.28,47.4
2.237583,1.163669,1.8,1.525161,0.361492,0.35367,0,0,59.526,0.01,0.0,2.3767,189.28,46.9
2.298052,1.910574,1.8,2.288573,0.378,0.369062,0,0,60.469,0.01,0.0,2.4399,189.28,46.9
2.360464,2.672573,1.8,3.076515,0.403941,0.393046,0,0,62.412,0.01,0.0,2.5055,189.28,48.0
2.429219,3.464296,1.8,3.944533,0.480238,0.46199,0,0,68.755,0.01,0.0,2.5694,189.28,46.9
2.494947,4.353071,1.8,4.774331,0.421261,0.408911,0,0,65.728,0.009,0.0,2.6328,189.28,48.0
2.555334,5.190501,1.8,5.536702,0.346202,0.339327,0,0,60.387,0.01,0.0,2.6973,189.28,47.4
2.61564,5.945176,1.8,0.0,0.338009,0.331609,1,0,60.306,0.011,0.0,2.7603,189.28,47.4
2.675313,0.414032,1.8,0.7528,0.338768,0.332325,0,1,59.674,0.009,0.0,2.8239,189.28,48.0
2.735787,1.158334,1.8,1.515685,0.357351,0.349794,0,1,60.473,0.009,0.0,2.8874,189.28,48.5
