event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.446549
virtual_flash,kuramoto,camera,0.864372
pi_flash,kuramoto,pi_oscillator,1.353791
virtual_flash,kuramoto,camera,1.46978
virtual_flash,kuramoto,camera,1.832406
pi_flash,kuramoto,pi_oscillator,2.033676
virtual_flash,kuramoto,camera,2.482955
pi_flash,kuramoto,pi_oscillator,3.067551
virtual_flash,kuramoto,camera,3.268806
pi_flash,kuramoto,pi_oscillator,3.880106
virtual_flash,kuramoto,camera,3.982109
pi_flash,kuramoto,pi_oscillator,4.624142
virtual_flash,kuramoto,camera,5.095262
pi_flash,kuramoto,pi_oscillator,5.203466
virtual_flash,kuramoto,camera,5.73447
pi_flash,kuramoto,pi_oscillator,5.774484
virtual_flash,kuramoto,camera,6.287373
pi_flash,kuramoto,pi_oscillator,6.327542
virtual_flash,kuramoto,camera,6.822141
pi_flash,kuramoto,pi_oscillator,6.88463
virtual_flash,kuramoto,camera,7.36389
pi_flash,kuramoto,pi_oscillator,7.403789
virtual_flash,kuramoto,camera,7.917612
pi_flash,kuramoto,pi_oscillator,7.95676
virtual_flash,kuramoto,camera,8.458004
pi_flash,kuramoto,pi_oscillator,8.518034
virtual_flash,kuramoto,camera,9.00338
pi_flash,kuramoto,pi_oscillator,9.038996
virtual_flash,kuramoto,camera,9.525308
pi_flash,kuramoto,pi_oscillator,9.546869
virtual_flash,kuramoto,camera,9.97534
pi_flash,kuramoto,pi_oscillator,10.053903
virtual_flash,kuramoto,camera,10.508792
pi_flash,kuramoto,pi_oscillator,10.569915
virtual_flash,kuramoto,camera,11.045343
pi_flash,kuramoto,pi_oscillator,11.066414
virtual_flash,kuramoto,camera,11.608801
pi_flash,kuramoto,pi_oscillator,11.608801
virtual_flash,kuramoto,camera,12.014819
pi_flash,kuramoto,pi_oscillator,12.113808
virtual_flash,kuramoto,camera,12.569677
pi_flash,kuramoto,pi_oscillator,12.592107
virtual_flash,kuramoto,camera,13.118152
pi_flash,kuramoto,pi_oscillator,13.118152
virtual_flash,kuramoto,camera,13.532441
pi_flash,kuramoto,pi_oscillator,13.645991
virtual_flash,kuramoto,camera,14.076386
pi_flash,kuramoto,pi_oscillator,14.097743
virtual_flash,kuramoto,camera,14.641263
pi_flash,kuramoto,pi_oscillator,14.641263
virtual_flash,kuramoto,camera,15.07178
pi_flash,kuramoto,pi_oscillator,15.16265
virtual_flash,kuramoto,camera,15.589566
pi_flash,kuramoto,pi_oscillator,15.656151
virtual_flash,kuramoto,camera,16.131765
pi_flash,kuramoto,pi_oscillator,16.131765
virtual_flash,kuramoto,camera,16.566728
pi_flash,kuramoto,pi_oscillator,16.655244
virtual_flash,kuramoto,camera,17.138211
pi_flash,kuramoto,pi_oscillator,17.138211
virtual_flash,kuramoto,camera,17.674336
pi_flash,kuramoto,pi_oscillator,17.707435
virtual_flash,kuramoto,camera,18.092734
pi_flash,kuramoto,pi_oscillator,18.208571
virtual_flash,kuramoto,camera,18.638462
pi_flash,kuramoto,pi_oscillator,18.679052
virtual_flash,kuramoto,camera,19.175177
pi_flash,kuramoto,pi_oscillator,19.198622
virtual_flash,kuramoto,camera,19.731471
pi_flash,kuramoto,pi_oscillator,19.731471
virtual_flash,kuramoto,camera,20.14375
pi_flash,kuramoto,pi_oscillator,20.241385
virtual_flash,kuramoto,camera,20.695723
pi_flash,kuramoto,pi_oscillator,20.717724
virtual_flash,kuramoto,camera,21.233689
pi_flash,kuramoto,pi_oscillator,21.274778
virtual_flash,kuramoto,camera,21.694249
pi_flash,kuramoto,pi_oscillator,21.774157
virtual_flash,kuramoto,camera,22.235933
pi_flash,kuramoto,pi_oscillator,22.259397
virtual_flash,kuramoto,camera,22.75675
pi_flash,kuramoto,pi_oscillator,22.781233
virtual_flash,kuramoto,camera,23.208212
pi_flash,kuramoto,pi_oscillator,23.29374
virtual_flash,kuramoto,camera,23.749787
pi_flash,kuramoto,pi_oscillator,23.773406
virtual_flash,kuramoto,camera,24.315822
pi_flash,kuramoto,pi_oscillator,24.315822
virtual_flash,kuramoto,camera,24.719006
pi_flash,kuramoto,pi_oscillator,24.825131
virtual_flash,kuramoto,camera,25.260433
pi_flash,kuramoto,pi_oscillator,25.30495
virtual_flash,kuramoto,camera,25.800734
pi_flash,kuramoto,pi_oscillator,25.800734
virtual_flash,kuramoto,camera,26.250149
pi_flash,kuramoto,pi_oscillator,26.332053
virtual_flash,kuramoto,camera,26.801855
virtual_flash,kuramoto,camera,27.335773
pi_flash,kuramoto,pi_oscillator,27.368903
virtual_flash,kuramoto,camera,27.756427
pi_flash,kuramoto,pi_oscillator,27.875024
virtual_flash,kuramoto,camera,28.290508
pi_flash,kuramoto,pi_oscillator,28.359897
virtual_flash,kuramoto,camera,28.844521
pi_flash,kuramoto,pi_oscillator,28.844521
virtual_flash,kuramoto,camera,29.372755
pi_flash,kuramoto,pi_oscillator,29.407779
virtual_flash,kuramoto,camera,29.833697
pi_flash,kuramoto,pi_oscillator,29.912648
